ibge7,mun,mun,nome_meso,algodao_arb,algodao_herb,banana,batata,cafe_arab,cana,feijao,laranja,limao,manga,milho,soja,sorgo,tangerina,tomate,trigo,leite,ovos,mel
3164431,São Sebastião da Vargem Alegre,São Sebastião da Vargem Alegre,Zona da Mata,0,0,96,0,1133,0,24,0,0,0,40,0,0,0,80,0,2448,6,0
3164472,São Sebastião do Anta,São Sebastião do Anta,Vale do Rio Doce,0,0,1860,0,5050,60,159,0,0,0,357,0,0,0,35,0,857,41,0
3164506,São Sebastião do Maranhão,São Sebastião do Maranhão,Vale do Rio Doce,0,0,200,0,36,6600,154,0,0,0,940,0,0,0,0,0,13263,20,10565
3164605,São Sebastião do Oeste,São Sebastião do Oeste,Oeste de Minas,0,0,0,0,0,700,11,0,0,0,770,0,0,0,0,0,12770,149,5000
3164704,São Sebastião do Paraíso,São Sebastião do Paraíso,Sul/Sudoeste de Minas,0,0,301,0,20320,480000,140,28200,40,42,7524,2074,1225,0,10400,0,18587,992,1870
3164803,São Sebastião do Rio Preto,São Sebastião do Rio Preto,Metropolitana de Belo Horizonte,0,0,0,0,0,51,9,0,0,0,34,0,0,0,0,0,4054,13,0
3164902,São Sebastião do Rio Verde,São Sebastião do Rio Verde,Sul/Sudoeste de Minas,0,0,0,0,0,0,87,0,0,0,1420,0,0,0,0,0,5181,24,400
3165008,São Tiago,São Tiago,Campo das Vertentes,0,0,30,0,520,2736,129,0,0,10,1556,0,0,0,0,0,33000,570,20000
3165107,São Tomás de Aquino,São Tomás de Aquino,Sul/Sudoeste de Minas,0,0,13,0,10400,180000,33,0,0,0,518,60,0,0,30,0,4824,21,0
3165206,São Thomé das Letras,São Thomé das Letras,Sul/Sudoeste de Minas,0,0,26,0,1030,63,20,0,0,0,3650,132,0,0,0,0,5500,18,700
3165305,São Vicente de Minas,São Vicente de Minas,Sul/Sudoeste de Minas,0,0,10,32,0,730,855,475,2,0,13122,4880,0,300,110,1493,14880,10,1500
3165404,Sapucaí-Mirim,Sapucaí-Mirim,Sul/Sudoeste de Minas,0,0,24,0,0,0,7,0,0,0,30,0,0,0,159,0,1391,5,0
3165503,Sardoá,Sardoá,Vale do Rio Doce,0,0,50,0,16,248,105,0,5,0,178,0,0,0,0,0,1898,24,2030
3165537,Sarzedo,Sarzedo,Metropolitana de Belo Horizonte,0,0,18,0,0,0,1,0,16,0,160,0,0,0,0,0,222,3,0
3165552,Setubinha,Setubinha,Vale do Mucuri,0,0,110,0,545,2100,131,5,0,0,694,0,0,62,23,0,2160,62,1550
3165560,Sem-Peixe,Sem-Peixe,Zona da Mata,0,0,10,0,0,15936,26,0,0,0,124,0,0,0,0,0,3210,31,130
3165578,Senador Amaral,Senador Amaral,Sul/Sudoeste de Minas,0,0,0,6025,0,0,5,0,0,0,792,0,0,0,0,0,2218,16,0
3165602,Senador Cortes,Senador Cortes,Zona da Mata,0,0,62,0,0,1512,48,0,0,0,0,0,0,0,0,0,4532,5,120
3165701,Senador Firmino,Senador Firmino,Zona da Mata,0,0,7,0,76,3570,81,0,0,0,638,0,0,0,0,0,5012,11,0
3165800,Senador José Bento,Senador José Bento,Sul/Sudoeste de Minas,0,0,189,750,663,0,96,0,0,0,648,0,0,0,0,0,2262,14,0
3165909,Senador Modestino Gonçalves,Senador Modestino Gonçalves,Jequitinhonha,0,0,10,0,48,3500,46,6,0,0,505,0,0,0,0,0,2833,125,2415
3166006,Senhora de Oliveira,Senhora de Oliveira,Zona da Mata,0,0,0,0,220,5650,68,0,0,0,546,0,0,0,0,0,2705,36,0
3166105,Senhora do Porto,Senhora do Porto,Vale do Rio Doce,0,0,145,0,0,1420,12,0,0,0,140,0,0,0,0,0,5438,24,2030
3166204,Senhora dos Remédios,Senhora dos Remédios,Campo das Vertentes,0,0,225,0,48,9000,186,0,0,0,1650,0,0,0,150,0,11715,106,430
3166303,Sericita,Sericita,Zona da Mata,0,0,60,0,3300,300,62,0,0,0,527,0,0,0,0,0,712,33,0
3166402,Seritinga,Seritinga,Sul/Sudoeste de Minas,0,0,0,0,0,810,3,0,0,0,160,0,0,0,0,0,5643,12,0
3166501,Serra Azul de Minas,Serra Azul de Minas,Metropolitana de Belo Horizonte,0,0,0,0,4,732,22,0,0,0,180,0,0,0,0,0,4130,14,360
3166600,Serra da Saudade,Serra da Saudade,Central Mineira,0,0,0,0,0,0,2,0,0,0,100,0,0,0,0,0,2803,5,290
3166709,Serra dos Aimorés,Serra dos Aimorés,Vale do Mucuri,0,0,0,0,0,99000,4,0,0,0,3,0,0,0,0,0,1819,10,0
3166808,Serra do Salitre,Serra do Salitre,Triângulo Mineiro/Alto Paranaíba,0,0,20,5890,15040,0,5010,1840,0,0,73750,52056,15444,0,550,6372,64880,34,0
3166907,Serrania,Serrania,Sul/Sudoeste de Minas,0,0,0,400,5400,97500,945,0,0,0,5400,1755,0,0,600,0,3980,19,3800
3166956,Serranópolis de Minas,Serranópolis de Minas,Norte de Minas,0,0,0,0,7,0,85,0,0,0,48,0,13,0,0,0,2719,34,147
3167004,Serranos,Serranos,Sul/Sudoeste de Minas,0,0,0,0,0,940,14,0,0,0,1020,195,0,0,0,0,8190,19,5100
3167103,Serro,Serro,Metropolitana de Belo Horizonte,0,0,55,0,6,2550,61,6,0,0,1285,0,0,0,0,0,19962,144,1890
3167202,Sete Lagoas,Sete Lagoas,Metropolitana de Belo Horizonte,0,0,0,0,0,1435,19,21,0,82,243,308,60,0,0,0,10201,54,600
3167301,Silveirânia,Silveirânia,Zona da Mata,0,0,21,0,0,1560,53,0,0,0,51,0,0,0,0,0,8704,3,0
3167400,Silvianópolis,Silvianópolis,Sul/Sudoeste de Minas,0,0,800,1740,1600,0,32,1750,0,0,7200,504,0,0,550,0,14333,27,3300
3167509,Simão Pereira,Simão Pereira,Zona da Mata,0,0,14,0,0,140,29,0,0,0,297,0,0,0,0,0,1980,8,0
3167608,Simonésia,Simonésia,Zona da Mata,0,0,210,25,12720,900,133,55,26,120,1368,0,0,12,930,0,2780,91,210
3167707,Sobrália,Sobrália,Vale do Rio Doce,0,0,18,0,0,90,7,0,0,0,69,0,0,0,0,0,4700,17,0
3167806,Soledade de Minas,Soledade de Minas,Sul/Sudoeste de Minas,0,0,240,0,576,0,35,0,0,0,2400,600,0,0,0,360,7568,66,3200
3167905,Tabuleiro,Tabuleiro,Zona da Mata,0,0,17,0,0,30,14,6,0,0,120,0,0,94,0,0,5660,30,1000
3168002,Taiobeiras,Taiobeiras,Norte de Minas,0,0,36,0,920,2150,216,24,0,21,225,0,100,21,1650,0,2111,182,5765
3168051,Taparuba,Taparuba,Vale do Rio Doce,0,0,115,0,0,1400,45,175,23,0,595,0,0,0,0,0,6741,21,0
3168101,Tapira,Tapira,Triângulo Mineiro/Alto Paranaíba,0,0,0,54000,903,0,1950,0,0,0,20400,4050,0,0,0,66,30401,139,0
3168200,Tapiraí,Tapiraí,Oeste de Minas,0,0,6,300,1480,270,217,15,0,0,512,0,0,0,0,0,6657,52,35000
3168309,Taquaraçu de Minas,Taquaraçu de Minas,Metropolitana de Belo Horizonte,0,0,2930,0,0,750,6,0,10,0,8,0,0,4,0,0,3250,51,0
3168408,Tarumirim,Tarumirim,Vale do Rio Doce,0,0,122,0,12,2100,25,0,0,66,378,0,0,0,0,0,18911,97,0
3168507,Teixeiras,Teixeiras,Zona da Mata,0,0,217,0,842,960,357,23,0,16,1539,0,0,30,120,0,2748,73,11455
3168606,Teófilo Otoni,Teófilo Otoni,Vale do Mucuri,0,0,1420,0,18,6660,61,514,13,7,156,0,0,42,160,0,42258,133,50000
3168705,Timóteo,Timóteo,Vale do Rio Doce,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,463,6,5200
3168804,Tiradentes,Tiradentes,Campo das Vertentes,0,0,0,0,0,200,8,0,0,0,40,0,0,612,50,0,3000,30,2300
3168903,Tiros,Tiros,Triângulo Mineiro/Alto Paranaíba,0,0,0,1850,4068,510,1820,0,0,0,10820,1221,0,0,0,255,73708,98,0
3169000,Tocantins,Tocantins,Zona da Mata,0,0,510,0,0,900,28,187,96,1258,350,0,0,5328,940,0,6161,375,1000
3169059,Tocos do Moji,Tocos do Moji,Sul/Sudoeste de Minas,0,0,10,1475,587,64,23,0,0,0,653,0,0,0,180,0,3632,32,700
3169109,Toledo,Toledo,Sul/Sudoeste de Minas,0,0,0,1425,0,585,6,0,0,0,2063,222,0,0,0,0,2846,5,80
3169208,Tombos,Tombos,Zona da Mata,0,0,95,0,1121,3700,46,0,0,0,346,0,0,0,0,0,6321,39,2220
3169307,Três Corações,Três Corações,Sul/Sudoeste de Minas,0,0,0,17900,14700,480,900,4510,20,0,59400,26585,0,5970,300,12100,50400,46,3150
3169356,Três Marias,Três Marias,Central Mineira,0,0,100,0,0,21700,783,20,26,40,4758,3795,0,0,0,0,1936,61,110100
3169406,Três Pontas,Três Pontas,Sul/Sudoeste de Minas,0,0,168,0,26950,235,50,5,0,0,6632,10184,518,60,40,2044,5600,104,19300
3169505,Tumiritinga,Tumiritinga,Vale do Rio Doce,0,0,28,0,0,420,9,0,0,0,475,0,0,0,0,0,10550,37,0
3169604,Tupaciguara,Tupaciguara,Triângulo Mineiro/Alto Paranaíba,0,0,45,0,487,2073755,4860,0,0,0,51600,117508,15540,0,0,3400,32415,346,0
3169703,Turmalina,Turmalina,Jequitinhonha,0,0,108,0,347,3660,109,125,0,0,160,0,0,7,820,0,1417,197,25900
3169802,Turvolândia,Turvolândia,Sul/Sudoeste de Minas,0,0,0,1080,4320,4000,360,140,105,0,8850,2112,0,510,26000,0,11200,41,180
3169901,Ubá,Ubá,Zona da Mata,0,0,180,0,0,700,90,21,15,180,140,0,0,324,240,0,8628,17,300
3170008,Ubaí,Ubaí,Norte de Minas,0,0,0,0,0,12600,66,13,0,0,390,0,8,0,0,0,3681,56,0
3170057,Ubaporanga,Ubaporanga,Vale do Rio Doce,0,0,850,0,4048,1120,243,300,90,0,326,0,0,75,2800,0,1163,37,1260
3170107,Uberaba,Uberaba,Triângulo Mineiro/Alto Paranaíba,0,0,360,52500,855,6768000,2040,10481,400,50,345000,309600,112500,340,1720,9060,45160,1603,53050
3170206,Uberlândia,Uberlândia,Triângulo Mineiro/Alto Paranaíba,0,0,21080,2900,410,716256,426,124200,210,197,169800,176000,9100,72,2160,1780,71500,10393,32400
3170305,Umburatiba,Umburatiba,Vale do Mucuri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2989,5,0
3170404,Unaí,Unaí,Noroeste de Minas,0,15631,2905,0,11232,2120415,68400,0,0,0,348000,500250,32000,0,1000,1350,91301,1099,0
3170438,União de Minas,União de Minas,Triângulo Mineiro/Alto Paranaíba,0,0,600,0,0,1049002,0,0,0,0,3960,630,0,0,0,0,22100,50,0
3170479,Uruana de Minas,Uruana de Minas,Noroeste de Minas,0,0,14,0,0,9600,423,0,0,0,12045,5985,2400,0,0,0,1800,146,0
3170503,Urucânia,Urucânia,Zona da Mata,0,0,281,0,0,155000,12,0,0,0,155,0,0,0,0,0,1158,48,1000
3170529,Urucuia,Urucuia,Norte de Minas,0,0,36,0,2023,19500,2015,0,0,0,4966,1217,0,0,0,0,6182,105,10500
3170578,Vargem Alegre,Vargem Alegre,Vale do Rio Doce,0,0,16,0,20,180,8,0,5,26,155,0,0,0,0,0,3245,28,10500
3170602,Vargem Bonita,Vargem Bonita,Oeste de Minas,0,0,0,0,1210,60,2,0,0,0,3138,1500,0,0,0,0,7620,28,201
3170651,Vargem Grande do Rio Pardo,Vargem Grande do Rio Pardo,Norte de Minas,0,0,24,0,47,2250,80,0,0,2286,62,0,0,8,0,0,185,28,0
3170701,Varginha,Varginha,Sul/Sudoeste de Minas,0,0,27,0,15740,186,116,0,0,0,2400,420,0,0,0,0,6604,53,2700
3170750,Varjão de Minas,Varjão de Minas,Noroeste de Minas,0,0,2600,0,3922,232380,5074,0,0,0,39750,13680,1716,16,11000,1585,8060,60,130
3170800,Várzea da Palma,Várzea da Palma,Norte de Minas,0,1740,2001,0,2178,3600,279,12400,0,0,1074,4106,0,6790,50,0,4131,99,960
3170909,Varzelândia,Varzelândia,Norte de Minas,0,0,60,0,0,6000,117,0,0,0,245,0,0,0,0,0,1522,83,750
3171006,Vazante,Vazante,Noroeste de Minas,0,0,0,0,0,190,2286,0,0,0,25200,39780,960,0,0,0,51700,255,1750
3171030,Verdelândia,Verdelândia,Norte de Minas,0,0,28000,0,0,0,109,75,360,1610,609,0,17,0,0,0,4325,90,0
3171071,Veredinha,Veredinha,Jequitinhonha,0,0,18,0,19,2430,59,55,0,0,152,0,0,0,23,0,734,98,45200
3171105,Veríssimo,Veríssimo,Triângulo Mineiro/Alto Paranaíba,0,0,180,0,0,1147500,20,0,15,150,5600,14000,4200,0,0,0,13850,240,0
3171154,Vermelho Novo,Vermelho Novo,Zona da Mata,0,0,60,0,2150,1260,45,0,0,0,550,0,0,0,230,0,1691,31,0
3171204,Vespasiano,Vespasiano,Metropolitana de Belo Horizonte,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,529,8,0
3171303,Viçosa,Viçosa,Zona da Mata,0,0,220,0,1280,3660,266,33,23,0,1462,2,0,28,280,0,5252,1018,21130
3171402,Vieiras,Vieiras,Zona da Mata,0,0,210,0,870,960,20,0,0,0,320,0,0,0,0,0,4810,22,0
3171501,Mathias Lobato,Mathias Lobato,Vale do Rio Doce,0,0,0,0,0,0,2,0,0,0,62,0,0,0,0,0,2964,9,0
3171600,Virgem da Lapa,Virgem da Lapa,Jequitinhonha,0,0,6,0,0,1200,36,0,0,32,258,0,0,0,0,0,1010,103,2590
3171709,Virgínia,Virgínia,Sul/Sudoeste de Minas,0,0,60,3600,91,0,176,0,0,0,2040,0,0,0,0,0,14425,81,8500
3171808,Virginópolis,Virginópolis,Vale do Rio Doce,0,0,176,0,107,6560,74,0,0,0,584,0,0,0,490,0,11847,56,31070
3171907,Virgolândia,Virgolândia,Vale do Rio Doce,0,0,180,0,39,1100,58,14,0,0,180,0,0,0,0,0,5740,62,1900
3172004,Visconde do Rio Branco,Visconde do Rio Branco,Zona da Mata,0,0,300,0,7,17560,38,1725,18,840,252,0,0,10,0,0,4299,56,0
3172103,Volta Grande,Volta Grande,Zona da Mata,0,0,180,0,0,96,6,50,0,0,100,0,0,0,0,0,7221,9,520
3172202,Wenceslau Braz,Wenceslau Braz,Sul/Sudoeste de Minas,0,0,0,0,0,360,8,7,0,0,30,0,0,0,0,0,4997,12,0
