ibge7,mun,tx_mort_acid_15_29,tx_mort_hom_15_29,tx_mort_mama,tx_mort_inf,tx_analf_25m,prop_fund_25m,perc_med_25m,tx_med_adeq,tx_med_lab,tx_crimes_pat,tx_crimes_pes,tx_hom,existe_uni_infra,pop_total,pop_masc,pop_fem,raz_dep,tx_urb,tx_fec,esp_vida,rdpc,renocup
3100104,Abadia dos Dourados,66.53,0.0,0.0,0.0,11.0,34.6,16.28,50.6,100.0,74.5,14.9,0.0,Não,6704,3400,3304,41.95,62.49,1.97,75.0,596.18,920.1
3100203,Abaeté,56.22,0.0,8.73,27.27,10.6,30.8,19.24,44.5,100.0,61.7,26.4,8.8,Não,22700,11230,11460,45.45,86.84,2.33,76.0,707.24,930.85
3100302,Abre Campo,30.9,0.0,0.0,27.21,15.0,25.8,17.7,35.2,100.0,37.5,37.5,15.0,Não,13311,6669,6642,49.46,54.7,1.87,74.0,444.32,685.72
3100401,Acaiaca,0.0,0.0,0.0,20.83,17.1,28.6,17.28,64.6,68.3,229.5,25.5,25.5,Não,3924,1894,2026,53.78,65.13,1.91,74.0,357.03,646.71
3100500,Açucena,0.0,34.13,0.0,19.61,24.9,21.0,13.02,42.3,72.9,38.9,77.8,38.9,Não,10298,5228,5048,59.84,46.76,2.11,76.0,325.42,514.6
3100609,Água Boa,0.0,0.0,0.0,0.0,36.1,20.2,13.45,28.0,100.0,52.6,92.1,32.9,Não,15193,7742,7453,62.71,46.3,2.43,73.0,322.12,511.49
3100708,Água Comprida,0.0,0.0,0.0,76.92,9.5,29.4,14.72,48.7,100.0,98.7,49.3,0.0,Não,2020,1058,945,40.97,75.06,2.29,77.0,701.19,998.23
3100807,Aguanil,110.13,0.0,0.0,0.0,15.9,28.8,15.32,38.0,100.0,0.0,49.3,24.6,Não,4049,2055,1984,45.54,57.84,2.22,76.0,524.43,781.84
3100906,Águas Formosas,0.0,37.63,0.0,16.18,31.3,31.6,21.6,38.6,100.0,10.8,54.1,37.8,Não,18482,9318,9161,57.83,77.48,2.67,74.0,389.57,640.97
3101003,Águas Vermelhas,28.61,26.38,0.0,0.0,36.5,21.3,12.37,29.9,100.0,15.7,47.1,15.7,Não,12718,6526,6196,55.51,70.28,2.6,73.0,306.97,591.65
3101102,Aimorés,51.69,50.06,23.26,14.79,17.7,35.8,24.02,46.5,100.0,68.1,52.0,28.0,Não,24969,12061,12898,51.4,78.93,2.11,74.0,567.46,893.84
3101201,Aiuruoca,0.0,0.0,0.0,16.95,17.1,26.2,17.54,32.5,100.0,16.2,16.2,0.0,Não,6173,3206,2956,45.96,50.68,1.85,77.0,539.92,734.85
3101300,Alagoa,0.0,0.0,0.0,0.0,17.2,24.8,15.62,52.3,100.0,36.9,0.0,0.0,Não,2709,1408,1301,46.6,40.97,2.08,75.0,413.75,558.92
3101409,Albertina,0.0,0.0,0.0,0.0,14.7,29.1,16.17,45.2,100.0,0.0,34.3,34.3,Não,2913,1488,1425,47.53,69.07,1.83,74.0,564.08,796.26
3101508,Além Paraíba,0.0,0.0,11.23,26.49,7.5,47.5,32.66,51.2,100.0,14.5,29.1,5.8,Não,34341,16507,17768,46.54,93.36,2.04,76.0,674.5,1058.91
3101607,Alfenas,36.42,29.83,10.61,13.46,7.1,51.5,36.37,63.1,89.4,154.5,21.6,8.1,Não,73722,36061,37677,42.06,93.77,1.88,75.0,783.41,1229.94
3101631,Alfredo Vasconcelos,130.55,0.0,0.0,18.52,12.6,31.8,18.65,45.5,100.0,49.3,0.0,0.0,Não,6078,3110,2965,44.58,66.35,1.74,75.0,400.14,657.6
3101706,Almenara,38.77,0.0,15.59,20.91,27.6,31.3,20.36,36.4,100.0,154.7,51.5,10.3,Não,38779,19396,19099,50.65,81.88,2.27,73.0,419.98,708.25
3101805,Alpercata,57.7,0.0,0.0,0.0,20.2,30.5,16.43,34.0,100.0,27.8,27.8,13.9,Não,7172,3590,3582,55.08,78.92,2.06,74.0,401.21,750.59
3101904,Alpinópolis,62.67,41.89,22.23,21.74,9.4,36.6,22.34,61.7,100.0,43.2,21.6,10.8,Não,18490,9493,8995,43.54,81.08,2.04,77.0,633.91,1029.25
3102001,Alterosa,61.73,0.0,0.0,0.0,12.6,26.8,16.98,43.4,100.0,0.0,7.2,0.0,Não,13714,6845,6625,48.06,72.92,2.04,76.0,475.99,703.77
3102050,Alto Caparaó,0.0,0.0,38.9,28.17,14.2,26.7,15.07,38.4,100.0,0.0,0.0,0.0,Não,5297,2577,2433,46.56,74.83,1.77,76.0,505.1,689.19
3102100,Alto Rio Doce,0.0,0.0,0.0,0.0,18.4,20.1,11.93,55.1,100.0,8.2,0.0,0.0,Não,12158,6102,6057,49.47,41.7,1.52,75.0,323.95,460.95
3102209,Alvarenga,93.11,0.0,0.0,0.0,22.5,20.7,10.41,32.1,100.0,0.0,67.5,22.5,Não,4443,2239,2205,51.65,47.68,1.8,73.0,312.46,517.53
3102308,Alvinópolis,27.22,0.0,12.94,55.94,13.6,31.6,21.09,52.1,100.0,26.2,6.5,0.0,Não,15263,7535,7726,49.74,74.92,1.73,74.0,460.96,709.74
3102407,Alvorada de Minas,0.0,208.33,0.0,15.87,25.9,18.7,12.58,38.7,100.0,0.0,84.6,28.2,Não,3548,1779,1767,67.77,40.89,2.23,73.0,277.99,476.92
3102506,Amparo da Serra,0.0,75.93,0.0,13.7,20.6,26.0,16.71,32.1,100.0,39.5,19.7,19.7,Não,5052,2484,2569,54.22,52.29,2.05,74.0,368.72,554.79
3102605,Andradas,21.61,10.82,21.52,2.21,10.3,37.4,25.39,49.1,100.0,56.3,2.6,0.0,Não,37302,18681,18589,42.24,75.17,1.86,78.0,754.39,1020.58
3102704,Cachoeira de Pajeú,0.0,39.29,0.0,35.71,34.5,19.2,12.58,34.7,100.0,100.4,55.8,33.4,Não,8962,4510,4449,59.18,49.79,2.54,71.0,265.27,442.04
3102803,Andrelândia,37.51,0.0,16.37,0.0,12.9,35.5,24.04,47.3,100.0,16.4,16.4,8.2,Não,12146,6066,6107,44.32,80.59,1.88,74.0,534.68,795.97
3102852,Angelândia,134.53,76.72,0.0,33.33,34.7,19.5,10.16,38.7,100.0,74.9,74.9,24.9,Não,8003,3837,3932,65.05,50.43,2.42,70.0,322.8,569.29
3102902,Antônio Carlos,36.68,0.0,0.0,16.81,14.2,31.9,22.51,39.3,100.0,18.0,0.0,0.0,Não,11112,5530,5584,42.23,70.42,1.81,75.0,457.02,733.39
3103009,Antônio Dias,41.31,0.0,21.11,21.05,20.0,25.4,14.22,51.5,100.0,31.3,31.3,10.4,Não,9573,4829,4736,50.95,48.84,2.21,76.0,387.61,699.25
3103108,Antônio Prado de Minas,0.0,0.0,123.46,71.43,13.0,32.3,20.21,49.7,100.0,0.0,0.0,0.0,Não,1673,861,810,48.3,60.02,1.42,75.0,529.54,739.9
3103207,Araçaí,0.0,0.0,86.21,0.0,12.6,38.5,25.24,60.7,100.0,44.5,0.0,0.0,Não,2247,1083,1160,49.82,79.49,1.86,73.0,482.4,744.08
3103306,Aracitaba,0.0,0.0,0.0,0.0,15.2,26.2,17.55,66.0,100.0,0.0,0.0,0.0,Não,2057,1053,1005,44.17,79.74,1.78,74.0,351.6,553.72
3103405,Araçuaí,60.04,0.0,5.51,12.35,22.5,32.3,20.94,38.3,93.8,58.3,27.7,11.1,Não,36041,17848,18165,53.17,65.07,1.89,74.0,410.67,751.04
3103504,Araguari,29.31,45.25,1.8,11.02,5.8,53.4,35.14,61.2,99.3,173.0,38.2,10.9,Não,109779,53889,55397,41.78,93.43,1.46,77.0,798.63,1204.56
3103603,Arantina,0.0,0.0,71.02,0.0,12.1,31.7,20.35,57.0,100.0,0.0,0.0,0.0,Não,2823,1415,1408,48.57,93.27,2.04,75.0,411.16,675.75
3103702,Araponga,0.0,0.0,0.0,0.0,28.6,12.2,6.95,33.1,82.2,0.0,49.0,12.2,Não,8165,4191,3961,49.13,37.3,1.74,71.0,328.75,489.93
3103751,Araporã,0.0,0.0,0.0,9.35,10.6,43.8,29.16,43.3,100.0,65.1,48.8,32.5,Não,6233,3111,3033,44.33,96.0,2.49,74.0,536.04,1062.37
3103801,Arapuá,0.0,0.0,0.0,0.0,9.5,31.0,20.01,69.4,100.0,0.0,0.0,0.0,Não,2772,1406,1369,44.53,75.24,1.48,77.0,696.47,1093.67
3103900,Araújos,0.0,50.43,0.0,9.26,10.2,35.1,19.35,37.9,100.0,38.0,25.3,12.6,Não,7884,4010,3873,46.61,86.41,2.37,76.0,599.3,855.86
3104007,Araxá,23.89,4.12,6.33,8.66,5.1,58.3,40.77,59.5,92.8,86.4,22.4,4.2,Não,93683,46022,47046,39.51,98.52,1.9,76.0,883.88,1357.09
3104106,Arceburgo,0.0,47.62,21.76,0.0,13.1,36.2,24.73,30.4,100.0,21.0,10.5,10.5,Não,9509,4914,4595,44.73,86.01,2.12,74.0,576.68,900.41
3104205,Arcos,31.61,20.35,21.75,13.73,6.0,48.9,32.81,66.9,94.7,19.1,8.2,5.4,Não,36582,18209,18388,37.54,92.8,1.57,77.0,691.16,1085.82
3104304,Areado,86.18,0.0,29.39,4.83,8.9,37.5,24.72,53.5,100.0,43.7,7.2,0.0,Não,13729,6920,6805,44.98,83.93,2.17,76.0,622.83,919.9
3104403,Argirita,0.0,0.0,0.0,0.0,12.8,27.2,20.5,19.9,100.0,0.0,0.0,0.0,Não,2901,1485,1416,52.29,75.56,1.84,74.0,442.45,626.57
3104452,Aricanduva,0.0,0.0,0.0,0.0,28.6,17.9,9.76,40.1,100.0,20.9,41.9,20.9,Não,4770,2429,2341,57.87,35.53,2.34,72.0,249.75,376.85
3104502,Arinos,0.0,0.0,0.0,16.57,19.2,35.6,21.92,55.6,91.8,45.2,28.2,5.6,Não,17674,9171,8503,57.46,61.41,2.73,74.0,349.52,641.19
3104601,Astolfo Dutra,0.0,30.91,0.0,19.35,8.6,36.4,21.41,32.4,100.0,53.6,7.6,7.6,Não,13049,6553,6496,42.51,91.06,1.67,77.0,572.06,821.97
3104700,Ataléia,57.77,0.0,14.0,12.66,32.1,21.9,14.48,23.4,75.8,41.5,41.5,13.8,Não,14451,7311,7144,58.44,49.8,2.38,74.0,317.64,487.89
3104809,Augusto de Lima,165.02,0.0,0.0,14.71,17.9,30.2,20.7,61.2,100.0,20.1,0.0,0.0,Não,4962,2515,2430,54.99,58.95,2.26,74.0,384.1,614.16
3104908,Baependi,0.0,0.0,32.85,4.78,12.3,35.2,22.14,46.0,100.0,27.3,5.4,0.0,Não,18292,9175,9132,44.2,72.36,1.56,75.0,497.21,788.46
3105004,Baldim,52.71,45.45,0.0,0.0,11.4,33.8,23.96,55.4,100.0,101.1,126.3,25.2,Não,7917,3941,3972,52.71,64.03,2.31,72.0,458.08,690.86
3105103,Bambuí,57.92,19.38,17.42,19.51,9.2,42.4,27.82,69.2,93.9,21.9,30.7,8.8,Não,22709,11252,11482,42.13,85.0,1.73,77.0,777.46,1074.46
3105202,Bandeira,0.0,67.8,0.0,22.22,37.7,19.1,12.14,34.7,100.0,0.0,0.0,0.0,Não,4988,2537,2450,52.77,47.66,1.69,74.0,302.0,448.5
3105301,Bandeira do Sul,0.0,0.0,0.0,0.0,12.4,33.3,17.15,56.1,100.0,18.7,0.0,0.0,Não,5340,2736,2592,42.94,91.23,2.04,73.0,554.52,829.38
3105400,Barão de Cocais,12.74,25.6,27.83,12.59,5.9,50.3,33.39,48.7,70.2,42.1,17.5,10.5,Não,28432,14070,14372,42.34,90.66,1.67,76.0,546.85,935.0
3105509,Barão do Monte Alto,0.0,0.0,34.81,40.0,20.1,28.6,16.98,52.3,100.0,34.9,0.0,0.0,Não,5727,2847,2873,52.65,71.98,1.85,75.0,377.1,621.39
3105608,Barbacena,34.74,3.06,4.54,12.55,6.6,51.8,38.79,64.4,94.0,76.0,10.2,3.1,Não,126325,60016,66002,40.37,91.51,1.74,78.0,854.27,1181.13
3105707,Barra Longa,0.0,0.0,0.0,0.0,18.8,23.1,15.94,30.2,100.0,48.8,16.2,0.0,Não,6147,3022,3121,52.68,37.65,1.82,74.0,362.62,520.18
3105905,Barroso,41.14,0.0,19.9,15.09,7.9,43.6,32.01,55.9,100.0,5.1,0.0,0.0,Não,19623,9550,10049,43.52,96.84,1.88,77.0,535.1,907.19
3106002,Bela Vista de Minas,79.02,0.0,19.29,8.7,8.6,39.5,22.47,27.6,100.0,69.9,29.9,0.0,Não,10012,4820,5184,48.74,93.74,1.68,73.0,440.23,827.23
3106101,Belmiro Braga,0.0,0.0,0.0,27.03,15.4,32.0,20.07,34.7,100.0,29.3,0.0,0.0,Não,3404,1722,1681,50.19,32.3,2.06,75.0,464.5,664.55
3106200,Belo Horizonte,22.78,66.64,18.07,11.37,3.4,67.1,52.6,59.4,95.0,663.0,67.6,26.1,Sim,2375444,1111405,1259524,38.2,100.0,1.33,76.0,1497.29,2034.94
3106309,Belo Oriente,47.32,16.47,8.49,11.8,14.9,39.6,24.1,40.6,100.0,38.4,29.9,0.0,Não,23397,11621,11776,48.99,84.12,1.98,74.0,470.05,834.25
3106408,Belo Vale,0.0,0.0,0.0,30.77,10.4,26.2,16.9,48.8,0.0,0.0,0.0,0.0,Não,7536,3776,3760,44.72,43.72,1.42,74.0,524.03,803.37
3106507,Berilo,0.0,0.0,0.0,15.63,27.8,23.8,15.84,42.5,91.2,8.1,32.5,8.1,Não,12307,6283,6017,51.61,31.61,1.91,74.0,295.62,476.14
3106606,Bertópolis,0.0,0.0,47.3,63.06,34.9,22.2,10.05,43.6,100.0,66.7,66.7,44.4,Não,4498,2384,2114,63.62,60.72,3.13,73.0,288.77,480.44
3106655,Berizal,0.0,0.0,0.0,0.0,32.7,22.6,16.72,39.5,100.0,0.0,0.0,0.0,Não,4371,2190,2180,50.9,56.86,2.0,70.0,261.24,455.65
3106705,Betim,30.55,113.8,4.17,8.81,6.8,53.0,34.95,56.0,96.3,432.1,100.7,44.7,Não,377547,184858,190226,41.73,99.27,1.79,77.0,660.56,1080.99
3106804,Bias Fortes,0.0,0.0,0.0,62.5,17.9,21.2,14.18,59.7,100.0,0.0,26.3,26.3,Não,3796,1970,1823,48.58,39.52,2.18,73.0,344.35,407.87
3106903,Bicas,62.48,29.34,14.09,12.27,7.8,49.7,32.34,42.9,83.2,58.6,29.3,7.3,Não,13653,5762,6304,45.7,94.9,1.8,76.0,735.0,1038.38
3107000,Biquinhas,0.0,0.0,0.0,0.0,13.0,29.2,18.42,51.1,100.0,38.0,76.0,0.0,Não,2634,1320,1310,46.27,62.32,1.76,76.0,565.37,996.8
3107109,Boa Esperança,60.75,19.07,25.98,14.93,9.6,36.9,23.56,56.4,100.0,25.9,10.3,7.7,Não,38509,19274,19242,47.05,83.58,2.01,76.0,599.17,903.37
3107208,Bocaina de Minas,0.0,0.0,0.0,88.24,21.2,24.6,17.98,27.8,100.0,19.9,79.8,0.0,Não,5000,2636,2371,42.81,47.85,1.86,76.0,501.73,691.47
3107307,Bocaiúva,37.94,7.53,12.88,14.54,16.3,42.8,29.6,48.8,98.8,94.3,32.1,6.4,Não,46595,23366,23288,48.22,78.45,1.94,74.0,451.54,792.71
3107406,Bom Despacho,0.0,17.28,8.7,12.57,7.2,46.9,32.74,50.4,92.2,39.4,32.8,8.7,Não,45626,22618,22997,42.61,94.17,2.15,77.0,809.9,1149.37
3107505,Bom Jardim de Minas,0.0,0.0,0.0,0.0,13.7,35.0,25.37,39.0,100.0,0.0,15.3,15.3,Não,6513,3249,3252,48.11,85.77,1.84,74.0,464.99,668.24
3107604,Bom Jesus da Penha,113.77,0.0,0.0,28.57,13.4,35.8,21.82,73.6,100.0,0.0,0.0,0.0,Não,3882,2022,1865,42.98,72.68,1.78,77.0,607.73,910.68
3107703,Bom Jesus do Amparo,0.0,0.0,0.0,43.48,12.6,34.8,19.36,50.2,100.0,36.4,0.0,0.0,Não,5495,2709,2782,48.65,45.82,1.81,75.0,472.21,672.55
3107802,Bom Jesus do Galho,0.0,24.8,26.53,30.77,22.9,24.5,13.29,45.8,100.0,26.0,39.0,13.0,Não,15376,7824,7540,51.57,65.24,1.83,73.0,368.0,571.85
3107901,Bom Repouso,0.0,0.0,19.95,0.0,13.5,22.9,14.52,48.2,100.0,66.9,0.0,0.0,Não,10457,5444,5013,42.79,54.31,1.96,74.0,447.85,695.69
3108008,Bom Sucesso,25.2,21.93,34.51,14.85,15.1,37.9,24.59,61.0,100.0,34.8,11.6,5.8,Não,17244,8551,8692,46.46,82.32,1.85,73.0,551.39,901.14
3108107,Bonfim,0.0,0.0,0.0,0.0,14.4,22.3,12.22,31.8,100.0,132.0,14.6,0.0,Não,6816,3423,3395,45.79,48.87,1.35,75.0,512.94,747.62
3108206,Bonfinópolis de Minas,70.47,0.0,34.63,0.0,15.9,35.9,24.12,49.0,100.0,17.0,17.0,0.0,Não,5867,2977,2888,51.16,70.54,2.11,73.0,472.15,830.57
3108255,Bonito de Minas,0.0,0.0,0.0,25.21,37.0,16.4,10.27,20.8,100.0,0.0,0.0,0.0,Não,9671,4995,4678,65.89,22.84,2.47,72.0,195.65,301.92
3108305,Borda da Mata,24.43,0.0,47.35,9.26,9.9,38.4,24.21,46.2,100.0,17.5,11.6,5.8,Não,17129,8671,8447,42.79,80.14,2.01,77.0,635.37,972.68
3108404,Botelhos,0.0,0.0,0.0,6.49,11.2,31.8,18.47,53.2,100.0,13.4,0.0,0.0,Não,14935,7379,7372,46.2,76.18,2.12,77.0,630.12,981.16
3108503,Botumirim,0.0,0.0,0.0,27.4,23.1,25.3,15.09,46.4,100.0,0.0,15.3,0.0,Não,6497,3395,3102,57.97,53.41,3.22,72.0,230.25,360.58
3108552,Brasilândia de Minas,0.0,26.62,29.23,17.24,13.8,34.8,21.74,41.1,100.0,42.1,49.2,14.0,Não,14226,7384,6842,53.02,86.97,2.66,76.0,444.35,818.03
3108602,Brasília de Minas,11.51,10.77,6.4,17.02,20.0,31.8,21.26,52.5,97.8,6.4,6.4,6.4,Não,31221,15591,15622,51.38,66.24,2.07,74.0,360.93,553.16
3108701,Brás Pires,99.8,0.0,0.0,44.44,16.6,20.9,13.62,39.0,100.0,0.0,21.5,0.0,Não,4650,2322,2315,52.6,47.94,2.05,73.0,299.02,404.85
3108800,Braúnas,0.0,0.0,0.0,0.0,22.7,20.7,11.94,49.0,100.0,0.0,19.8,0.0,Não,5034,2463,2567,58.89,31.67,1.83,73.0,416.84,567.53
3108909,Brazópolis,0.0,0.0,13.84,11.36,12.3,36.3,23.1,55.8,100.0,13.6,0.0,0.0,Não,14663,7433,7228,47.48,53.82,1.95,75.0,613.88,743.27
3109006,Brumadinho,58.32,11.38,11.8,16.71,7.9,45.7,31.98,44.0,100.0,38.2,20.6,5.8,Não,34013,16994,16917,42.47,84.31,1.65,76.0,910.31,1474.65
3109105,Bueno Brandão,0.0,0.0,19.11,11.11,12.4,21.8,14.18,41.8,100.0,36.7,0.0,0.0,Não,10892,5660,5232,44.76,52.09,1.99,76.0,491.08,617.29
3109204,Buenópolis,0.0,38.18,0.0,19.23,19.8,33.4,24.76,42.3,100.0,68.0,68.0,19.4,Não,10291,4985,4968,49.7,75.47,1.91,73.0,456.55,767.33
3109253,Bugre,0.0,0.0,0.0,0.0,23.2,19.8,10.06,42.8,100.0,0.0,25.0,0.0,Não,3990,2030,1962,55.05,38.35,2.27,73.0,338.39,573.72
3109303,Buritis,50.39,15.98,17.88,10.93,19.5,36.5,24.14,46.6,96.5,92.3,48.3,17.5,Não,22729,11552,11185,54.8,70.81,2.54,74.0,505.59,888.63
3109402,Buritizeiro,0.0,38.2,7.47,28.33,18.3,31.6,19.42,39.5,99.7,111.4,59.4,14.8,Não,26921,13529,13393,52.37,87.77,2.74,71.0,340.72,624.18
3109451,Cabeceira Grande,0.0,0.0,32.7,0.0,18.1,30.5,15.02,41.7,100.0,92.9,77.4,0.0,Não,6453,3395,3058,53.83,82.09,2.72,72.0,424.47,767.47
3109501,Cabo Verde,0.0,0.0,0.0,11.43,13.1,28.1,16.83,36.0,100.0,7.2,7.2,0.0,Não,13823,7452,6371,41.05,55.18,2.07,76.0,571.6,875.64
3109600,Cachoeira da Prata,0.0,0.0,0.0,0.0,4.7,49.4,34.42,51.7,100.0,54.7,0.0,0.0,Não,3654,1718,1936,44.39,96.55,1.35,75.0,583.28,856.44
3109709,Cachoeira de Minas,81.37,0.0,0.0,9.43,10.3,38.2,25.39,54.1,100.0,0.0,18.1,0.0,Não,11034,5767,5267,46.62,64.02,1.98,74.0,527.44,731.24
3109808,Cachoeira Dourada,0.0,0.0,0.0,0.0,15.3,40.3,28.5,47.1,100.0,39.9,199.6,39.9,Não,2506,1254,1251,49.93,88.82,2.14,76.0,606.15,996.24
3109907,Caetanópolis,0.0,0.0,0.0,0.0,6.4,38.8,22.76,54.0,100.0,68.5,29.3,9.7,Não,10227,5115,5103,41.18,82.1,1.66,76.0,531.65,815.5
3110004,Caeté,19.48,9.4,4.78,8.79,6.2,48.5,35.38,57.1,98.2,149.6,46.6,19.6,Não,40786,19741,20853,44.74,86.96,1.85,76.0,586.16,987.52
3110103,Caiana,0.0,0.0,0.0,16.95,16.8,22.9,14.5,34.3,100.0,0.0,20.1,0.0,Não,4970,2587,2381,48.25,52.7,2.18,75.0,406.23,591.79
3110202,Cajuri,0.0,0.0,0.0,0.0,14.6,28.3,16.3,24.8,100.0,49.4,0.0,0.0,Não,4047,2120,1927,48.73,51.79,1.59,73.0,333.45,509.66
3110301,Caldas,0.0,29.52,0.0,0.0,9.6,28.1,16.66,49.3,87.1,7.3,29.3,7.3,Não,13630,6938,6664,44.35,56.77,1.94,77.0,627.21,838.08
3110400,Camacho,0.0,0.0,67.16,34.48,16.3,28.5,19.33,55.9,100.0,31.7,0.0,0.0,Não,3154,1665,1489,42.64,46.23,1.49,75.0,425.8,683.56
3110509,Camanducaia,18.49,0.0,9.78,19.05,13.4,29.9,17.73,55.4,83.7,113.8,9.4,0.0,Não,21074,10857,10223,43.74,73.38,2.44,75.0,649.49,1193.9
3110608,Cambuí,46.35,0.0,30.18,9.17,8.9,43.2,29.01,61.3,99.4,117.0,15.1,3.7,Não,26491,13233,13255,42.62,84.41,1.56,77.0,712.9,966.41
3110707,Cambuquira,0.0,0.0,0.0,20.41,11.3,41.1,27.64,31.6,100.0,39.6,15.8,0.0,Não,12658,6222,6380,47.87,82.98,2.1,76.0,588.83,816.35
3110806,Campanário,0.0,0.0,0.0,22.22,22.9,27.7,20.63,31.9,100.0,56.1,28.0,0.0,Não,3559,1734,1830,57.1,74.38,2.68,75.0,350.46,684.8
3110905,Campanha,25.91,0.0,13.03,6.21,9.8,39.3,27.33,39.9,79.6,19.4,32.4,6.4,Não,15435,7760,7673,47.84,86.35,2.34,76.0,686.16,1021.62
3111002,Campestre,0.0,0.0,0.0,17.17,10.4,28.7,17.0,49.4,97.8,19.3,14.5,4.8,Não,20701,10764,9922,45.65,52.98,2.06,76.0,669.87,971.33
3111101,Campina Verde,22.74,0.0,10.5,9.39,9.6,35.5,20.19,55.2,94.6,82.8,25.8,5.1,Não,19285,9704,9442,43.59,74.69,2.13,77.0,681.73,1037.6
3111150,Campo Azul,0.0,0.0,0.0,20.0,27.5,23.1,14.85,67.1,100.0,0.0,0.0,0.0,Não,3685,1946,1738,60.88,42.1,3.08,73.0,244.97,332.99
3111200,Campo Belo,32.88,22.35,3.79,9.76,10.5,38.8,23.67,44.9,95.9,93.1,36.8,15.5,Não,51509,25144,26400,43.48,94.34,1.74,77.0,646.71,997.31
3111309,Campo do Meio,0.0,32.32,17.71,26.09,12.5,34.7,23.05,53.5,100.0,61.0,34.8,0.0,Não,11518,5829,5647,45.79,87.65,1.95,75.0,472.71,709.35
3111408,Campo Florido,107.93,0.0,0.0,10.75,10.8,33.5,21.92,30.1,100.0,43.6,29.1,0.0,Não,6870,3662,3171,47.69,75.81,2.32,76.0,774.88,1400.9
3111507,Campos Altos,0.0,52.85,0.0,15.15,12.3,35.8,22.01,37.6,100.0,154.8,42.2,21.1,Não,14213,7263,6943,47.07,90.9,2.33,77.0,587.21,949.13
3111606,Campos Gerais,29.9,26.98,22.16,3.04,14.1,32.0,20.41,52.5,100.0,94.2,25.3,7.2,Não,27623,14064,13536,48.3,69.41,2.05,74.0,503.91,744.47
3111705,Canaã,0.0,0.0,0.0,60.61,18.0,23.2,15.49,37.0,100.0,43.2,0.0,0.0,Não,4631,2374,2254,44.72,40.17,1.74,73.0,439.71,614.4
3111804,Canápolis,192.43,0.0,0.0,0.0,18.0,31.9,21.86,48.8,100.0,79.1,17.6,0.0,Não,11357,5984,5381,40.69,89.57,2.4,77.0,711.27,1105.82
3111903,Cana Verde,0.0,0.0,0.0,13.89,14.9,22.8,16.49,50.2,100.0,17.8,0.0,0.0,Não,5589,2861,2728,44.69,72.79,1.88,74.0,463.1,672.07
3112000,Candeias,0.0,0.0,14.01,19.61,17.0,26.6,18.16,38.8,100.0,41.1,20.5,0.0,Não,14592,7457,7138,42.07,69.93,1.67,75.0,621.22,792.41
3112059,Cantagalo,0.0,0.0,0.0,15.63,20.5,27.0,16.53,27.6,100.0,0.0,0.0,0.0,Não,4190,2045,2150,54.86,59.09,2.24,74.0,329.9,549.65
3112109,Caparaó,0.0,0.0,0.0,0.0,18.3,24.1,12.72,32.3,100.0,19.2,76.7,19.2,Não,5209,2518,2274,49.39,38.51,2.08,75.0,364.52,581.38
3112208,Capela Nova,0.0,0.0,0.0,0.0,13.0,26.6,13.99,54.5,100.0,0.0,21.0,0.0,Não,4758,2333,2422,49.77,44.84,1.6,73.0,338.43,440.12
3112307,Capelinha,9.92,9.85,5.66,14.71,25.7,29.6,19.82,36.0,98.2,74.7,63.2,25.8,Não,34796,17145,17658,53.49,71.12,2.35,74.0,432.55,732.19
3112406,Capetinga,0.0,0.0,0.0,0.0,13.7,30.2,16.16,45.9,100.0,0.0,0.0,0.0,Não,7089,3741,3348,48.96,83.5,1.92,76.0,549.97,858.46
3112505,Capim Branco,0.0,0.0,0.0,10.0,7.9,43.4,27.57,49.7,100.0,22.5,56.3,11.2,Não,8880,4414,4467,45.67,91.09,1.85,75.0,497.48,814.07
3112604,Capinópolis,54.0,77.5,13.39,12.99,15.4,38.9,24.12,52.1,100.0,19.6,65.4,26.1,Não,15297,7707,7367,45.98,93.54,2.56,75.0,834.14,1557.01
3112653,Capitão Andrade,0.0,0.0,39.9,61.54,21.9,21.8,12.28,37.1,100.0,60.9,60.9,20.3,Não,4929,2419,2506,56.65,72.55,2.53,73.0,403.35,591.6
3112703,Capitão Enéas,0.0,0.0,0.0,4.93,24.3,34.5,22.26,44.7,100.0,35.2,0.0,0.0,Não,14206,7203,7003,57.38,81.09,2.3,73.0,282.97,613.16
3112802,Capitólio,0.0,0.0,0.0,14.08,8.6,38.0,21.18,49.3,100.0,24.4,24.4,0.0,Não,8185,4168,4015,41.53,79.46,1.98,75.0,658.77,972.07
3112901,Caputira,0.0,40.34,0.0,7.52,16.3,20.3,13.15,34.8,100.0,0.0,44.3,11.0,Não,9033,4640,4390,53.83,41.85,2.48,74.0,353.65,433.03
3113008,Caraí,0.0,47.15,0.0,18.99,35.6,17.2,8.83,28.3,100.0,4.4,62.6,22.3,Não,22343,11299,11044,65.67,32.18,2.71,72.0,244.29,399.36
3113107,Caranaíba,0.0,0.0,0.0,0.0,11.4,24.6,15.13,41.0,100.0,0.0,0.0,0.0,Não,3288,1677,1611,48.53,35.77,1.92,73.0,319.88,488.45
3113206,Carandaí,50.39,0.0,0.0,23.97,9.1,37.8,26.85,48.5,95.9,21.4,17.1,4.2,Não,23341,11561,11785,42.69,77.98,1.43,74.0,495.09,823.06
