ibge7,mun,tx_mort_acid_15_29,tx_mort_hom_15_29,tx_mort_mama,tx_mort_inf,tx_analf_25m,prop_fund_25m,perc_med_25m,tx_med_adeq,tx_med_lab,tx_crimes_pat,tx_crimes_pes,tx_hom,existe_uni_infra,pop_total,pop_masc,pop_fem,raz_dep,tx_urb,tx_fec,esp_vida,rdpc,renocup
3152907,Pratápolis,0.0,0.0,0.0,10.75,10.5,38.8,26.71,46.1,100.0,56.7,0.0,0.0,Não,8808,4456,4351,46.5,88.49,2.0,77.0,636.81,914.3
3153004,Pratinha,0.0,0.0,0.0,52.63,13.4,40.2,21.26,58.3,100.0,61.2,30.6,30.6,Não,3285,1699,1566,44.98,53.87,2.14,77.0,663.39,948.84
3153103,Presidente Bernardes,0.0,0.0,0.0,22.22,16.6,24.0,14.2,47.0,100.0,36.1,54.1,0.0,Não,5537,2780,2757,57.86,29.66,2.09,73.0,341.87,439.56
3153202,Presidente Juscelino,0.0,0.0,0.0,0.0,24.8,21.0,13.69,61.2,100.0,51.1,0.0,0.0,Não,3907,1996,1912,52.95,47.24,1.77,73.0,340.94,514.68
3153301,Presidente Kubitschek,0.0,0.0,0.0,17.24,17.5,23.2,14.89,66.9,100.0,33.8,67.5,0.0,Não,2959,1493,1466,59.47,68.16,2.3,72.0,282.93,530.23
3153400,Presidente Olegário,0.0,0.0,11.06,0.0,13.3,32.4,19.85,65.1,100.0,37.6,32.3,0.0,Não,18546,9533,9044,45.49,70.79,2.16,75.0,546.68,867.04
3153509,Alto Jequitibá,49.9,0.0,0.0,9.71,12.9,31.5,17.15,52.2,100.0,0.0,0.0,0.0,Não,8323,4249,4069,47.94,51.7,1.66,72.0,486.73,660.73
3153608,Prudente de Morais,0.0,0.0,41.35,35.46,8.5,42.9,27.59,47.1,100.0,83.5,20.8,0.0,Não,9576,4736,4837,45.65,96.09,2.08,73.0,481.48,817.09
3153707,Quartel Geral,0.0,0.0,0.0,28.57,14.7,34.0,18.11,42.1,100.0,60.5,30.2,0.0,Não,3315,1683,1620,51.36,83.74,2.28,76.0,539.78,797.57
3153806,Queluzito,0.0,0.0,0.0,0.0,8.0,30.1,16.71,36.5,100.0,0.0,0.0,0.0,Não,1866,957,904,43.87,45.51,1.39,74.0,513.72,849.23
3153905,Raposos,0.0,0.0,12.57,9.22,6.2,49.2,30.41,45.3,100.0,45.6,6.5,0.0,Não,15345,7386,7956,39.48,94.85,1.45,75.0,646.62,875.54
3154002,Raul Soares,0.0,33.18,8.27,4.12,16.7,29.5,18.66,43.2,100.0,46.1,16.7,12.6,Não,23818,11729,12089,50.69,65.01,1.87,74.0,480.45,668.53
3154101,Recreio,44.58,0.0,37.74,24.39,13.3,39.9,26.23,33.3,100.0,29.1,19.4,9.7,Não,10301,5000,5299,49.93,88.1,1.72,75.0,510.95,846.9
3154150,Reduto,56.47,0.0,0.0,0.0,17.0,23.6,14.17,41.7,100.0,60.8,60.8,15.2,Não,6561,3380,3189,52.45,55.53,2.57,73.0,449.53,767.18
3154200,Resende Costa,38.15,0.0,18.05,0.0,7.1,29.7,20.55,45.7,100.0,0.0,0.0,0.0,Não,10918,5373,5540,45.02,80.42,1.33,74.0,580.66,714.65
3154309,Resplendor,25.25,0.0,11.47,14.85,18.0,32.8,19.59,40.7,92.4,17.5,52.6,29.2,Não,17099,8327,8671,51.9,75.09,1.88,75.0,504.18,867.47
3154408,Ressaquinha,88.42,0.0,0.0,16.67,13.3,28.8,18.92,44.4,100.0,0.0,0.0,0.0,Não,4686,2349,2362,45.32,64.17,1.43,75.0,424.03,657.98
3154457,Riachinho,95.06,0.0,0.0,0.0,18.0,31.5,18.84,46.5,85.7,0.0,37.4,12.4,Não,8007,4182,3825,53.8,55.39,2.87,73.0,290.89,512.91
3154507,Riacho dos Machados,0.0,0.0,21.72,20.55,30.4,27.0,18.02,32.9,100.0,0.0,0.0,0.0,Não,9360,4755,4605,53.52,48.07,2.21,73.0,255.57,417.68
3154606,Ribeirão das Neves,24.86,69.28,10.71,12.5,8.0,40.3,23.33,41.9,96.2,165.3,115.4,48.6,Sim,296376,146959,149316,43.67,99.27,1.84,74.0,479.77,820.32
3154705,Ribeirão Vermelho,0.0,0.0,50.4,0.0,6.1,50.1,35.32,33.3,100.0,78.4,52.2,26.1,Não,3826,1842,1984,45.11,92.6,1.75,76.0,617.88,802.21
3154804,Rio Acima,0.0,0.0,21.64,30.08,8.9,37.0,22.37,28.5,100.0,44.0,44.0,11.0,Não,9095,4469,4621,42.26,87.39,1.82,77.0,582.71,938.01
3154903,Rio Casca,85.69,51.31,0.0,17.44,13.8,30.0,20.36,47.1,86.2,28.1,28.1,7.0,Não,14198,6848,7353,49.79,79.81,1.96,74.0,460.2,805.17
3155009,Rio Doce,0.0,0.0,0.0,0.0,17.9,29.7,20.82,41.3,100.0,0.0,0.0,0.0,Não,2468,1229,1236,48.06,67.06,1.49,73.0,439.86,644.09
3155108,Rio do Prado,74.74,0.0,0.0,11.36,31.4,24.7,14.63,31.2,100.0,38.3,19.1,0.0,Não,5213,2677,2540,56.42,52.33,2.25,73.0,283.37,483.65
3155207,Rio Espera,75.87,0.0,0.0,23.81,16.2,18.6,12.02,49.9,100.0,49.4,49.4,0.0,Não,6078,3069,3001,53.77,39.59,1.6,73.0,286.36,354.96
3155306,Rio Manso,81.1,0.0,0.0,0.0,13.9,21.6,14.49,32.1,100.0,56.8,18.9,0.0,Não,5267,2773,2503,45.21,53.26,1.63,73.0,536.99,726.71
3155405,Rio Novo,47.46,45.05,23.05,39.47,12.1,42.6,29.86,34.8,100.0,34.4,45.9,34.4,Não,8715,4373,4339,45.84,86.54,1.72,75.0,519.69,812.19
3155504,Rio Paranaíba,64.12,32.97,0.0,39.68,10.9,28.8,17.73,51.3,100.0,84.1,50.4,16.8,Não,11898,6091,5794,42.04,61.32,2.18,76.0,727.2,1193.31
3155603,Rio Pardo de Minas,0.0,11.87,0.0,10.05,31.6,22.1,14.63,46.4,84.3,51.5,10.3,3.4,Não,29075,14832,14267,54.89,40.18,2.18,73.0,306.96,470.75
3155702,Rio Piracicaba,87.51,25.89,13.82,30.12,10.4,34.4,22.22,49.9,100.0,0.0,21.2,0.0,Não,14167,6915,7234,45.83,79.67,1.92,73.0,516.18,833.75
3155801,Rio Pomba,0.0,68.93,23.25,5.71,11.2,41.4,29.96,60.5,100.0,64.2,35.0,17.5,Não,17123,8509,8601,45.32,84.48,1.43,77.0,601.31,854.98
3155900,Rio Preto,0.0,0.0,0.0,0.0,14.6,40.6,26.07,41.7,100.0,75.5,18.9,0.0,Não,5292,2661,2608,48.05,84.11,1.39,76.0,501.52,790.22
3156007,Rio Vermelho,29.29,0.0,14.44,28.57,35.2,20.6,12.15,27.4,83.9,36.6,109.9,21.9,Não,13648,6722,6923,64.92,40.17,2.02,72.0,271.44,444.5
3156106,Ritápolis,0.0,0.0,0.0,0.0,11.4,26.5,17.78,44.8,100.0,0.0,0.0,0.0,Não,4931,2378,2450,44.73,69.18,1.75,74.0,453.87,743.7
3156205,Rochedo de Minas,0.0,0.0,0.0,0.0,11.4,35.2,21.72,40.2,0.0,0.0,0.0,0.0,Não,2116,1086,1030,49.14,90.45,1.97,76.0,494.36,696.81
3156304,Rodeiro,105.37,56.88,29.33,19.61,10.5,32.8,12.79,35.7,100.0,43.6,58.2,29.1,Não,6863,3458,3409,41.84,80.91,1.7,73.0,635.26,999.66
3156403,Romaria,0.0,0.0,0.0,0.0,10.1,38.4,24.07,50.8,0.0,222.4,27.8,0.0,Não,3601,1867,1729,44.1,75.5,2.26,74.0,716.47,1216.76
3156452,Rosário da Limeira,176.37,0.0,0.0,0.0,17.5,25.9,16.88,56.8,100.0,94.1,0.0,0.0,Não,4242,2183,2064,44.67,54.06,1.86,74.0,465.89,667.98
3156502,Rubelita,53.65,0.0,26.5,10.1,30.6,18.4,12.06,48.7,100.0,12.8,25.7,25.7,Não,7777,3999,3773,59.15,32.37,1.92,73.0,248.99,404.91
3156601,Rubim,0.0,39.2,0.0,16.13,33.2,20.3,14.09,37.7,100.0,10.0,30.2,20.1,Não,9908,5062,4857,56.09,77.66,2.18,74.0,311.79,452.18
3156700,Sabará,17.64,51.12,22.92,16.51,6.2,51.5,35.95,45.5,78.4,202.7,91.8,35.6,Não,126219,60769,65389,43.57,97.48,1.88,75.0,619.93,999.71
3156809,Sabinópolis,50.11,23.31,12.61,21.65,22.7,28.7,18.47,29.4,100.0,19.1,25.4,25.4,Não,15707,7775,7929,57.43,64.54,2.12,74.0,420.36,591.78
3156908,Sacramento,32.11,33.03,8.5,3.11,7.8,41.8,24.67,44.5,100.0,104.6,41.8,12.5,Não,23880,12122,11760,43.51,80.66,2.21,77.0,732.35,1034.49
3157005,Salinas,28.5,28.6,5.02,18.15,22.1,30.5,20.37,58.5,92.7,20.4,25.5,7.6,Não,39182,19274,19904,49.04,78.4,1.71,74.0,613.65,714.95
3157104,Salto da Divisa,0.0,0.0,0.0,8.93,33.0,22.1,15.92,27.8,100.0,29.1,43.7,0.0,Não,6862,3506,3353,59.25,83.82,2.43,76.0,306.04,686.13
3157203,Santa Bárbara,12.91,25.4,0.0,7.85,7.2,49.9,33.56,42.0,90.2,43.0,28.7,10.7,Não,27850,13670,14206,43.41,88.94,1.56,74.0,535.84,894.19
3157252,Santa Bárbara do Leste,105.15,92.29,0.0,0.0,16.7,21.1,12.54,39.4,100.0,182.2,91.1,26.0,Não,7679,3922,3760,48.43,51.73,2.19,73.0,351.59,525.18
3157278,Santa Bárbara do Monte Verde,0.0,142.45,75.02,0.0,18.0,23.9,11.21,33.2,0.0,107.6,107.6,35.8,Não,2789,1455,1333,46.72,57.75,2.23,74.0,371.34,661.8
3157302,Santa Bárbara do Tugúrio,0.0,0.0,0.0,0.0,17.8,23.4,14.73,50.6,100.0,43.7,0.0,0.0,Não,4603,2323,2247,45.17,47.86,1.74,74.0,370.7,536.04
3157336,Santa Cruz de Minas,0.0,47.62,0.0,18.52,6.5,39.9,24.67,16.4,100.0,63.5,50.8,12.7,Não,7870,3854,4011,40.88,100.0,1.89,75.0,485.28,811.84
3157377,Santa Cruz de Salinas,0.0,0.0,0.0,0.0,34.1,17.6,11.19,48.3,100.0,22.7,22.7,22.7,Não,4397,2274,2123,61.78,26.18,2.23,70.0,242.55,242.47
3157401,Santa Cruz do Escalvado,0.0,0.0,0.0,0.0,19.0,21.8,10.44,28.1,100.0,0.0,0.0,0.0,Não,4996,2508,2484,54.66,34.66,1.88,74.0,374.23,525.14
3157500,Santa Efigênia de Minas,0.0,74.79,0.0,28.99,25.5,20.6,11.8,38.6,100.0,0.0,21.7,21.7,Não,4610,2265,2335,57.9,66.37,2.09,73.0,293.27,511.86
3157609,Santa Fé de Minas,0.0,0.0,0.0,0.0,23.8,32.3,17.79,33.7,0.0,25.2,25.2,0.0,Não,3979,2088,1880,57.28,57.74,2.6,73.0,313.25,554.79
3157658,Santa Helena de Minas,0.0,0.0,0.0,72.16,39.1,25.3,17.49,49.3,100.0,49.5,0.0,0.0,Não,6055,3056,2999,68.77,62.25,3.13,68.0,218.43,370.1
3157708,Santa Juliana,0.0,33.29,0.0,0.0,8.7,39.9,24.11,55.0,100.0,132.3,35.2,17.6,Não,11343,5831,5506,40.74,86.4,2.29,77.0,735.0,1240.43
3157807,Santa Luzia,10.86,79.25,6.7,10.47,5.9,47.9,30.57,46.8,96.4,183.8,92.6,33.5,Não,203184,98485,104457,43.52,99.72,1.89,77.0,557.62,926.81
3157906,Santa Margarida,25.04,24.19,0.0,24.29,14.8,20.8,13.53,31.6,27.9,19.9,79.9,26.6,Não,15011,7583,7428,51.74,50.8,2.33,72.0,416.11,779.82
3158003,Santa Maria de Itabira,35.77,0.0,18.81,0.0,18.1,25.1,15.09,32.5,100.0,66.3,0.0,0.0,Não,10561,5236,5316,52.66,60.05,1.68,74.0,382.99,668.43
3158102,Santa Maria do Salto,0.0,57.27,0.0,31.25,36.1,21.6,13.76,36.9,100.0,0.0,18.9,18.9,Não,5293,2719,2565,52.89,70.82,2.48,71.0,321.15,435.53
3158201,Santa Maria do Suaçuí,26.34,0.0,13.81,4.74,31.2,26.1,16.32,41.0,89.9,27.7,55.5,13.8,Não,14399,7154,7241,57.51,74.48,1.9,74.0,401.16,675.17
3158300,Santana da Vargem,0.0,0.0,0.0,26.32,11.0,36.1,24.31,44.8,100.0,27.6,13.8,0.0,Não,7239,3625,3606,44.42,72.99,1.95,76.0,553.7,813.53
3158409,Santana de Cataguases,0.0,0.0,0.0,25.64,13.4,37.4,22.71,45.6,100.0,0.0,27.6,0.0,Não,3622,1818,1804,46.7,80.54,1.5,73.0,437.81,668.71
3158508,Santana de Pirapama,0.0,0.0,0.0,0.0,21.1,20.4,12.69,49.7,86.2,24.9,12.4,0.0,Não,8004,4129,3880,54.34,41.59,1.46,74.0,373.14,554.37
3158607,Santana do Deserto,0.0,0.0,0.0,0.0,11.9,38.2,24.54,11.3,0.0,25.9,0.0,0.0,Não,3854,1947,1913,47.28,36.37,1.78,76.0,484.73,783.65
3158706,Santana do Garambéu,0.0,0.0,0.0,0.0,20.9,25.7,18.5,45.8,100.0,0.0,0.0,0.0,Não,2235,1171,1063,46.06,73.95,1.77,74.0,452.48,787.62
3158805,Santana do Jacaré,0.0,0.0,0.0,21.28,18.6,27.7,20.43,40.1,100.0,0.0,43.4,43.4,Não,4613,2319,2288,48.72,96.11,2.0,72.0,470.2,681.42
3158904,Santana do Manhuaçu,0.0,0.0,0.0,7.35,22.0,22.8,13.25,38.3,100.0,34.9,58.2,11.6,Não,8603,4393,4189,52.64,48.26,2.14,74.0,383.28,532.42
3158953,Santana do paraíso,13.64,44.87,0.0,7.79,11.8,40.3,24.41,42.9,100.0,128.3,55.0,14.6,Não,27258,13663,13602,47.48,92.61,1.92,78.0,495.81,866.21
3159001,Santana do Riacho,103.84,0.0,0.0,25.64,19.0,32.4,20.12,39.7,70.8,49.7,0.0,0.0,Não,4023,2018,2005,46.69,56.65,1.51,75.0,432.77,777.89
3159100,Santana dos Montes,0.0,0.0,0.0,0.0,13.1,24.6,15.97,56.0,100.0,52.3,0.0,0.0,Não,3822,1961,1861,52.85,59.97,1.8,73.0,352.48,463.26
3159209,Santa Rita de Caldas,0.0,0.0,0.0,0.0,9.7,30.7,15.45,49.0,100.0,22.1,11.0,0.0,Não,9031,4603,4424,42.66,62.65,1.72,74.0,597.4,833.07
3159308,Santa Rita de Jacutinga,92.85,0.0,0.0,0.0,14.6,34.0,22.51,48.5,100.0,0.0,0.0,0.0,Não,4996,2536,2457,48.13,75.19,1.85,75.0,535.45,723.2
3159357,Santa Rita de Minas,58.0,0.0,0.0,0.0,20.3,22.7,12.15,34.6,100.0,0.0,45.8,30.5,Não,6552,3297,3250,47.15,72.92,2.26,72.0,395.61,676.95
3159407,Santa Rita do Ibitipoca,0.0,0.0,0.0,0.0,21.4,22.8,14.55,45.3,100.0,0.0,0.0,0.0,Não,3583,1846,1737,50.09,62.32,2.42,73.0,391.79,724.53
3159506,Santa Rita do Itueto,0.0,0.0,0.0,13.16,23.2,19.6,8.5,50.2,100.0,17.5,52.6,35.1,Não,5700,2929,2768,51.29,40.55,1.99,72.0,352.98,554.0
3159605,Santa Rita do Sapucaí,29.43,10.73,21.17,8.11,10.7,46.4,34.75,51.0,100.0,119.1,13.2,5.3,Não,37784,18863,18891,42.49,85.97,2.02,75.0,738.4,1073.24
3159704,Santa Rosa da Serra,0.0,0.0,0.0,0.0,15.4,32.6,20.59,49.7,100.0,31.0,0.0,0.0,Não,3224,1691,1533,47.48,61.2,2.54,77.0,603.01,873.01
3159803,Santa Vitória,92.92,0.0,11.45,11.58,14.9,35.4,23.25,54.6,95.3,66.1,27.5,5.5,Não,18157,9408,8730,43.35,82.29,2.54,77.0,698.7,1155.58
3159902,Santo Antônio do Amparo,22.29,20.63,0.0,4.42,16.0,31.9,18.87,51.0,100.0,17.3,28.8,5.7,Não,17349,8587,8758,47.54,87.56,1.87,74.0,431.56,726.47
3160009,Santo Antônio do Aventureiro,0.0,0.0,0.0,0.0,16.2,23.7,16.13,42.1,100.0,56.5,0.0,0.0,Não,3534,1808,1730,49.18,67.18,1.98,75.0,485.5,674.84
3160108,Santo Antônio do Grama,202.22,0.0,0.0,45.45,18.9,24.6,18.04,36.3,100.0,24.4,24.4,0.0,Não,4090,2033,2052,51.8,82.37,1.81,74.0,393.12,581.22
3160207,Santo Antônio do Itambé,0.0,0.0,0.0,0.0,30.9,16.3,10.32,23.9,100.0,0.0,96.7,24.1,Não,4135,2068,2067,65.51,29.75,2.54,73.0,225.85,356.75
3160306,Santo Antônio do Jacinto,0.0,0.0,0.0,15.87,36.9,18.0,11.87,33.8,100.0,8.4,8.4,8.4,Não,11780,6027,5748,59.03,54.0,2.36,71.0,286.56,376.91
3160405,Santo Antônio do Monte,29.64,0.0,15.65,0.0,7.9,41.9,21.2,43.6,100.0,69.3,26.9,7.7,Não,25989,13197,12778,44.77,85.44,1.88,75.0,781.49,1219.14
3160454,Santo Antônio do Retiro,52.36,49.78,0.0,8.55,42.3,18.1,11.11,44.8,100.0,0.0,14.3,14.3,Não,6938,3526,3429,59.46,22.86,2.38,72.0,183.75,329.95
3160504,Santo Antônio do Rio Abaixo,0.0,0.0,0.0,0.0,23.3,28.6,16.54,49.4,0.0,0.0,0.0,0.0,Não,1777,889,888,51.08,49.97,1.99,74.0,370.28,594.33
3160603,Santo Hipólito,0.0,0.0,61.84,0.0,21.0,26.4,16.43,53.9,100.0,30.8,0.0,0.0,Não,3240,1621,1617,57.22,69.46,2.55,74.0,431.72,686.73
3160702,Santos Dumont,0.0,0.0,8.41,21.43,8.8,50.3,35.71,57.0,100.0,64.8,12.9,2.1,Não,46289,22496,23788,43.0,89.27,1.67,76.0,578.64,949.49
3160801,São Bento Abade,81.9,0.0,0.0,0.0,16.8,29.7,14.68,50.9,100.0,21.8,43.7,0.0,Não,4577,2385,2192,53.19,92.59,2.7,73.0,458.65,760.59
3160900,São Brás do Suaçuí,113.64,0.0,0.0,0.0,5.7,34.2,23.7,49.2,100.0,28.4,28.4,0.0,Não,3512,1730,1783,39.71,89.07,1.51,73.0,532.9,924.37
3160959,São Domingos das Dores,63.73,0.0,0.0,0.0,17.1,22.6,10.17,63.3,100.0,0.0,0.0,0.0,Não,5396,2748,2660,50.83,47.67,1.79,73.0,338.29,665.65
3161007,São Domingos do Prata,0.0,46.31,11.21,16.13,10.8,30.7,19.29,48.1,97.1,46.0,17.2,17.2,Não,17352,8367,8832,49.98,60.52,1.43,74.0,531.92,791.28
3161056,São Félix de Minas,228.57,110.62,0.0,46.51,28.5,21.8,12.0,55.5,100.0,0.0,59.1,29.5,Não,3382,1734,1648,53.82,61.77,2.3,73.0,312.33,515.39
3161106,São Francisco,6.54,12.48,3.77,15.08,23.6,31.0,20.43,37.0,100.0,16.7,7.4,5.5,Não,53898,27265,26545,61.9,63.54,2.47,73.0,325.23,599.65
3161205,São Francisco de Paula,0.0,0.0,0.0,16.95,16.5,26.5,18.57,48.1,100.0,0.0,0.0,0.0,Não,6487,3280,3203,44.22,71.74,1.73,74.0,484.92,690.45
3161304,São Francisco de Sales,0.0,0.0,35.66,0.0,12.8,35.0,19.63,45.4,100.0,0.0,69.2,17.3,Não,5800,2972,2804,40.95,75.0,2.29,77.0,665.68,1132.99
3161403,São Francisco do Glória,82.99,0.0,79.27,21.28,18.6,28.2,19.02,43.3,100.0,0.0,19.3,0.0,Não,5184,2655,2523,49.32,60.49,1.88,75.0,449.2,680.51
3161502,São Geraldo,0.0,0.0,19.82,10.75,12.9,30.2,17.92,19.5,100.0,97.4,48.7,9.7,Não,10246,5218,5045,45.6,70.84,1.73,75.0,474.14,734.13
3161601,São Geraldo da Piedade,87.8,74.68,0.0,0.0,28.2,21.1,11.16,50.3,100.0,68.3,68.3,22.7,Não,4389,2136,2253,57.69,24.01,2.09,71.0,391.27,755.76
3161650,São Geraldo do Baixio,0.0,111.61,0.0,0.0,26.2,21.8,12.01,44.0,100.0,57.3,143.4,86.0,Não,3487,1760,1726,52.0,69.99,2.65,74.0,404.81,735.98
3161700,São Gonçalo do Abaeté,0.0,0.0,33.08,44.78,14.7,29.0,19.28,37.7,100.0,63.8,79.8,47.8,Não,6252,3241,3023,53.55,66.54,2.66,73.0,502.57,905.48
3161809,São Gonçalo do Pará,0.0,36.82,0.0,16.26,8.0,30.8,18.7,44.6,100.0,144.2,28.8,19.2,Não,10405,5210,5157,46.12,76.55,1.74,76.0,558.07,794.14
3161908,São Gonçalo do Rio Abaixo,37.43,37.99,20.39,11.36,14.7,30.6,20.31,33.3,100.0,40.9,30.6,0.0,Não,9782,4872,4905,47.22,47.55,1.85,73.0,479.04,791.51
3162005,São Gonçalo do Sapucaí,32.64,47.51,0.0,6.01,10.0,39.1,26.47,49.5,100.0,71.1,20.9,8.3,Não,23909,11924,11982,47.42,82.58,2.03,76.0,648.31,979.1
3162104,São Gotardo,44.33,21.66,6.36,17.86,10.1,39.2,24.01,52.7,94.6,122.5,84.8,15.7,Não,31807,16096,15723,43.39,94.47,2.18,76.0,795.14,1321.95
3162203,São João Batista do Glória,0.0,0.0,30.04,0.0,11.9,33.1,20.69,58.7,100.0,14.5,0.0,0.0,Não,6890,3558,3329,41.99,81.41,1.9,76.0,676.07,1090.47
3162252,São João da Lagoa,156.01,0.0,0.0,0.0,20.3,27.1,16.31,39.0,100.0,0.0,0.0,0.0,Não,4659,2438,2218,46.54,52.3,2.4,74.0,286.35,384.97
3162302,São João da Mata,0.0,0.0,0.0,0.0,12.9,28.4,13.67,51.0,100.0,0.0,0.0,0.0,Não,2732,1400,1331,38.18,64.15,1.33,74.0,538.08,825.82
3162401,São João da Ponte,13.83,13.02,8.17,9.8,38.4,15.5,9.8,27.1,63.1,7.8,7.8,3.9,Não,25362,13123,12235,53.55,34.14,2.23,72.0,258.77,373.98
3162450,São João das Missões,0.0,61.63,0.0,10.87,41.4,19.9,12.86,19.6,64.0,8.5,17.0,17.0,Não,11715,6048,5667,74.54,20.88,3.15,72.0,181.77,363.2
3162500,São João Del Rei,24.61,19.22,11.38,14.86,4.7,52.7,37.33,53.7,100.0,65.1,22.4,7.1,Não,84404,40549,43920,39.53,94.54,1.42,77.0,764.74,1109.14
3162559,São João do Manhuaçu,0.0,35.93,0.0,7.3,18.4,26.7,17.57,31.0,100.0,9.7,48.8,19.5,Não,10245,5214,5031,49.58,46.91,1.98,75.0,484.15,731.97
3162575,São João do Manteninha,0.0,0.0,0.0,12.82,25.9,24.7,12.94,69.4,100.0,19.2,19.2,19.2,Não,5183,2555,2633,50.54,55.99,2.27,73.0,385.78,684.11
3162609,São João do Oriente,0.0,0.0,0.0,0.0,20.9,24.0,14.49,51.3,100.0,25.4,50.8,0.0,Não,7874,3907,3967,50.72,80.33,1.5,73.0,404.69,710.75
3162658,São João do Pacuí,0.0,0.0,0.0,0.0,28.5,24.1,13.79,35.0,100.0,0.0,0.0,0.0,Não,4066,2092,1968,56.39,47.32,2.51,73.0,346.53,318.61
3162708,São João do Paraíso,14.87,0.0,0.0,10.31,37.6,21.9,15.75,37.0,87.9,17.9,17.9,4.4,Não,22334,11163,11156,49.92,45.86,1.85,73.0,300.81,413.8
3162807,São João Evangelista,50.14,23.42,0.0,11.43,21.2,26.8,18.87,61.5,100.0,19.2,51.4,0.0,Não,15538,7609,7934,56.87,64.99,2.12,73.0,378.41,707.22
3162906,São João Nepomuceno,33.27,0.0,0.0,22.51,6.4,40.7,26.76,39.3,86.9,31.9,15.9,0.0,Não,25062,12181,12876,44.81,95.12,1.61,76.0,608.32,857.31
3162922,São Joaquim de Bicas,0.0,61.83,8.48,23.81,10.9,38.0,22.32,25.7,100.0,231.0,125.3,62.6,Não,25619,13741,11796,42.82,72.83,1.96,76.0,498.26,825.26
3162948,São José da Barra,0.0,0.0,0.0,0.0,8.2,40.6,27.79,50.3,100.0,29.5,14.7,14.7,Não,6778,3509,3269,41.81,72.2,2.13,78.0,714.22,1195.19
3162955,São José da Lapa,38.28,57.22,0.0,3.73,6.8,48.1,30.94,57.9,100.0,141.4,75.7,35.3,Não,19801,9826,9973,43.99,57.58,1.7,76.0,540.26,919.33
3163003,São José da Safira,0.0,0.0,0.0,15.15,30.4,22.3,10.91,21.5,100.0,0.0,73.6,49.0,Não,4075,2027,2048,56.47,72.27,3.13,71.0,334.87,553.69
3163102,São José da Varginha,96.15,0.0,0.0,44.44,9.0,34.3,18.58,31.8,100.0,47.6,47.6,23.8,Não,4201,2133,2065,48.36,56.5,2.02,76.0,555.77,909.1
3163201,São José do Alegre,330.76,0.0,0.0,0.0,11.7,32.9,22.27,62.5,100.0,25.0,0.0,0.0,Não,3996,1976,2020,49.16,72.6,2.1,75.0,537.13,682.76
3163300,São José do Divino,0.0,0.0,51.44,0.0,26.9,33.3,20.35,48.9,0.0,0.0,26.0,26.0,Não,3837,1890,1944,54.33,71.07,2.35,72.0,396.81,620.93
3163409,São José do Goiabal,0.0,0.0,0.0,15.38,15.3,31.3,21.3,39.0,100.0,35.4,17.7,0.0,Não,5636,2732,2904,50.35,65.45,1.98,74.0,476.92,773.56
3163508,São José do Jacuri,0.0,0.0,0.0,13.33,25.9,20.3,12.79,24.8,100.0,0.0,0.0,0.0,Não,6553,3331,3222,56.2,30.61,2.61,70.0,298.57,447.77
3163607,São José do Mantimento,0.0,0.0,76.86,46.51,20.6,29.2,16.2,58.7,100.0,0.0,38.5,0.0,Não,2592,1291,1301,55.77,55.9,1.71,74.0,359.93,589.43
3163706,São Lourenço,10.1,0.0,9.13,5.81,5.0,55.7,38.35,63.5,90.3,72.0,19.2,2.4,Não,41664,19758,21899,43.82,100.0,1.76,77.0,831.32,1166.57
3163805,São Miguel do Anta,0.0,0.0,0.0,38.46,21.0,23.7,17.07,40.1,100.0,0.0,0.0,0.0,Não,6750,3436,3324,46.68,55.41,1.89,75.0,370.37,547.2
3163904,São Pedro da União,0.0,0.0,0.0,23.26,15.3,27.4,17.13,41.9,100.0,39.6,0.0,0.0,Não,5040,2647,2393,43.04,55.18,1.86,75.0,549.49,714.47
3164001,São Pedro dos Ferros,0.0,0.0,0.0,0.0,19.1,30.9,21.37,43.9,100.0,35.9,23.9,23.9,Não,8353,4127,4229,52.16,81.18,2.19,72.0,406.87,706.83
3164100,São Pedro do Suaçuí,0.0,0.0,0.0,0.0,24.3,23.0,15.32,36.4,100.0,17.9,17.9,17.9,Não,5570,2746,2824,57.44,41.33,1.99,72.0,358.75,629.53
3164209,São Romão,33.22,0.0,0.0,23.95,19.5,36.0,26.1,42.3,80.5,0.0,19.4,9.7,Não,10285,5239,5037,53.96,62.95,2.51,72.0,307.02,493.4
3164308,São Roque de Minas,0.0,0.0,31.22,0.0,11.9,24.3,14.92,55.0,88.8,0.0,14.9,14.9,Não,6686,3483,3203,41.56,63.15,2.09,75.0,621.11,965.06
3164407,São Sebastião da Bela Vista,83.26,77.34,0.0,29.85,17.9,33.0,18.87,49.8,100.0,20.2,60.6,40.4,Não,4948,2579,2369,46.48,58.39,2.31,76.0,573.43,924.33
3164431,São Sebastião da Vargem Alegre,0.0,0.0,74.68,0.0,15.3,26.0,18.17,73.4,100.0,71.4,0.0,0.0,Não,2798,1459,1339,43.11,57.29,1.95,75.0,406.33,626.1
3164472,São Sebastião do Anta,0.0,0.0,0.0,9.43,23.3,19.2,11.57,40.1,100.0,0.0,34.8,0.0,Não,5739,2923,2816,55.47,73.36,2.27,71.0,327.54,530.27
3164506,São Sebastião do Maranhão,39.37,31.54,0.0,8.93,32.3,17.6,11.66,38.5,83.9,0.0,93.9,9.3,Não,10647,5371,5276,65.68,30.53,2.23,74.0,267.28,441.91
