ibge7,mun,nome_meso,tot_f_meio_sm,tot_f_rdpc_154,n_f_PBF,tot_benf_PBF,ex_cinema,ex_bib,n_bib,tx_criancas_EF_adeq,tx_adol_EM_adeq,tx_EJA_EF_15m,tx_EJA_EM_18m,tx_esc_0_3,tx_esc_15_17,n_esp_mun,popul,percent_5,percent_6_17,percent_65,transf_pc_PBF,n_emp_formal,rdpc_formal,tx_mort,tx_mort_homicidio,tx_mort_homicidio_15_29,prop_priv_saude,percent_esgoto,percent_lixo
3125002,Ewbank da C?mara,Zona da Mata,584,342,278,"7,36",N?o,Sim,1,"80,8","50,6","1,7","1,8","25,2","78,7",1,3940,8,21,10,"11,23",238,"71,4","10,91",0,0,"12,11",,
3125101,Extrema,Sul/Sudoeste de Minas,2715,1791,903,"11,41",Sim,Sim,1,"89,6","60,3","4,7","4,4","60,8","87,1",20,33729,8,20,8,"5,24",16889,"1082,99","6,49","8,89","11,46","45,48",,
3125200,Fama,Sul/Sudoeste de Minas,206,123,83,"15,47",N?o,Sim,1,"77,9","46,9",0,0,"1,8","71,9",6,2424,7,19,11,"5,06",260,"173,45","5,36",0,0,"7,88",,
3125309,Faria Lemos,Zona da Mata,523,406,319,"12,71",N?o,,,"69,5","47,9","4,5","4,7","28,6","69,6",3,3383,8,21,10,"18,21",487,"209,28","7,09",0,0,"4,91",,
3125408,Fel?cio dos Santos,Jequitinhonha,1026,672,682,"18,28",N?o,Sim,1,"95,8","72,6","2,3","2,5","41,3",100,1,5046,8,22,9,"19,37",397,"110,26","7,73","19,82",0,"1,09",,
3125507,S?o Gon?alo do Rio Preto,Jequitinhonha,575,379,391,"10,11",N?o,Sim,1,"77,1","79,2","1,6","1,7","28,2",100,8,3197,7,21,10,20,349,"137,48","4,38",0,0,"1,25",,
3125606,Felisburgo,Jequitinhonha,1690,1481,1231,"23,51",N?o,Sim,1,"74,9","46,3","1,7","1,7","29,2","73,6",4,7386,8,22,9,"36,46",555,"103,95","7,45","27,08",0,"1,58",,
3125705,Felixl?ndia,Central Mineira,1943,1177,1064,"26,58",N?o,Sim,1,"68,5","44,1","3,6","3,6","12,9","63,8",2,15178,7,21,9,"10,61",1799,"228,84","6,52","26,35","76,79","8,6",,
3125804,Fernandes Tourinho,Vale do Rio Doce,417,218,245,"23,72",N?o,,,"71,9","44,5","0,3","0,4","26,4","72,2",3,3337,8,21,10,"12,86",301,"122,04","6,29",0,0,"4,23",100,
3125903,Ferros,Metropolitana de Belo Horizonte,1381,870,896,"27,55",Sim,Sim,1,"72,4","41,9",5,5,"24,6","68,3",4,10519,7,21,9,"11,02",931,"127,7","7,03","9,51","36,96","8,1",,
3125952,Fervedouro,Zona da Mata,1724,1262,1086,"11,94",N?o,Sim,1,"83,9","49,1","2,3","2,4","8,6","84,5",6,10989,8,20,9,"14,28",671,"84,68","5,46","27,3","71,03","1,77",,
3126000,Florestal,Metropolitana de Belo Horizonte,604,383,302,"10,8",N?o,Sim,1,"74,5",100,"1,5","1,7","43,9",100,6,7278,8,21,9,"8,4",1325,"255,27","7,01","27,48",0,"38,38",,
3126109,Formiga,Oeste de Minas,4802,2120,1634,"22,57",Sim,Sim,3,"70,4","62,3","2,4","2,5","30,3",75,16,68236,8,20,8,"3,25",17216,"415,61","8,06","8,79","27,86","20,59",,
3126208,Formoso,Noroeste de Minas,1638,1346,1236,"18,17",N?o,Sim,1,"86,9",51,"1,4","1,4","15,9","66,8",8,9184,8,21,9,"28,69",664,"114,66","2,29","10,89",0,"1,13",,
3126307,Fortaleza de Minas,Sul/Sudoeste de Minas,270,165,115,"14,74",N?o,Sim,1,"58,8","40,7","1,9",2,7,"49,8",8,4382,8,21,10,"3,5",561,"240,4","7,99","45,64","92,15","6,66",,100
3126406,Fortuna de Minas,Metropolitana de Belo Horizonte,417,211,190,"15,1",N?o,Sim,1,"90,6","64,4",0,0,"65,3","77,8",4,2913,7,19,11,"10,4",255,"113,03","9,61",0,0,"7,48",,
3126505,Francisco Badar?,Jequitinhonha,1487,1041,1012,"12,64",N?o,Sim,1,57,"49,3","1,5","1,5",13,"73,9",4,10553,7,20,9,"13,59",315,"40,05","6,92",0,0,"1,03",,
3126604,Francisco Dumont,Norte de Minas,1114,877,750,"9,8",N?o,Sim,1,"86,5","59,9",1,"1,1","21,4","72,8",12,5188,8,21,10,"23,64",402,"85,1","5,01",0,0,"0,73","93,8",
3126703,Francisco S?,Norte de Minas,4545,2829,2586,"27,13",N?o,Sim,1,"75,9","63,3","1,6","1,7","24,2","76,3",10,26325,8,20,9,"13,88",2531,"123,38","5,66","11,4","29,32","2,94",,
3126752,Francisc?polis,Vale do Mucuri,1055,831,764,"7,27",N?o,Sim,1,"79,8",49,0,0,"0,3","78,7",4,5708,8,22,9,"24,24",506,"181,14","5,26","17,52",0,"1,91",,
3126802,Frei Gaspar,Vale do Mucuri,1244,945,888,"12,99",N?o,Sim,1,"90,7","61,2",0,0,"9,8","86,1",4,6026,8,21,9,"27,31",524,"121,95","7,8","49,78",0,"2,89",,
3126901,Frei Inoc?ncio,Vale do Rio Doce,1699,1354,1135,"24,13",N?o,,,"81,1","52,5","2,4","2,6","23,9","70,7",7,9543,8,22,9,"20,58",761,"98,01","10,16",0,0,"6,23",,
3126950,Frei Lagonegro,Vale do Rio Doce,772,653,569,"6,41",N?o,Sim,1,"94,2","52,2","1,6","1,5","24,7","82,8",3,3498,8,22,10,"26,96",218,"73,93","3,72",0,0,"0,2",,
3127008,Fronteira,Triangulo Mineiro/Alto Paranaiba,1399,915,786,"11,47",N?o,Sim,1,67,"36,1","3,5","3,3","21,7","57,8",3,16744,8,21,9,9,1661,"242,98","4,72","23,89",0,"21,77",,
3127057,Fronteira dos Vales,Vale do Mucuri,990,786,777,"14,11",N?o,Sim,1,86,"45,1","1,8","1,7","2,5","69,1",7,4743,8,22,10,"28,52",215,"55,61","6,33","21,08",0,"4,41",,
3127073,Fruta de Leite,Norte de Minas,1148,753,678,"14,15",N?o,Sim,1,100,"58,5","0,9","0,9",19,"80,9",4,5758,8,21,9,"25,16",320,"70,97","7,64","34,73","69,09","0,56",,
3127107,Frutal,Triangulo Mineiro/Alto Paranaiba,4227,2096,1632,"30,87",N?o,Sim,1,"75,2","49,2","2,4","2,4","30,2","66,1",11,58295,8,19,8,"3,46",12747,"409,99","7,53","24,02","58,75","28,33","99,8",
3127206,Funil?ndia,Metropolitana de Belo Horizonte,645,381,420,"13,63",N?o,,,"91,3","66,6","2,7","2,9","48,3","95,2",8,4237,8,21,10,"15,49",701,"217,37","7,08","23,6","95,5","5,12","68,2",
3127305,Galil?ia,Vale do Rio Doce,1279,928,785,"42,63",N?o,Sim,1,"72,6","47,2",2,2,"34,3","69,1",4,7047,8,22,9,"18,2",572,"92,53","8,66","28,38",0,"5,19",,
3127339,Gameleiras,Norte de Minas,1134,801,783,"8,63",N?o,Sim,1,"77,5","87,8",0,0,"28,1",94,7,5250,8,21,9,"30,01",352,"82,34","5,71","19,05","75,55","0,23",,
3127354,Glaucil?ndia,Norte de Minas,705,534,433,"6,12",N?o,Sim,1,"87,3","73,6",0,0,"13,4","87,3",1,3145,7,19,11,"18,6",213,"80,22","4,77",0,0,"4,83","67,4",
3127370,Goiabeira,Vale do Rio Doce,578,379,344,"20,76",N?o,Sim,1,"76,7","44,6",0,0,"43,8","75,5",4,3304,8,21,10,"14,24",390,"151,58","7,26",0,0,"2,12",100,
3127388,Goian?,Zona da Mata,350,199,176,"12,01",N?o,Sim,1,"69,6","53,5","1,9","1,9","16,9","77,2",3,3928,8,21,10,"7,47",539,"221,57","8,91","25,46",0,"23,22",,100
3127404,Gon?alves,Sul/Sudoeste de Minas,193,96,96,"15,58",N?o,Sim,1,"68,9","52,5","1,3","1,3","8,9","76,8",4,4401,7,21,10,"2,6",601,"210,68","6,59",0,0,"5,09","68,3",
3127503,Gonzaga,Vale do Rio Doce,1172,797,694,"10,74",N?o,Sim,1,"79,9",67,"1,6","1,8","1,8","85,9",4,6206,8,21,9,"19,76",206,"36,85","4,19","16,11",0,"1,18",,100
3127602,Gouveia,Jequitinhonha,1430,702,643,"22,14",N?o,Sim,1,"73,3","60,2",1,1,"17,8","73,7",2,12056,8,21,9,"7,47",1663,"189,15","6,64","8,29",0,"4,58",,
3127701,Governador Valadares,Vale do Rio Doce,29832,15654,13751,"26,05",Sim,Sim,1,"83,8","60,7","1,9",2,"43,3","83,2",39,279665,8,20,6,"6,96",58400,"382,98","6,86","39,69","88,96","26,62",,
3127800,Gr?o Mogol,Norte de Minas,2348,1663,1452,"27,22",N?o,Sim,1,"83,7","60,3","1,4","1,4","19,5","81,2",9,15870,8,21,9,"15,84",1871,"167,81","6,24",0,0,"1,42","60,9",
3127909,Grupiara,Triangulo Mineiro/Alto Paranaiba,186,93,70,"12,06",N?o,Sim,1,100,"74,3","4,2","3,8","26,1","94,9",3,1417,7,18,11,"7,16",312,"268,86","2,12",0,0,"1,91",,
3128006,Guanh?es,Vale do Rio Doce,3839,1999,1948,"45,74",N?o,Sim,1,"76,5","58,3","3,1","3,1","23,4","82,6",2,33815,8,21,8,"8,04",6208,"288,87","6,45","11,83","21,86","11,24",,
3128105,Guap?,Sul/Sudoeste de Minas,1377,593,639,"25,66",N?o,Sim,1,"70,7","61,2","0,8","0,8","20,7","78,3",5,14435,8,21,9,"6,16",2053,"202,82","6,44","27,71","26,91","3,15",,100
3128204,Guaraciaba,Zona da Mata,1581,1200,1204,"17,98",N?o,Sim,1,"61,9","48,2","0,3","0,3","9,2","66,5",4,10537,7,20,9,"19,46",879,102,"8,64",0,0,"3,21",,100
3128253,Guaraciama,Norte de Minas,1140,969,752,"3,23",N?o,Sim,1,"84,5","71,3","2,2","2,2","26,5","81,1",2,4982,8,21,10,"27,93",337,"79,69","7,03",0,0,"13,67",,
3128303,Guaran?sia,Sul/Sudoeste de Minas,1596,707,709,"15,16",N?o,Sim,1,"67,1","46,8","2,3","2,3","27,5","63,6",4,19360,8,21,9,"4,97",4624,"422,72","7,02","15,5","20,13","12,11",,
3128402,Guarani,Zona da Mata,940,458,612,"18,63",N?o,Sim,1,"56,9","36,9","3,3","3,4","32,7",54,7,9031,8,21,9,"12,04",1341,"204,41","8,19",0,0,"12,17",,100
3128501,Guarar?,Zona da Mata,514,251,257,"5,08",N?o,Sim,1,"62,6","43,5","1,1","1,2","2,1","68,2",3,3951,8,21,10,"10,24",468,"159,15","8,86","25,31",0,"7,77",,100
3128600,Guarda-Mor,Noroeste de Minas,831,489,419,"26,17",N?o,Sim,1,"83,7",43,"2,7","2,5","26,9","61,6",2,6737,8,21,9,"8,8",1304,"355,97","4,45",0,0,"1,9",100,100
3128709,Guaxup?,Sul/Sudoeste de Minas,3678,1522,1803,"18,23",Sim,Sim,1,"69,1","54,5","1,9","1,8","38,5","74,6",4,52108,8,20,8,"5,42",13483,"489,8","7,91","5,76","7,31","23,72",,
3128808,Guidoval,Zona da Mata,1122,850,481,"20,35",N?o,,,"65,4","42,6","2,1","2,2",24,"60,5",1,7313,8,21,9,15,1045,"194,15","6,97","13,67",0,"29,43",,100
3128907,Guimar?nia,Triangulo Mineiro/Alto Paranaiba,968,571,537,"19,85",N?o,Sim,1,"69,2","51,2","1,7","1,7","14,7","69,6",4,7895,8,21,9,"10,7",898,"172,97","5,83","50,66","146,69","5,09",,
3129004,Guiricema,Zona da Mata,1037,857,708,"24,38",N?o,Sim,1,"61,2","55,3","1,1","1,2","1,6","63,9",3,8743,8,21,9,"14,24",915,"135,43","8,24","11,44",0,"3,49",,100
3129103,Gurinhat?,Triangulo Mineiro/Alto Paranaiba,907,596,497,"29,89",N?o,Sim,1,"60,3","35,4",1,"1,1",17,"54,2",11,6002,7,22,9,"11,2",681,"183,35","4,83",0,0,"3,3",,
3129202,Heliodora,Sul/Sudoeste de Minas,700,437,433,"22,31",N?o,Sim,1,"68,7","52,5","0,6","0,7","26,3","69,9",5,6528,8,21,9,"10,3",981,"197,3","7,97",0,0,"4,84",,
3129301,Iapu,Vale do Rio Doce,1799,1204,1121,"30,02",N?o,Sim,1,"67,9",45,"2,9","2,6","25,2","62,4",3,10917,8,21,9,"13,26",747,"91,6","5,59","9,16",0,"11,17",,
3129400,Ibertioga,Campo das Vertentes,745,389,418,"18,24",N?o,Sim,1,"74,4","58,8","1,7","1,8",2,"76,2",2,5153,8,21,9,"10,97",501,"112,72","8,73",0,0,"5,65",80,100
3129509,Ibi?,Triangulo Mineiro/Alto Paranaiba,2287,1292,1142,"27,45",N?o,Sim,2,"71,4","38,2","0,9",1,"26,2","52,9",10,24946,8,20,9,"6,24",4453,"314,36","5,89","4,01","15,44","14,11",,100
3129608,Ibia?,Norte de Minas,1643,1441,1308,"21,21",N?o,Sim,1,"84,4","47,8","2,2","2,3","34,9","70,9",4,8357,8,21,9,"26,84",492,"98,61","5,86","11,97","46,33","1,62",,
3129657,Ibiracatu,Norte de Minas,1483,1069,1051,"6,67",N?o,Sim,1,94,"74,3","0,5","0,5","30,9",100,2,6185,8,21,9,"28,81",353,"78,39","6,79","16,17","64,12","0,31",,
3129707,Ibiraci,Sul/Sudoeste de Minas,813,425,375,"19,45",N?o,Sim,1,"72,7","51,7","0,7","0,7",15,"63,1",2,13444,8,20,9,"4,28",1884,"261,83","3,57",0,0,"12,71",,
3129806,Ibirit?,Metropolitana de Belo Horizonte,16045,10635,8642,"12,07",N?o,Sim,1,"80,7","50,5","3,3","3,3","17,8","72,9",5,175721,8,19,6,"6,73",15667,"175,3","4,84","23,9","59,42","23,8",,"99,9"
3129905,Ibiti?ra de Minas,Sul/Sudoeste de Minas,324,200,171,"12,61",N?o,,,"71,6","45,7","0,2","0,2","35,1","65,3",2,3528,7,22,10,"7,07",338,"149,02","7,37",0,0,"3,94",,
3130002,Ibituruna,Oeste de Minas,387,235,225,"12,6",N?o,Sim,1,"82,8","72,6",0,0,"66,2","86,5",3,3009,7,19,11,"12,45",339,"154,05","6,65",0,0,"6,05",,
3130051,Icara? de Minas,Norte de Minas,2275,1737,1566,"12,38",N?o,Sim,1,"78,4","54,3","0,5","0,6","18,9","74,4",13,11736,8,20,9,"21,47",408,"50,58","5,37",0,0,"0,38",,
3130101,Igarap?,Metropolitana de Belo Horizonte,3120,2174,1841,"22,02",N?o,Sim,1,"91,3","60,3","2,8","2,8",39,86,8,40468,8,21,8,"7,49",5857,"233,19","5,46","37,07","54,78","19,97",,100
3130200,Igaratinga,Oeste de Minas,672,253,206,"18,26",N?o,,,"76,5","48,9","0,2","0,3","22,5","64,7",3,10420,8,21,9,"2,78",2953,"425,21","5,18",0,0,"22,72",,
3130309,Iguatama,Oeste de Minas,1042,704,453,"23,7",N?o,Sim,1,"57,9","36,2","0,9",1,"13,2","54,6",,8182,8,21,9,"9,82",1223,"267,39","9,78","36,67","47,09","19,78",,
3130408,Ijaci,Campo das Vertentes,697,401,345,"8,51",N?o,Sim,1,"74,3","59,8","1,4","1,5","2,3","76,3",,6406,8,21,9,"9,42",1343,"430,03","4,06",0,0,"16,72",,
3130507,Ilic?nea,Sul/Sudoeste de Minas,1290,607,692,"22,76",N?o,Sim,1,"78,3","63,9","1,9","1,7","31,5","84,9",1,12289,8,21,9,"8,44",1918,"184,42","6,75","8,14","31,68","1,25",,
3130556,Imb? de Minas,Vale do Rio Doce,1484,1304,1101,6,N?o,Sim,1,"83,9","42,8","0,8","0,9","0,8","59,5",10,6862,8,21,9,"24,32",512,"76,33","6,7","29,15","115,47","1,5",,
3130606,Inconfidentes,Sul/Sudoeste de Minas,553,214,283,"14,73",N?o,Sim,1,"53,3",100,"0,7","0,7","27,4",100,3,7324,8,21,9,"4,53",1013,"180,34","8,87","13,65",0,"8,37",,
3130655,Indaiabira,Norte de Minas,1596,1304,1126,"7,64",N?o,,,"86,6","67,4",3,"3,2","33,1","84,3",7,7525,8,22,9,"28,58",427,"73,88","4,25",0,0,"0,35",,
3130705,Indian?polis,Triangulo Mineiro/Alto Paranaiba,797,529,442,"22,44",N?o,Sim,1,"64,1","33,3","0,8","0,9","34,6","60,6",3,6751,8,21,9,"9,87",1240,"289,45","4,3","14,81","58,56","2,61",,
3130804,Inga?,Campo das Vertentes,321,163,164,"14,08",N?o,,,"79,7","73,4","1,2","1,3","16,6",99,3,2775,7,19,11,"9,47",672,"363,13","6,13",0,0,"3,64",,
3130903,Inhapim,Vale do Rio Doce,4438,3258,2770,"27,04",N?o,Sim,1,"71,8","60,2","1,5","1,5",16,74,13,24813,8,21,9,"14,7",2091,"121,55","7,09","40,3","77,67","5,46",,
3131000,Inha?ma,Metropolitana de Belo Horizonte,1004,881,505,"27,97",N?o,Sim,1,"80,9","72,3",0,0,"20,8","93,3",5,6200,8,21,9,"18,84",1081,"296,57","7,1","48,39","191,52","10,79","92,8",
3131109,Inimutaba,Central Mineira,1220,723,698,"13,63",N?o,Sim,1,"71,3","44,8","0,8","0,8","19,8","60,7",10,7445,8,21,9,"15,61",870,"153,65","6,04","13,43","53,02","3,64",,
3131158,Ipaba,Vale do Rio Doce,2236,1502,1284,"5,83",N?o,Sim,1,"84,1","66,4","4,5","4,6","7,6","83,9",3,18225,8,21,9,"10,32",1293,"91,14","5,71","27,43","85,75","17,94",,
3131208,Ipanema,Vale do Rio Doce,2934,2300,1991,"36,77",N?o,Sim,1,"72,7","48,9","3,1","3,2",11,"58,6",3,19603,8,21,9,"15,37",2101,"147,73","7,24","30,61","39,75","5,24",,100
3131307,Ipatinga,Vale do Rio Doce,21460,13359,11625,"17,78",Sim,Sim,1,"77,2","57,4","2,6","2,5","24,1","78,9",54,259324,8,19,6,"7,12",63076,"499,94","4,89","16,2","33,36","38,85",8,
3131406,Ipia?u,Triangulo Mineiro/Alto Paranaiba,438,340,259,"39,3",N?o,Sim,1,"65,8","41,5","1,8","1,7","43,3","58,7",3,4277,8,21,10,"11,68",522,"173,39","7,95",0,0,"7,11",,
3131505,Ipui?na,Sul/Sudoeste de Minas,1097,675,548,"32,14",N?o,Sim,1,"65,2","41,5","0,7","0,8",32,"56,8",5,10082,8,21,9,"6,15",1284,"200,02","6,94",0,0,"5,67",,
3131604,Ira? de Minas,Triangulo Mineiro/Alto Paranaiba,801,551,346,"21,8",N?o,Sim,1,75,52,"2,7","2,8","44,2","66,9",3,6929,8,21,9,"9,43",1010,"260,87","4,33",0,0,"3,81",,
3131703,Itabira,Metropolitana de Belo Horizonte,6484,3000,3225,"10,33",Sim,Sim,2,"77,6","59,2","2,1","2,1","26,5","84,5",56,118481,8,19,8,"4,09",31302,"650,32","5,56","20,26","44,82","39,71",,100
3131802,Itabirinha,Vale do Rio Doce,1826,1139,1110,"33,91",N?o,Sim,1,"75,9","53,6",4,"4,1","16,2","66,4",10,11434,8,21,9,"14,06",842,"104,74","7,26","34,98","68,18","3,59",,
3131901,Itabirito,Metropolitana de Belo Horizonte,2728,1313,1123,"13,05",N?o,Sim,1,79,"49,1",3,"2,8",37,"77,7",12,50305,8,20,8,"3,51",13418,"598,83","5,74","5,96","15,16","37,31",,100
3132008,Itacambira,Norte de Minas,985,795,668,"3,51",N?o,Sim,1,"63,8","64,1",0,0,"26,7","77,9",18,5343,8,21,10,"25,66",739,"217,97","3,37",0,0,"3,11",,
3132107,Itacarambi,Norte de Minas,3420,2298,2214,"47,01",N?o,,,"98,7","55,6","2,5","2,4",46,"92,2",7,18414,8,21,9,"20,04",1838,"142,3","5,81","38,01","106,25","1,09",,
3132206,Itaguara,Metropolitana de Belo Horizonte,1033,473,546,"15,22",N?o,Sim,2,"70,1","45,7",1,"1,1","17,1","65,1",2,13253,8,21,9,"5,42",2607,"284,55","8,3",0,0,"7,67",100,100
3132305,Itaip?,Vale do Mucuri,2110,1757,1579,"22,73",N?o,Sim,1,91,"55,1",2,"1,8",17,100,4,12651,8,21,9,"25,49",555,"62,93","7,51","94,85","216,23","1,77",,
3132404,Itajub?,Sul/Sudoeste de Minas,6152,3601,2984,"18,75",N?o,Sim,2,"73,1","60,5","2,4","2,3","33,7","85,2",9,96523,8,19,8,"5,32",23888,"629,61","6,5","12,43","19,42","34,36","88,3",100
3132503,Itamarandiba,Jequitinhonha,5571,3840,3503,"34,35",N?o,Sim,1,"92,7","57,3","3,6","3,7","36,8",81,18,34462,8,21,8,"16,68",3476,"132,41","5,02","5,8",0,"6,92",,
3132602,Itamarati de Minas,Zona da Mata,414,177,186,"20,33",N?o,Sim,1,"50,8","37,7",2,"1,9","39,5","59,6",3,4340,8,20,10,"7,06",495,"151,25","4,84",0,0,"6,34",,100
3132701,Itambacuri,Vale do Rio Doce,4334,3094,3096,"39,35",N?o,Sim,1,"87,2","53,4","1,4","1,5","24,9","81,7",8,23612,8,20,9,"22,66",2278,"136,15","9,19","16,94","16,41","6,23",,
3132800,Itamb? do Mato Dentro,Metropolitana de Belo Horizonte,266,116,137,"26,75",N?o,Sim,1,77,"46,6",0,0,1,"58,8",3,2224,7,20,11,"9,16",232,"137,14","9,44",0,0,"3,37",,100
3132909,Itamogi,Sul/Sudoeste de Minas,647,330,385,"21,13",N?o,Sim,1,"73,3","58,8","0,2","0,2","21,9","71,1",8,10517,8,20,9,"5,25",1464,"191,29","9,22",0,0,"8,38",,100
3133006,Itamonte,Sul/Sudoeste de Minas,1399,568,617,"21,16",N?o,Sim,1,"72,3","51,4","3,4","3,2","18,3","75,4",5,15267,8,21,9,"4,94",2812,"340,1","8,19",0,0,"34,42",,100
3133105,Itanhandu,Sul/Sudoeste de Minas,882,378,313,"13,31",N?o,Sim,1,"77,8","66,8","1,8","1,7","46,1","84,6",4,15200,8,20,9,"2,95",4246,"424,36","6,91","6,58","25,61","31,81",,100
3133204,Itanhomi,Vale do Rio Doce,1657,985,903,"28,83",N?o,Sim,1,78,"52,7","2,6","2,4","44,8","72,7",8,12368,8,21,9,"10,31",930,"95,18","8,73","16,17","31,58","6,12",,
3133303,Itaobim,Jequitinhonha,3268,2342,2306,"57,04",N?o,Sim,2,"82,2",59,"3,1","3,2","27,2","88,7",9,21562,8,20,9,"22,63",2057,"124,69","8,21","55,65","89,69","5,33",,
3133402,Itapagipe,Triangulo Mineiro/Alto Paranaiba,1432,1042,694,"22,59",N?o,Sim,1,"53,8",49,1,1,"33,1","57,9",5,14916,7,20,9,"7,04",2765,"383,46","5,16",0,0,"21,16",,
3133501,Itapecerica,Oeste de Minas,2108,892,863,"24,64",N?o,,,"64,6",55,"0,8","0,8","9,6","63,7",9,22134,8,21,9,"5,32",3572,"264,69","8,86","4,52","17,39","25,76",82,
3133600,Itapeva,Sul/Sudoeste de Minas,935,703,587,"11,65",N?o,Sim,1,"81,7","57,2","0,2","0,2","31,3","80,4",6,9529,8,21,9,"10,44",2260,"401,59","7,66","10,49",0,"22,81",,
3133709,Itatiaiu?u,Metropolitana de Belo Horizonte,1060,710,649,"16,34",N?o,Sim,1,"88,4","67,6","2,7","2,5","10,6","90,8",17,10882,8,21,9,"10,54",2135,"554,82","8,27","27,57","71,04","17,37",,
3133758,Ita? de Minas,Sul/Sudoeste de Minas,1509,802,620,"14,75",N?o,Sim,1,67,"50,8","0,9","0,6","25,8","66,3",10,15992,8,21,9,"5,46",3108,"381,95","6,63","12,51",0,"12,52",,100
3133808,Ita?na,Oeste de Minas,4038,2393,1917,"12,27",N?o,Sim,1,"76,4","62,5","1,7","1,6","22,7","82,4",25,92091,7,19,8,"3,04",24095,"513,13","7,38","18,46","40,63","27,98",,
3133907,Itaverava,Metropolitana de Belo Horizonte,823,631,568,"7,51",N?o,Sim,1,"72,3","55,2","1,2","1,2","16,2","76,2",1,5723,8,21,9,"20,08",357,"78,92","6,81","34,95","69,2","3,13",,
3134004,Itinga,Jequitinhonha,3161,2907,2399,"25,8",N?o,Sim,1,"89,4","54,3","1,3","1,3","3,4","86,5",8,15104,8,21,9,"30,33",823,"98,45","5,1","13,24","25,76","2,24",100,
3134103,Itueta,Vale do Rio Doce,1006,792,628,"10,91",N?o,Sim,1,"70,3","47,1","0,4","0,4","14,9","60,9",7,6104,8,21,9,"14,54",433,"104,56","4,75","32,77","64,87","3,06",100,
3134202,Ituiutaba,Triangulo Mineiro/Alto Paranaiba,10304,3745,2939,"43,04",N?o,Sim,1,"73,7","52,1","3,6","3,7","31,9","74,4",21,103945,8,19,8,"3,73",20286,"358,42","7,42","15,39","28,82","23,12",,100
3134301,Itumirim,Campo das Vertentes,764,425,366,"21,94",N?o,,,"75,2","61,9",0,0,"1,9","74,2",1,6225,8,21,9,"9,46",450,"104,48","8,19","16,06","63,6","8,13",,
3134400,Iturama,Triangulo Mineiro/Alto Paranaiba,4183,3208,1600,"37,34",N?o,Sim,1,"75,7","52,7","2,2","2,4","28,5","72,1",18,38102,8,21,8,"10,01",10166,"591,11","6,67","15,75","38,78","27,54",,
3134509,Itutinga,Campo das Vertentes,487,249,204,"13,65",N?o,Sim,1,"72,7","58,7","1,7","1,9","30,1","68,2",3,3938,8,21,10,"8,01",462,"167,17","6,6",0,0,"8,99",,
3134608,Jaboticatubas,Metropolitana de Belo Horizonte,1832,1091,1003,"18,13",N?o,Sim,1,"68,2","42,7","1,5","1,4","7,7","72,3",10,19305,8,21,9,"8,3",2002,"158,78","6,42","10,36","20,1","6,83",,100
3134707,Jacinto,Jequitinhonha,2642,2163,1809,"37,43",N?o,Sim,1,"82,6","41,7","1,7","1,7","22,5","64,6",6,12549,8,20,9,"25,4",647,"80,24","7,57","7,97",0,"1,91",,
3134806,Jacu?,Sul/Sudoeste de Minas,714,361,297,"20,2",N?o,,,"73,1","50,3","1,9","1,6",19,"67,8",4,7797,8,21,9,"5,95",1004,"179,55","6,67","12,83",0,"11,48",,
3134905,Jacutinga,Sul/Sudoeste de Minas,816,317,232,"19,04",N?o,Sim,1,"73,2",44,"1,2",1,"38,9","60,6",13,25199,8,20,8,"1,28",5969,"351,88","5,4",0,0,"10,42",,
3135001,Jaguara?u,Vale do Rio Doce,307,152,157,"4,9",N?o,,,"68,9",41,"0,5","0,5",36,"64,1",3,3147,7,19,11,"8,39",639,"276,44","6,99","63,55","134,52","14,55",,100
3135050,Ja?ba,Norte de Minas,8486,8178,4930,"23,63",N?o,,,"97,7","55,5","1,1","1,2",21,"75,2",3,37516,9,21,7,"34,1",6296,"236,66","5,41","90,63","213,1","4,79","55,7",
3135076,Jampruca,Vale do Rio Doce,1165,883,751,"15,93",N?o,Sim,1,"69,7","45,9","2,2","2,2","12,7","73,2",3,5389,8,21,9,"28,65",310,"86,35","7,98","37,11","147,28","1,35",,
3135100,Jana?ba,Norte de Minas,12811,8948,7632,"35,48",N?o,Sim,1,"93,6",72,2,"2,1","45,4","91,9",11,71279,8,20,8,"17,56",11977,"248,9","6,27","68,74","139,19","5,63",,97
3135209,Janu?ria,Norte de Minas,11627,8724,8158,"50,72",N?o,Sim,1,"97,8","69,6","2,2","2,2","20,3","96,1",7,68420,8,20,8,"25,66",4916,"112,23","5,83","10,23","5,58","6,15",,
3135308,Japara?ba,Central Mineira,481,232,169,"9,51",N?o,Sim,1,"81,3","59,8","0,8","0,8","29,7","69,6",7,4275,8,22,9,"8,2",769,"252,94","5,15","23,39",0,"18,06",65,
3135357,Japonvar,Norte de Minas,2208,1795,1596,"10,44",N?o,Sim,1,"83,9","62,6","1,4","1,5","27,9","75,5",10,8664,8,21,9,"34,48",561,"72,43","7,5","34,63",0,"0,43",,
3135407,Jeceaba,Metropolitana de Belo Horizonte,743,379,347,"13,22",N?o,Sim,1,"73,1","44,7","3,9","3,7","41,7","65,1",3,5250,7,22,9,"8,44",3745,"3296,67","10,1","19,05",0,"18,9",,100
3135456,Jenipapo de Minas,Jequitinhonha,1131,815,722,"10,15",N?o,Sim,1,"90,8","66,4","0,6","0,6","22,4","99,6",3,7627,8,21,9,"16,45",353,"62,84","3,8","13,11","50,59","0,73",60,
