ibge7,mun,nome_meso,tot_f_meio_sm,tot_f_rdpc_154,n_f_PBF,tot_benf_PBF,ex_cinema,ex_bib,n_bib,tx_criancas_EF_adeq,tx_adol_EM_adeq,tx_EJA_EF_15m,tx_EJA_EM_18m,tx_esc_0_3,tx_esc_15_17,n_esp_mun,popul,percent_5,percent_6_17,percent_65,transf_pc_PBF,n_emp_formal,rdpc_formal,tx_mort,tx_mort_homicidio,tx_mort_homicidio_15_29,prop_priv_saude,percent_esgoto,percent_lixo
3165800,Senador Jos? Bento,Sul/Sudoeste de Minas,185,89,79,"20,94",N?o,Sim,1,62,"56,5",0,0,"4,2",65,2,1703,7,19,11,"6,03",220,"177,03","9,4",0,0,"3,64",,
3165909,Senador Modestino Gon?alves,Jequitinhonha,992,696,654,"29,99",N?o,,,"81,3","58,4","1,5","1,7","24,7","84,3",5,4446,8,21,10,"19,32",342,"94,94","7,2","22,49",0,"1,15",,
3166006,Senhora de Oliveira,Zona da Mata,913,608,605,"31,01",N?o,Sim,1,"75,2","53,1","0,7","0,8",29,"74,7",1,5886,7,22,9,"14,15",449,"102,9","6,8",0,0,"3,47",,100
3166105,Senhora do Porto,Vale do Rio Doce,497,387,368,"17,25",N?o,Sim,1,"76,7","21,4","0,5","0,1","13,6","58,1",2,3600,8,21,10,"20,19",311,"113,72","8,06","27,78",0,"4,78",,100
3166204,Senhora dos Rem?dios,Campo das Vertentes,1798,1378,1242,"12,99",N?o,Sim,2,"65,1","54,5","0,9","0,9","1,2","63,7",5,10604,7,21,9,"17,19",610,"65,62","7,64",0,0,"1,76",,
3166303,Sericita,Zona da Mata,1188,778,703,"6,54",N?o,,,"73,5","48,4",1,"0,7","18,5","76,3",5,7420,8,21,9,"11,64",684,"105,3","5,39","53,91","104,51","1,27",,
3166402,Seritinga,Sul/Sudoeste de Minas,144,95,86,"6,33",N?o,Sim,1,"70,4","48,2","0,8","0,8","2,4","68,5",1,1870,7,19,11,"7,59",294,"225,1","6,95",0,0,"7,75",,
3166501,Serra Azul de Minas,Metropolitana de Belo Horizonte,786,617,582,"13,49",N?o,Sim,1,100,"70,4","2,8","2,9","11,1",100,5,4368,8,21,10,"26,44",132,"38,59","4,58","22,89",0,"0,46",,
3166600,Serra da Saudade,Central Mineira,84,26,32,"5,52",N?o,Sim,1,"70,4",0,0,0,"96,7","19,1",4,815,7,20,11,"5,38",241,"362,2","4,91",0,0,"4,66",,
3166709,Serra dos Aimor?s,Vale do Mucuri,1460,947,844,"48,89",N?o,,,"79,4","45,5","2,6","2,6","14,5","68,7",4,8789,8,21,9,12,556,"90,16","7,74","56,89","43,98","3,29",,
3166808,Serra do Salitre,Triangulo Mineiro/Alto Paranaiba,1537,1270,731,"13,92",N?o,,,"81,6","58,1",1,1,"44,2","74,8",4,11410,8,21,9,"13,16",2563,"403,44","5,35","17,53",0,"10,05",,
3166907,Serrania,Sul/Sudoeste de Minas,1005,569,581,"24,49",N?o,Sim,1,"82,6","52,7","1,6","1,6","35,5","63,4",10,7804,8,21,9,"10,99",1058,"187,9","8,46","12,81","49,53","10,05",40,100
3166956,Serran?polis de Minas,Norte de Minas,924,695,604,"10,39",N?o,Sim,1,"82,2","55,8","2,8","3,1","21,6","70,8",3,4741,8,21,10,"24,3",224,"66,61","5,48",0,0,"0,27",,100
3167004,Serranos,Sul/Sudoeste de Minas,327,252,217,"5,92",N?o,,,"67,3","42,7","4,6","4,1",0,"82,4",1,2026,7,19,11,"19,86",236,"195,61","10,37",0,0,"10,46",,
3167103,Serro,Metropolitana de Belo Horizonte,2421,1432,1329,"31,45",N?o,Sim,1,"90,9","63,2","3,9","3,9","25,4","96,5",17,21431,8,21,9,"9,44",1930,"124,36","6,63","18,66","36,02","5,5",,100
3167202,Sete Lagoas,Metropolitana de Belo Horizonte,13063,6736,5879,"19,58",Sim,Sim,1,"75,9","57,4","1,9","1,9","30,1","79,1",55,234221,8,19,6,"3,6",53015,"450,85","6,1","38,85","93,75","30,84",,100
3167301,Silveir?nia,Zona da Mata,311,200,156,"5,54",N?o,Sim,1,"91,7","97,1","1,7","1,8",1,100,5,2287,7,19,11,"9,18",264,"181,58","5,25",0,0,"6,43",,100
3167400,Silvian?polis,Sul/Sudoeste de Minas,590,466,335,"21,8",N?o,Sim,1,"67,3","33,8","0,8","0,8","19,9","47,3",5,6299,8,21,9,"11,78",1157,"268,31","6,51",0,0,"15,94",,100
3167509,Sim?o Pereira,Zona da Mata,322,163,163,"6,08",N?o,,,"65,7","32,9","3,1",2,"20,9","61,7",5,2646,7,20,11,"10,05",414,"224,37","9,07",0,0,11,,98
3167608,Simon?sia,Zona da Mata,3010,2416,2088,"17,71",N?o,,,"85,1","48,4","1,7","1,6","2,4",65,2,19530,8,21,9,"12,32",809,"55,72","5,17","15,36","19,98","2,9",,100
3167707,Sobr?lia,Vale do Rio Doce,1181,1071,874,"22,6",N?o,,,"82,7","41,8","2,5","2,4","40,6","67,7",5,5816,8,21,9,"32,29",482,"115,52","7,74","34,39","68,06","4,97",,
3167806,Soledade de Minas,Sul/Sudoeste de Minas,487,202,259,"12,81",N?o,Sim,1,"62,9","43,7","0,3","0,3","20,5","59,6",5,6094,8,20,9,"5,55",571,"143,44","8,86",0,0,"19,74",,
3167905,Tabuleiro,Zona da Mata,614,330,293,"12,01",N?o,Sim,1,"66,7",32,"1,3","1,3","13,2","46,7",3,3991,8,22,10,"9,96",483,"159,96","8,77",0,0,"5,79",,100
3168002,Taiobeiras,Norte de Minas,4426,3063,2946,"46,56",N?o,Sim,1,"81,3","62,1",1,"1,1","31,7",76,9,33576,8,21,8,"12,64",4291,"169,44","5,75","23,83","55,09","1,93","86,8",
3168051,Taparuba,Vale do Rio Doce,768,718,479,"6,25",N?o,Sim,1,87,"50,1","3,9",4,"2,4",68,5,3199,8,20,10,"26,49",319,"122,69","9,69",0,0,"0,38",,
3168101,Tapira,Triangulo Mineiro/Alto Paranaiba,486,318,224,"13,77",N?o,,,"70,5","46,4",2,"1,7","43,1","64,8",6,4598,8,21,10,"7,65",2804,"1772,87","6,52",0,0,"15,83",,
3168200,Tapira?,Oeste de Minas,204,64,74,"21,86",N?o,Sim,1,"68,9","51,8",0,0,"1,2","71,3",5,1921,7,19,11,"5,56",288,"240,78","6,77",0,0,"1,61",,
3168309,Taquara?u de Minas,Metropolitana de Belo Horizonte,540,377,328,"20,87",N?o,,,"80,7",48,"1,7","1,5","48,5","78,8",4,4053,8,21,10,"12,08",497,"181,04","7,16","24,67","99,65","6,54",,
3168408,Tarumirim,Vale do Rio Doce,2422,1592,1485,"36,8",N?o,Sim,1,"74,2","47,2","1,3","1,4","14,8","67,2",10,14670,8,21,9,"14,26",896,"79,4","8,38","47,72","106,1","3,78",,100
3168507,Teixeiras,Zona da Mata,1667,1187,965,"28,66",N?o,Sim,1,"65,7","43,1","2,1","1,9","44,9","63,8",2,11815,8,21,9,"13,65",1118,"116,07","6,43","16,93","32,9","10,27",,
3168606,Te?filo Otoni,Vale do Mucuri,14819,9195,8174,"40,44",N?o,,,"86,7","58,1","2,6","2,6",25,"89,4",7,141502,8,19,8,"9,14",24861,"282,61","7,93","24,73","48,29",22,"66,9",
3168705,Tim?teo,Vale do Rio Doce,4753,2209,1950,"14,46",N?o,Sim,1,76,"61,4","1,4","1,4","34,7","79,1",22,88255,7,19,8,"2,9",16937,"411,48","5,51","23,79","59,4","34,1",,
3168804,Tiradentes,Campo das Vertentes,721,426,374,"13,17",Sim,Sim,1,"54,5","29,5","1,3","1,3","37,9","54,3",4,7726,8,21,9,"6,36",1917,"332,68","5,95","12,94",0,"15,36",,
3168903,Tiros,Triangulo Mineiro/Alto Paranaiba,918,742,597,"36,06",N?o,Sim,2,"67,8","48,3","2,9","2,7","37,9","66,3",2,6832,7,21,9,"12,41",1001,"262,32","8,05","14,64",0,"8,12",98,
3169000,Tocantins,Zona da Mata,1915,1009,903,"23,97",N?o,Sim,1,"68,1","42,6","1,1","1,2","29,8","57,9",4,16703,8,21,9,"8,31",2848,"250,66","6,83","17,96","46,6","39,65",,200
3169059,Tocos do Moji,Sul/Sudoeste de Minas,394,258,238,"8,97",N?o,Sim,1,"60,1","61,6","1,3","1,4","0,5","72,4",5,4136,7,21,10,"6,56",269,"93,18","5,8",0,0,"2,2",,
3169109,Toledo,Sul/Sudoeste de Minas,576,224,244,"7,66",N?o,Sim,1,"79,8","51,3","1,6","1,1",61,"74,1",2,6194,8,21,9,"5,77",600,"124,14","6,46",0,0,"11,53",,
3169208,Tombos,Zona da Mata,1073,662,628,"13,92",N?o,Sim,1,"60,1","40,1","1,6","1,6","39,2","55,9",5,8899,8,21,9,"9,89",1050,"158,3","10,9",0,0,"10,83",,
3169307,Tr?s Cora??es,Sul/Sudoeste de Minas,6148,2191,2523,"23,27",Sim,Sim,1,"81,5","65,5","1,9","1,9","23,8","84,4",26,78474,8,19,8,"4,62",15909,"368,99","6,88","25,49","57,34","30,34",,99
3169356,Tr?s Marias,Central Mineira,3166,1521,1443,"25,95",N?o,Sim,1,"75,9","57,6","2,1","2,1","31,2","79,6",7,31366,8,20,8,"6,29",5698,"344,6","6,38","22,32","12,3","20,69","77,7",
3169406,Tr?s Pontas,Sul/Sudoeste de Minas,5121,2224,2710,"17,82",N?o,Sim,1,"78,4","65,6","1,5","1,5","39,5","77,7",15,56879,8,20,8,"6,91",12242,"327,44","6,75","7,03","13,4","31,43",,100
3169505,Tumiritinga,Vale do Rio Doce,1287,1060,873,"25,88",N?o,Sim,1,"83,2","50,7","2,3","2,3","24,3","72,4",5,6705,8,21,9,"28,98",331,"59,95","7,31","104,4","118,42","3,77",,
3169604,Tupaciguara,Triangulo Mineiro/Alto Paranaiba,3707,2752,1817,"41,48",N?o,Sim,1,"72,4","50,1","2,4","2,3","29,7","66,6",1,25452,8,20,9,"11,78",4271,"322,9","7,86","15,72","45,4","10,46",,
3169703,Turmalina,Jequitinhonha,2950,1848,1745,"29,04",N?o,Sim,1,"82,1","62,5","4,8","4,6","41,8","90,3",40,19612,8,21,9,"11,49",2815,"228,46","5,35","25,49","39,77","4,35",,
3169802,Turvol?ndia,Sul/Sudoeste de Minas,656,301,276,"22,32",N?o,Sim,1,"79,2",50,0,0,"16,4","68,2",4,4995,8,21,10,"7,18",756,"221,21","6,81",0,0,"4,36",,100
3169901,Ub?,Zona da Mata,7367,2737,3453,"18,51",Sim,Sim,2,"72,7","57,8","3,4","3,5","33,3","80,8",10,112186,8,19,8,"3,56",25154,"355,48","6,27","13,37","33,78","33,83",,
3170008,Uba?,Norte de Minas,2689,2316,1912,"23,87",N?o,,,"96,9","58,1","1,1","1,1","34,4","85,1",12,12466,8,21,9,"25,96",674,"72,75","6,34",0,0,"0,59",,
3170057,Ubaporanga,Vale do Rio Doce,2211,1672,1500,"19,27",Sim,Sim,1,"81,8","51,2","2,1","2,1","29,2","70,8",6,12591,8,21,9,"18,25",1024,"105,14","6,51",0,0,"3,2",,
3170107,Uberaba,Triangulo Mineiro/Alto Paranaiba,17312,7561,5659,"18,24",Sim,Sim,2,"70,8","52,7","2,3","2,2","34,8","73,7",97,325279,8,19,6,"2,46",86811,"639,45","7,14","19,98","35,42","37,16",92,100
3170206,Uberl?ndia,Triangulo Mineiro/Alto Paranaiba,34700,14036,12576,"23,18",Sim,Sim,2,"85,8","58,3","1,9","1,8","36,6","79,3",33,669672,7,17,7,"2,67",209438,"743,55","5,75","18,52","35,87","35,27","3,7",
3170305,Umburatiba,Vale do Mucuri,566,401,357,"29,83",N?o,Sim,1,100,"61,1","1,1","1,2","0,7","93,8",4,2718,7,20,9,"28,68",271,"144,24","7,73",0,0,"1,36",,
3170404,Una?,Noroeste de Minas,8006,5049,4056,"35,92",N?o,Sim,1,"90,5","67,4","2,4","2,4","26,3","86,3",8,83448,8,19,8,"6,86",16454,"377,23","5,7","19,17","31,45","13,59",89,
3170438,Uni?o de Minas,Triangulo Mineiro/Alto Paranaiba,582,439,395,"14,84",N?o,Sim,1,"65,9","38,1","1,6","1,5",28,"59,6",3,4463,8,20,10,"15,71",654,"233,81","7,39","22,41","90,67","5,33",,
3170479,Uruana de Minas,Noroeste de Minas,806,539,484,"10,16",N?o,Sim,1,100,"66,5",0,0,"28,3","82,7",4,3337,8,21,10,"27,67",279,"130,01","6,89",0,0,"2,16",,
3170503,Uruc?nia,Zona da Mata,1120,625,563,"17,67",N?o,Sim,1,"78,6","45,9",1,1,"28,2","68,8",3,10587,8,21,9,"9,19",3048,"451,07","7,56",0,0,"12,31",,100
3170529,Urucuia,Norte de Minas,2082,1679,1538,"7,05",N?o,Sim,1,59,"39,9","0,8","0,8","10,1","55,6",13,15833,8,21,9,"21,8",780,"61,35","2,46",0,0,"0,31",,
3170578,Vargem Alegre,Vale do Rio Doce,1223,843,767,25,N?o,Sim,1,"69,4",52,"0,1","0,1","11,5","76,3",2,6633,8,22,9,"21,15",555,"110,13","5,88","45,23",0,"3,24",,
3170602,Vargem Bonita,Oeste de Minas,250,119,122,"24,5",N?o,,,"79,3","55,9",0,0,"42,8","66,1",4,2211,7,18,11,"8,18",359,"257,15","10,4","45,23","191,26","6,29",,
3170651,Vargem Grande do Rio Pardo,Norte de Minas,1127,916,739,"11,06",N?o,Sim,1,"79,7","75,4","1,9",2,"23,2","91,8",4,5011,8,21,9,"34,06",408,"90,26","4,39",0,0,"0,4",,
3170701,Varginha,Sul/Sudoeste de Minas,6150,2160,2010,"14,2",Sim,Sim,1,77,"62,9","1,2","1,2","34,1","84,4",39,133384,8,19,8,"2,14",39760,"589,28","6,79",6,"11,37","37,44",100,
3170750,Varj?o de Minas,Noroeste de Minas,812,370,314,"15,32",N?o,Sim,1,87,"59,9","1,7","1,8","22,1",78,5,6857,9,21,8,"6,3",1064,"277,32","5,69",0,0,"21,37",,
3170800,V?rzea da Palma,Norte de Minas,4997,3004,2795,"19,82",N?o,Sim,1,73,"48,4","2,5","2,5","19,8","66,2",4,38838,8,21,8,"8,9",5236,"221,25","5,79","97,84","275,68","6,91",,
3170909,Varzel?ndia,Norte de Minas,4440,3618,3177,"28,74",N?o,Sim,1,100,"76,1",2,2,"31,3",100,15,19712,8,21,9,"25,95",882,"63,06","5,99","15,22",0,"0,6",,
3171006,Vazante,Noroeste de Minas,2127,1338,1021,"18,03",N?o,Sim,1,"79,2","56,2",2,2,"33,3",70,2,20720,8,21,9,"6,17",4344,"455,39","5,26",0,0,"17,89",90,
3171030,Verdel?ndia,Norte de Minas,1603,1021,1044,"8,3",N?o,Sim,1,"97,7","61,2","1,8","1,9","30,5","87,6",4,9140,9,22,8,"22,95",524,"71,24","6,46","43,76",0,"0,31",,100
3171071,Veredinha,Jequitinhonha,1137,886,765,"4,71",N?o,,,"76,5","81,7","8,2","8,8","42,2","97,8",14,5786,8,21,9,"21,6",654,"126,12","3,98","34,57",0,"2,33",,
3171105,Ver?ssimo,Triangulo Mineiro/Alto Paranaiba,364,198,130,"27,11",N?o,,,"70,6","44,7","1,9",2,"24,8","68,7",3,3870,8,21,10,"6,57",668,"294,44","7,49","51,68",0,"14,19",,100
3171154,Vermelho Novo,Zona da Mata,941,762,691,"9,21",N?o,Sim,1,85,"73,6","2,1",2,"21,9","95,4",1,4894,8,21,10,"23,15",239,"74,61","6,95",0,0,"0,94",,
3171204,Vespasiano,Metropolitana de Belo Horizonte,8342,5069,4051,"14,45",N?o,Sim,2,"82,7","56,3","2,9","2,7","10,1","86,9",9,120510,8,19,7,"5,96",16141,"319,88","4,67","32,36","62,97","19,04","89,1",
3171303,Vi?osa,Zona da Mata,5941,3595,3120,"22,03",Sim,,,"72,5","65,6","3,1","2,9",51,"90,3",3,77863,7,19,8,"6,16",21308,"822,06","6,01","37,24","91,28","37,59",,100
3171402,Vieiras,Zona da Mata,504,400,326,"3,95",N?o,Sim,1,71,"62,6","1,1",1,15,"77,9",4,3753,8,21,10,"15,88",345,"116,94","9,59","133,23",0,"2,61",,
3171501,Mathias Lobato,Vale do Rio Doce,852,741,586,"76,95",N?o,Sim,1,100,"59,3","5,2","5,4","72,4","88,7",3,3357,8,21,10,"35,51",610,"487,39","8,34","29,79","121,14","5,93",,
3171600,Virgem da Lapa,Jequitinhonha,2521,1965,1832,"20,35",N?o,Sim,1,"73,5","54,7","0,4","0,5","15,7","66,1",5,14037,8,21,9,"19,13",693,"76,51","5,98","14,25",0,"1,25",,
3171709,Virg?nia,Sul/Sudoeste de Minas,1397,737,836,"21,11",Sim,,,"69,3","55,6","0,7","0,7","11,2","73,5",5,8868,8,21,9,"11,79",1132,"177,22","6,77","11,28","43,55","12,45",,
3171808,Virgin?polis,Vale do Rio Doce,1383,687,830,"34,83",N?o,Sim,1,"84,1","46,2","0,7","0,7","24,1","76,4",2,10801,8,21,9,"11,29",1127,"138,2","9,26","27,78",0,"10,05",,
3171907,Virgol?ndia,Vale do Rio Doce,1055,813,773,"44,05",N?o,Sim,1,"79,5","65,4",0,0,"11,1","85,9",,5638,8,21,9,"23,33",305,"83,59","7,63","17,74",0,"3,99",,100
3172004,Visconde do Rio Branco,Zona da Mata,3716,2007,1826,"18,09",N?o,Sim,1,"68,9","38,9","4,3","4,3","33,4",62,14,41567,8,21,8,"6,46",10874,"393,86","7,39","21,65","44,41","17,1",,100
3172103,Volta Grande,Zona da Mata,845,629,521,"28,53",N?o,Sim,1,"60,3","41,8","0,7","0,7",22,"65,8",5,5302,8,21,9,"19,16",635,"173,19","7,54",0,0,"9,69",,100
3172202,Wenceslau Braz,Sul/Sudoeste de Minas,272,201,181,"8,95",N?o,,,"92,1","69,3","1,6","1,5","18,2",100,6,2616,7,19,11,"12,69",285,"170,21","7,26",0,0,"9,44",,100
