ibge7,mun,abacate,abacaxi,alho,amendoim,arroz,aveia,banana,batata_doce,batata_inglesa,cafe_total,cafe_arab,cana,feijao,girassol,laranja,maracuja,milho,soja,sorgo,tomate,trigo,uva
3138005,Laranjal,0,0,0,0,8,0,18,0,0,0,0,6,14,0,0,0,87,0,0,0,0,0
3138104,Lassance,0,0,0,0,0,0,8190,0,0,0,0,605,615,0,1892,1768,1069,540,0,0,0,8318
3138203,Lavras,15,0,0,0,4,105,440,12,0,55872,55872,248,1050,0,67,0,8021,3277,0,60,60,24
3138302,Leandro Ferreira,0,0,0,0,0,0,0,0,0,0,0,32,46,0,0,0,160,83,0,0,0,0
3138351,Leme do Prado,0,114,0,18,0,0,25,0,0,0,0,255,24,0,12,0,25,0,0,0,0,0
3138401,Leopoldina,0,0,0,0,23,0,46,0,0,162,63,2336,95,0,22,4,27,0,0,0,0,0
3138500,Liberdade,0,0,0,0,0,2,0,0,105,0,0,148,44,0,0,0,510,0,0,0,0,0
3138609,Lima Duarte,0,0,0,0,10,0,0,0,0,0,0,45,217,0,0,0,252,0,0,0,0,0
3138625,Limeira do Oeste,0,103,0,0,0,0,750,0,0,0,0,177391,0,0,0,0,2566,0,0,0,0,0
3138658,Lontra,0,0,0,0,8,0,0,0,0,0,0,60,55,0,0,0,17,0,0,0,0,0
3138674,Luisburgo,884,0,0,0,0,0,0,0,0,63449,63449,21,441,0,0,0,690,0,0,210,0,0
3138682,Luislândia,0,0,0,0,0,0,9,0,0,0,0,126,230,0,2,0,96,0,3,0,0,0
3138708,Luminárias,0,0,0,0,0,24,0,0,0,28860,28860,30,8838,0,0,0,11263,10686,0,817,3546,0
3138807,Luz,0,120,0,0,0,120,36,0,0,441,441,84378,1017,0,23,53,9569,4581,0,0,0,0
3138906,Machacalis,0,0,0,0,0,0,0,0,0,0,0,116,9,0,0,0,2,0,0,0,0,0
3139003,Machado,102,0,0,0,0,78,177,134,905,208564,208564,1984,1700,0,39,34,15400,9301,0,1853,0,0
3139102,Madre de Deus de Minas,0,0,0,0,0,380,0,0,0,0,0,18,27612,0,4030,150,28082,18601,0,0,9910,0
3139201,Malacacheta,0,32,30,29,2,0,234,16,0,1079,1079,172,539,0,15,0,167,0,0,223,0,0
3139250,Mamonas,0,0,39,0,0,0,0,0,0,0,0,13,46,0,0,0,32,0,12,0,0,0
3139300,Manga,0,0,54,0,18,0,2892,600,0,0,0,158,401,0,0,0,576,643,0,0,0,0
3139409,Manhuaçu,620,0,0,0,0,0,42,18,0,185757,185757,9,533,0,0,0,924,0,0,463,0,0
3139508,Manhumirim,30,0,0,0,0,0,47,0,0,64789,64789,0,60,0,0,0,161,0,0,0,0,0
3139607,Mantena,0,0,0,0,13,0,189,0,0,4459,1043,582,89,0,0,0,52,0,0,0,0,0
3139706,Maravilhas,0,0,0,0,7,0,24,0,0,0,0,92,15,0,5,47,86,0,0,6318,0,0
3139805,Mar de Espanha,0,0,0,0,0,0,540,0,0,614,614,970,146,0,18,0,284,0,0,0,0,0
3139904,Maria da Fé,0,0,0,0,0,0,879,10,8256,1070,1070,390,78,0,25,0,251,0,0,366,0,2
3140001,Mariana,0,0,0,0,0,0,115,0,0,375,375,141,37,0,29,0,40,0,0,0,0,0
3140100,Marilac,0,0,0,0,0,0,963,0,0,0,0,130,125,0,0,0,566,0,20,1800,0,0
3140159,Mário Campos,0,0,315,0,0,0,0,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0
3140209,Maripá de Minas,0,0,0,0,0,0,72,0,0,0,0,141,50,0,10,0,107,0,0,0,0,0
3140308,Marliéria,0,0,0,0,0,0,29,0,0,23,23,172,9,0,0,0,23,0,0,0,0,0
3140407,Marmelópolis,0,0,0,0,0,0,0,0,73,0,0,12,12,0,0,0,27,0,0,620,0,0
3140506,Martinho Campos,0,0,2800,0,0,0,0,0,0,0,0,200,837,0,0,0,882,7502,257,0,0,0
3140530,Martins Soares,0,0,0,0,0,0,0,0,0,48369,48369,0,56,0,0,0,75,0,0,0,0,0
3140555,Mata Verde,0,0,0,0,0,0,75,0,0,2214,2214,7,16,0,0,0,16,0,0,0,0,0
3140605,Materlândia,0,0,0,0,0,0,10,0,0,7,7,196,186,0,4,0,393,0,0,0,0,0
3140704,Mateus Leme,17,0,0,21,0,0,93,18,0,201,201,180,32,0,0,306,740,0,0,1538,0,0
3140803,Matias Barbosa,0,0,0,0,0,0,30,0,0,0,0,65,90,0,0,0,5,0,0,0,0,0
3140852,Matias Cardoso,1806,0,0,66,20,0,21571,4027,0,650,0,6040,720,0,403,750,5468,450,28,18810,0,221
3140902,Matipó,0,0,0,4,2,0,131,0,0,28630,28630,82,283,0,0,0,659,0,0,30,0,0
3141009,Mato Verde,0,0,0,0,2,0,21,48,0,0,0,12,75,0,0,0,93,0,36,0,0,0
3141108,Matozinhos,68,0,0,0,0,0,0,0,0,0,0,115,49,0,0,0,337,960,0,0,0,0
3141207,Matutina,0,0,255,0,0,0,0,0,106,2184,2184,0,234,0,0,26,21,0,0,0,0,0
3141306,Medeiros,0,0,0,0,0,2,13,0,192,35313,35313,3279,11394,0,4606,80,14043,21049,0,0,437,0
3141405,Medina,0,0,0,0,3,0,29,0,0,0,0,259,191,0,6,0,158,0,0,270,0,0
3141504,Mendes Pimentel,0,0,0,10,12,0,142,0,0,0,0,114,22,0,0,0,63,0,0,0,0,0
3141603,Mercês,0,0,0,0,0,0,136,0,0,79,79,302,215,0,0,0,633,0,0,0,0,0
3141702,Mesquita,0,0,0,40,0,0,209,0,0,0,0,139,81,0,15,0,175,0,0,0,0,0
3141801,Minas Novas,0,138,191,68,11,0,277,18,0,1989,1989,983,571,0,222,0,677,0,0,148,0,0
3141900,Minduri,0,0,0,0,0,0,57,7,0,24,24,88,1113,0,0,0,8678,2173,0,0,410,0
3142007,Mirabela,0,0,0,0,0,0,0,0,0,0,0,390,183,0,0,30,195,0,0,0,0,0
3142106,Miradouro,0,0,0,0,0,0,768,0,0,13655,13655,221,344,0,0,0,567,0,0,0,0,11
3142205,Miraí,0,0,0,0,0,0,255,0,0,2651,2651,486,33,0,24,0,127,0,0,73,0,0
3142254,Miravânia,0,0,0,0,0,0,0,0,0,0,0,189,45,0,0,0,28,0,0,0,0,0
3142304,Moeda,0,0,0,0,0,0,12,0,0,29,29,25,130,0,0,0,16,0,0,0,0,20
3142403,Moema,0,0,0,0,0,0,0,0,0,0,0,4413,0,0,0,9,136,0,0,0,0,0
3142502,Monjolos,0,0,0,0,0,0,0,0,0,0,0,228,6,0,0,83,33,0,0,0,0,0
3142601,Monsenhor Paulo,0,0,0,0,0,0,0,0,360,25078,25078,92,193,0,0,13,1931,0,0,0,90,0
3142700,Montalvânia,0,0,0,0,8,0,18,0,0,0,0,88,291,0,0,0,531,0,0,878,0,0
3142809,Monte Alegre de Minas,59,43740,0,0,0,0,2720,20,0,2355,2355,55196,3382,1932,22140,32,21227,132300,1950,0,126,0
3142908,Monte Azul,0,0,29,6,5,0,40,6,0,0,0,8,300,0,15,0,95,0,48,63,0,0
3143005,Monte Belo,0,0,0,0,26,0,48,0,0,74356,74356,26219,355,0,0,0,2999,0,0,0,0,0
3143104,Monte Carmelo,3323,0,0,0,6,0,156,0,0,172038,172038,77,2450,111,0,216,13075,32225,4363,528,432,0
3143153,Monte Formoso,0,0,0,0,0,0,0,0,0,142,142,78,52,0,0,0,11,0,0,0,0,0
3143203,Monte Santo de Minas,747,0,0,0,0,0,14,0,2000,80175,80175,6337,510,0,1782,0,3330,419,0,2226,0,0
3143302,Montes Claros,0,0,155,0,2,0,10416,28,0,0,0,1716,1698,0,47,118,1084,4,143,460,0,0
3143401,Monte Sião,0,0,0,0,0,0,7,0,0,15214,15214,4583,15,0,23,0,581,399,0,0,0,27
3143450,Montezuma,0,0,0,0,8,0,12,0,0,0,0,207,135,0,2,53,54,0,0,0,0,0
3143500,Morada Nova de Minas,0,45,0,0,0,0,0,0,126,0,0,45,4800,0,0,0,7860,9660,202,0,0,0
3143609,Morro da Garça,0,0,0,0,0,0,0,0,0,0,0,145,9,0,0,0,219,736,0,0,0,0
3143708,Morro do Pilar,0,0,0,0,0,0,0,0,0,0,0,662,45,0,0,0,45,0,0,0,0,0
3143807,Munhoz,0,0,0,0,0,0,0,0,11088,152,152,17,121,0,0,0,5829,0,0,787,0,0
3143906,Muriaé,0,0,0,19,1,0,444,0,0,7932,7875,455,330,0,9,69,437,0,42,0,0,0
3144003,Mutum,76,0,0,0,0,0,759,284,0,74733,66039,246,584,0,363,0,864,0,0,500,0,0
3144102,Muzambinho,23,0,0,0,0,0,19,0,0,79090,79090,60,216,0,0,26,2369,0,0,102,0,0
3144201,Nacip Raydan,0,0,0,0,0,0,49,0,0,0,0,4,25,0,0,0,21,0,0,0,0,0
3144300,Nanuque,0,0,0,0,0,0,0,0,0,0,0,5436,8,0,0,0,38,0,0,0,0,0
3144359,Naque,0,0,0,0,0,0,12,0,0,0,0,191,11,0,0,0,118,0,0,0,0,0
3144375,Natalândia,0,0,0,0,0,0,0,0,0,0,0,339,491,0,0,28,355,1051,6,0,0,0
3144409,Natércia,0,0,0,0,0,0,186,0,0,14900,14900,29,12,0,0,0,57,0,0,0,0,0
3144508,Nazareno,0,0,0,0,0,1,0,0,0,12166,12166,10,1311,0,0,144,2084,5082,0,0,547,0
3144607,Nepomuceno,500,0,0,0,0,0,46,0,0,117675,117675,25,1529,0,20,0,6709,1136,0,0,0,16
3144656,Ninheira,0,0,0,0,0,0,29,0,0,14708,14708,69,162,0,0,0,38,0,0,0,0,0
3144672,Nova Belém,5,0,0,0,6,0,180,0,0,6504,3149,3,36,0,19,9,47,0,0,0,0,0
3144706,Nova Era,0,0,0,0,0,0,32,0,0,33,33,351,29,0,0,0,173,0,0,0,0,0
3144805,Nova Lima,0,0,0,0,0,0,17,0,0,7,7,0,10,0,8,0,13,0,0,0,0,0
3144904,Nova Módica,0,99,0,0,0,0,0,0,0,0,0,9,6,0,0,23,23,0,0,0,0,0
3145000,Nova Ponte,0,0,1800,0,0,0,24,4,2556,1910,1910,49400,6012,0,0,21,41268,104458,3780,0,1244,0
3145059,Nova Porteirinha,0,0,396,0,0,0,49656,390,126,21,21,369,323,0,6,156,27,0,0,90,0,5148
3145109,Nova Resende,3,0,0,0,6,0,35,0,2200,174270,174270,21,564,0,680,0,4364,3200,0,0,819,14
3145208,Nova Serrana,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,42,0,0,0,0,65
3145307,Novo Cruzeiro,0,34,343,186,21,0,143,0,0,4525,4525,3400,1054,0,34,0,1157,0,0,0,0,0
3145356,Novo Oriente de Minas,0,0,0,0,0,0,4,0,0,0,0,185,41,0,0,0,41,0,0,0,0,0
3145372,Novorizonte,0,0,0,0,12,0,220,0,0,98,98,1008,103,0,17,0,69,0,0,0,0,0
3145406,Olaria,0,0,0,0,0,0,8,0,0,0,0,448,18,0,0,24,16,0,0,0,0,0
3145455,Olhos-d'Água,0,257,104,20,9,0,0,0,0,0,0,574,353,0,0,0,386,0,10,800,0,0
3145505,Olímpio Noronha,0,0,0,0,0,0,213,0,0,5528,5528,6,0,0,0,0,6,0,0,0,0,0
3145604,Oliveira,0,0,0,0,0,0,27,0,0,61398,61398,494,244,0,922,163,1571,0,0,6021,0,0
3145703,Oliveira Fortes,0,0,0,0,0,0,461,0,0,0,0,0,96,0,0,0,54,0,0,0,0,0
3145802,Onça de Pitangui,0,0,0,0,0,0,69,0,0,0,0,21,3,0,0,560,204,0,0,5432,0,0
3145851,Oratórios,0,0,0,0,0,0,84,0,0,7,7,2250,27,0,0,0,216,0,0,0,0,0
3145877,Orizânia,0,0,0,0,0,0,70,0,0,43144,43144,3,445,0,0,0,464,0,0,0,0,0
3145901,Ouro Branco,423,0,60,0,0,0,56,0,900,0,0,72,238,0,0,0,784,0,0,0,0,0
3146008,Ouro Fino,0,0,223,0,0,0,30,0,268,56105,56105,109,35,0,15,0,1274,0,0,120,0,0
3146107,Ouro Preto,0,0,0,0,0,0,91,8,180,112,112,299,130,0,325,0,259,0,0,164,0,10
3146206,Ouro Verde de Minas,0,0,0,0,6,0,226,0,0,500,337,144,104,0,11,0,19,0,0,0,0,0
3146255,Padre Carvalho,0,0,0,0,0,0,0,0,0,18,18,97,174,0,0,0,50,0,0,0,0,0
3146305,Padre Paraíso,0,30,0,0,0,0,118,0,0,411,411,504,143,0,60,0,56,0,0,0,0,0
3146404,Paineiras,0,0,0,0,4,0,18,0,0,0,0,302,81,0,6,0,900,397,296,0,0,0
3146503,Pains,0,0,0,0,0,0,0,0,0,212,212,45,44,0,0,0,3381,2306,18,32,0,0
3146552,Pai Pedro,0,0,0,0,2,0,0,0,0,0,0,0,100,0,0,0,16,0,25,0,0,0
3146602,Paiva,0,0,0,0,0,0,120,0,0,15,15,500,80,0,0,0,168,0,0,0,0,0
3146701,Palma,0,135,0,0,0,0,60,0,50,2457,0,60,13,0,200,0,176,0,0,0,0,0
3146750,Palmópolis,0,0,0,0,0,0,0,0,0,0,0,12,86,0,0,0,8,0,0,0,0,0
3146909,Papagaios,0,0,0,0,0,0,6,0,0,0,0,140,1044,0,0,0,876,342,57,600,0,0
3147006,Paracatu,0,0,0,0,446,0,458,0,17454,26925,26925,185625,147075,0,58,61,106818,487350,1458,0,980,0
3147105,Pará de Minas,0,25,0,0,0,0,37,288,0,0,0,171,33,0,0,288,150,0,0,2573,0,0
3147204,Paraguaçu,0,0,0,0,31,70,60,9,1785,63492,63492,14,2344,0,0,76,7722,7936,29,438,0,0
3147303,Paraisópolis,0,0,0,0,0,0,983,60,660,1114,1114,1037,87,0,0,0,360,0,0,734,0,60
3147402,Paraopeba,23,0,0,0,0,0,2601,0,0,0,0,529,1110,0,0,178,171,0,0,266,0,0
3147501,Passabém,0,0,0,0,0,0,7,0,0,0,0,490,11,0,0,0,36,0,0,0,0,0
3147600,Passa Quatro,0,0,60,0,0,3,220,0,734,0,0,10,34,0,0,0,33,0,0,0,0,0
3147709,Passa Tempo,0,0,0,15,2,0,72,20,0,880,880,90,63,0,0,5,562,0,0,13955,0,12
3147808,Passa-Vinte,0,0,0,0,0,0,0,0,500,0,0,4,2,0,0,0,2,0,0,0,0,0
3147907,Passos,0,0,0,0,0,75,63,0,0,33983,33983,51689,8055,0,0,0,30077,26910,294,78,210,0
3147956,Patis,0,0,0,3,8,0,0,0,0,488,488,562,43,0,0,11,41,0,0,0,0,0
3148004,Patos de Minas,83,26,0,12,13,0,658,9943,0,79670,79670,1710,12090,0,14,666,49680,76850,4847,8225,458,39
3148103,Patrocínio,120,98,360,63,0,0,149,2898,15488,459021,459021,36,10917,0,1540,489,29100,60096,4226,3610,2176,0
3148202,Patrocínio do Muriaé,0,0,0,0,6,0,16,0,0,0,0,30,23,0,0,0,105,0,0,0,0,0
3148301,Paula Cândido,0,0,0,0,0,0,31,0,0,10563,10563,227,2266,0,0,29,1094,0,0,1280,0,12
3148400,Paulistas,0,0,0,0,0,0,17,0,0,0,0,42,153,0,0,0,181,0,0,0,0,0
3148509,Pavão,0,0,0,0,0,0,39,0,0,0,0,72,23,0,0,0,13,0,0,0,0,0
3148608,Peçanha,0,0,51,30,12,0,295,0,0,927,927,585,420,0,0,0,864,0,0,0,0,0
3148707,Pedra Azul,0,0,0,0,0,0,139,0,0,207,207,342,97,0,4,0,98,0,0,0,0,0
3148756,Pedra Bonita,0,0,0,0,0,0,4,0,41,27237,27237,86,201,0,0,0,130,0,0,0,0,0
3148806,Pedra do Anta,0,0,0,3,0,0,48,0,0,1422,1422,268,166,0,0,0,911,0,0,216,0,0
3148905,Pedra do Indaiá,0,0,0,0,0,0,45,0,0,0,0,11,55,0,0,0,647,0,0,0,0,0
3149002,Pedra Dourada,0,0,0,0,0,0,38,0,0,13398,13398,288,166,0,0,0,169,0,0,0,0,0
3149101,Pedralva,3,0,0,0,4,0,4590,0,1093,16568,16568,73,73,0,454,0,439,0,0,590,0,0
3149150,Pedras de Maria da Cruz,0,0,0,0,0,0,4003,0,0,0,0,59,84,0,0,0,44,0,0,0,0,0
3149200,Pedrinópolis,0,0,0,0,0,100,28,0,6196,275,275,3620,0,0,0,66,16101,21114,924,0,1597,0
3149309,Pedro Leopoldo,248,0,0,0,0,0,5,0,0,0,0,0,21,0,0,0,42,0,0,0,0,0
3149408,Pedro Teixeira,0,0,0,0,1,0,0,0,0,0,0,4,91,0,3,0,40,0,0,0,0,0
3149507,Pequeri,0,0,0,0,0,0,115,0,0,0,0,147,104,0,30,0,59,0,0,0,0,0
3149606,Pequi,0,0,0,4,0,0,462,0,0,0,0,10,255,0,15,0,39,0,0,4366,0,0
3149705,Perdigão,0,0,0,0,0,0,17,0,0,0,0,126,17,0,0,0,96,0,0,0,0,0
3149804,Perdizes,80,720,0,0,0,0,11,0,180702,85800,85800,145778,1408,69,1631,244,52590,112400,4514,0,6012,0
3149903,Perdões,0,0,0,0,0,0,99,0,0,28573,28573,224,1448,0,366,20,3779,0,0,0,0,0
3149952,Periquito,0,0,0,0,0,0,39,0,0,13,13,158,8,0,0,0,202,0,0,0,0,0
3150000,Pescador,0,0,0,0,1,0,0,0,0,0,0,9,6,0,0,0,16,0,0,0,0,0
3150109,Piau,0,0,0,0,3,0,4181,5,0,0,0,51,39,0,38,0,36,0,0,45,0,0
3150158,Piedade de Caratinga,83,0,0,0,0,0,176,399,0,20967,20967,35,264,0,70,48,211,0,0,2448,0,0
3150208,Piedade de Ponte Nova,0,0,0,0,0,0,23,0,0,0,0,5947,6,0,0,0,34,0,0,0,0,0
3150307,Piedade do Rio Grande,6,0,0,0,5,0,0,0,0,0,0,90,1455,0,0,0,3286,1845,0,0,731,0
3150406,Piedade dos Gerais,5,0,0,0,0,0,22,1470,282,0,0,560,36,0,213,180,367,0,0,0,0,0
3150505,Pimenta,0,0,0,0,0,0,66,0,1793,10095,10095,266,1220,0,0,0,18731,13208,45,4134,0,0
3150539,Pingo-d'Água,0,0,0,10,0,0,8,0,0,0,0,66,7,0,0,0,184,0,0,0,0,0
3150570,Pintópolis,0,0,0,0,12,0,0,0,0,0,0,117,44,0,0,39,202,0,0,0,0,0
3150604,Piracema,0,0,0,0,14,0,45,5,0,52,52,456,42,0,0,0,152,0,0,1238,0,0
3150703,Pirajuba,0,0,0,0,32,0,0,0,0,0,0,78404,640,0,0,0,13457,39430,2731,0,0,0
3150802,Piranga,0,0,0,50,45,0,38,0,0,5775,5775,1428,2431,0,13,0,4140,0,0,0,0,0
3150901,Piranguçu,0,0,0,0,375,0,1140,0,0,42,42,104,13,0,20,0,95,0,0,0,0,5
3151008,Piranguinho,0,0,0,0,0,0,45,0,0,3993,3993,150,90,0,48,13,136,0,0,1325,0,0
3151107,Pirapetinga,0,0,0,0,0,0,390,0,0,870,0,144,12,0,49,0,53,0,0,0,0,0
3151206,Pirapora,0,0,0,0,15,0,14696,0,0,11715,11715,880,658,0,9090,45,1185,1755,0,0,0,11563
3151305,Piraúba,0,0,0,0,0,0,250,0,0,0,0,398,43,0,145,24,509,0,0,911,0,0
3151404,Pitangui,0,0,0,0,2,0,0,0,0,0,0,1507,52,0,0,97,1687,0,0,373,0,0
3151503,Piumhi,0,190,0,0,0,0,0,0,0,106575,106575,287,3647,0,302,0,13451,5999,0,1417,0,0
3151602,Planura,0,0,0,0,0,0,0,0,0,0,0,56494,1371,0,4570,0,21036,34320,1007,0,0,0
3151701,Poço Fundo,0,0,0,0,3,0,1415,54,1168,62951,62951,443,251,0,0,0,2650,0,0,4380,0,0
3151800,Poços de Caldas,0,0,0,0,0,166,417,20,4836,32292,32292,30,382,0,0,0,2916,268,0,403,0,0
3151909,Pocrane,82,0,0,0,155,0,702,0,0,11288,1086,88,216,0,189,0,1091,0,0,0,0,0
3152006,Pompéu,0,75,0,0,0,0,9,0,0,0,0,63360,2741,0,0,60,10446,3555,0,381,0,0
3152105,Ponte Nova,0,0,0,0,0,0,450,0,88,46,46,6826,167,0,7,60,818,0,0,0,0,0
3152131,Ponto Chique,0,0,0,0,0,0,50,0,0,0,0,92,68,0,0,0,14,0,0,0,0,0
3152170,Ponto dos Volantes,0,0,0,0,0,0,1836,0,0,187,187,178,232,0,7,0,149,0,0,0,0,0
3152204,Porteirinha,0,0,0,3,0,0,2060,4,0,0,0,24,496,0,30,15,19,0,12,29,0,0
3152303,Porto Firme,0,0,0,18,9,0,132,0,0,3900,3900,192,2015,0,0,0,2995,0,0,0,0,0
3152402,Poté,0,0,0,29,0,0,735,0,0,275,275,435,597,0,141,0,896,0,34,0,0,0
3152501,Pouso Alegre,0,0,0,0,86,41,0,446,5163,671,671,55,2140,0,0,79,9456,753,0,1339,0,33
3152600,Pouso Alto,0,0,16,0,0,0,360,0,0,1254,1254,0,240,0,0,0,340,0,0,56,0,0
3152709,Prados,0,0,0,0,65,0,0,0,0,13,13,260,1083,0,0,0,2086,0,0,0,144,0
3152808,Prata,0,848,0,0,0,0,86,0,0,20,20,49416,92,1647,61425,218,10453,56456,1315,0,0,0
3152907,Pratápolis,0,0,0,0,0,0,1660,0,0,2753,2753,3554,2034,0,120,0,8877,6466,0,0,0,0
3153004,Pratinha,963,0,0,0,0,0,0,0,3456,25152,25152,41,4309,0,0,17,7307,3904,11,0,480,0
3153103,Presidente Bernardes,0,0,0,66,5,0,0,0,0,973,973,288,2348,0,0,0,2118,0,0,0,0,0
3153202,Presidente Juscelino,120,0,0,0,0,0,0,0,0,0,0,240,140,0,0,0,292,0,0,0,0,0
3153301,Presidente Kubitschek,0,0,0,0,0,0,28,0,0,213,213,56,25,0,0,0,37,0,0,0,0,0
3153400,Presidente Olegário,1260,2750,0,0,17,0,82,0,4500,57559,57559,12272,6732,0,945,545,57467,63998,7000,18000,1296,0
3153509,Alto Jequitibá,0,0,0,0,0,0,0,0,0,52540,52540,28,42,0,0,0,205,0,0,0,0,0
3153608,Prudente de Morais,0,0,0,0,0,0,0,0,0,0,0,40,50,0,0,0,5,0,20,0,0,0
3153707,Quartel Geral,0,0,0,0,0,0,0,0,0,3864,3864,72,0,0,0,0,72,262,0,0,0,0
3153806,Queluzito,0,0,0,0,0,0,0,0,0,0,0,0,531,0,16,0,333,0,0,0,0,0
3153905,Raposos,0,0,0,0,0,0,0,0,0,28,28,4,0,0,0,0,0,0,0,0,0,0
3154002,Raul Soares,15,0,0,23,9,0,419,0,0,24816,24660,182,543,0,9,0,864,0,0,117,0,0
3154101,Recreio,0,0,0,0,0,0,0,0,0,14,14,12,38,0,0,0,101,0,0,0,0,0
3154150,Reduto,0,22,0,0,0,0,0,0,0,31763,31763,0,4,0,0,0,6,0,0,0,0,0
3154200,Resende Costa,0,0,0,0,0,0,0,0,0,0,0,90,283,0,0,0,2111,1176,0,400,1047,0
3154309,Resplendor,99,0,0,0,64,0,454,0,0,4388,570,204,185,0,107,0,131,0,0,0,0,0
3154408,Ressaquinha,18,0,0,0,0,0,0,0,37,0,0,87,714,0,0,0,1924,413,0,2310,680,0
3154457,Riachinho,0,0,0,0,14,0,32,0,0,0,0,630,1382,0,11900,18,1050,13440,497,0,0,0
3154507,Riacho dos Machados,0,0,0,0,3,0,20,0,0,0,0,70,134,0,0,0,53,0,5,9,0,0
3154606,Ribeirão das Neves,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,4,0,0,0,0,0
3154705,Ribeirão Vermelho,0,0,0,0,0,0,5,0,0,844,844,30,68,0,0,0,232,0,0,0,0,0
3154804,Rio Acima,0,0,45,0,0,0,8,0,0,0,0,14,15,0,0,0,11,0,0,0,0,0
3154903,Rio Casca,0,0,0,0,0,0,9,0,0,38,38,4332,3498,0,0,0,1523,0,0,0,0,0
3155009,Rio Doce,0,0,0,0,0,0,0,0,0,0,0,470,12,0,0,0,77,0,0,0,0,0
3155108,Rio do Prado,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0
3155207,Rio Espera,0,0,0,40,32,0,53,0,0,21,21,3167,378,0,0,0,1050,0,0,0,0,0
3155306,Rio Manso,0,0,0,0,0,0,0,43,0,0,0,72,40,0,0,0,108,0,0,470,0,0
3155405,Rio Novo,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,16,0,0,0,0,0
3155504,Rio Paranaíba,13507,0,144233,0,4,0,0,0,27236,128765,128765,0,5303,0,0,289,31737,24608,441,1733,3662,0
3155603,Rio Pardo de Minas,0,53,90,0,126,0,196,21,0,10370,10370,4353,2301,0,49,52,342,0,0,827,0,0
3155702,Rio Piracicaba,0,0,0,0,0,0,29,0,0,0,0,461,190,0,0,0,166,0,0,0,0,0
3155801,Rio Pomba,0,0,0,0,0,0,35,0,0,0,0,17,138,0,3,0,352,0,0,549,0,0
3155900,Rio Preto,0,0,0,0,0,0,12,0,0,0,0,5,3,0,0,0,20,0,0,0,0,0
3156007,Rio Vermelho,0,0,0,5,7,0,68,0,0,68,68,576,594,0,0,0,827,0,0,0,0,0
3156106,Ritápolis,0,0,0,0,6,0,0,0,0,2861,2861,372,861,0,0,0,459,0,0,0,54,0
3156205,Rochedo de Minas,0,0,0,0,0,0,0,0,0,0,0,36,3,0,0,0,0,0,0,0,0,0
3156304,Rodeiro,0,0,0,0,0,0,0,0,0,0,0,7,16,0,0,0,41,0,0,64,0,0
3156403,Romaria,0,0,0,0,0,0,7,0,0,67595,67595,795,314,0,0,8,30326,29966,2223,396,1016,0
3156452,Rosário da Limeira,0,0,0,0,4,0,36,0,0,4847,4847,18,87,0,2,18,88,0,0,0,0,15
3156502,Rubelita,0,0,0,4,0,0,61,0,0,0,0,140,227,0,4,0,165,0,0,0,0,0
3156601,Rubim,0,0,0,0,0,0,14,0,0,90,90,0,22,0,0,0,31,0,0,0,0,0
3156700,Sabará,0,0,0,0,0,0,648,0,0,52,52,72,12,0,0,0,9,0,0,176,0,0
3156809,Sabinópolis,0,0,0,15,3,0,128,0,0,33,33,1056,363,0,54,0,922,0,0,98,0,0
3156908,Sacramento,5350,0,3450,0,0,0,0,0,83492,19691,19691,124076,29089,0,211,318,147492,124887,12254,4200,5040,0
3157005,Salinas,0,0,19,24,4,0,646,18,68,42,42,702,641,0,60,43,861,0,31,1520,0,18
3157104,Salto da Divisa,0,0,0,0,0,0,48,0,0,0,0,0,9,0,0,0,5,0,0,0,0,0
3157203,Santa Bárbara,0,12,0,0,0,0,88,0,0,105,105,270,54,0,0,0,65,0,0,0,0,0
3157252,Santa Bárbara do Leste,1035,0,0,0,0,0,130,0,0,21390,21390,27,200,0,10,90,515,0,0,3840,0,0
3157278,Santa Bárbara do Monte Verde,0,0,0,0,0,0,0,0,0,14,14,20,9,0,0,0,2,0,0,0,0,21
3157302,Santa Bárbara do Tugúrio,0,0,0,0,0,0,1890,0,0,60,60,127,86,0,0,28,182,0,0,62,0,0
3157336,Santa Cruz de Minas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157377,Santa Cruz de Salinas,0,0,0,0,1,0,4,0,0,12,12,35,266,0,3,0,53,0,0,0,0,0
3157401,Santa Cruz do Escalvado,0,0,0,0,0,0,40,0,0,0,0,3636,13,0,0,0,56,0,0,0,0,0
3157500,Santa Efigênia de Minas,0,0,0,0,0,0,30,0,0,13,13,9,27,0,0,0,38,0,0,0,0,0
3157609,Santa Fé de Minas,0,0,0,0,0,0,0,0,0,0,0,27,478,0,0,29,150,0,0,0,0,0
3157658,Santa Helena de Minas,0,0,0,0,0,0,105,0,0,0,0,75,87,0,0,0,56,0,0,0,0,0
3157708,Santa Juliana,0,0,13135,0,0,0,0,0,126649,0,0,84000,570,79,0,16,20556,27300,1646,0,4426,0
3157807,Santa Luzia,0,0,0,0,0,0,254,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
