codmun,reeleito,sexo,idade,escolaridade,partido
431090,Não,Masculino,48,Ensino superior completo,PT
431100,Sim,Masculino,46,Ensino superior completo,PT
431110,Sim,Masculino,54,Ensino médio completo,PMDB
431112,Sim,Masculino,64,Ensino fundamental completo,PP
431113,Sim,Masculino,49,Ensino superior completo,PMDB
431115,Não,Masculino,50,Ensino médio completo,PSC
431120,Não,Feminino,56,Ensino superior completo,PSDB
431123,Não,Masculino,49,Ensino fundamental completo,PTB
431125,Não,Masculino,43,Ensino superior completo,PP
431127,Não,Masculino,48,Ensino superior incompleto,PTB
431130,Sim,Masculino,58,Pós-graduação,PDT
431140,Não,Masculino,53,Ensino superior completo,PT
431142,Sim,Masculino,46,Ensino superior completo,PDT
431150,Não,Masculino,52,Ensino superior incompleto,PP
431160,Não,Masculino,42,Ensino superior completo,PMDB
431162,Sim,Masculino,54,Ensino médio incompleto,PMDB
431164,Sim,Masculino,50,Ensino superior incompleto,PDT
431170,Não,Masculino,51,Ensino superior incompleto,PP
431171,Sim,Masculino,64,Ensino superior completo,PMDB
431173,Sim,Masculino,46,Ensino fundamental completo,PMDB
431175,Não,Feminino,37,Ensino superior completo,PP
431177,Sim,Masculino,60,Ensino superior incompleto,PP
431179,Não,Masculino,34,Ensino superior completo,PSDB
431180,Não,Masculino,33,Ensino superior completo,PP
431190,Não,Masculino,41,Ensino superior completo,PT
431198,Não,Masculino,73,Ensino médio completo,PTB
431200,Não,Masculino,51,Ensino fundamental incompleto,PTB
431205,Não,Masculino,49,Ensino superior completo,PP
431210,Não,Masculino,70,Ensino superior completo,PSDB
431213,Não,Masculino,50,Ensino fundamental completo,PDT
431215,Não,Feminino,55,Ensino superior completo,PP
431217,Não,Masculino,55,Ensino médio completo,PP
431220,Sim,Masculino,42,Ensino médio completo,PP
431225,Não,Feminino,47,Ensino superior completo,PP
431230,Sim,Masculino,57,Ensino fundamental incompleto,PDT
431235,Não,Masculino,34,Ensino superior completo,PTB
431237,Não,Masculino,48,Ensino fundamental incompleto,PMDB
431238,Não,Masculino,57,Ensino superior completo,PTB
431240,Não,Masculino,56,Ensino superior completo,PDT
431242,Sim,Masculino,45,Ensino superior completo,PP
431244,Sim,Masculino,30,Ensino superior completo,PP
431245,Sim,Masculino,49,Ensino médio completo,DEM
431247,Sim,Masculino,59,Ensino médio completo,PMDB
431250,Não,Masculino,33,Ensino superior incompleto,PMDB
431260,Não,Masculino,47,Ensino médio completo,PMDB
431261,Não,Masculino,48,Ensino médio completo,PP
431262,Não,Masculino,49,Ensino fundamental incompleto,PP
431265,Sim,Masculino,56,Pós-graduação,PP
431267,Sim,Masculino,50,Ensino médio completo,PMDB
431270,Sim,Masculino,48,Ensino superior completo,PP
431275,Sim,Masculino,53,Ensino superior completo,PP
431280,Sim,Masculino,45,Ensino superior incompleto,PMDB
431290,Sim,Masculino,61,Ensino superior completo,PMDB
431295,Não,Masculino,36,Ensino superior completo,PTB
431300,Não,Masculino,47,Ensino superior incompleto,PP
431301,Não,Masculino,45,Ensino médio completo,PT
431303,Sim,Masculino,67,Pós-graduação,PMDB
431306,Não,Masculino,40,Pós-graduação,PT
431308,Sim,Masculino,43,Ensino superior completo,PMDB
431310,Não,Masculino,46,Ensino superior completo,PSB
431320,Não,Masculino,52,Ensino médio completo,PP
431330,Não,Masculino,36,Ensino médio completo,PSB
431333,Não,Masculino,51,Ensino médio completo,PMDB
431335,Sim,Masculino,56,Ensino superior completo,PT
431337,Não,Feminino,57,Ensino médio completo,PT
431339,Sim,Masculino,44,Ensino fundamental incompleto,PT
431340,Não,Masculino,48,Ensino superior completo,PT
431342,Sim,Masculino,45,Ensino médio completo,PT
431344,Sim,Masculino,48,Ensino superior completo,PMDB
431346,Não,Masculino,50,Ensino superior completo,PMDB
431349,Não,Masculino,39,Ensino médio incompleto,PMDB
431350,Não,Masculino,53,Ensino superior completo,PDT
431360,Não,Masculino,44,Ensino superior completo,PT
431365,Não,Masculino,42,Ensino médio completo,PT
431370,Não,Masculino,35,Ensino superior completo,PDT
431380,Não,Masculino,55,Ensino superior completo,PMDB
431390,Sim,Masculino,75,Ensino médio incompleto,PP
431395,Não,Masculino,47,Ensino superior completo,PP
431400,Não,Masculino,48,Ensino superior completo,PT
431402,Não,Masculino,60,Ensino fundamental completo,PP
431403,Não,Masculino,40,Ensino superior completo,PTB
431405,Não,Masculino,35,Ensino superior incompleto,PT
431406,Não,Masculino,58,Ensino fundamental incompleto,PTB
431407,Sim,Masculino,47,Ensino superior completo,PT
431410,Não,Masculino,43,Ensino superior completo,PPS
431413,Não,Masculino,57,Ensino superior completo,PV
431415,Não,Masculino,40,Ensino médio completo,PMDB
431417,Sim,Masculino,48,Pós-graduação,PPL
431420,Sim,Masculino,55,Ensino médio completo,PT
431430,Não,Masculino,54,Ensino superior completo,DEM
431440,Não,Masculino,28,Ensino superior completo,PSDB
431442,Não,Feminino,26,Pós-graduação,PSDB
431445,Não,Masculino,48,Ensino superior completo,PP
431446,Sim,Masculino,41,Ensino superior completo,PMDB
431447,Não,Masculino,46,Ensino médio completo,PT
431449,Sim,Masculino,47,Ensino fundamental incompleto,PDT
431450,Não,Feminino,56,Ensino superior incompleto,PTB
431454,Não,Masculino,39,Ensino superior completo,PDT
431455,Não,Masculino,55,Ensino médio completo,PP
431460,Sim,Masculino,56,Ensino médio incompleto,PSDB
431470,Não,Masculino,57,Ensino médio completo,PDT
431475,Não,Masculino,59,Ensino superior completo,PMDB
431477,Não,Masculino,58,Ensino fundamental completo,PT
431478,Não,Masculino,34,Ensino superior incompleto,PMDB
431480,Não,Feminino,53,Ensino superior completo,PMDB
431490,Sim,Masculino,57,Ensino superior completo,PDT
431500,Sim,Masculino,54,Ensino superior completo,PMDB
431505,Sim,Masculino,50,Pós-graduação,PTB
431507,Sim,Feminino,41,Ensino superior completo,PMDB
431510,Não,Masculino,60,Ensino superior completo,PMDB
431513,Não,Masculino,67,Ensino superior completo,PDT
431514,Não,Feminino,46,Ensino superior completo,PMDB
431515,Sim,Masculino,50,Ensino superior completo,PP
431517,Não,Masculino,35,Ensino superior completo,PP
431520,Sim,Masculino,53,Ensino fundamental completo,PP
431530,Não,Masculino,42,Pós-graduação,PTB
431531,Não,Masculino,33,Ensino superior incompleto,PP
431532,Sim,Masculino,62,Ensino fundamental incompleto,PP
431535,Não,Feminino,46,Pós-graduação,PMDB
431540,Sim,Masculino,44,Ensino médio completo,PMDB
431545,Não,Masculino,40,Ensino superior completo,PT
431550,Não,Masculino,49,Ensino superior completo,PDT
431555,Não,Masculino,39,Ensino superior completo,PP
431560,Não,Masculino,49,Ensino superior completo,PT
431570,Não,Masculino,46,Pós-graduação,PMDB
431575,Sim,Masculino,48,Ensino superior completo,PSB
431580,Não,Masculino,43,Ensino superior incompleto,PSDB
431590,Não,Masculino,53,Ensino superior completo,PT
431595,Não,Masculino,48,Ensino médio completo,PMDB
431600,Não,Masculino,38,Ensino fundamental incompleto,PDT
431610,Não,Masculino,54,Pós-graduação,PT
431620,Não,Masculino,35,Ensino superior completo,PP
431630,Não,Masculino,49,Ensino médio completo,PMDB
431640,Não,Masculino,49,Ensino superior completo,PSB
431642,Sim,Masculino,48,Ensino médio completo,PT
431643,Não,Masculino,45,Ensino superior completo,PP
431645,Não,Masculino,44,Ensino superior completo,PP
431647,Não,Masculino,43,Ensino médio completo,PMDB
431650,Sim,Feminino,44,Ensino superior completo,PPS
431660,Sim,Masculino,55,Ensino fundamental completo,PMDB
431670,Não,Masculino,63,Ensino superior completo,PDT
431673,Não,Feminino,42,Ensino médio completo,PSB
431675,Não,Masculino,41,Ensino superior incompleto,PMDB
431680,Não,Masculino,69,Ensino superior completo,PP
431690,Sim,Masculino,61,Ensino superior completo,PMDB
431695,Sim,Masculino,57,Ensino superior completo,PP
431697,Não,Masculino,50,Ensino superior completo,PDT
431700,Sim,Feminino,35,Pós-graduação,PTB
431710,Não,Masculino,43,Ensino superior completo,PT
431720,Não,Masculino,67,Pós-graduação,PP
431725,Sim,Masculino,33,Ensino superior completo,PSDB
431730,Sim,Masculino,50,Pós-graduação,PT
431740,Sim,Masculino,53,Pós-graduação,PP
431750,Não,Masculino,69,Ensino superior completo,PP
431755,Não,Masculino,45,Ensino superior completo,PP
431760,Não,Masculino,57,Ensino superior completo,PP
431770,Não,Masculino,45,Ensino médio completo,PP
431775,Não,Feminino,41,Pós-graduação,PSB
431780,Não,Masculino,57,Ensino médio completo,PDT
431790,Sim,Masculino,44,Ensino médio completo,PT
431795,Não,Masculino,44,Ensino médio completo,PP
431800,Não,Masculino,46,Ensino superior incompleto,PDT
431805,Não,Masculino,54,Ensino superior incompleto,PT
431810,Não,Masculino,32,Ensino superior completo,PP
431820,Não,Masculino,46,Pós-graduação,PTB
431830,Não,Masculino,68,Ensino superior incompleto,PT
431840,Sim,Masculino,49,Ensino superior completo,PP
431842,Sim,Masculino,43,Pós-graduação,PDT
431843,Não,Feminino,71,Ensino superior completo,PMDB
431844,Não,Masculino,52,Ensino médio incompleto,PP
431845,Não,Masculino,34,Pós-graduação,PP
431846,Sim,Masculino,57,Ensino médio completo,PMDB
431848,Sim,Masculino,59,Ensino médio completo,DEM
431849,Não,Masculino,58,Pós-graduação,PMDB
431850,Não,Masculino,65,Ensino médio completo,PSDB
431860,Não,Masculino,47,Ensino fundamental incompleto,Outra situação
431861,Sim,Masculino,49,Ensino médio completo,PSD
431862,Não,Masculino,51,Ensino médio completo,PMDB
431870,Não,Masculino,58,Pós-graduação,PSDB
431880,Não,Masculino,48,Ensino superior completo,PT
431890,Não,Masculino,31,Pós-graduação,PP
431900,Não,Masculino,65,Ensino médio completo,PP
431910,Não,Feminino,62,Ensino superior completo,PMDB
431912,Não,Masculino,35,Ensino superior completo,PP
431915,Não,Masculino,57,Ensino fundamental completo,PP
431920,Sim,Masculino,48,Ensino superior incompleto,PMDB
431930,Não,Feminino,54,Ensino médio completo,PMDB
431935,Não,Masculino,64,Ensino superior completo,PTB
431936,Não,Masculino,43,Ensino médio completo,PDT
431937,Não,Masculino,48,Ensino médio completo,PT
431940,Sim,Masculino,47,Ensino superior completo,PT
431950,Sim,Masculino,51,Ensino superior completo,PMDB
431960,Não,Masculino,52,Pós-graduação,PP
431970,Não,Masculino,51,Ensino médio completo,PMDB
431971,Sim,Masculino,43,Ensino médio completo,PMDB
431973,Não,Masculino,39,Ensino superior completo,PP
431975,Sim,Feminino,55,Pós-graduação,PTB
431980,Não,Masculino,31,Ensino superior completo,PP
431990,Não,Feminino,49,Ensino superior completo,PP
432000,Sim,Masculino,55,Ensino médio completo,PT
432010,Não,Masculino,46,Ensino superior completo,PP
432020,Não,Masculino,37,Ensino superior completo,PP
432023,Sim,Masculino,37,Ensino superior incompleto,PT
432026,Sim,Masculino,49,Ensino superior completo,PMDB
432030,Não,Masculino,46,Ensino médio completo,PMDB
432032,Não,Masculino,37,Ensino superior completo,PDT
432035,Não,Masculino,36,Ensino superior completo,PP
432040,Sim,Masculino,59,Ensino fundamental completo,PP
432045,Não,Masculino,70,Ensino fundamental incompleto,PMDB
432050,Não,Masculino,38,Ensino superior incompleto,PP
432055,Sim,Masculino,53,Ensino fundamental incompleto,PP
432057,Sim,Feminino,41,Ensino médio completo,PMDB
432060,Sim,Masculino,51,Ensino médio completo,PDT
432065,Não,Masculino,44,Ensino médio completo,PDT
432067,Não,Masculino,41,Ensino médio completo,PMDB
432070,Não,Masculino,51,Ensino médio completo,PMDB
432080,Não,Masculino,46,Ensino superior completo,PMDB
432085,Não,Masculino,44,Ensino fundamental completo,PT
432090,Sim,Masculino,49,Ensino superior completo,PMDB
432100,Sim,Masculino,62,Pós-graduação,PP
432110,Não,Masculino,50,Ensino médio completo,PDT
432120,Não,Masculino,37,Ensino superior completo,PTB
432130,Não,Masculino,33,Ensino superior completo,PT
432132,Não,Masculino,43,Ensino superior completo,PMDB
432135,Sim,Masculino,61,Ensino médio completo,PMDB
432140,Não,Masculino,58,Ensino superior completo,PP
432143,Sim,Masculino,52,Ensino médio incompleto,PP
432145,Sim,Masculino,49,Ensino superior incompleto,PP
432146,Sim,Masculino,49,Ensino superior completo,PDT
432147,Sim,Masculino,52,Pós-graduação,PT
432149,Não,Masculino,38,Ensino superior incompleto,PMDB
432150,Não,Feminino,47,Ensino superior completo,PT
432160,Não,Masculino,63,Ensino superior completo,PMDB
432162,Sim,Masculino,50,Ensino médio completo,PP
432163,Não,Masculino,52,Ensino superior completo,PDT
432166,Não,Masculino,49,Ensino fundamental incompleto,PP
432170,Sim,Masculino,38,Ensino médio completo,PMDB
432180,Sim,Masculino,69,Ensino superior completo,PP
432183,Sim,Masculino,44,Ensino médio completo,PSD
432185,Não,Masculino,30,Ensino superior completo,PSB
432190,Sim,Masculino,48,Ensino fundamental incompleto,PTB
432195,Não,Masculino,67,Ensino fundamental incompleto,PP
432200,Não,Masculino,56,Ensino superior completo,PMDB
432210,Não,Masculino,38,Ensino superior incompleto,PP
432215,Não,Masculino,48,Ensino fundamental completo,PP
432218,Não,Masculino,51,Ensino médio completo,PMDB
432220,Não,Masculino,51,Ensino superior completo,PP
432225,Sim,Masculino,47,Ensino superior completo,PMDB
432230,Sim,Masculino,47,Ensino superior incompleto,PP
432232,Sim,Masculino,39,Ensino médio completo,DEM
432234,Não,Masculino,40,Ensino fundamental completo,PP
432235,Não,Masculino,51,Ensino fundamental completo,PT
432237,Não,Masculino,60,Ensino superior completo,PP
432240,Não,Masculino,43,Pós-graduação,PSDB
432250,Sim,Masculino,40,Pós-graduação,PT
432252,Não,Masculino,43,Ensino médio incompleto,PSB
432253,Sim,Masculino,53,Ensino médio completo,PMDB
432254,Não,Masculino,40,Ensino médio completo,PT
432255,Sim,Masculino,53,Ensino superior incompleto,PP
432260,Sim,Masculino,56,Ensino superior completo,PDT
432270,Sim,Feminino,49,Ensino superior completo,PP
432280,Não,Masculino,51,Ensino superior completo,PDT
432285,Não,Masculino,44,Ensino superior incompleto,PP
432290,Não,Masculino,66,Ensino médio completo,PP
432300,Não,Masculino,52,Pós-graduação,PSDB
432310,Não,Masculino,53,Ensino médio completo,PMDB
432320,Não,Masculino,48,Ensino superior completo,PDT
432330,Não,Masculino,55,Ensino superior incompleto,DEM
432335,Não,Masculino,45,Ensino fundamental completo,PMDB
432340,Não,Feminino,52,Ensino superior completo,PTB
432345,Sim,Masculino,52,Ensino médio completo,PDT
432350,Não,Masculino,49,Ensino médio completo,PMDB
432360,Sim,Masculino,48,Ensino superior completo,PMDB
432370,Sim,Masculino,54,Ensino superior completo,PMDB
432375,Não,Masculino,38,Ensino médio completo,PT
432377,Sim,Masculino,54,Ensino médio completo,PT
432380,Não,Masculino,55,Ensino médio incompleto,PDT
500020,Não,Masculino,48,Ensino superior completo,PSDB
500025,Não,Masculino,62,Ensino médio completo,PMDB
500060,Não,Masculino,49,Ensino superior completo,PMDB
500070,Sim,Masculino,42,Ensino superior completo,PSDB
500080,Não,Masculino,44,Ensino superior completo,PR
500085,Não,Masculino,48,Ensino médio completo,PSDB
500090,Não,Masculino,53,Ensino médio completo,PT
500100,Não,Masculino,55,Ensino superior completo,PR
500110,Não,Masculino,53,Ensino superior completo,PDT
500124,Sim,Masculino,52,Ensino superior completo,PTB
500150,Não,Masculino,37,Ensino médio completo,DEM
500190,Não,Masculino,42,Pós-graduação,PSDB
500200,Não,Masculino,60,Ensino médio completo,PSDB
500210,Não,Masculino,58,Ensino superior completo,Outra situação
500215,Sim,Masculino,58,Ensino superior completo,PMDB
500220,Não,Masculino,50,Ensino superior completo,PT do B
500230,Não,Masculino,43,Pós-graduação,PT
500240,Não,Masculino,50,Ensino fundamental completo,PR
500260,Sim,Masculino,47,Ensino superior completo,DEM
500270,Não,Masculino,47,Ensino superior completo,PP
500280,Não,Masculino,38,Ensino superior completo,Outra situação
500290,Sim,Masculino,47,Ensino superior completo,DEM
500295,Não,Masculino,56,Pós-graduação,PT do B
500310,Não,Masculino,57,Ensino superior completo,PMDB
500315,Não,Feminino,47,Ensino superior completo,PR
500320,Não,Masculino,49,Pós-graduação,PT
500325,Não,Masculino,53,Ensino superior completo,PR
500330,Não,Masculino,32,Pós-graduação,PSB
500345,Não,Feminino,49,Ensino fundamental completo,PT
500348,Sim,Masculino,36,Ensino superior completo,PMDB
500350,Sim,Masculino,59,Ensino fundamental completo,PDT
500370,Sim,Masculino,63,Ensino superior completo,PSB
500375,Sim,Feminino,52,Ensino superior completo,PT
500380,Não,Masculino,32,Ensino superior completo,PSDB
500390,Não,Masculino,46,Ensino médio completo,Outra situação
500400,Sim,Masculino,56,Pós-graduação,PSB
500410,Sim,Masculino,59,Ensino fundamental completo,PMDB
500430,Sim,Masculino,46,Ensino superior completo,PSDB
500440,Sim,Masculino,57,Ensino médio completo,DEM
500450,Não,Masculino,38,Ensino superior completo,PDT
500460,Não,Masculino,53,Ensino superior completo,PSDB
500470,Não,Masculino,42,Ensino superior completo,PMDB
500480,Não,Masculino,47,Pós-graduação,PT
500490,Não,Masculino,38,Ensino superior completo,PDT
500500,Não,Feminino,39,Ensino superior completo,Outra situação
500510,Sim,Masculino,61,Ensino superior completo,PMDB
500515,Não,Feminino,42,Pós-graduação,DEM
500520,Sim,Masculino,60,Ensino superior completo,PT
500525,Não,Masculino,47,Ensino médio incompleto,PMDB
500540,Não,Masculino,65,Ensino superior completo,PMDB
500560,Não,Feminino,58,Ensino médio completo,PMDB
500568,Não,Masculino,45,Ensino superior completo,PT
500570,Não,Masculino,37,Ensino superior completo,PV
500580,Não,Masculino,61,Ensino superior completo,PSB
500600,Não,Masculino,35,Ensino médio completo,PSDB
500620,Não,Masculino,56,Ensino superior completo,PMDB
500625,Não,Feminino,49,Pós-graduação,DEM
