codmun,reeleito,sexo,idade,escolaridade,partido
316550,Não,Masculino,41,Ensino médio completo,PP
316553,Sim,Masculino,42,Ensino médio completo,PMDB
316555,Sim,Masculino,28,Ensino superior incompleto,PSDB
316556,Não,Masculino,47,Ensino médio completo,PMDB
316557,Não,Masculino,60,Ensino fundamental incompleto,PR
316560,Sim,Masculino,50,Ensino superior incompleto,PP
316570,Não,Masculino,62,Pós-graduação,PT
316580,Sim,Masculino,41,Ensino superior incompleto,PMDB
316590,Não,Masculino,33,Ensino médio completo,PPL
316600,Não,Masculino,50,Ensino médio completo,PR
316610,Não,Masculino,43,Ensino fundamental incompleto,PSB
316620,Não,Masculino,49,Ensino superior completo,PR
316630,Não,Feminino,46,Ensino superior completo,PSDB
316640,Não,Masculino,64,Ensino fundamental incompleto,DEM
316650,Não,Masculino,45,Ensino médio completo,PDT
316660,Sim,Feminino,55,Ensino superior completo,PDT
316670,Não,Masculino,49,Ensino médio completo,PR
316680,Não,Masculino,62,Ensino superior completo,PMDB
316690,Não,Masculino,49,Ensino fundamental completo,PT
316695,Não,Masculino,33,Ensino superior completo,DEM
316700,Não,Masculino,69,Ensino superior completo,PT
316710,Não,Masculino,47,Ensino médio completo,PR
316720,Não,Masculino,70,Pós-graduação,PP
316730,Não,Masculino,42,Ensino superior incompleto,DEM
316740,Não,Masculino,55,Ensino superior completo,PT
316750,Não,Masculino,51,Pós-graduação,PMN
316760,Sim,Feminino,42,Ensino superior completo,PR
316770,Não,Masculino,54,Ensino superior completo,PSDB
316780,Não,Masculino,41,Ensino superior completo,PPS
316790,Não,Masculino,44,Ensino superior completo,PP
316800,Não,Masculino,37,Pós-graduação,PSDB
316805,Não,Masculino,50,Ensino médio incompleto,PSDB
316810,Sim,Masculino,48,Ensino superior incompleto,PMDB
316820,Não,Masculino,55,Ensino médio completo,PMDB
316830,Não,Masculino,59,Ensino médio completo,PMDB
316840,Não,Feminino,62,Ensino superior completo,PT
316850,Não,Masculino,47,Ensino médio completo,PSB
316860,Não,Masculino,70,Pós-graduação,PMDB
316870,Não,Masculino,34,Ensino superior completo,PT
316880,Não,Masculino,56,Ensino superior incompleto,PV
316890,Não,Masculino,35,Ensino médio completo,PMDB
316900,Não,Masculino,54,Ensino médio completo,DEM
316905,Não,Masculino,59,Ensino superior completo,PSDB
316910,Sim,Masculino,59,Ensino fundamental completo,PR
316920,Não,Masculino,72,Ensino médio completo,DEM
316930,Não,Masculino,39,Pós-graduação,PSL
316935,Não,Masculino,60,Ensino superior completo,PMDB
316940,Não,Masculino,62,Ensino superior completo,PPS
316950,Não,Masculino,33,Ensino superior incompleto,PMDB
316960,Não,Feminino,59,Ensino fundamental completo,PSDB
316970,Não,Masculino,41,Ensino médio completo,PPS
316980,Não,Masculino,36,Ensino superior completo,PDT
316990,Sim,Masculino,54,Ensino superior completo,PT
317000,Não,Masculino,57,Ensino fundamental completo,PSL
317005,Não,Masculino,60,Ensino médio completo,PT
317010,Não,Masculino,59,Ensino superior completo,PMDB
317020,Não,Masculino,51,Ensino superior completo,PT
317030,Sim,Feminino,36,Ensino superior incompleto,PMDB
317040,Não,Masculino,58,Ensino superior completo,PTB
317043,Não,Masculino,59,Ensino médio completo,PSDB
317047,Sim,Feminino,48,Pós-graduação,PMDB
317050,Não,Masculino,34,Pós-graduação,PRB
317052,Sim,Masculino,44,Ensino superior incompleto,PR
317057,Não,Masculino,40,Ensino fundamental incompleto,PP
317060,Sim,Masculino,38,Ensino superior completo,PSDB
317065,Não,Masculino,40,Pós-graduação,PMDB
317070,Não,Masculino,71,Ensino superior completo,PTB
317075,Não,Masculino,45,Ensino superior incompleto,PPS
317080,Não,Masculino,54,Ensino médio completo,PSC
317090,Não,Masculino,67,Ensino fundamental incompleto,PSB
317100,Não,Masculino,66,Ensino superior completo,PHS
317103,Não,Masculino,56,Ensino superior incompleto,PP
317107,Não,Masculino,45,Ensino fundamental completo,PSD
317110,Não,Masculino,56,Ensino fundamental incompleto,PSDB
317115,Não,Masculino,63,Ensino médio completo,PSDB
317120,Sim,Masculino,66,Ensino superior completo,PMDB
317130,Sim,Masculino,64,Ensino superior completo,PR
317140,Sim,Masculino,36,Ensino fundamental incompleto,PT
317150,Não,Feminino,31,Ensino superior completo,PSC
317160,Não,Masculino,38,Ensino superior completo,PT
317170,Sim,Masculino,39,Ensino superior completo,PMDB
317180,Não,Masculino,38,Ensino superior completo,PSDB
317190,Não,Masculino,46,Ensino médio completo,PMDB
317200,Não,Masculino,56,Ensino superior completo,PT
317210,Não,Feminino,45,Ensino médio completo,PSDB
317220,Não,Masculino,53,Ensino superior completo,PTB
320010,Sim,Masculino,52,Ensino superior incompleto,PSB
320013,Não,Feminino,65,Pós-graduação,PMDB
320016,Não,Masculino,32,Ensino médio completo,PMDB
320020,Não,Masculino,75,Ensino superior completo,PMDB
320030,Não,Masculino,58,Pós-graduação,PSB
320035,Não,Feminino,29,Pós-graduação,PDT
320040,Não,Masculino,54,Pós-graduação,PTB
320050,Sim,Masculino,50,Ensino superior incompleto,PRP
320060,Não,Masculino,42,Ensino médio completo,PDT
320070,Sim,Masculino,64,Ensino fundamental incompleto,DEM
320080,Não,Masculino,36,Ensino superior completo,PC do B
320090,Não,Masculino,41,Pós-graduação,DEM
320100,Sim,Masculino,42,Ensino superior completo,PMDB
320110,Não,Masculino,55,Ensino superior incompleto,PDT
320115,Não,Masculino,59,Ensino médio completo,PV
320120,Sim,Masculino,53,Ensino médio completo,PT
320130,Não,Masculino,42,Ensino superior completo,PPS
320140,Não,Masculino,45,Ensino superior completo,PSB
320150,Sim,Masculino,52,Ensino superior completo,PT
320160,Sim,Masculino,54,Ensino superior completo,PSDB
320170,Não,Masculino,51,Ensino médio completo,PSB
320180,Sim,Masculino,71,Ensino fundamental completo,PMDB
320190,Não,Masculino,61,Ensino fundamental incompleto,PP
320200,Sim,Feminino,48,Pós-graduação,PSDB
320210,Não,Masculino,53,Ensino superior completo,PT
320220,Não,Feminino,62,Ensino superior completo,PMDB
320225,Não,Masculino,46,Ensino superior completo,PDT
320230,Não,Feminino,41,Ensino superior completo,PDT
320240,Não,Masculino,59,Ensino superior completo,DEM
320245,Não,Masculino,76,Ensino fundamental completo,PP
320250,Não,Masculino,44,Ensino médio incompleto,PMN
320255,Sim,Masculino,51,Ensino médio completo,PSD
320260,Não,Masculino,73,Ensino fundamental completo,PSB
320265,Não,Masculino,45,Ensino superior incompleto,PSB
320270,Não,Masculino,59,Ensino superior completo,PSB
320280,Não,Masculino,53,Pós-graduação,PSB
320290,Não,Masculino,48,Ensino fundamental completo,PT
320300,Não,Masculino,58,Pós-graduação,PDT
320305,Não,Masculino,40,Ensino superior completo,PMN
320310,Não,Masculino,73,Ensino superior completo,PMDB
320313,Não,Masculino,51,Ensino superior completo,PT
320316,Sim,Masculino,48,Ensino fundamental incompleto,PSDB
320320,Não,Masculino,67,Ensino fundamental completo,PDT
320330,Sim,Masculino,46,Ensino médio completo,PSB
320332,Sim,Masculino,65,Pós-graduação,PSDB
320334,Não,Masculino,50,Ensino médio completo,PSB
320335,Não,Masculino,62,Ensino fundamental incompleto,PMDB
320340,Não,Feminino,43,Pós-graduação,PSB
320350,Não,Masculino,37,Ensino superior completo,PMN
320360,Não,Masculino,53,Pós-graduação,PMDB
320370,Não,Masculino,59,Ensino médio completo,PSB
320380,Não,Masculino,63,Ensino superior completo,PSDB
320390,Não,Masculino,51,Ensino médio completo,PSB
320400,Não,Masculino,60,Ensino fundamental completo,PRP
320405,Não,Masculino,34,Ensino médio completo,PR
320410,Sim,Masculino,49,Ensino superior incompleto,PSB
320420,Não,Masculino,53,Ensino médio completo,PSB
320425,Não,Masculino,62,Ensino médio completo,PTB
320430,Não,Feminino,24,Ensino superior completo,PTB
320435,Não,Masculino,53,Ensino fundamental completo,PP
320440,Não,Feminino,54,Ensino médio completo,PMDB
320450,Sim,Masculino,55,Ensino médio completo,PP
320455,Não,Masculino,73,Ensino médio completo,PDT
320460,Não,Masculino,56,Ensino médio completo,PSB
320465,Não,Masculino,51,Ensino médio completo,PSB
320470,Não,Masculino,35,Pós-graduação,PRP
320480,Não,Feminino,50,Ensino superior completo,PSB
320490,Sim,Masculino,56,Ensino fundamental completo,PSB
320495,Sim,Masculino,51,Ensino médio completo,PSDB
320500,Não,Masculino,48,Ensino superior completo,PSB
320501,Não,Masculino,52,Ensino superior completo,PMDB
320503,Não,Masculino,43,Ensino superior completo,PSB
320506,Sim,Masculino,54,Ensino superior completo,PMDB
320510,Não,Masculino,35,Pós-graduação,PV
320515,Não,Masculino,58,Ensino médio completo,PMDB
320517,Não,Masculino,45,Ensino superior completo,PT
320520,Não,Masculino,48,Pós-graduação,DEM
320530,Não,Masculino,51,Pós-graduação,PPS
330010,Não,Feminino,57,Ensino superior completo,PT
330015,Sim,Masculino,41,Ensino superior completo,PSB
330020,Não,Masculino,55,Ensino médio completo,PR
330022,Não,Feminino,70,Ensino superior completo,PR
330023,Não,Masculino,49,Ensino superior completo,PSC
330025,Sim,Masculino,46,Ensino superior completo,PMDB
330030,Não,Masculino,39,Ensino superior completo,PRB
330040,Não,Masculino,42,Ensino superior completo,PC do B
330045,Não,Masculino,49,Ensino superior incompleto,PC do B
330050,Sim,Masculino,61,Pós-graduação,PMDB
330060,Sim,Feminino,54,Pós-graduação,PMDB
330070,Não,Masculino,71,Ensino superior completo,PP
330080,Não,Masculino,58,Ensino médio completo,PSC
330090,Não,Masculino,43,Ensino médio completo,PMDB
330093,Sim,Masculino,56,Ensino fundamental incompleto,PRB
330095,Sim,Masculino,58,Ensino superior completo,PMDB
330100,Sim,Feminino,50,Ensino superior completo,PR
330110,Não,Masculino,58,Pós-graduação,PT
330115,Não,Masculino,55,Ensino fundamental completo,PRB
330120,Não,Masculino,72,Ensino médio completo,PSB
330130,Sim,Masculino,45,Ensino superior incompleto,PSC
330140,Sim,Feminino,38,Ensino superior completo,PT
330150,Não,Masculino,43,Ensino superior completo,PR
330160,Não,Masculino,43,Pós-graduação,PMDB
330180,Não,Masculino,43,Ensino superior completo,PMN
330185,Sim,Masculino,49,Ensino médio incompleto,PSDC
330187,Não,Feminino,36,Ensino superior completo,PP
330190,Não,Masculino,47,Ensino médio completo,PMDB
330200,Sim,Masculino,30,Ensino fundamental completo,PSDB
330205,Não,Masculino,37,Ensino superior completo,DEM
330210,Não,Masculino,50,Ensino superior incompleto,PSOL
330220,Não,Masculino,55,Pós-graduação,PP
330225,Sim,Masculino,64,Ensino médio completo,PP
330227,Sim,Masculino,45,Ensino médio completo,PSD
330230,Não,Masculino,42,Ensino superior completo,PSC
330240,Não,Masculino,43,Pós-graduação,PV
330245,Não,Masculino,44,Pós-graduação,PMDB
330250,Sim,Masculino,57,Ensino superior completo,PMDB
330260,Sim,Masculino,56,Ensino superior completo,PSD
330270,Sim,Masculino,41,Ensino superior completo,PT
330280,Não,Masculino,53,Ensino superior completo,PDT
330285,Não,Masculino,43,Ensino médio completo,PSC
330290,Não,Masculino,52,Pós-graduação,PT
330300,Não,Masculino,50,Ensino médio completo,PR
330310,Sim,Masculino,42,Ensino superior completo,PSD
330320,Não,Masculino,40,Ensino superior completo,PMN
330330,Não,Masculino,36,Ensino superior completo,PT
330340,Não,Masculino,51,Ensino fundamental incompleto,PSD
330350,Não,Masculino,63,Ensino superior completo,PMDB
330360,Sim,Masculino,58,Ensino superior completo,PT
330370,Não,Masculino,39,Ensino superior completo,DEM
330380,Não,Feminino,50,Ensino superior completo,PT
330385,Sim,Masculino,48,Ensino médio completo,PDT
330390,Não,Masculino,51,Pós-graduação,PSB
330395,Não,Masculino,Ignorada,Ensino superior completo,PT
330400,Sim,Masculino,50,Pós-graduação,PSB
330410,Não,Feminino,51,Ensino superior completo,PMDB
330411,Não,Feminino,53,Ensino médio completo,PDT
330412,Não,Masculino,50,Ensino superior completo,PR
330414,Sim,Masculino,47,Ensino superior completo,PMDB
330415,Não,Masculino,77,Ensino médio completo,PP
330420,Sim,Masculino,42,Pós-graduação,PP
330430,Não,Feminino,52,Pós-graduação,PMDB
330440,Sim,Masculino,57,Pós-graduação,PSD
330450,Não,Feminino,42,Pós-graduação,PC do B
330452,Não,Masculino,56,Pós-graduação,PSC
330455,Sim,Masculino,43,Ensino superior completo,PMDB
330460,Não,Masculino,54,Ensino superior completo,PSC
330470,Não,Masculino,68,Ensino superior completo,PSB
330475,Não,Masculino,35,Pós-graduação,PSC
330480,Sim,Masculino,55,Ensino médio completo,PMDB
330490,Não,Masculino,50,Pós-graduação,PR
330500,Não,Masculino,46,Ensino médio incompleto,PMDB
330510,Sim,Masculino,43,Ensino médio completo,PDT
330513,Não,Masculino,45,Ensino superior completo,PMDB
330515,Não,Masculino,57,Ensino superior completo,PSD
330520,Não,Masculino,39,Ensino médio completo,PT
330530,Não,Masculino,35,Ensino superior completo,PT
330540,Sim,Masculino,50,Pós-graduação,PSD
330550,Sim,Feminino,42,Ensino médio completo,PMDB
330555,Sim,Masculino,55,Pós-graduação,PSB
330560,Não,Masculino,40,Ensino médio completo,PMDB
330570,Sim,Masculino,60,Ensino médio completo,PMDB
330575,Sim,Masculino,40,Ensino superior completo,PTB
330580,Sim,Masculino,37,Ensino fundamental completo,PMDB
330590,Sim,Masculino,52,Ensino superior completo,PSDB
330600,Sim,Masculino,47,Ensino superior completo,PMDB
330610,Não,Masculino,59,Pós-graduação,PRB
330615,Sim,Masculino,51,Ensino superior incompleto,PP
330620,Sim,Masculino,30,Ensino superior completo,PSB
330630,Sim,Masculino,56,Ensino superior completo,PMDB
350010,Não,Masculino,57,Pós-graduação,PSDB
350020,Não,Feminino,48,Pós-graduação,DEM
350030,Não,Masculino,90,Ensino médio completo,PMDB
350040,Sim,Masculino,51,Ensino superior completo,PSC
350050,Não,Masculino,57,Ensino médio completo,DEM
350055,Não,Masculino,70,Ensino superior completo,PMDB
350060,Sim,Masculino,56,Ensino médio completo,PSDB
350070,Sim,Masculino,28,Ensino superior completo,PMDB
350075,Não,Masculino,51,Ensino superior incompleto,PSDB
350080,Sim,Masculino,51,Ensino superior completo,PP
350090,Não,Masculino,31,Ensino superior completo,PR
350100,Sim,Masculino,54,Ensino superior completo,PMDB
350110,Não,Feminino,55,Ensino superior completo,PV
350115,Não,Masculino,71,Ensino fundamental completo,PSDB
350120,Não,Masculino,55,Ensino médio completo,PMDB
350130,Não,Masculino,46,Ensino superior completo,PV
350140,Não,Masculino,53,Ensino médio incompleto,PSDB
350150,Não,Masculino,46,Ensino médio completo,PPS
350160,Sim,Masculino,33,Ensino superior completo,PSDB
350170,Não,Feminino,65,Ensino superior incompleto,PTB
350180,Não,Feminino,50,Ensino superior completo,PP
350190,Não,Feminino,48,Ensino superior completo,PSDB
350200,Não,Masculino,41,Ensino superior completo,PMDB
350210,Sim,Masculino,52,Pós-graduação,PT
350220,Sim,Masculino,37,Ensino superior completo,PSDB
350230,Não,Masculino,56,Ensino médio completo,PMDB
350240,Sim,Masculino,47,Ensino superior completo,PTB
350250,Sim,Masculino,59,Pós-graduação,PSDB
350260,Não,Masculino,46,Ensino médio completo,DEM
350270,Não,Masculino,50,Ensino médio completo,PC do B
350275,Sim,Masculino,52,Ensino fundamental completo,PSDB
350280,Sim,Masculino,53,Ensino superior completo,PT
350290,Não,Feminino,40,Ensino superior completo,PT
350300,Não,Masculino,43,Ensino fundamental completo,PSD
350310,Não,Masculino,54,Ensino superior completo,PR
350315,Sim,Masculino,49,Pós-graduação,PPS
350320,Sim,Masculino,56,Pós-graduação,PMDB
350330,Sim,Masculino,60,Pós-graduação,PT
350335,Não,Feminino,33,Ensino superior completo,PTB
350340,Não,Masculino,56,Ensino médio incompleto,PSB
350350,Sim,Masculino,63,Ensino superior completo,PSDB
350360,Não,Masculino,50,Ensino superior completo,PSDB
350370,Não,Masculino,40,Ensino médio completo,PSDB
350380,Não,Masculino,50,Ensino médio completo,PSD
350390,Sim,Masculino,63,Ensino superior completo,PR
350395,Não,Masculino,42,Ensino fundamental incompleto,DEM
350400,Não,Masculino,37,Ensino superior completo,PSDB
350410,Não,Masculino,30,Ensino superior completo,PSD
350420,Não,Feminino,54,Ensino superior incompleto,PMDB
350430,Não,Masculino,47,Ensino fundamental completo,PTB
350440,Sim,Feminino,59,Ensino superior incompleto,PSDB
350450,Não,Masculino,33,Ensino superior completo,PMDB
350460,Sim,Masculino,54,Ensino superior completo,PMDB
350470,Sim,Masculino,52,Ensino superior completo,PMDB
350480,Sim,Feminino,37,Ensino superior completo,PPS
350490,Não,Feminino,63,Ensino superior completo,PV
350500,Não,Masculino,69,Ensino fundamental completo,PR
350510,Não,Masculino,51,Ensino médio completo,PDT
350520,Não,Feminino,53,Ensino médio completo,PT
350530,Não,Masculino,30,Pós-graduação,PP
350535,Sim,Masculino,45,Ensino superior completo,PMDB
350540,Não,Masculino,47,Ensino médio completo,PT
350550,Não,Masculino,34,Pós-graduação,PSDB
350560,Não,Masculino,55,Ensino médio completo,PT
350570,Não,Masculino,61,Ensino superior completo,DEM
350580,Sim,Feminino,47,Ensino médio completo,PSDB
350590,Não,Masculino,44,Ensino superior completo,PTB
350600,Sim,Masculino,35,Ensino superior completo,PMDB
350610,Não,Masculino,40,Pós-graduação,DEM
350620,Não,Masculino,48,Ensino médio completo,PTB
350630,Não,Masculino,48,Ensino superior completo,PPS
350635,Sim,Masculino,59,Ensino superior completo,DEM
350640,Não,Feminino,55,Ensino superior completo,PTB
350650,Não,Masculino,64,Pós-graduação,PDT
350660,Sim,Masculino,41,Ensino superior completo,PSDB
350670,Não,Masculino,31,Ensino superior completo,PPS
350680,Não,Masculino,55,Ensino superior completo,PSB
350690,Sim,Masculino,44,Ensino superior completo,PT
350700,Não,Masculino,55,Ensino superior completo,PTB
350710,Sim,Masculino,50,Ensino superior completo,PV
350715,Sim,Masculino,51,Ensino médio completo,PSDB
350720,Sim,Masculino,42,Ensino médio completo,PT
350730,Não,Masculino,45,Pós-graduação,PSD
350740,Não,Masculino,47,Ensino médio incompleto,PSDB
350745,Não,Masculino,60,Ensino fundamental incompleto,PSC
350750,Sim,Masculino,39,Pós-graduação,PSDB
350760,Não,Masculino,48,Ensino superior completo,PT
350770,Não,Masculino,57,Ensino superior completo,PMDB
350775,Não,Masculino,38,Ensino médio completo,PV
350780,Não,Masculino,50,Ensino superior completo,PT
350790,Não,Masculino,58,Ensino superior completo,PSL
350800,Sim,Masculino,56,Ensino superior completo,PDT
350810,Sim,Masculino,73,Ensino superior incompleto,PPS
350820,Não,Masculino,45,Ensino superior completo,PP
350830,Não,Masculino,53,Ensino fundamental completo,PSB
350840,Não,Masculino,27,Ensino superior completo,PDT
350850,Não,Masculino,49,Ensino médio completo,PSDB
350860,Não,Masculino,50,Ensino superior completo,PT
350870,Sim,Masculino,45,Ensino superior completo,PSDB
350880,Não,Masculino,42,Ensino superior completo,PSDB
350890,Não,Masculino,57,Ensino superior completo,PSB
350900,Sim,Masculino,55,Ensino superior completo,PSD
350910,Sim,Masculino,53,Ensino fundamental incompleto,PSDB
350920,Sim,Masculino,37,Pós-graduação,PSDB
350925,Sim,Masculino,46,Ensino médio completo,PSDB
350930,Não,Masculino,39,Ensino médio completo,PSL
350940,Não,Masculino,50,Pós-graduação,PSDB
350945,Não,Masculino,50,Ensino fundamental incompleto,PSDB
350950,Não,Masculino,48,Ensino superior incompleto,PSB
350960,Não,Masculino,70,Ensino superior completo,PR
350970,Não,Masculino,39,Ensino superior completo,PSDB
350980,Não,Feminino,28,Ensino superior completo,PMDB
350990,Não,Masculino,44,Ensino fundamental completo,PV
350995,Sim,Masculino,47,Ensino médio completo,PDT
351000,Não,Masculino,64,Ensino superior completo,PMDB
351010,Não,Masculino,52,Ensino médio completo,PPS
351015,Não,Masculino,65,Ensino superior completo,PTB
351020,Sim,Masculino,46,Ensino superior completo,PR
351030,Sim,Masculino,46,Ensino superior completo,PV
351040,Não,Masculino,38,Ensino superior completo,PPS
351050,Sim,Masculino,56,Ensino médio completo,PSDB
351060,Sim,Masculino,45,Ensino médio completo,PT
351070,Não,Masculino,50,Ensino superior completo,PV
351080,Não,Masculino,79,Ensino superior completo,PSDB
351090,Não,Feminino,37,Ensino médio completo,PTB
351100,Não,Masculino,52,Ensino superior completo,PSDB
351110,Não,Masculino,60,Ensino superior completo,PSDB
351120,Não,Masculino,41,Pós-graduação,PTB
351130,Sim,Masculino,46,Ensino médio completo,PMDB
351140,Sim,Masculino,59,Ensino médio completo,PSD
351150,Não,Masculino,55,Ensino superior completo,PSD
351160,Sim,Masculino,51,Ensino superior completo,PSDB
351170,Não,Masculino,67,Ensino fundamental incompleto,PT
351190,Não,Feminino,50,Ensino médio completo,DEM
351200,Sim,Masculino,48,Ensino médio completo,PSDB
351210,Não,Masculino,30,Ensino superior completo,PTB
351220,Não,Masculino,49,Ensino superior completo,DEM
351230,Não,Masculino,32,Ensino superior completo,PSB
351240,Não,Masculino,50,Ensino superior completo,PV
351250,Não,Masculino,49,Ensino superior completo,PT
351260,Não,Masculino,48,Ensino médio completo,PSDB
351270,Não,Masculino,68,Ensino fundamental completo,PTB
351280,Sim,Masculino,54,Ensino superior completo,PMDB
351290,Não,Masculino,38,Ensino médio completo,PMDB
351300,Sim,Masculino,55,Ensino superior completo,PSDB
351310,Não,Masculino,54,Ensino superior completo,PSDB
351320,Não,Masculino,59,Ensino superior completo,PSDB
351330,Não,Masculino,59,Ensino médio completo,DEM
351340,Sim,Feminino,46,Ensino superior completo,PR
351350,Sim,Feminino,54,Pós-graduação,PT
351360,Sim,Masculino,44,Ensino superior completo,PSDB
351370,Não,Masculino,37,Ensino superior incompleto,DEM
351380,Não,Masculino,31,Pós-graduação,PV
351385,Não,Masculino,46,Ensino médio completo,PMDB
351390,Não,Masculino,51,Ensino superior incompleto,PT
351400,Sim,Masculino,33,Ensino superior completo,PT
351410,Não,Masculino,39,Ensino superior completo,PSDB
351420,Não,Masculino,32,Ensino superior incompleto,PSDB
351430,Não,Masculino,30,Ensino médio completo,PP
351440,Não,Masculino,60,Ensino médio completo,PR
351450,Não,Masculino,47,Ensino superior completo,PSDB
351460,Sim,Masculino,59,Ensino superior incompleto,PSB
351470,Não,Masculino,55,Ensino médio completo,PDT
351480,Não,Masculino,54,Ensino superior completo,PMDB
351490,Não,Masculino,56,Pós-graduação,PSDB
351492,Sim,Masculino,43,Ensino médio completo,PSDB
351495,Não,Masculino,46,Ensino fundamental completo,PSB
351500,Sim,Masculino,46,Ensino superior completo,PT
351510,Sim,Masculino,42,Pós-graduação,PMDB
351512,Não,Masculino,62,Ensino superior completo,PSDB
351515,Não,Masculino,41,Ensino superior completo,PMDB
351518,Não,Masculino,62,Ensino superior completo,PSDB
351519,Sim,Masculino,47,Ensino superior completo,PSDB
351520,Não,Masculino,57,Ensino superior completo,DEM
351530,Não,Masculino,44,Ensino superior incompleto,PV
351535,Não,Feminino,25,Ensino superior completo,PR
351540,Sim,Masculino,50,Ensino médio incompleto,PSDB
351550,Não,Feminino,59,Ensino superior completo,PSD
351560,Não,Masculino,33,Ensino médio completo,PTB
351565,Não,Masculino,62,Pós-graduação,PTB
351570,Não,Masculino,41,Ensino superior incompleto,PSDB
351580,Sim,Masculino,41,Ensino médio completo,PSD
351590,Não,Masculino,46,Ensino superior completo,PSDB
351600,Não,Masculino,35,Pós-graduação,PPS
351610,Sim,Masculino,39,Ensino médio completo,PSDB
351620,Não,Masculino,45,Pós-graduação,PSDB
351630,Não,Masculino,48,Ensino superior incompleto,PV
351640,Não,Masculino,29,Ensino superior completo,PT
351650,Sim,Feminino,37,Ensino médio completo,PSDB
351660,Não,Masculino,61,Ensino médio completo,PMDB
351670,Não,Masculino,65,Ensino superior completo,PSDB
351680,Sim,Masculino,57,Ensino médio completo,PSB
351685,Não,Masculino,29,Pós-graduação,PHS
351690,Não,Masculino,31,Ensino superior completo,PR
351700,Não,Masculino,38,Ensino superior completo,PMDB
351710,Não,Masculino,38,Ensino médio completo,PT
351720,Não,Masculino,52,Ensino médio completo,PSDB
351730,Não,Masculino,51,Ensino fundamental completo,PTB
351740,Não,Masculino,54,Ensino superior completo,PT
351750,Não,Masculino,76,Ensino fundamental incompleto,PR
351760,Não,Masculino,51,Ensino superior completo,PT
351770,Não,Masculino,48,Pós-graduação,PSDB
351780,Não,Masculino,56,Ensino médio completo,PR
351790,Sim,Masculino,41,Ensino superior completo,PPS
351800,Sim,Masculino,50,Ensino médio incompleto,PSD
351810,Sim,Masculino,64,Ensino médio completo,PSB
351820,Sim,Masculino,42,Ensino superior completo,PSDB
351830,Sim,Masculino,44,Ensino superior completo,PR
351840,Não,Masculino,59,Pós-graduação,PSDB
351850,Não,Masculino,59,Ensino superior completo,PT
351860,Não,Masculino,60,Pós-graduação,PSB
351870,Sim,Feminino,44,Pós-graduação,PMDB
351880,Sim,Masculino,54,Ensino superior incompleto,PT
351885,Sim,Masculino,35,Ensino superior completo,PSDB
351890,Não,Masculino,42,Ensino superior completo,PSDB
351900,Não,Masculino,56,Ensino médio completo,PSDB
351905,Não,Masculino,47,Ensino superior incompleto,PTB
351907,Não,Masculino,49,Ensino superior completo,PT
351910,Não,Masculino,51,Ensino médio completo,DEM
351920,Não,Masculino,61,Ensino superior completo,PV
351925,Não,Masculino,52,Ensino fundamental incompleto,PP
351930,Não,Masculino,46,Ensino superior completo,PSDB
351940,Sim,Masculino,50,Ensino médio completo,PTB
351950,Não,Masculino,28,Pós-graduação,PMDB
351960,Não,Masculino,61,Ensino superior completo,PSDB
351970,Não,Masculino,48,Ensino superior completo,PT
351980,Não,Feminino,36,Ensino superior completo,PSC
351990,Não,Feminino,58,Pós-graduação,PPS
352000,Não,Masculino,54,Ensino superior completo,PMDB
352010,Não,Masculino,58,Ensino superior completo,PDT
352020,Sim,Masculino,56,Ensino médio completo,PR
352030,Não,Masculino,48,Ensino superior completo,PMDB
352040,Sim,Masculino,52,Ensino superior completo,PPS
352042,Sim,Masculino,51,Ensino superior completo,PSDB
352044,Não,Masculino,70,Pós-graduação,DEM
352050,Sim,Masculino,44,Ensino superior completo,PMDB
352060,Sim,Masculino,69,Ensino fundamental incompleto,DEM
352070,Não,Feminino,50,Ensino superior completo,PSD
352080,Sim,Masculino,62,Ensino médio completo,PSD
352090,Sim,Masculino,47,Ensino médio incompleto,PSD
352100,Não,Feminino,39,Ensino superior completo,PSDB
352110,Sim,Masculino,68,Ensino superior completo,PP
352115,Sim,Masculino,54,Ensino superior completo,PRB
352120,Não,Masculino,35,Ensino médio completo,PMDB
352130,Não,Masculino,55,Ensino médio completo,PMDB
352140,Não,Masculino,51,Ensino superior completo,PT
352150,Sim,Masculino,66,Ensino superior completo,PMDB
352160,Não,Masculino,59,Pós-graduação,PSD
352170,Não,Masculino,56,Ensino fundamental completo,DEM
352180,Não,Feminino,38,Ensino fundamental incompleto,PSB
352190,Não,Masculino,49,Ensino fundamental incompleto,PTB
352200,Não,Masculino,51,Ensino superior completo,PR
352210,Não,Masculino,35,Ensino superior completo,PSDB
352215,Não,Masculino,37,Ensino médio completo,PSD
352220,Não,Masculino,51,Pós-graduação,PMDB
352230,Não,Masculino,63,Ensino superior completo,PSDB
352240,Não,Masculino,43,Ensino superior completo,PMDB
352250,Não,Masculino,50,Ensino superior completo,PV
352260,Não,Masculino,59,Ensino médio completo,PSDB
352265,Não,Masculino,46,Ensino médio completo,PT
352270,Sim,Masculino,53,Ensino superior completo,PRP
352280,Sim,Masculino,49,Ensino superior incompleto,PPS
352290,Não,Masculino,45,Ensino superior completo,PSDB
352300,Sim,Masculino,45,Ensino superior completo,PMDB
352310,Não,Masculino,53,Ensino superior completo,PTN
352320,Não,Feminino,54,Pós-graduação,PT
352330,Não,Feminino,47,Ensino superior completo,PP
