ibge7,mun,nome_meso,abacate,abacaxi,alho,amendoim,arroz,aveia,banana,batata-doce,batata-inglesa,cafe_total,cafe_arab,cana,feijao,girassol,laranja,maracuja,milho,soja,sorgo,tomate,trigo,uva
3150901,Piranguçu,Sul/Sudoeste de Minas,0,0,0,0,250,0,1900,0,0,6,6,943,5,0,28,0,176,0,0,0,0,3
3151008,Piranguinho,Sul/Sudoeste de Minas,0,0,0,0,0,0,55,0,0,550,550,1500,24,0,66,5,300,0,0,480,0,0
3151107,Pirapetinga,Zona da Mata,0,0,0,0,0,0,300,0,0,150,0,1920,4,0,70,0,75,0,0,0,0,0
3151206,Pirapora,Norte de Minas,0,0,0,0,15,0,14268,0,0,1650,1650,8799,280,0,15150,24,1693,1350,0,0,0,3059
3151305,Piraúba,Zona da Mata,0,0,0,0,0,0,245,0,0,0,0,3318,14,0,184,31,636,0,0,817,0,0
3151404,Pitangui,Metropolitana de Belo Horizonte,0,0,0,0,2,0,0,0,0,0,0,13702,19,0,0,54,2812,0,0,250,0,0
3151503,Piumhi,Oeste de Minas,0,100,0,0,0,0,0,0,0,14500,14500,3190,1575,0,672,0,27627,5824,0,1116,0,0
3151602,Planura,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,0,0,0,0,0,627714,821,0,11424,0,50778,32075,4028,0,0,0
3151701,Poço Fundo,Sul/Sudoeste de Minas,0,0,0,0,2,0,900,60,770,8517,8517,6060,110,0,0,0,5720,0,0,2340,0,0
3151800,Poços de Caldas,Sul/Sudoeste de Minas,0,0,0,0,0,414,350,40,6300,4680,4680,300,125,0,0,0,6480,260,0,189,0,0
3151909,Pocrane,Vale do Rio Doce,60,0,0,0,107,0,399,0,0,1684,165,931,72,0,220,0,1350,0,0,0,0,0
3152006,Pompéu,Central Mineira,0,50,0,0,0,0,6,0,0,0,0,1056000,1139,0,0,30,16600,2777,0,254,0,0
3152105,Ponte Nova,Zona da Mata,0,0,0,0,0,0,300,0,110,7,7,85330,57,0,5,20,1364,0,0,0,0,0
3152131,Ponto Chique,Norte de Minas,0,0,0,0,0,0,50,0,0,0,0,924,23,0,0,0,20,0,0,0,0,0
3152170,Ponto dos Volantes,Jequitinhonha,0,0,0,0,0,0,1020,0,0,28,28,1776,61,0,5,0,177,0,0,0,0,0
3152204,Porteirinha,Norte de Minas,0,0,0,1,0,0,2060,3,0,0,0,120,159,0,24,7,31,0,32,20,0,0
3152303,Porto Firme,Zona da Mata,0,0,0,3,6,0,88,0,0,600,600,3200,932,0,0,0,5760,0,0,0,0,0
3152402,Poté,Vale do Mucuri,0,0,0,8,0,0,490,0,0,43,43,3950,204,0,94,0,1195,0,84,0,0,0
3152501,Pouso Alegre,Sul/Sudoeste de Minas,0,0,0,0,108,102,0,450,7740,90,90,455,1010,0,0,32,20838,753,0,810,0,8
3152600,Pouso Alto,Sul/Sudoeste de Minas,0,0,4,0,0,0,180,0,0,165,165,0,104,0,0,0,900,0,0,40,0,0
3152709,Prados,Campo das Vertentes,0,0,0,0,54,0,0,0,0,2,2,2000,351,0,0,0,4516,0,0,0,180,0
3152808,Prata,Triângulo Mineiro/Alto Paranaíba,0,750,0,0,0,0,84,0,0,3,3,617696,42,1350,157500,168,24461,56456,4536,0,0,0
3152907,Pratápolis,Sul/Sudoeste de Minas,0,0,0,0,0,0,982,0,0,390,390,54684,900,0,60,0,19074,5300,0,0,0,0
3153004,Pratinha,Triângulo Mineiro/Alto Paranaíba,963,0,0,0,0,0,0,0,4320,3275,3275,410,1650,0,0,13,16238,3683,39,0,600,0
3153103,Presidente Bernardes,Zona da Mata,0,0,0,12,4,0,0,0,0,144,144,2060,762,0,0,0,4074,0,0,0,0,0
3153202,Presidente Juscelino,Central Mineira,100,0,0,0,0,0,0,0,0,0,0,2400,76,0,0,0,486,0,0,0,0,0
3153301,Presidente Kubitschek,Jequitinhonha,0,0,0,0,0,0,30,0,0,32,32,400,8,0,0,0,49,0,0,0,0,0
3153400,Presidente Olegário,Noroeste de Minas,900,1375,0,0,17,0,54,0,5000,7286,7286,163620,3600,0,1050,410,116700,60375,20000,45000,2160,0
3153509,Alto Jequitibá,Zona da Mata,0,0,0,0,0,0,0,0,0,7400,7400,255,18,0,0,0,315,0,0,0,0,0
3153608,Prudente de Morais,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,400,17,0,0,0,7,0,50,0,0,0
3153707,Quartel Geral,Central Mineira,0,0,0,0,0,0,0,0,0,552,552,600,0,0,0,0,120,240,0,0,0,0
3153806,Queluzito,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,0,210,0,20,0,665,0,0,0,0,0
3153905,Raposos,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,4,4,30,0,0,0,0,0,0,0,0,0,0
3154002,Raul Soares,Zona da Mata,14,0,0,11,7,0,625,0,0,3624,3600,2278,159,0,12,0,1800,0,0,110,0,0
3154101,Recreio,Zona da Mata,0,0,0,0,0,0,0,0,0,2,2,115,17,0,0,0,144,0,0,0,0,0
3154150,Reduto,Zona da Mata,0,15,0,0,0,0,0,0,0,4590,4590,0,2,0,0,0,8,0,0,0,0,0
3154200,Resende Costa,Campo das Vertentes,0,0,0,0,0,0,0,0,0,0,0,750,97,0,0,0,4320,1005,0,400,1218,0
3154309,Resplendor,Vale do Rio Doce,72,0,0,0,44,0,250,0,0,673,87,2150,53,0,125,0,163,0,0,0,0,0
3154408,Ressaquinha,Campo das Vertentes,12,0,0,0,0,0,0,0,36,0,0,1092,330,0,0,0,3772,382,0,2100,972,0
3154457,Riachinho,Norte de Minas,0,0,0,0,12,0,34,0,0,0,0,6300,637,0,17000,7,2100,13440,1658,0,0,0
3154507,Riacho dos Machados,Norte de Minas,0,0,0,0,2,0,9,0,0,0,0,350,38,0,0,0,96,0,14,12,0,0
3154606,Ribeirão das Neves,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,77,2,0,0,0,8,0,0,0,0,0
3154705,Ribeirão Vermelho,Campo das Vertentes,0,0,0,0,0,0,5,0,0,116,116,462,21,0,0,0,447,0,0,0,0,0
3154804,Rio Acima,Metropolitana de Belo Horizonte,0,0,3,0,0,0,5,0,0,0,0,70,3,0,0,0,15,0,0,0,0,0
3154903,Rio Casca,Zona da Mata,0,0,0,0,0,0,10,0,0,5,5,54150,1722,0,0,0,2176,0,0,0,0,0
3155009,Rio Doce,Zona da Mata,0,0,0,0,0,0,0,0,0,0,0,4704,4,0,0,0,140,0,0,0,0,0
3155108,Rio do Prado,Jequitinhonha,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0
3155207,Rio Espera,Zona da Mata,0,0,0,8,21,0,50,0,0,3,3,24360,153,0,0,0,2100,0,0,0,0,0
3155306,Rio Manso,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,36,0,0,0,720,12,0,0,0,180,0,0,420,0,0
3155405,Rio Novo,Zona da Mata,0,0,0,0,0,0,0,0,0,0,0,70,4,0,0,0,25,0,0,0,0,0
3155504,Rio Paranaíba,Triângulo Mineiro/Alto Paranaíba,10080,0,16830,0,4,0,0,0,29930,16320,16320,0,2564,0,0,281,71318,23436,1575,1140,6004,0
3155603,Rio Pardo de Minas,Norte de Minas,0,25,7,0,75,0,158,20,0,1220,1220,39570,755,0,64,34,534,0,0,1060,0,0
3155702,Rio Piracicaba,Metropolitana de Belo Horizonte,0,0,0,0,0,0,45,0,0,0,0,4606,61,0,0,0,277,0,0,0,0,0
3155801,Rio Pomba,Zona da Mata,0,0,0,0,0,0,25,0,0,0,0,165,63,0,8,0,414,0,0,250,0,0
3155900,Rio Preto,Zona da Mata,0,0,0,0,0,0,12,0,0,0,0,41,1,0,0,0,37,0,0,0,0,0
3156007,Rio Vermelho,Metropolitana de Belo Horizonte,0,0,0,1,6,0,54,0,0,9,9,4800,258,0,0,0,1102,0,0,0,0,0
3156106,Ritápolis,Campo das Vertentes,0,0,0,0,5,0,0,0,0,372,372,3100,370,0,0,0,900,0,0,0,72,0
3156205,Rochedo de Minas,Zona da Mata,0,0,0,0,0,0,0,0,0,0,0,300,1,0,0,0,0,0,0,0,0,0
3156304,Rodeiro,Zona da Mata,0,0,0,0,0,0,0,0,0,0,0,60,8,0,0,0,48,0,0,50,0,0
3156403,Romaria,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,9,0,0,8790,8790,9939,114,0,0,7,56592,26057,5700,330,1320,0
3156452,Rosário da Limeira,Zona da Mata,0,0,0,0,3,0,50,0,0,730,730,150,35,0,5,12,175,0,0,0,0,3
3156502,Rubelita,Norte de Minas,0,0,0,1,0,0,42,0,0,0,0,1166,71,0,3,0,232,0,0,0,0,0
3156601,Rubim,Jequitinhonha,0,0,0,0,0,0,9,0,0,13,13,0,10,0,0,0,37,0,0,0,0,0
3156700,Sabará,Metropolitana de Belo Horizonte,0,0,0,0,0,0,600,0,0,7,7,360,3,0,0,0,14,0,0,140,0,0
3156809,Sabinópolis,Vale do Rio Doce,0,0,0,4,2,0,98,0,0,5,5,8800,128,0,36,0,1487,0,0,120,0,0
3156908,Sacramento,Triângulo Mineiro/Alto Paranaíba,4950,0,308,0,0,0,0,0,96250,2586,2586,1332288,12200,0,400,125,257000,115500,50000,3360,7920,0
3157005,Salinas,Norte de Minas,0,0,3,7,3,0,627,11,54,7,7,7020,188,0,57,18,1275,0,88,1000,0,6
3157104,Salto da Divisa,Jequitinhonha,0,0,0,0,0,0,50,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0
3157203,Santa Bárbara,Metropolitana de Belo Horizonte,0,11,0,0,0,0,52,0,0,14,14,1802,17,0,0,0,81,0,0,0,0,0
3157252,Santa Bárbara do Leste,Vale do Rio Doce,690,0,0,0,0,0,188,0,0,3100,3100,300,82,0,12,45,644,0,0,4800,0,0
3157278,Santa Bárbara do Monte Verde,Zona da Mata,0,0,0,0,0,0,0,0,0,2,2,204,3,0,0,0,3,0,0,0,0,3
3157302,Santa Bárbara do Tugúrio,Campo das Vertentes,0,0,0,0,0,0,2100,0,0,10,10,1060,29,0,0,12,242,0,0,31,0,0
3157336,Santa Cruz de Minas,Campo das Vertentes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157377,Santa Cruz de Salinas,Norte de Minas,0,0,0,0,1,0,5,0,0,2,2,270,70,0,8,0,84,0,0,0,0,0
3157401,Santa Cruz do Escalvado,Zona da Mata,0,0,0,0,0,0,22,0,0,0,0,45450,4,0,0,0,96,0,0,0,0,0
3157500,Santa Efigênia de Minas,Vale do Rio Doce,0,0,0,0,0,0,43,0,0,2,2,60,12,0,0,0,54,0,0,0,0,0
3157609,Santa Fé de Minas,Norte de Minas,0,0,0,0,0,0,0,0,0,0,0,270,240,0,0,10,208,0,0,0,0,0
3157658,Santa Helena de Minas,Vale do Mucuri,0,0,0,0,0,0,113,0,0,0,0,500,30,0,0,0,83,0,0,0,0,0
3157708,Santa Juliana,Triângulo Mineiro/Alto Paranaíba,0,0,1573,0,0,0,0,0,112020,0,0,1200000,380,101,0,12,49350,26505,5145,0,8512,0
3157807,Santa Luzia,Metropolitana de Belo Horizonte,0,0,0,0,0,0,150,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0
3157906,Santa Margarida,Zona da Mata,36,0,0,0,4,0,36,0,0,11760,11760,400,147,0,0,0,1596,0,0,0,0,0
3158003,Santa Maria de Itabira,Metropolitana de Belo Horizonte,0,0,0,0,0,0,105,0,0,0,0,2880,9,0,0,0,328,0,0,0,0,0
3158102,Santa Maria do Salto,Jequitinhonha,0,0,0,0,0,0,7,0,0,15,15,720,15,0,0,0,132,0,0,0,0,0
3158201,Santa Maria do Suaçuí,Vale do Rio Doce,0,0,0,3,2,0,81,0,0,29,4,3380,80,0,0,0,1612,0,0,0,0,0
3158300,Santana da Vargem,Sul/Sudoeste de Minas,0,0,0,0,0,218,81,0,0,6610,6610,62,126,0,0,0,3682,22050,0,250,525,0
3158409,Santana de Cataguases,Zona da Mata,0,0,0,0,0,0,18,0,0,0,0,0,11,0,0,0,33,0,0,0,0,0
3158508,Santana de Pirapama,Metropolitana de Belo Horizonte,120,0,0,0,1,0,166,0,0,0,0,2840,25,0,0,120,315,0,0,440,0,0
3158607,Santana do Deserto,Zona da Mata,0,0,0,0,0,0,0,0,0,0,0,606,4,0,21,0,1540,0,0,0,0,0
3158706,Santana do Garambéu,Campo das Vertentes,0,0,0,0,0,0,41,0,0,5,5,840,23,0,0,0,364,0,0,0,0,0
3158805,Santana do Jacaré,Oeste de Minas,0,0,0,0,0,0,0,0,0,576,576,0,27,0,0,0,168,0,0,0,0,0
3158904,Santana do Manhuaçu,Zona da Mata,0,0,0,0,0,0,110,0,0,9030,9030,450,8,0,43,0,396,0,0,0,0,0
3158953,Santana do Paraíso,Vale do Rio Doce,0,0,0,0,0,0,7,0,0,6,6,216,2,0,0,0,10,0,0,0,0,0
3159001,Santana do Riacho,Metropolitana de Belo Horizonte,0,0,0,2,1,0,6,0,0,0,0,150,8,0,0,0,36,0,0,0,0,0
3159100,Santana dos Montes,Metropolitana de Belo Horizonte,0,0,0,0,5,0,0,0,0,0,0,2680,77,0,0,0,1260,0,0,0,0,12
3159209,Santa Rita de Caldas,Sul/Sudoeste de Minas,0,0,0,0,0,34,0,300,11450,240,240,930,750,0,125,0,14235,0,0,0,0,15
3159308,Santa Rita de Jacutinga,Zona da Mata,0,0,0,0,0,0,14,0,0,0,0,234,6,0,0,0,22,0,0,0,0,0
3159357,Santa Rita de Minas,Vale do Rio Doce,54,0,0,0,0,0,28,4,0,1990,1990,0,42,0,5,0,279,0,0,140,0,0
3159407,Santa Rita de Ibitipoca,Zona da Mata,0,0,0,0,63,0,0,0,0,0,0,1700,90,0,0,0,991,0,0,0,0,0
3159506,Santa Rita do Itueto,Vale do Rio Doce,0,0,0,0,40,0,66,0,0,9288,3168,648,175,0,48,0,1250,0,0,0,0,0
3159605,Santa Rita do Sapucaí,Sul/Sudoeste de Minas,0,0,0,0,5,30,120,0,2850,6000,6000,1140,97,0,5,0,4005,347,0,0,0,0
3159704,Santa Rosa da Serra,Triângulo Mineiro/Alto Paranaíba,0,0,374,0,0,0,0,0,0,4340,4340,1880,122,0,0,0,963,0,0,0,0,5
3159803,Santa Vitória,Triângulo Mineiro/Alto Paranaíba,0,0,0,2100,19,0,100,0,0,0,0,3500000,0,0,0,0,7190,2665,2604,0,0,0
3159902,Santo Antônio do Amparo,Oeste de Minas,0,0,0,0,0,0,0,0,0,8917,8917,770,70,0,144,0,4680,0,0,0,0,0
3160009,Santo Antônio do Aventureiro,Zona da Mata,0,0,0,0,35,0,56,0,0,5,0,390,5,0,60,12,10,0,0,80,0,0
3160108,Santo Antônio do Grama,Zona da Mata,0,0,0,2,0,0,0,0,0,150,150,23970,3,0,0,0,70,0,0,390,0,0
3160207,Santo Antônio do Itambé,Metropolitana de Belo Horizonte,0,0,0,0,0,0,22,0,0,0,0,600,27,0,0,0,405,0,0,0,0,0
3160306,Santo Antônio do Jacinto,Jequitinhonha,0,0,0,0,0,0,7,0,0,0,0,1800,62,0,0,0,36,0,0,0,0,0
3160405,Santo Antônio do Monte,Oeste de Minas,0,0,0,2,0,0,35,0,0,13,13,9600,37,0,0,0,1092,0,11,41,0,0
3160454,Santo Antônio do Retiro,Norte de Minas,0,18,3,0,34,0,910,10,0,28,28,5200,193,0,100,11,125,0,0,59,0,0
3160504,Santo Antônio do Rio Abaixo,Metropolitana de Belo Horizonte,0,0,0,0,0,0,10,0,0,0,0,4300,1,0,0,0,13,0,0,0,0,0
3160603,Santo Hipólito,Central Mineira,0,0,0,0,0,0,0,0,0,0,0,817,4,0,0,12,638,0,48,0,0,0
3160702,Santos Dumont,Zona da Mata,0,0,0,0,0,0,220,0,0,0,0,1980,19,0,0,0,506,0,0,30,0,0
3160801,São Bento Abade,Sul/Sudoeste de Minas,0,0,0,0,0,85,0,0,1200,1520,1520,0,714,0,0,16,6669,3230,0,0,1471,0
3160900,São Brás do Suaçuí,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,126,0,0,0,0,0
3160959,São Domingos das Dores,Vale do Rio Doce,0,0,0,0,0,0,1080,0,0,3150,3150,0,135,0,30,24,315,0,0,270,0,0
3161007,São Domingos do Prata,Metropolitana de Belo Horizonte,0,15,0,0,0,0,133,0,0,72,72,10600,64,0,6,0,237,0,0,82,0,0
3161056,São Félix de Minas,Vale do Rio Doce,0,0,0,0,0,0,135,0,0,17,0,2535,15,0,8,0,36,0,0,0,0,0
3161106,São Francisco,Norte de Minas,0,0,10,0,16,0,9300,0,0,0,0,18600,87,0,8,6,590,0,18,0,0,0
3161205,São Francisco de Paula,Oeste de Minas,0,0,60,0,0,0,0,0,0,4992,4992,2400,546,0,720,0,6480,129,0,0,0,12
3161304,São Francisco de Sales,Triângulo Mineiro/Alto Paranaíba,40,11600,0,0,0,0,0,0,0,0,0,1157120,0,0,0,0,2880,5110,0,0,0,0
3161403,São Francisco do Glória,Zona da Mata,0,0,0,0,0,0,0,0,0,1000,1000,50,4,0,0,0,47,0,0,0,0,0
3161502,São Geraldo,Zona da Mata,0,0,0,0,0,0,235,0,0,340,340,1100,190,0,210,0,468,0,0,752,0,0
3161601,São Geraldo da Piedade,Vale do Rio Doce,0,0,0,0,0,0,620,0,0,0,0,2900,12,0,0,0,43,0,0,0,0,0
3161650,São Geraldo do Baixio,Vale do Rio Doce,0,0,0,0,24,0,7,0,0,0,0,3100,4,0,0,0,75,0,13,0,0,0
3161700,São Gonçalo do Abaeté,Noroeste de Minas,0,180,0,0,0,0,360,0,0,60,60,10800,2418,0,0,50,22344,12064,0,12000,1480,0
3161809,São Gonçalo do Pará,Oeste de Minas,0,0,0,0,0,0,0,3,0,0,0,3750,3,0,4,0,120,0,0,0,0,0
3161908,São Gonçalo do Rio Abaixo,Metropolitana de Belo Horizonte,0,0,0,0,0,0,518,0,0,4,4,17710,4,0,10,0,76,0,0,0,0,0
3162005,São Gonçalo do Sapucaí,Sul/Sudoeste de Minas,5,0,0,0,0,873,97,96,7570,6900,6900,48,850,0,170,0,28083,9574,0,3100,2115,1182
3162104,São Gotardo,Triângulo Mineiro/Alto Paranaíba,867,0,5576,0,0,1588,116,130,5080,2300,2300,7800,940,0,0,40,13646,6593,0,270,5603,0
3162203,São João Batista do Glória,Sul/Sudoeste de Minas,0,0,0,0,0,0,105,0,0,490,490,55600,3416,0,0,18,35488,17052,2886,0,781,6
3162252,São João da Lagoa,Norte de Minas,0,0,0,1,18,0,20,0,0,0,0,3250,55,0,7,0,1600,0,100,50,0,0
3162302,São João da Mata,Sul/Sudoeste de Minas,0,0,0,0,3,0,1700,1500,1894,1253,1253,1600,48,0,0,0,4010,0,0,660,0,0
3162401,São João da Ponte,Norte de Minas,0,0,9,1,7,0,967,0,0,0,0,6000,102,0,3,0,1260,0,196,0,0,0
3162450,São João das Missões,Norte de Minas,0,0,0,0,8,0,14,4,0,0,0,1360,343,2,0,0,648,0,0,0,0,0
3162500,São João del Rei,Campo das Vertentes,40,0,0,0,12,883,0,5,1050,348,348,1640,9444,0,3360,0,56493,15312,0,100,9106,0
3162559,São João do Manhuaçu,Zona da Mata,0,0,0,0,0,0,0,0,0,7730,7730,0,102,0,7,0,736,0,0,396,0,0
3162575,São João do Manteninha,Vale do Rio Doce,0,0,0,0,1,0,5,0,0,54,26,310,1,0,0,0,5,0,0,0,0,0
3162609,São João do Oriente,Vale do Rio Doce,0,0,0,0,42,0,13,0,24,0,0,0,3,0,0,39,27,0,0,70,0,0
3162658,São João do Pacuí,Norte de Minas,0,0,0,1,1,0,6,0,0,0,0,3900,44,0,6,0,540,0,165,0,0,0
3162708,São João do Paraíso,Norte de Minas,0,8,3,0,51,0,105,3,0,133,130,93640,318,0,33,0,276,0,0,0,0,0
3162807,São João Evangelista,Vale do Rio Doce,0,0,0,0,0,0,220,0,0,0,0,9100,120,0,0,0,318,0,0,0,0,0
3162906,São João Nepomuceno,Zona da Mata,0,0,0,0,10,0,476,0,0,0,0,4180,4,0,21,0,226,0,0,0,0,0
3162922,São Joaquim de Bicas,Metropolitana de Belo Horizonte,8,0,0,0,0,0,540,0,0,0,0,30,1,0,0,0,7,0,0,360,0,0
3162948,São José da Barra,Sul/Sudoeste de Minas,0,0,0,0,45,0,42,0,0,4590,4590,33200,50,0,0,0,15225,5625,60,0,0,0
3162955,São José da Lapa,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0
3163003,São José da Safira,Vale do Rio Doce,0,0,0,0,0,0,30,0,0,0,0,0,5,0,0,0,140,0,0,0,0,0
3163102,São José da Varginha,Metropolitana de Belo Horizonte,0,0,0,0,0,0,340,0,0,0,0,0,1,0,0,0,189,0,0,5500,0,0
3163201,São José do Alegre,Sul/Sudoeste de Minas,0,0,0,0,0,0,341,0,270,220,220,930,7,0,80,0,160,0,0,0,0,0
3163300,São José do Divino,Vale do Rio Doce,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,120,0,2,0,0,0,0,0
3163409,São José do Goiabal,Metropolitana de Belo Horizonte,0,0,0,0,0,0,15,0,0,2,2,77378,19,0,18,0,300,0,0,0,0,0
3163508,São José do Jacuri,Vale do Rio Doce,0,0,0,1,1,0,73,0,0,2,0,570,81,0,0,0,550,0,0,300,0,0
3163607,São José do Mantimento,Zona da Mata,0,0,0,0,8,0,0,0,0,834,672,960,16,0,0,0,130,0,0,0,0,0
3163706,São Lourenço,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,0,55,55,0,0,0,0,0,8,0,0,0,0,0
3163805,São Miguel do Anta,Zona da Mata,0,0,0,0,0,0,105,0,0,1561,1561,960,207,0,0,0,3510,0,0,500,0,0
3163904,São Pedro da União,Sul/Sudoeste de Minas,1770,0,0,0,11,0,0,0,0,6780,6780,0,200,0,195,0,7968,6270,0,0,1760,0
3164001,São Pedro dos Ferros,Zona da Mata,0,0,0,0,0,0,33,0,0,0,0,258600,8,0,5,0,56,0,0,0,0,0
3164100,São Pedro do Suaçuí,Vale do Rio Doce,0,0,0,0,4,0,0,0,0,2,0,520,61,0,0,0,805,0,0,0,0,0
3164209,São Romão,Norte de Minas,0,0,0,0,24,0,0,0,0,0,0,2280,2360,0,0,0,34488,4176,0,0,0,0
3164308,São Roque de Minas,Oeste de Minas,300,0,0,0,0,0,30,0,1500,8249,8249,1800,510,0,0,0,11184,6124,70,0,0,0
3164407,São Sebastião da Bela Vista,Sul/Sudoeste de Minas,0,0,0,0,400,5,0,0,2039,1353,1353,378,392,0,0,0,5880,972,0,0,0,0
3164431,São Sebastião da Vargem Alegre,Zona da Mata,0,0,0,0,0,0,96,0,0,1133,1133,0,24,0,0,0,40,0,0,80,0,2
3164472,São Sebastião do Anta,Vale do Rio Doce,0,0,0,0,0,0,1860,0,0,5050,5050,60,159,0,0,0,357,0,0,35,0,0
3164506,São Sebastião do Maranhão,Vale do Rio Doce,0,0,0,1,3,0,200,0,0,59,36,6600,154,0,0,0,940,0,0,0,0,0
3164605,São Sebastião do Oeste,Oeste de Minas,0,0,0,0,0,0,0,0,0,0,0,700,11,0,0,0,770,0,0,0,0,0
3164704,São Sebastião do Paraíso,Sul/Sudoeste de Minas,705,0,0,0,6,0,301,13,0,20320,20320,480000,140,0,28200,8,7524,2074,1225,10400,0,0
3164803,São Sebastião do Rio Preto,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,0,0,51,9,0,0,0,34,0,0,0,0,0
3164902,São Sebastião do Rio Verde,Sul/Sudoeste de Minas,0,0,0,0,36,0,0,0,0,0,0,0,87,0,0,0,1420,0,0,0,0,0
3165008,São Tiago,Campo das Vertentes,0,0,0,0,2,0,30,0,0,520,520,2736,129,0,0,0,1556,0,0,0,0,0
3165107,São Tomás de Aquino,Sul/Sudoeste de Minas,1000,0,0,0,1,0,13,0,0,10400,10400,180000,33,0,0,0,518,60,0,30,0,0
3165206,São Thomé das Letras,Sul/Sudoeste de Minas,0,0,0,0,3,0,26,0,0,1030,1030,63,20,0,0,0,3650,132,0,0,0,0
3165305,São Vicente de Minas,Sul/Sudoeste de Minas,0,0,0,0,1,0,10,0,32,0,0,730,855,0,475,180,13122,4880,0,110,1493,0
3165404,Sapucaí-Mirim,Sul/Sudoeste de Minas,0,0,0,0,0,0,24,0,0,0,0,0,7,0,0,0,30,0,0,159,0,0
3165503,Sardoá,Vale do Rio Doce,0,0,0,4,0,0,50,0,0,16,16,248,105,0,0,0,178,0,0,0,0,0
3165537,Sarzedo,Metropolitana de Belo Horizonte,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,160,0,0,0,0,0
3165552,Setubinha,Vale do Mucuri,0,15,0,5,5,0,110,0,0,550,545,2100,131,0,5,10,694,0,0,23,0,0
3165560,Sem-Peixe,Zona da Mata,0,0,0,0,0,0,10,0,0,0,0,15936,26,0,0,0,124,0,0,0,0,0
3165578,Senador Amaral,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,6025,0,0,0,5,0,0,0,792,0,0,0,0,4
3165602,Senador Cortes,Zona da Mata,0,0,0,0,0,0,62,0,0,0,0,1512,48,0,0,0,0,0,0,0,0,0
3165701,Senador Firmino,Zona da Mata,0,0,4,0,0,0,7,0,0,76,76,3570,81,0,0,0,638,0,0,0,0,0
3165800,Senador José Bento,Sul/Sudoeste de Minas,0,0,0,0,0,0,189,0,750,663,663,0,96,0,0,0,648,0,0,0,0,0
3165909,Senador Modestino Gonçalves,Jequitinhonha,0,10,5,2,2,0,10,0,0,48,48,3500,46,0,6,0,505,0,0,0,0,0
3166006,Senhora de Oliveira,Zona da Mata,0,0,0,0,0,0,0,0,0,220,220,5650,68,0,0,0,546,0,0,0,0,0
3166105,Senhora do Porto,Vale do Rio Doce,0,0,0,0,0,0,145,0,0,0,0,1420,12,0,0,0,140,0,0,0,0,0
3166204,Senhora dos Remédios,Campo das Vertentes,0,0,0,0,52,0,225,0,0,48,48,9000,186,0,0,10,1650,0,0,150,0,0
3166303,Sericita,Zona da Mata,0,0,0,0,0,0,60,0,0,3300,3300,300,62,0,0,0,527,0,0,0,0,0
3166402,Seritinga,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,0,0,0,810,3,0,0,0,160,0,0,0,0,0
3166501,Serra Azul de Minas,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,0,4,4,732,22,0,0,0,180,0,0,0,0,0
3166600,Serra da Saudade,Central Mineira,0,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,100,0,0,0,0,0
3166709,Serra dos Aimorés,Vale do Mucuri,0,0,0,0,0,0,0,0,0,0,0,99000,4,0,0,0,3,0,0,0,0,0
3166808,Serra do Salitre,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,0,0,20,600,5890,15040,15040,0,5010,0,1840,75,73750,52056,15444,550,6372,0
3166907,Serrania,Sul/Sudoeste de Minas,0,0,0,0,0,30,0,48,400,5400,5400,97500,945,0,0,0,5400,1755,0,600,0,5
3166956,Serranópolis de Minas,Norte de Minas,0,0,0,0,0,0,0,0,0,7,7,0,85,0,0,0,48,0,13,0,0,0
3167004,Serranos,Sul/Sudoeste de Minas,0,0,0,0,0,0,0,0,0,0,0,940,14,0,0,0,1020,195,0,0,0,0
3167103,Serro,Metropolitana de Belo Horizonte,0,0,0,0,12,0,55,0,0,6,6,2550,61,0,6,0,1285,0,0,0,0,0
3167202,Sete Lagoas,Metropolitana de Belo Horizonte,120,0,0,0,0,0,0,0,0,0,0,1435,19,0,21,0,243,308,60,0,0,0
