uf,nome_uf,nome_meso,micro,nome_micro,mun,cod_mun_c,nome_mun,dist,distrito,nome_distrito
43,Rio Grande do Sul,Metropolitana de Porto Alegre,023,Montenegro,04689,4304689,capela de santana,05,430468905,capela de santana
35,São Paulo,Macro Metropolitana Paulista,046,Sorocaba,10302,3510302,capela do alto,05,351030205,capela do alto
29,Bahia,Nordeste Baiano,016,Serrinha,06857,2906857,capela do alto alegre,05,290685705,capela do alto alegre
31,Minas Gerais,Campo das Vertentes,059,Barbacena,12208,3112208,capela nova,05,311220805,capela nova
43,Rio Grande do Sul,Metropolitana de Porto Alegre,028,Camaquã,03509,4303509,camaquã,22,430350922,capela santo antônio
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,02303,4302303,bom jesus,11,430230311,capela são francisco
43,Rio Grande do Sul,Noroeste Rio-grandense,007,Santo Ângelo,18903,4318903,são luiz gonzaga,14,431890314,capela são paulo
43,Rio Grande do Sul,Metropolitana de Porto Alegre,028,Camaquã,03509,4303509,camaquã,25,430350925,capela velha
31,Minas Gerais,Jequitinhonha,011,Capelinha,12307,3112307,capelinha,05,311230705,capelinha
52,Goiás,Centro Goiano,009,Anicuns,01306,5201306,anicuns,15,520130615,capelinha
31,Minas Gerais,Sul/Sudoeste de Minas,047,Passos,12406,3112406,capetinga,05,311240605,capetinga
25,Paraíba,Mata Paraibana,020,Litoral Norte,04033,2504033,capim,05,250403305,capim
31,Minas Gerais,Metropolitana de Belo Horizonte,027,Sete Lagoas,12505,3112505,capim branco,05,311250505,capim branco
23,Ceará,Norte Cearense,015,Cascavel,10852,2310852,pindoretama,10,231085210,capim de roça
29,Bahia,Centro Norte Baiano,010,Jacobina,06873,2906873,capim grosso,05,290687305,capim grosso
43,Rio Grande do Sul,Noroeste Rio-grandense,010,Passo Fundo,12138,4312138,mato castelhano,10,431213810,capingui
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,017,Ituiutaba,12604,3112604,capinópolis,05,311260405,capinópolis
42,Santa Catarina,Oeste Catarinense,004,Joaçaba,03907,4203907,capinzal,05,420390705,capinzal
43,Rio Grande do Sul,Noroeste Rio-grandense,003,Frederico Westphalen,05801,4305801,constantina,07,430580107,capinzal
21,Maranhão,Leste Maranhense,015,Codó,02754,2102754,capinzal do norte,05,210275405,capinzal do norte
23,Ceará,Norte Cearense,013,Baturité,02909,2302909,capistrano,05,230290905,capistrano
31,Minas Gerais,Norte de Minas,003,Januária,42700,3142700,montalvânia,30,314270030,capitania
43,Rio Grande do Sul,Centro Oriental Rio-grandense,021,Lajeado-Estrela,04697,4304697,capitão,05,430469705,capitão
31,Minas Gerais,Vale do Rio Doce,037,Governador Valadares,12653,3112653,capitão andrade,05,311265305,capitão andrade
22,Piauí,Centro-Norte Piauiense,004,Campo Maior,02406,2202406,capitão de campos,05,220240605,capitão de campos
31,Minas Gerais,Norte de Minas,007,Montes Claros,12703,3112703,capitão enéas,05,311270305,capitão enéas
22,Piauí,Sudeste Piauiense,015,Alto Médio Canindé,02455,2202455,capitão gervásio oliveira,05,220245505,capitão gervásio oliveira
41,Paraná,Oeste Paranaense,023,Cascavel,04600,4104600,capitão leônidas marques,05,410460005,capitão leônidas marques
23,Ceará,Sertões Cearenses,021,Sertão de Senador Pompeu,10506,2310506,pedra branca,07,231050607,capitão mor
43,Rio Grande do Sul,Sudeste Rio-grandense,032,Serras de Sudeste,06908,4306908,encruzilhada do sul,09,430690809,capitão noronha
23,Ceará,Norte Cearense,012,Canindé,02800,2302800,canindé,13,230280013,capitão pedro sampaio
15,Pará,Nordeste Paraense,013,Guamá,02301,1502301,capitão poço,05,150230105,capitão poço
31,Minas Gerais,Sul/Sudoeste de Minas,047,Passos,12802,3112802,capitólio,05,311280205,capitólio
43,Rio Grande do Sul,Noroeste Rio-grandense,003,Frederico Westphalen,07302,4307302,erval seco,12,430730212,capivara
35,São Paulo,Piracicaba,028,Piracicaba,10401,3510401,capivari,05,351040105,capivari
35,São Paulo,Ribeirão Preto,011,Ituverava,24105,3524105,ituverava,10,352410510,capivari da mata
42,Santa Catarina,Sul Catarinense,018,Tubarão,03956,4203956,capivari de baixo,05,420395605,capivari de baixo
43,Rio Grande do Sul,Metropolitana de Porto Alegre,027,Osório,04671,4304671,capivari do sul,05,430467105,capivari do sul
12,Acre,Vale do Acre,004,Rio Branco,00179,1200179,capixaba,05,120017905,capixaba
43,Rio Grande do Sul,Noroeste Rio-grandense,004,Erechim,07005,4307005,erechim,10,430700510,capo-erê
31,Minas Gerais,Metropolitana de Belo Horizonte,029,Pará de Minas,45802,3145802,onça de pitangui,10,314580210,capoeira grande
26,Pernambuco,Agreste Pernambucano,008,Vale do Ipojuca,03801,2603801,capoeiras,05,260380105,capoeiras
23,Ceará,Norte Cearense,015,Cascavel,03501,2303501,cascavel,10,230350110,caponga
23,Ceará,Metropolitana de Fortaleza,016,Fortaleza,01000,2301000,aquiraz,08,230100008,caponga da bernarda
23,Ceará,Norte Cearense,015,Cascavel,10852,2310852,pindoretama,15,231085215,caponguinha
35,São Paulo,Assis,040,Ourinhos,46405,3546405,santa cruz do rio pardo,10,354640510,caporanga
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,47809,3547809,santo andré,08,354780908,capuava
31,Minas Gerais,Zona da Mata,061,Manhuaçu,12901,3112901,caputira,05,311290105,caputira
43,Rio Grande do Sul,Metropolitana de Porto Alegre,027,Osório,04713,4304713,caraá,05,430471305,caraá
33,Rio de Janeiro,Noroeste Fluminense,001,Itaperuna,00605,3300605,bom jesus do itabapoana,15,330060515,carabuçu
23,Ceará,Noroeste Cearense,005,Sobral,12908,2312908,sobral,25,231290825,caracará
14,Roraima,Sul de Roraima,003,Caracaraí,00209,1400209,caracaraí,05,140020905,caracaraí
22,Piauí,Sudoeste Piauiense,011,São Raimundo Nonato,02505,2202505,caracol,05,220250505,caracol
50,Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,009,Bodoquena,02803,5002803,caracol,05,500280305,caracol
29,Bahia,Centro Sul Baiano,023,Seabra,18605,2918605,jussiape,10,291860510,caraguataí
35,São Paulo,Vale do Paraíba Paulista,054,Caraguatatuba,10500,3510500,caraguatatuba,05,351050005,caraguatatuba
31,Minas Gerais,Jequitinhonha,012,Araçuaí,13008,3113008,caraí,05,311300805,caraí
42,Santa Catarina,Oeste Catarinense,005,Concórdia,17501,4217501,seara,15,421750115,caraíba
52,Goiás,Sul Goiano,016,Pires do Rio,22005,5222005,vianópolis,10,522200510,caraíba
21,Maranhão,Leste Maranhense,018,Chapadas do Alto Itapecuru,10906,2110906,são francisco do maranhão,10,211090610,caraíba do norte
26,Pernambuco,São Francisco Pernambucano,005,Petrolina,12604,2612604,santa maria da boa vista,08,261260408,caraíbas
29,Bahia,Centro Sul Baiano,027,Brumado,06899,2906899,caraíbas,05,290689905,caraíbas
26,Pernambuco,São Francisco Pernambucano,006,Itaparica,14808,2614808,tacaratu,10,261480810,caraibeiras
29,Bahia,Centro Sul Baiano,023,Seabra,08804,2908804,contendas do sincorá,10,290880410,caraibuna
29,Bahia,Metropolitana de Salvador,020,Santo Antônio de Jesus,29107,2929107,são felipe,10,292910710,caraípe
29,Bahia,Sul Baiano,032,Porto Seguro,25303,2925303,porto seguro,10,292530310,caraíva
41,Paraná,Oeste Paranaense,022,Toledo,12751,4112751,jesuítas,10,411275110,carajá
43,Rio Grande do Sul,Sudeste Rio-grandense,032,Serras de Sudeste,02808,4302808,caçapava do sul,15,430280815,carajá seival
41,Paraná,Centro Oriental Paranaense,021,Ponta Grossa,04659,4104659,carambeí,05,410465905,carambeí
51,Mato Grosso,Centro-Sul Mato-grossense,018,Alto Pantanal,02504,5102504,cáceres,15,510250415,caramujo
31,Minas Gerais,Campo das Vertentes,059,Barbacena,13107,3113107,caranaíba,05,311310705,caranaíba
31,Minas Gerais,Campo das Vertentes,059,Barbacena,13206,3113206,carandaí,05,311320605,carandaí
31,Minas Gerais,Zona da Mata,063,Muriaé,13305,3113305,carangola,05,311330505,carangola
15,Pará,Nordeste Paraense,011,Cametá,02103,1502103,cametá,10,150210310,carapajó
16,Amapá,Sul do Amapá,003,Macapá,00303,1600303,macapá,11,160030311,carapanantuba
15,Pará,Metropolitana de Belém,008,Castanhal,06500,1506500,santa izabel do pará,15,150650015,caraparu
33,Rio de Janeiro,Norte Fluminense,004,Macaé,00936,3300936,carapebus,05,330093605,carapebus
35,São Paulo,Metropolitana de São Paulo,057,Osasco,10609,3510609,carapicuíba,05,351060905,carapicuíba
32,Espírito Santo,Central Espírito-santense,009,Vitória,05002,3205002,serra,15,320500215,carapina
26,Pernambuco,Agreste Pernambucano,008,Vale do Ipojuca,04106,2604106,caruaru,10,260410610,carapotós
15,Pará,Nordeste Paraense,010,Bragantina,01709,1501709,bragança,15,150170915,caratateua
31,Minas Gerais,Vale do Rio Doce,040,Caratinga,13404,3113404,caratinga,05,311340405,caratinga
41,Paraná,Centro Oriental Paranaense,020,Jaguariaíva,01606,4101606,arapoti,15,410160615,caratuva
13,Amazonas,Sudoeste Amazonense,004,Juruá,01001,1301001,carauari,05,130100105,carauari
24,Rio Grande do Norte,Oeste Potiguar,002,Chapada do Apodi,02303,2402303,caraúbas,05,240230305,caraúbas
25,Paraíba,Borborema,011,Cariri Oriental,04074,2504074,caraúbas,05,250407405,caraúbas
22,Piauí,Norte Piauiense,002,Litoral Piauiense,02539,2202539,caraúbas do piauí,05,220253905,caraúbas do piauí
51,Mato Grosso,Norte Mato-grossense,006,Alto Teles Pires,07925,5107925,sorriso,15,510792515,caravágio
29,Bahia,Sul Baiano,032,Porto Seguro,06907,2906907,caravelas,05,290690705,caravelas
43,Rio Grande do Sul,Noroeste Rio-grandense,009,Carazinho,04705,4304705,carazinho,05,430470505,carazinho
41,Paraná,Noroeste Paranaense,002,Umuarama,14708,4114708,maria helena,10,411470810,carbonera
31,Minas Gerais,Jequitinhonha,011,Capelinha,13503,3113503,carbonita,05,311350305,carbonita
35,São Paulo,Campinas,032,Campinas,14908,3514908,elias fausto,10,351490810,cardeal
29,Bahia,Nordeste Baiano,018,Entre Rios,07004,2907004,cardeal da silva,05,290700405,cardeal da silva
25,Paraíba,Sertão Paraibano,006,Itaporanga,04405,2504405,conceição,10,250440510,cardoso
35,São Paulo,São José do Rio Preto,003,Votuporanga,10708,3510708,cardoso,05,351070805,cardoso
33,Rio de Janeiro,Norte Fluminense,003,Campos dos Goytacazes,01157,3301157,cardoso moreira,05,330115705,cardoso moreira
31,Minas Gerais,Sul/Sudoeste de Minas,053,Santa Rita do Sapucaí,13602,3113602,careaçu,05,311360205,careaçu
13,Amazonas,Centro Amazonense,007,Manaus,01100,1301100,careiro,05,130110005,careiro
13,Amazonas,Centro Amazonense,007,Manaus,01159,1301159,careiro da várzea,05,130115905,careiro da várzea
32,Espírito Santo,Central Espírito-santense,009,Vitória,01308,3201308,cariacica,05,320130805,cariacica
26,Pernambuco,Mata Pernambucana,013,Mata Setentrional Pernambucana,07653,2607653,itambé,10,260765310,caricé
23,Ceará,Norte Cearense,012,Canindé,03006,2303006,caridade,05,230300605,caridade
22,Piauí,Sudeste Piauiense,015,Alto Médio Canindé,02554,2202554,caridade do piauí,05,220255405,caridade do piauí
26,Pernambuco,Mata Pernambucana,015,Mata Meridional Pernambucana,01409,2601409,barreiros,10,260140910,carimã
29,Bahia,Vale São-Franciscano da Bahia,007,Bom Jesus da Lapa,07103,2907103,carinhanha,05,290710305,carinhanha
31,Minas Gerais,Metropolitana de Belo Horizonte,029,Pará de Minas,47105,3147105,pará de minas,15,314710515,carioca
29,Bahia,Extremo Oeste Baiano,001,Barreiras,26202,2926202,riachão das neves,10,292620210,cariparé
15,Pará,Nordeste Paraense,010,Bragantina,03200,1503200,igarapé-açu,10,150320010,caripi
28,Sergipe,Sertão Sergipano,002,Carira,01405,2801405,carira,05,280140505,carira
23,Ceará,Noroeste Cearense,005,Sobral,03105,2303105,cariré,05,230310505,cariré
17,Tocantins,Ocidental do Tocantins,005,Gurupi,03867,1703867,cariri do tocantins,05,170386705,cariri do tocantins
23,Ceará,Sul Cearense,030,Caririaçu,03204,2303204,caririaçu,05,230320405,caririaçu
26,Pernambuco,Sertão Pernambucano,001,Araripina,14303,2614303,moreilândia,10,261430310,caririmirim
23,Ceará,Centro-Sul Cearense,027,Várzea Alegre,03303,2303303,cariús,05,230330305,cariús
23,Ceará,Sul Cearense,030,Caririaçu,04301,2304301,farias brito,10,230430110,cariutaba
52,Goiás,Sul Goiano,014,Vale do Rio dos Bois,09952,5209952,indiara,10,520995210,carlândia
51,Mato Grosso,Norte Mato-grossense,002,Alta Floresta,02793,5102793,carlinda,05,510279305,carlinda
41,Paraná,Norte Pioneiro Paranaense,018,Wenceslau Braz,04709,4104709,carlópolis,05,410470905,carlópolis
31,Minas Gerais,Zona da Mata,065,Juiz de Fora,62906,3162906,são joão nepomuceno,10,316290610,carlos alves
43,Rio Grande do Sul,Nordeste Rio-grandense,016,Caxias do Sul,04804,4304804,carlos barbosa,05,430480405,carlos barbosa
31,Minas Gerais,Vale do Mucuri,016,Nanuque,13701,3113701,carlos chagas,05,311370105,carlos chagas
43,Rio Grande do Sul,Noroeste Rio-grandense,004,Erechim,04853,4304853,carlos gomes,05,430485305,carlos gomes
23,Ceará,Sul Cearense,029,Chapada do Araripe,02701,2302701,campos sales,15,230270115,carmelópolis
31,Minas Gerais,Vale do Rio Doce,035,Guanhães,13800,3113800,carmésia,05,311380005,carmésia
33,Rio de Janeiro,Centro Fluminense,006,Cantagalo-Cordeiro,01207,3301207,carmo,05,330120705,carmo
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,12377,4312377,monte alegre dos campos,15,431237715,carmo
31,Minas Gerais,Sul/Sudoeste de Minas,050,Varginha,13909,3113909,carmo da cachoeira,05,311390905,carmo da cachoeira
31,Minas Gerais,Oeste de Minas,046,Oliveira,14006,3114006,carmo da mata,05,311400605,carmo da mata
31,Minas Gerais,Sul/Sudoeste de Minas,054,São Lourenço,14105,3114105,carmo de minas,05,311410505,carmo de minas
31,Minas Gerais,Oeste de Minas,043,Divinópolis,14204,3114204,carmo do cajuru,05,311420405,carmo do cajuru
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,020,Patos de Minas,14303,3114303,carmo do paranaíba,05,311430305,carmo do paranaíba
31,Minas Gerais,Sul/Sudoeste de Minas,049,Alfenas,14402,3114402,carmo do rio claro,05,311440205,carmo do rio claro
52,Goiás,Centro Goiano,006,Ceres,05000,5205000,carmo do rio verde,05,520500005,carmo do rio verde
17,Tocantins,Ocidental do Tocantins,002,Araguaína,03883,1703883,carmolândia,05,170388305,carmolândia
28,Sergipe,Leste Sergipano,010,Baixo Cotinguiba,01504,2801504,carmópolis,05,280150405,carmópolis
31,Minas Gerais,Oeste de Minas,046,Oliveira,14501,3114501,carmópolis de minas,05,311450105,carmópolis de minas
26,Pernambuco,Sertão Pernambucano,003,Pajeú,03900,2603900,carnaíba,05,260390005,carnaíba
29,Bahia,Centro Norte Baiano,008,Senhor do Bonfim,24603,2924603,pindobaçu,15,292460315,carnaíba de baixo
29,Bahia,Vale São-Franciscano da Bahia,004,Juazeiro,18407,2918407,juazeiro,10,291840710,carnaíba do sertão
23,Ceará,Sul Cearense,033,Brejo Santo,07205,2307205,jati,15,230720515,carnaúba
24,Rio Grande do Norte,Central Potiguar,012,Seridó Oriental,02402,2402402,carnaúba dos dantas,05,240240205,carnaúba dos dantas
24,Rio Grande do Norte,Oeste Potiguar,004,Vale do Açu,02501,2402501,carnaubais,05,240250105,carnaubais
23,Ceará,Noroeste Cearense,002,Ibiapaba,03402,2303402,carnaubal,05,230340205,carnaubal
23,Ceará,Sertões Cearenses,021,Sertão de Senador Pompeu,08500,2308500,mombaça,20,230850020,carnaúbas
26,Pernambuco,São Francisco Pernambucano,006,Itaparica,03926,2603926,carnaubeira da penha,05,260392605,carnaubeira da penha
23,Ceará,Sertões Cearenses,021,Sertão de Senador Pompeu,08351,2308351,milhã,10,230835110,carnaubinha
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,021,Frutal,14550,3114550,carneirinho,05,311455005,carneirinho
26,Pernambuco,Agreste Pernambucano,007,Vale do Ipanema,02803,2602803,buíque,10,260280310,carneiro
27,Alagoas,Sertão Alagoano,003,Santana do Ipanema,01803,2701803,carneiros,05,270180305,carneiros
29,Bahia,Metropolitana de Salvador,021,Salvador,06501,2906501,candeias,15,290650115,caroba
14,Roraima,Sul de Roraima,004,Sudeste de Roraima,00233,1400233,caroebe,05,140023305,caroebe
21,Maranhão,Sul Maranhense,019,Porto Franco,02804,2102804,carolina,05,210280405,carolina
26,Pernambuco,Mata Pernambucana,013,Mata Setentrional Pernambucana,04007,2604007,carpina,05,260400705,carpina
23,Ceará,Noroeste Cearense,005,Sobral,09003,2309003,mucambo,10,230900310,carqueijo
31,Minas Gerais,Campo das Vertentes,057,Lavras,14600,3114600,carrancas,05,311460005,carrancas
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,20,355030820,carrão
25,Paraíba,Sertão Paraibano,002,Cajazeiras,04108,2504108,carrapateira,05,250410805,carrapateira
23,Ceará,Sertões Cearenses,020,Sertão de Inhamuns,13302,2313302,tauá,15,231330215,carrapateiras
29,Bahia,Centro Norte Baiano,008,Senhor do Bonfim,30105,2930105,senhor do bonfim,15,293010515,carrapichel
17,Tocantins,Ocidental do Tocantins,001,Bico do Papagaio,03891,1703891,carrasco bonito,05,170389105,carrasco bonito
15,Pará,Marajó,004,Portel,03101,1503101,gurupá,10,150310110,carrazedo
17,Tocantins,Oriental do Tocantins,007,Jalapão,09005,1709005,goiatins,10,170900510,cartucho
26,Pernambuco,Agreste Pernambucano,008,Vale do Ipojuca,04106,2604106,caruaru,05,260410605,caruaru
23,Ceará,Noroeste Cearense,002,Ibiapaba,13401,2313401,tianguá,15,231340115,caruataí
50,Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,010,Dourados,04502,5004502,itaporã,10,500450210,carumbé
21,Maranhão,Oeste Maranhense,007,Gurupi,02903,2102903,carutapera,05,210290305,carutapera
23,Ceará,Sertões Cearenses,018,Sertão de Cratéus,13203,2313203,tamboril,15,231320315,carvalho
31,Minas Gerais,Metropolitana de Belo Horizonte,030,Belo Horizonte,56700,3156700,sabará,10,315670010,carvalho de brito
31,Minas Gerais,Sul/Sudoeste de Minas,049,Alfenas,14709,3114709,carvalhópolis,05,311470905,carvalhópolis
31,Minas Gerais,Sul/Sudoeste de Minas,055,Andrelândia,14808,3114808,carvalhos,05,311480805,carvalhos
16,Amapá,Sul do Amapá,004,Mazagão,00402,1600402,mazagão,08,160040208,carvão
23,Ceará,Noroeste Cearense,001,Litoral de Camocim e Acaraú,06553,2306553,itarema,15,230655315,carvoeiro
35,São Paulo,Campinas,030,São João da Boa Vista,10807,3510807,casa branca,05,351080705,casa branca
41,Paraná,Noroeste Paranaense,002,Umuarama,28807,4128807,xambrê,10,412880710,casa branca
43,Rio Grande do Sul,Nordeste Rio-grandense,015,Vacaria,02303,4302303,bom jesus,13,430230313,casa branca
15,Pará,Sudeste Paraense,022,Conceição do Araguaia,06583,1506583,santa maria das barreiras,10,150658310,casa de tábua
31,Minas Gerais,Metropolitana de Belo Horizonte,034,Conselheiro Lafaiete,14907,3114907,casa grande,05,311490705,casa grande
29,Bahia,Vale São-Franciscano da Bahia,004,Juazeiro,07202,2907202,casa nova,05,290720205,casa nova
43,Rio Grande do Sul,Metropolitana de Porto Alegre,027,Osório,13656,4313656,palmares do sul,17,431365617,casa velha
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,21,355030821,casa verde
43,Rio Grande do Sul,Noroeste Rio-grandense,010,Passo Fundo,04903,4304903,casca,05,430490305,casca
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,018,Uberlândia,15003,3115003,cascalho rico,05,311500305,cascalho rico
