uf,nome_uf,nome_meso,micro,nome_micro,mun,cod_mun_c,nome_mun,dist,distrito,nome_distrito
42,Santa Catarina,Norte Catarinense,006,Canoinhas,10100,4210100,mafra,05,421010005,mafra
15,Pará,Nordeste Paraense,009,Salgado,04109,1504109,magalhães barata,05,150410905,magalhães barata
21,Maranhão,Leste Maranhense,013,Baixo Parnaíba Maranhense,06300,2106300,magalhães de almeida,05,210630005,magalhães de almeida
35,São Paulo,São José do Rio Preto,006,Auriflama,28304,3528304,magda,05,352830405,magda
33,Rio de Janeiro,Metropolitana do Rio de Janeiro,018,Rio de Janeiro,02502,3302502,magé,05,330250205,magé
43,Rio Grande do Sul,Metropolitana de Porto Alegre,027,Osório,01636,4301636,balneário pinhal,10,430163610,magistério
25,Paraíba,Agreste Paraibano,015,Brejo Paraibano,01500,2501500,bananeiras,10,250150010,maia
15,Pará,Nordeste Paraense,011,Cametá,03309,1503309,igarapé-miri,10,150330910,maiauatá
35,São Paulo,Macro Metropolitana Paulista,046,Sorocaba,50605,3550605,são roque,17,355060517,mailasqui
29,Bahia,Centro Sul Baiano,029,Itapetinga,20007,2920007,maiquinique,05,292000705,maiquinique
41,Paraná,Norte Central Paranaense,006,Astorga,13809,4113809,lupionópolis,10,411380910,mairá
29,Bahia,Centro Norte Baiano,011,Itaberaba,20106,2920106,mairi,05,292010605,mairi
35,São Paulo,Macro Metropolitana Paulista,046,Sorocaba,28403,3528403,mairinque,05,352840305,mairinque
35,São Paulo,Metropolitana de São Paulo,058,Franco da Rocha,28502,3528502,mairiporã,05,352850205,mairiporã
52,Goiás,Sul Goiano,015,Meia Ponte,12600,5212600,mairipotaba,05,521260005,mairipotaba
31,Minas Gerais,Metropolitana de Belo Horizonte,031,Itabira,02308,3102308,alvinópolis,15,310230815,major ezequiel
24,Rio Grande do Norte,Oeste Potiguar,006,Pau dos Ferros,06007,2406007,josé da penha,10,240600710,major felipe
42,Santa Catarina,Grande Florianópolis,015,Tijucas,10209,4210209,major gercino,05,421020905,major gercino
27,Alagoas,Sertão Alagoano,004,Batalha,04401,2704401,major isidoro,05,270440105,major isidoro
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,020,Patos de Minas,48004,3148004,patos de minas,20,314800420,major porto
35,São Paulo,Araçatuba,017,Araçatuba,48054,3548054,santo antônio do aracanguá,10,354805410,major prado
24,Rio Grande do Norte,Oeste Potiguar,005,Serra de São Miguel,07252,2407252,major sales,05,240725205,major sales
23,Ceará,Sertões Cearenses,018,Sertão de Cratéus,09300,2309300,nova russas,25,230930025,major simplício
42,Santa Catarina,Norte Catarinense,006,Canoinhas,10308,4210308,major vieira,05,421030805,major vieira
31,Minas Gerais,Vale do Mucuri,015,Teófilo Otoni,39201,3139201,malacacheta,05,313920105,malacacheta
23,Ceará,Sertões Cearenses,020,Sertão de Inhamuns,11900,2311900,saboeiro,30,231190030,malhada
29,Bahia,Centro Sul Baiano,026,Guanambi,20205,2920205,malhada,05,292020505,malhada
29,Bahia,Centro Sul Baiano,027,Brumado,20304,2920304,malhada de pedras,05,292030405,malhada de pedras
28,Sergipe,Agreste Sergipano,003,Nossa Senhora das Dores,03807,2803807,malhada dos bois,05,280380705,malhada dos bois
23,Ceará,Noroeste Cearense,007,Santa Quitéria,12205,2312205,santa quitéria,30,231220530,malhada grande
29,Bahia,Extremo Oeste Baiano,002,Cotegipe,28406,2928406,santa rita de cássia,15,292840615,malhada grande
28,Sergipe,Agreste Sergipano,004,Agreste de Itabaiana,03906,2803906,malhador,05,280390605,malhador
29,Bahia,Centro Norte Baiano,012,Feira de Santana,14000,2914000,ipirá,25,291400025,malhador
41,Paraná,Sudeste Paranaense,032,Irati,13908,4113908,mallet,05,411390805,mallet
25,Paraíba,Sertão Paraibano,003,Sousa,08802,2508802,malta,05,250880205,malta
25,Paraíba,Mata Paraibana,020,Litoral Norte,08901,2508901,mamanguape,05,250890105,mamanguape
52,Goiás,Leste Goiano,011,Vão do Paranã,12709,5212709,mambaí,05,521270905,mambaí
41,Paraná,Centro Ocidental Paranaense,005,Campo Mourão,14005,4114005,mamborê,05,411400505,mamborê
33,Rio de Janeiro,Sul Fluminense,013,Baía da Ilha Grande,00100,3300100,angra dos reis,25,330010025,mambucaba
31,Minas Gerais,Norte de Minas,004,Janaúba,39250,3139250,mamonas,05,313925005,mamonas
43,Rio Grande do Sul,Metropolitana de Porto Alegre,027,Osório,11734,4311734,mampituba,05,431173405,mampituba
13,Amazonas,Centro Amazonense,007,Manaus,02504,1302504,manacapuru,05,130250405,manacapuru
25,Paraíba,Sertão Paraibano,007,Serra do Teixeira,09008,2509008,manaíra,05,250900805,manaíra
13,Amazonas,Centro Amazonense,007,Manaus,02553,1302553,manaquiri,05,130255305,manaquiri
26,Pernambuco,Sertão Pernambucano,004,Sertão do Moxotó,09154,2609154,manari,05,260915405,manari
13,Amazonas,Centro Amazonense,007,Manaus,02603,1302603,manaus,05,130260305,manaus
43,Rio Grande do Sul,Noroeste Rio-grandense,001,Santa Rosa,21808,4321808,três de maio,20,432180820,manchinha
12,Acre,Vale do Juruá,001,Cruzeiro do Sul,00336,1200336,mâncio lima,05,120033605,mâncio lima
26,Pernambuco,Agreste Pernambucano,008,Vale do Ipojuca,02605,2602605,brejo da madre de deus,20,260260520,mandaçaia
26,Pernambuco,Agreste Pernambucano,008,Vale do Ipojuca,06408,2606408,gravatá,10,260640810,mandacaru
31,Minas Gerais,Norte de Minas,005,Salinas,62708,3162708,são joão do paraíso,25,316270825,mandacaru do paraíso
41,Paraná,Norte Central Paranaense,006,Astorga,14104,4114104,mandaguaçu,05,411410405,mandaguaçu
41,Paraná,Norte Central Paranaense,009,Maringá,14203,4114203,mandaguari,05,411420305,mandaguari
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,51,355030851,mandaqui
41,Paraná,Metropolitana de Curitiba,037,Curitiba,14302,4114302,mandirituba,05,411430205,mandirituba
29,Bahia,Centro Sul Baiano,026,Guanambi,30006,2930006,sebastião laranjeiras,10,293000610,mandiroba
35,São Paulo,Assis,040,Ourinhos,28601,3528601,manduri,05,352860105,manduri
41,Paraná,Sudoeste Paranaense,026,Francisco Beltrão,14351,4114351,manfrinópolis,05,411435105,manfrinópolis
31,Minas Gerais,Norte de Minas,003,Januária,39300,3139300,manga,05,313930005,manga
23,Ceará,Centro-Sul Cearense,028,Lavras da Mangabeira,07502,2307502,lavras da mangabeira,25,230750225,mangabeira
24,Rio Grande do Norte,Leste Potiguar,017,Macaíba,07104,2407104,macaíba,20,240710420,mangabeira
32,Espírito Santo,Central Espírito-santense,008,Santa Teresa,04500,3204500,santa leopoldina,25,320450025,mangaraí
33,Rio de Janeiro,Metropolitana do Rio de Janeiro,017,Itaguaí,02601,3302601,mangaratiba,05,330260105,mangaratiba
35,São Paulo,São José do Rio Preto,004,São José do Rio Preto,33007,3533007,nova granada,15,353300715,mangaratu
29,Bahia,Nordeste Baiano,018,Entre Rios,17904,2917904,jandaíra,20,291790420,mangue seco
43,Rio Grande do Sul,Sudoeste Rio-grandense,030,Campanha Central,16402,4316402,rosário do sul,20,431640220,mangueiras
41,Paraná,Centro-Sul Paranaense,030,Palmas,14401,4114401,mangueirinha,05,411440105,mangueirinha
23,Ceará,Noroeste Cearense,002,Ibiapaba,14102,2314102,viçosa do ceará,17,231410217,manhoso
31,Minas Gerais,Zona da Mata,061,Manhuaçu,39409,3139409,manhuaçu,05,313940905,manhuaçu
31,Minas Gerais,Zona da Mata,061,Manhuaçu,39508,3139508,manhumirim,05,313950805,manhumirim
29,Bahia,Centro Sul Baiano,026,Guanambi,05206,2905206,caetité,25,290520625,maniaçu
23,Ceará,Jaguaribe,022,Litoral de Aracati,05357,2305357,icapuí,15,230535715,manibú
26,Pernambuco,Agreste Pernambucano,008,Vale do Ipojuca,13107,2613107,são caitano,10,261310710,maniçoba
13,Amazonas,Sul Amazonense,013,Madeira,02702,1302702,manicoré,05,130270205,manicoré
33,Rio de Janeiro,Metropolitana do Rio de Janeiro,018,Rio de Janeiro,01900,3301900,itaboraí,18,330190018,manilha
23,Ceará,Sertões Cearenses,019,Sertão de Quixeramobim,11405,2311405,quixeramobim,30,231140530,manituba
33,Rio de Janeiro,Norte Fluminense,003,Campos dos Goytacazes,04755,3304755,são francisco de itabapoana,15,330475515,maniva
23,Ceará,Sertões Cearenses,021,Sertão de Senador Pompeu,08500,2308500,mombaça,27,230850027,manoel correia
22,Piauí,Sudoeste Piauiense,008,Bertolínia,05904,2205904,manoel emídio,05,220590405,manoel emídio
23,Ceará,Metropolitana de Fortaleza,016,Fortaleza,07700,2307700,maranguape,31,230770031,manoel guedes
41,Paraná,Norte Central Paranaense,013,Ivaiporã,14500,4114500,manoel ribas,05,411450005,manoel ribas
33,Rio de Janeiro,Metropolitana do Rio de Janeiro,018,Rio de Janeiro,02700,3302700,maricá,15,330270015,manoel ribeiro
12,Acre,Vale do Acre,003,Sena Madureira,00344,1200344,manoel urbano,05,120034405,manoel urbano
43,Rio Grande do Sul,Sudoeste Rio-grandense,029,Campanha Ocidental,11759,4311759,manoel viana,05,431175905,manoel viana
29,Bahia,Centro Sul Baiano,028,Vitória da Conquista,20403,2920403,manoel vitorino,05,292040305,manoel vitorino
29,Bahia,Extremo Oeste Baiano,002,Cotegipe,20452,2920452,mansidão,05,292045205,mansidão
31,Minas Gerais,Vale do Rio Doce,038,Mantena,39607,3139607,mantena,05,313960705,mantena
32,Espírito Santo,Noroeste Espírito-santense,001,Barra de São Francisco,03304,3203304,mantenópolis,05,320330405,mantenópolis
31,Minas Gerais,Zona da Mata,065,Juiz de Fora,60702,3160702,santos dumont,17,316070217,mantiqueira
31,Minas Gerais,Campo das Vertentes,059,Barbacena,05608,3105608,barbacena,19,310560819,mantiqueira do palmital
33,Rio de Janeiro,Sul Fluminense,012,Barra do Piraí,04508,3304508,rio das flores,15,330450815,manuel duarte
23,Ceará,Jaguaribe,024,Médio Jaguaribe,06900,2306900,jaguaribe,20,230690020,mapuá
43,Rio Grande do Sul,Metropolitana de Porto Alegre,027,Osório,11775,4311775,maquiné,05,431177505,maquiné
31,Minas Gerais,Zona da Mata,065,Juiz de Fora,39805,3139805,mar de espanha,05,313980505,mar de espanha
29,Bahia,Metropolitana de Salvador,021,Salvador,33208,2933208,vera cruz,20,293320820,mar grande
27,Alagoas,Agreste Alagoano,005,Palmeira dos Índios,04906,2704906,mar vermelho,05,270490605,mar vermelho
52,Goiás,Norte Goiano,004,Porangatu,12808,5212808,mara rosa,05,521280805,mara rosa
13,Amazonas,Norte Amazonense,002,Japurá,02801,1302801,maraã,05,130280105,maraã
15,Pará,Sudeste Paraense,020,Marabá,04208,1504208,marabá,05,150420805,marabá
41,Paraná,Noroeste Paranaense,003,Cianorte,27908,4127908,tuneiras do oeste,15,412790815,marabá
35,São Paulo,Presidente Prudente,036,Presidente Prudente,28700,3528700,marabá paulista,05,352870005,marabá paulista
21,Maranhão,Oeste Maranhense,007,Gurupi,06326,2106326,maracaçumé,05,210632605,maracaçumé
35,São Paulo,Assis,039,Assis,28809,3528809,maracaí,05,352880905,maracaí
15,Pará,Sudeste Paraense,016,Tucuruí,05064,1505064,novo repartimento,20,150506420,maracajá
42,Santa Catarina,Sul Catarinense,020,Araranguá,10407,4210407,maracajá,05,421040705,maracajá
50,Mato Grosso do Sul,Sudoeste de Mato Grosso do Sul,010,Dourados,05400,5005400,maracaju,05,500540005,maracaju
15,Pará,Nordeste Paraense,009,Salgado,04307,1504307,maracanã,05,150430705,maracanã
43,Rio Grande do Sul,Metropolitana de Porto Alegre,026,Porto Alegre,09050,4309050,glorinha,15,430905015,maracanã
23,Ceará,Metropolitana de Fortaleza,016,Fortaleza,07650,2307650,maracanaú,05,230765005,maracanaú
29,Bahia,Metropolitana de Salvador,019,Catu,29503,2929503,são sebastião do passé,10,292950310,maracangalha
29,Bahia,Centro Sul Baiano,024,Jequié,20502,2920502,maracás,05,292050205,maracás
27,Alagoas,Leste Alagoano,010,Litoral Norte Alagoano,04500,2704500,maragogi,05,270450005,maragogi
29,Bahia,Metropolitana de Salvador,020,Santo Antônio de Jesus,20601,2920601,maragogipe,05,292060105,maragogipe
29,Bahia,Metropolitana de Salvador,020,Santo Antônio de Jesus,02302,2902302,aratuípe,10,290230210,maragogipinho
26,Pernambuco,Mata Pernambucana,015,Mata Meridional Pernambucana,09204,2609204,maraial,05,260920405,maraial
21,Maranhão,Oeste Maranhense,008,Pindaré,06359,2106359,marajá do sena,05,210635905,marajá do sena
41,Paraná,Oeste Paranaense,023,Cascavel,16703,4116703,nova aurora,07,411670307,marajó
41,Paraná,Oeste Paranaense,024,Foz do Iguaçu,15804,4115804,medianeira,25,411580425,maralúcia
31,Minas Gerais,Jequitinhonha,012,Araçuaí,13008,3113008,caraí,10,311300810,marambainha
33,Rio de Janeiro,Noroeste Fluminense,002,Santo Antônio de Pádua,04706,3304706,santo antônio de pádua,25,330470625,marangatu
23,Ceará,Metropolitana de Fortaleza,016,Fortaleza,07700,2307700,maranguape,05,230770005,maranguape
31,Minas Gerais,Jequitinhonha,012,Araçuaí,13008,3113008,caraí,12,311300812,maranhão
21,Maranhão,Oeste Maranhense,007,Gurupi,06375,2106375,maranhãozinho,05,210637505,maranhãozinho
15,Pará,Nordeste Paraense,009,Salgado,04406,1504406,marapanim,05,150440605,marapanim
35,São Paulo,São José do Rio Preto,008,Novo Horizonte,28858,3528858,marapoama,05,352885805,marapoama
42,Santa Catarina,Oeste Catarinense,004,Joaçaba,17907,4217907,tangará,20,421790720,marari
42,Santa Catarina,Oeste Catarinense,003,Xanxerê,16107,4216107,são domingos,15,421610715,maratá
43,Rio Grande do Sul,Metropolitana de Porto Alegre,023,Montenegro,11791,4311791,maratá,05,431179105,maratá
32,Espírito Santo,Sul Espírito-santense,013,Itapemirim,03320,3203320,marataízes,05,320332005,marataízes
23,Ceará,Sertões Cearenses,021,Sertão de Senador Pompeu,04269,2304269,deputado irapuan pinheiro,20,230426920,maratoã
43,Rio Grande do Sul,Noroeste Rio-grandense,010,Passo Fundo,11809,4311809,marau,05,431180905,marau
29,Bahia,Sul Baiano,030,Valença,20700,2920700,maraú,05,292070005,maraú
23,Ceará,Sertões Cearenses,019,Sertão de Quixeramobim,03931,2303931,choró,20,230393120,maravilha
26,Pernambuco,Sertão Pernambucano,004,Sertão do Moxotó,05103,2605103,custódia,10,260510310,maravilha
27,Alagoas,Sertão Alagoano,003,Santana do Ipanema,04609,2704609,maravilha,05,270460905,maravilha
41,Paraná,Norte Central Paranaense,011,Londrina,13700,4113700,londrina,25,411370025,maravilha
41,Paraná,Sudoeste Paranaense,025,Capanema,21406,4121406,realeza,10,412140610,maravilha
42,Santa Catarina,Oeste Catarinense,002,Chapecó,10506,4210506,maravilha,05,421050605,maravilha
31,Minas Gerais,Metropolitana de Belo Horizonte,027,Sete Lagoas,39706,3139706,maravilhas,05,313970605,maravilhas
25,Paraíba,Mata Paraibana,020,Litoral Norte,09057,2509057,marcação,05,250905705,marcação
51,Mato Grosso,Norte Mato-grossense,007,Sinop,05580,5105580,marcelândia,05,510558005,marcelândia
41,Paraná,Metropolitana de Curitiba,037,Curitiba,25506,4125506,são josé dos pinhais,20,412550620,marcelino
43,Rio Grande do Sul,Noroeste Rio-grandense,004,Erechim,11908,4311908,marcelino ramos,05,431190805,marcelino ramos
24,Rio Grande do Norte,Oeste Potiguar,006,Pau dos Ferros,07302,2407302,marcelino vieira,05,240730205,marcelino vieira
52,Goiás,Sul Goiano,015,Meia Ponte,09101,5209101,goiatuba,07,520910107,marcianópolis
42,Santa Catarina,Norte Catarinense,006,Canoinhas,03808,4203808,canoinhas,20,420380820,marcílio dias
29,Bahia,Centro Sul Baiano,024,Jequié,20809,2920809,marcionílio souza,05,292080905,marcionílio souza
41,Paraná,Sudoeste Paranaense,026,Francisco Beltrão,24400,4124400,santo antônio do sudoeste,15,412440015,marcionópolis
23,Ceará,Noroeste Cearense,001,Litoral de Camocim e Acaraú,07809,2307809,marco,05,230780905,marco
11,Rondônia,Leste Rondoniense,007,Vilhena,00189,1100189,pimenta bueno,15,110018915,marco rondon
22,Piauí,Sudeste Piauiense,015,Alto Médio Canindé,05953,2205953,marcolândia,05,220595305,marcolândia
29,Bahia,Centro Sul Baiano,023,Seabra,26707,2926707,rio de contas,15,292670715,marcolino moura
35,São Paulo,Ribeirão Preto,013,Jaboticabal,31506,3531506,monte azul paulista,10,353150610,marcondésia
43,Rio Grande do Sul,Nordeste Rio-grandense,016,Caxias do Sul,08607,4308607,garibaldi,25,430860725,marcorama
22,Piauí,Sudoeste Piauiense,008,Bertolínia,06001,2206001,marcos parente,05,220600105,marcos parente
42,Santa Catarina,Oeste Catarinense,002,Chapecó,04202,4204202,chapecó,40,420420240,marechal bormann
41,Paraná,Oeste Paranaense,022,Toledo,14609,4114609,marechal cândido rondon,05,411460905,marechal cândido rondon
27,Alagoas,Leste Alagoano,011,Maceió,04708,2704708,marechal deodoro,05,270470805,marechal deodoro
32,Espírito Santo,Central Espírito-santense,007,Afonso Cláudio,03346,3203346,marechal floriano,05,320334605,marechal floriano
51,Mato Grosso,Norte Mato-grossense,004,Parecis,02637,5102637,campo novo do parecis,20,510263720,marechal rondon
12,Acre,Vale do Juruá,001,Cruzeiro do Sul,00351,1200351,marechal thaumaturgo,05,120035105,marechal thaumaturgo
42,Santa Catarina,Oeste Catarinense,003,Xanxerê,10555,4210555,marema,05,421055505,marema
35,São Paulo,Vale do Paraíba Paulista,054,Caraguatatuba,50704,3550704,são sebastião,10,355070410,maresias
41,Paraná,Oeste Paranaense,022,Toledo,14609,4114609,marechal cândido rondon,20,411460920,margarida
25,Paraíba,Mata Paraibana,021,Sapé,09107,2509107,mari,05,250910705,mari
31,Minas Gerais,Sul/Sudoeste de Minas,056,Itajubá,39904,3139904,maria da fé,05,313990405,maria da fé
41,Paraná,Noroeste Paranaense,002,Umuarama,14708,4114708,maria helena,05,411470805,maria helena
29,Bahia,Centro Norte Baiano,012,Feira de Santana,10800,2910800,feira de santana,35,291080035,maria quitéria
43,Rio Grande do Sul,Sudeste Rio-grandense,032,Serras de Sudeste,06908,4306908,encruzilhada do sul,25,430690825,maria santa
41,Paraná,Norte Central Paranaense,009,Maringá,14807,4114807,marialva,05,411480705,marialva
31,Minas Gerais,Metropolitana de Belo Horizonte,033,Ouro Preto,40001,3140001,mariana,05,314000105,mariana
43,Rio Grande do Sul,Metropolitana de Porto Alegre,026,Porto Alegre,11981,4311981,mariana pimentel,05,431198105,mariana pimentel
43,Rio Grande do Sul,Noroeste Rio-grandense,004,Erechim,12005,4312005,mariano moro,05,431200505,mariano moro
21,Maranhão,Centro Maranhense,010,Médio Mearim,08207,2108207,pedreiras,10,210820710,marianópolis
17,Tocantins,Ocidental do Tocantins,003,Miracema do Tocantins,12504,1712504,marianópolis do tocantins,05,171250405,marianópolis do tocantins
43,Rio Grande do Sul,Centro Oriental Rio-grandense,020,Santa Cruz do Sul,22608,4322608,venâncio aires,20,432260820,mariante
35,São Paulo,Presidente Prudente,035,Adamantina,28908,3528908,mariápolis,05,352890805,mariápolis
52,Goiás,Leste Goiano,012,Entorno de Brasília,15603,5215603,padre bernardo,07,521560307,mariápolis e taboquinha
27,Alagoas,Agreste Alagoano,005,Palmeira dos Índios,04807,2704807,maribondo,05,270480705,maribondo
33,Rio de Janeiro,Metropolitana do Rio de Janeiro,018,Rio de Janeiro,02700,3302700,maricá,05,330270005,maricá
29,Bahia,Sul Baiano,030,Valença,32903,2932903,valença,15,293290315,maricoabo
41,Paraná,Metropolitana de Curitiba,036,Lapa,13205,4113205,lapa,15,411320515,mariental
42,Santa Catarina,Oeste Catarinense,001,São Miguel do Oeste,16701,4216701,são josé do cedro,10,421670110,mariflor
31,Minas Gerais,Vale do Rio Doce,037,Governador Valadares,40100,3140100,marilac,05,314010005,marilac
31,Minas Gerais,Oeste de Minas,044,Formiga,33501,3133501,itapecerica,15,313350115,marilândia
32,Espírito Santo,Noroeste Espírito-santense,003,Colatina,03353,3203353,marilândia,05,320335305,marilândia
41,Paraná,Norte Central Paranaense,010,Apucarana,14906,4114906,marilândia do sul,05,411490605,marilândia do sul
41,Paraná,Noroeste Paranaense,001,Paranavaí,15002,4115002,marilena,05,411500205,marilena
35,São Paulo,Marília,038,Marília,29005,3529005,marília,05,352900505,marília
41,Paraná,Centro Ocidental Paranaense,005,Campo Mourão,10805,4110805,iretama,10,411080510,marilu
41,Paraná,Noroeste Paranaense,002,Umuarama,15101,4115101,mariluz,05,411510105,mariluz
41,Paraná,Norte Central Paranaense,009,Maringá,15200,4115200,maringá,05,411520005,maringá
23,Ceará,Norte Cearense,008,Itapipoca,06405,2306405,itapipoca,50,230640550,marinheiros
25,Paraíba,Borborema,011,Cariri Oriental,02508,2502508,boqueirão,30,250250830,marinho
35,São Paulo,São José do Rio Preto,001,Jales,29104,3529104,marinópolis,05,352910405,marinópolis
31,Minas Gerais,Metropolitana de Belo Horizonte,030,Belo Horizonte,40159,3140159,mário campos,05,314015905,mário campos
41,Paraná,Sudoeste Paranaense,027,Pato Branco,15309,4115309,mariópolis,05,411530905,mariópolis
41,Paraná,Oeste Paranaense,022,Toledo,15358,4115358,maripá,05,411535805,maripá
31,Minas Gerais,Zona da Mata,065,Juiz de Fora,40209,3140209,maripá de minas,05,314020905,maripá de minas
29,Bahia,Extremo Oeste Baiano,002,Cotegipe,30907,2930907,tabocas do brejo velho,10,293090710,mariquita
35,São Paulo,Itapetininga,043,Tatuí,26407,3526407,laranjal paulista,15,352640715,maristela
41,Paraná,Noroeste Paranaense,001,Paranavaí,00608,4100608,alto paraná,10,410060810,maristela
31,Minas Gerais,Norte de Minas,005,Salinas,20870,3120870,curral de dentro,20,312087020,maristela de minas
15,Pará,Metropolitana de Belém,007,Belém,04422,1504422,marituba,05,150442205,marituba
41,Paraná,Norte Central Paranaense,013,Ivaiporã,25803,4125803,são pedro do ivaí,10,412580310,mariza
25,Paraíba,Sertão Paraibano,003,Sousa,09156,2509156,marizópolis,05,250915605,marizópolis
31,Minas Gerais,Vale do Rio Doce,039,Ipatinga,40308,3140308,marliéria,05,314030805,marliéria
41,Paraná,Sudoeste Paranaense,025,Capanema,21406,4121406,realeza,15,412140615,marmelândia
41,Paraná,Sudoeste Paranaense,026,Francisco Beltrão,15408,4115408,marmeleiro,05,411540805,marmeleiro
43,Rio Grande do Sul,Noroeste Rio-grandense,005,Sananduva,18606,4318606,são josé do ouro,17,431860617,marmeleiro
31,Minas Gerais,Sul/Sudoeste de Minas,056,Itajubá,40407,3140407,marmelópolis,05,314040705,marmelópolis
42,Santa Catarina,Serrana,009,Curitibanos,02875,4202875,brunópolis,10,420287510,marombas
42,Santa Catarina,Serrana,009,Curitibanos,04806,4204806,curitibanos,13,420480613,marombas bossardi
43,Rio Grande do Sul,Centro Oriental Rio-grandense,021,Lajeado-Estrela,12054,4312054,marques de souza,05,431205405,marques de souza
41,Paraná,Centro-Sul Paranaense,029,Guarapuava,15457,4115457,marquinho,05,411545705,marquinho
23,Ceará,Sertões Cearenses,020,Sertão de Inhamuns,13302,2313302,tauá,25,231330225,marrecas
23,Ceará,Sul Cearense,032,Cariri,07304,2307304,juazeiro do norte,10,230730410,marrocos
23,Ceará,Sertões Cearenses,020,Sertão de Inhamuns,13302,2313302,tauá,30,231330230,marruás
35,São Paulo,Metropolitana de São Paulo,061,São Paulo,50308,3550308,são paulo,52,355030852,marsilac
35,São Paulo,Campinas,031,Mogi Mirim,30805,3530805,mogi mirim,10,353080510,martim francisco
31,Minas Gerais,Triângulo Mineiro/Alto Paranaíba,018,Uberlândia,70206,3170206,uberlândia,15,317020615,martinésia
31,Minas Gerais,Central Mineira,026,Bom Despacho,40506,3140506,martinho campos,05,314050605,martinho campos
35,São Paulo,Campinas,031,Mogi Mirim,30706,3530706,mogi guaçu,15,353070615,martinho prado júnior
23,Ceará,Noroeste Cearense,001,Litoral de Camocim e Acaraú,07908,2307908,martinópole,05,230790805,martinópole
35,São Paulo,Presidente Prudente,036,Presidente Prudente,29203,3529203,martinópolis,05,352920305,martinópolis
41,Paraná,Centro Ocidental Paranaense,005,Campo Mourão,07553,4107553,farol,10,410755310,martinópolis d'oeste
24,Rio Grande do Norte,Oeste Potiguar,007,Umarizal,07401,2407401,martins,05,240740105,martins
31,Minas Gerais,Central Mineira,026,Bom Despacho,37205,3137205,lagoa da prata,15,313720515,martins guimarães
31,Minas Gerais,Zona da Mata,061,Manhuaçu,40530,3140530,martins soares,05,314053005,martins soares
23,Ceará,Noroeste Cearense,002,Ibiapaba,05001,2305001,guaraciaba do norte,22,230500122,martinslândia
15,Pará,Nordeste Paraense,009,Salgado,04406,1504406,marapanim,10,150440610,marudá
28,Sergipe,Leste Sergipano,010,Baixo Cotinguiba,04003,2804003,maruim,05,280400305,maruim
41,Paraná,Norte Central Paranaense,012,Faxinal,15507,4115507,marumbi,05,411550705,marumbi
51,Mato Grosso,Centro-Sul Mato-grossense,016,Rosário Oeste,07701,5107701,rosário oeste,20,510770120,marzagão
52,Goiás,Sul Goiano,015,Meia Ponte,12907,5212907,marzagão,05,521290705,marzagão
29,Bahia,Sul Baiano,031,Ilhéus-Itabuna,20908,2920908,mascote,05,292090805,mascote
29,Bahia,Nordeste Baiano,014,Euclides da Cunha,10701,2910701,euclides da cunha,15,291070115,massacará
23,Ceará,Noroeste Cearense,005,Sobral,08005,2308005,massapê,05,230800505,massapê
22,Piauí,Sudeste Piauiense,015,Alto Médio Canindé,06050,2206050,massapê do piauí,05,220605005,massapê do piauí
23,Ceará,Sertões Cearenses,019,Sertão de Quixeramobim,02404,2302404,boa viagem,30,230240430,massapê dos paes
25,Paraíba,Agreste Paraibano,017,Campina Grande,09206,2509206,massaranduba,05,250920605,massaranduba
42,Santa Catarina,Norte Catarinense,008,Joinville,10605,4210605,massaranduba,05,421060505,massaranduba
29,Bahia,Vale São-Franciscano da Bahia,004,Juazeiro,18407,2918407,juazeiro,30,291840730,massaroca
13,Amazonas,Centro Amazonense,010,Parintins,00680,1300680,boa vista do ramos,15,130068015,massauari
21,Maranhão,Norte Maranhense,002,Aglomeração Urbana de São Luís,11201,2111201,são josé de ribamar,10,211120110,mata
43,Rio Grande do Sul,Centro Ocidental Rio-grandense,018,Santa Maria,12104,4312104,mata,05,431210405,mata
29,Bahia,Metropolitana de Salvador,019,Catu,01106,2901106,amélia rodrigues,15,290110615,mata da aliança
24,Rio Grande do Norte,Oeste Potiguar,006,Pau dos Ferros,14100,2414100,tenente ananias,10,241410010,mata de são braz
29,Bahia,Metropolitana de Salvador,019,Catu,21005,2921005,mata de são joão,05,292100505,mata de são joão
31,Minas Gerais,Sul/Sudoeste de Minas,056,Itajubá,39904,3139904,maria da fé,25,313990425,mata do isidoro
31,Minas Gerais,Sul/Sudoeste de Minas,048,São Sebastião do Paraíso,36900,3136900,juruaia,10,313690010,mata do sino
23,Ceará,Jaguaribe,022,Litoral de Aracati,01109,2301109,aracati,35,230110935,mata fresca
32,Espírito Santo,Central Espírito-santense,007,Afonso Cláudio,00102,3200102,afonso cláudio,28,320010228,mata fria
25,Paraíba,Sertão Paraibano,006,Itaporanga,04405,2504405,conceição,30,250440530,mata grande
27,Alagoas,Sertão Alagoano,001,Serrana do Sertão Alagoano,05002,2705002,mata grande,05,270500205,mata grande
25,Paraíba,Agreste Paraibano,015,Brejo Paraibano,01104,2501104,areia,15,250110415,mata limpa
21,Maranhão,Leste Maranhense,014,Chapadinha,06409,2106409,mata roma,05,210640905,mata roma
31,Minas Gerais,Jequitinhonha,014,Almenara,40555,3140555,mata verde,05,314055505,mata verde
