ibge7,meso,nome_meso,micro,nome_micro,mun,tx_mort_acid_15_29,tx_mort_hom_15_29,tx_mort_mama,tx_mort_inf,existe_conselho_saude,tx_analf_25m,prop_fund_25m,perc_med_25m,tx_med_adeq,tx_med_lab,existe_conselho_educ,tx_crimes_pat,tx_crimes_pes,tx_hom,existe_uni_infra,perc_energia,perc_banagua,perc_esgoto,perc_lixo,pop_total,pop_masc,pop_fem,raz_dep,tx_urb,tx_fec,esp_vida,rdpc,renocup,perc_rdpc_140,fam_pbf,tx_emp_form,rend_pc_form,pib_pc,perc_agro,perc_serv,tx_ativ_18m
3156304,3112,Zona da Mata,31064,Ubá,Rodeiro,105.37,56.88,29.33,19.61,Sim,10.5,32.8,12.79,35.7,100.0,Sim,43.6,58.2,29.1,Não,99.96,99.33,89.42,99.75,6863,3458,3409,41.84,80.91,1.7,73.0,635.26,999.66,3.33,289,63.3,355.49,18709.43,8.17,27.44,70.37
3156403,3105,Triângulo Mineiro/Alto Paranaíba,31019,Patrocínio,Romaria,0.0,0.0,0.0,0.0,Sim,10.1,38.4,24.07,50.8,0.0,Sim,222.4,27.8,0.0,Não,100.0,99.76,73.42,99.13,3601,1867,1729,44.1,75.5,2.26,74.0,716.47,1216.76,2.5,217,22.3,147.38,27910.27,40.87,23.67,65.73
3156452,3112,Zona da Mata,31063,Muriaé,Rosário da Limeira,176.37,0.0,0.0,0.0,Sim,17.5,25.9,16.88,56.8,100.0,Sim,94.1,0.0,0.0,Não,100.0,99.45,50.68,100.0,4242,2183,2064,44.67,54.06,1.86,74.0,465.89,667.98,15.1,410,19.8,99.11,6246.59,37.48,29.8,62.07
3156502,3102,Norte de Minas,31005,Salinas,Rubelita,53.65,0.0,26.5,10.1,Sim,30.6,18.4,12.06,48.7,100.0,Sim,12.8,25.7,25.7,Não,94.15,55.32,18.13,91.72,7777,3999,3773,59.15,32.37,1.92,73.0,248.99,404.91,41.65,1143,9.9,38.27,4918.89,56.48,29.66,51.87
3156601,3103,Jequitinhonha,31014,Almenara,Rubim,0.0,39.2,0.0,16.13,Sim,33.2,20.3,14.09,37.7,100.0,Sim,10.0,30.2,20.1,Não,96.63,82.8,63.26,92.84,9908,5062,4857,56.09,77.66,2.18,74.0,311.79,452.18,33.72,1269,8.8,48.36,5806.89,40.67,31.71,59.86
3156700,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,Sabará,17.64,51.12,22.92,16.51,Sim,6.2,51.5,35.95,45.5,78.4,Sim,202.7,91.8,35.6,Não,99.91,96.71,85.28,96.05,126219,60769,65389,43.57,97.48,1.88,75.0,619.93,999.71,7.08,4258,16.7,145.1,11022.06,1.65,52.49,69.03
3156809,3108,Vale do Rio Doce,31035,Guanhães,Sabinópolis,50.11,23.31,12.61,21.65,Sim,22.7,28.7,18.47,29.4,100.0,Sim,19.1,25.4,25.4,Não,93.45,76.01,48.87,92.67,15707,7775,7929,57.43,64.54,2.12,74.0,420.36,591.78,24.5,1597,11.6,64.12,6701.94,43.46,32.56,68.55
3156908,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,Sacramento,32.11,33.03,8.5,3.11,Sim,7.8,41.8,24.67,44.5,100.0,Sim,104.6,41.8,12.5,Não,99.21,99.46,80.78,99.87,23880,12122,11760,43.51,80.66,2.21,77.0,732.35,1034.49,3.73,1088,35.9,234.22,24730.49,25.12,31.63,75.62
3157005,3102,Norte de Minas,31005,Salinas,Salinas,28.5,28.6,5.02,18.15,Sim,22.1,30.5,20.37,58.5,92.7,Sim,20.4,25.5,7.6,Não,98.25,88.9,60.01,95.69,39182,19274,19904,49.04,78.4,1.71,74.0,613.65,714.95,23.1,3524,20.1,107.35,7085.04,25.96,37.9,64.93
3157104,3103,Jequitinhonha,31014,Almenara,Salto da Divisa,0.0,0.0,0.0,8.93,Sim,33.0,22.1,15.92,27.8,100.0,Sim,29.1,43.7,0.0,Não,95.58,88.44,58.98,90.16,6862,3506,3353,59.25,83.82,2.43,76.0,306.04,686.13,33.32,796,13.0,81.86,8063.89,23.89,38.62,55.36
3157203,3107,Metropolitana de Belo Horizonte,31031,Itabira,Santa Bárbara,12.91,25.4,0.0,7.85,Sim,7.2,49.9,33.56,42.0,90.2,Sim,43.0,28.7,10.7,Não,99.97,97.41,85.24,97.27,27850,13670,14206,43.41,88.94,1.56,74.0,535.84,894.19,12.67,1522,28.1,194.7,8880.06,14.49,40.65,67.39
3157252,3108,Vale do Rio Doce,31040,Caratinga,Santa Bárbara do Leste,105.15,92.29,0.0,0.0,Sim,16.7,21.1,12.54,39.4,100.0,Sim,182.2,91.1,26.0,Não,99.92,98.13,38.41,98.34,7679,3922,3760,48.43,51.73,2.19,73.0,351.59,525.18,24.16,883,8.5,42.57,5880.31,59.96,18.69,65.38
3157278,3112,Zona da Mata,31065,Juiz de Fora,Santa Bárbara do Monte Verde,0.0,142.45,75.02,0.0,Sim,18.0,23.9,11.21,33.2,0.0,Sim,107.6,107.6,35.8,Não,98.96,98.16,51.8,98.29,2789,1455,1333,46.72,57.75,2.23,74.0,371.34,661.8,21.63,311,21.9,103.06,8727.23,42.91,36.17,45.83
3157302,3111,Campo das Vertentes,31059,Barbacena,Santa Bárbara do Tugúrio,0.0,0.0,0.0,0.0,Não,17.8,23.4,14.73,50.6,100.0,Sim,43.7,0.0,0.0,Não,99.6,96.42,40.03,97.44,4603,2323,2247,45.17,47.86,1.74,74.0,370.7,536.04,18.84,525,15.2,95.0,6937.34,42.03,31.64,57.13
3157336,3111,Campo das Vertentes,31058,São João Del Rei,Santa Cruz de Minas,0.0,47.62,0.0,18.52,Sim,6.5,39.9,24.67,16.4,100.0,Sim,63.5,50.8,12.7,Não,99.92,99.36,98.22,100.0,7870,3854,4011,40.88,100.0,1.89,75.0,485.28,811.84,8.45,493,14.3,88.71,5430.74,1.42,38.69,64.39
3157377,3102,Norte de Minas,31005,Salinas,Santa Cruz de Salinas,0.0,0.0,0.0,0.0,Não,34.1,17.6,11.19,48.3,100.0,Sim,22.7,22.7,22.7,Não,90.4,47.72,25.88,98.65,4397,2274,2123,61.78,26.18,2.23,70.0,242.55,242.47,42.8,729,10.4,38.68,5367.55,68.64,20.39,69.48
3157401,3112,Zona da Mata,31060,Ponte Nova,Santa Cruz do Escalvado,0.0,0.0,0.0,0.0,Não,19.0,21.8,10.44,28.1,100.0,Sim,0.0,0.0,0.0,Não,99.86,95.84,35.26,94.51,4996,2508,2484,54.66,34.66,1.88,74.0,374.23,525.14,23.35,537,13.9,82.05,7380.93,55.2,25.93,56.91
3157500,3108,Vale do Rio Doce,31035,Guanhães,Santa Efigênia de Minas,0.0,74.79,0.0,28.99,Sim,25.5,20.6,11.8,38.6,100.0,Sim,0.0,21.7,21.7,Não,99.88,79.75,48.66,81.4,4610,2265,2335,57.9,66.37,2.09,73.0,293.27,511.86,31.64,571,10.2,45.72,4896.58,27.83,36.1,53.01
3157609,3102,Norte de Minas,31006,Pirapora,Santa Fé de Minas,0.0,0.0,0.0,0.0,Sim,23.8,32.3,17.79,33.7,0.0,Sim,25.2,25.2,0.0,Não,89.95,64.0,0.37,43.98,3979,2088,1880,57.28,57.74,2.6,73.0,313.25,554.79,32.46,449,11.8,50.37,6474.52,45.12,35.33,70.63
3157658,3104,Vale do Mucuri,31016,Nanuque,Santa Helena de Minas,0.0,0.0,0.0,72.16,Sim,39.1,25.3,17.49,49.3,100.0,Sim,49.5,0.0,0.0,Não,96.65,68.06,42.56,96.39,6055,3056,2999,68.77,62.25,3.13,68.0,218.43,370.1,47.38,718,5.8,27.04,4554.04,47.94,32.33,51.69
3157708,3105,Triângulo Mineiro/Alto Paranaíba,31023,Araxá,Santa Juliana,0.0,33.29,0.0,0.0,Sim,8.7,39.9,24.11,55.0,100.0,Sim,132.3,35.2,17.6,Não,99.41,98.77,84.86,99.29,11343,5831,5506,40.74,86.4,2.29,77.0,735.0,1240.43,2.98,706,42.8,453.18,27930.91,32.5,33.17,68.81
3157807,3107,Metropolitana de Belo Horizonte,31030,Belo Horizonte,Santa Luzia,10.86,79.25,6.7,10.47,Sim,5.9,47.9,30.57,46.8,96.4,Sim,183.8,92.6,33.5,Não,99.86,95.81,81.58,97.18,203184,98485,104457,43.52,99.72,1.89,77.0,557.62,926.81,7.99,13393,21.3,236.9,10300.26,1.42,51.6,69.12
3157906,3112,Zona da Mata,31061,Manhuaçu,Santa Margarida,25.04,24.19,0.0,24.29,Sim,14.8,20.8,13.53,31.6,27.9,Não,19.9,79.9,26.6,Não,99.97,94.76,46.78,98.98,15011,7583,7428,51.74,50.8,2.33,72.0,416.11,779.82,34.42,1518,9.5,49.34,9642.07,62.81,23.43,58.22
3158003,3107,Metropolitana de Belo Horizonte,31031,Itabira,Santa Maria de Itabira,35.77,0.0,18.81,0.0,Sim,18.1,25.1,15.09,32.5,100.0,Sim,66.3,0.0,0.0,Não,98.73,88.6,55.09,95.11,10561,5236,5316,52.66,60.05,1.68,74.0,382.99,668.43,18.58,806,52.6,317.28,9704.77,24.17,37.04,59.6
3158102,3103,Jequitinhonha,31014,Almenara,Santa Maria do Salto,0.0,57.27,0.0,31.25,Sim,36.1,21.6,13.76,36.9,100.0,Sim,0.0,18.9,18.9,Não,95.09,83.37,58.12,95.03,5293,2719,2565,52.89,70.82,2.48,71.0,321.15,435.53,25.42,733,3.8,5.9,5055.8,48.07,28.73,64.14
3158201,3108,Vale do Rio Doce,31036,Peçanha,Santa Maria do Suaçuí,26.34,0.0,13.81,4.74,Sim,31.2,26.1,16.32,41.0,89.9,Sim,27.7,55.5,13.8,Não,98.07,82.32,50.39,75.61,14399,7154,7241,57.51,74.48,1.9,74.0,401.16,675.17,28.32,1554,8.2,40.55,5657.14,38.75,33.82,60.67
3158300,3110,Sul/Sudoeste de Minas,31050,Varginha,Santana da Vargem,0.0,0.0,0.0,26.32,Sim,11.0,36.1,24.31,44.8,100.0,Sim,27.6,13.8,0.0,Não,100.0,99.22,71.35,97.29,7239,3625,3606,44.42,72.99,1.95,76.0,553.7,813.53,6.47,654,28.1,142.5,15154.94,49.45,27.35,74.17
3158409,3112,Zona da Mata,31066,Cataguases,Santana de Cataguases,0.0,0.0,0.0,25.64,Sim,13.4,37.4,22.71,45.6,100.0,Sim,0.0,27.6,0.0,Não,99.78,98.79,79.6,100.0,3622,1818,1804,46.7,80.54,1.5,73.0,437.81,668.71,14.07,275,12.9,74.08,6108.91,26.57,39.04,57.25
3158508,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,Santana de Pirapama,0.0,0.0,0.0,0.0,Sim,21.1,20.4,12.69,49.7,86.2,Sim,24.9,12.4,0.0,Não,99.49,85.03,36.04,97.0,8004,4129,3880,54.34,41.59,1.46,74.0,373.14,554.37,17.5,907,8.3,63.54,9152.09,57.58,25.55,58.59
3158607,3112,Zona da Mata,31065,Juiz de Fora,Santana do Deserto,0.0,0.0,0.0,0.0,Sim,11.9,38.2,24.54,11.3,0.0,Sim,25.9,0.0,0.0,Não,99.44,98.93,65.36,98.94,3854,1947,1913,47.28,36.37,1.78,76.0,484.73,783.65,13.39,128,25.7,125.7,5996.37,20.61,30.08,56.22
3158706,3111,Campo das Vertentes,31058,São João Del Rei,Santana do Garambéu,0.0,0.0,0.0,0.0,Sim,20.9,25.7,18.5,45.8,100.0,Sim,0.0,0.0,0.0,Não,99.59,97.85,69.19,95.2,2235,1171,1063,46.06,73.95,1.77,74.0,452.48,787.62,21.99,190,14.7,89.56,7131.5,51.05,28.9,58.86
3158805,3109,Oeste de Minas,31045,Campo Belo,Santana do Jacaré,0.0,0.0,0.0,21.28,Sim,18.6,27.7,20.43,40.1,100.0,Sim,0.0,43.4,43.4,Não,99.87,99.87,93.48,99.86,4613,2319,2288,48.72,96.11,2.0,72.0,470.2,681.42,9.3,467,18.0,107.26,8686.91,45.99,26.08,62.88
3158904,3112,Zona da Mata,31061,Manhuaçu,Santana do Manhuaçu,0.0,0.0,0.0,7.35,Sim,22.0,22.8,13.25,38.3,100.0,Sim,34.9,58.2,11.6,Não,99.34,98.37,46.68,98.13,8603,4393,4189,52.64,48.26,2.14,74.0,383.28,532.42,25.93,810,8.1,41.61,7088.71,56.97,26.29,67.03
3158953,3108,Vale do Rio Doce,31039,Ipatinga,Santana do paraíso,13.64,44.87,0.0,7.79,Sim,11.8,40.3,24.41,42.9,100.0,Sim,128.3,55.0,14.6,Não,99.57,96.16,75.98,97.41,27258,13663,13602,47.48,92.61,1.92,78.0,495.81,866.21,10.46,2237,22.5,170.8,8662.02,6.45,36.17,67.3
3159001,3107,Metropolitana de Belo Horizonte,31027,Sete Lagoas,Santana do Riacho,103.84,0.0,0.0,25.64,Sim,19.0,32.4,20.12,39.7,70.8,Sim,49.7,0.0,0.0,Não,99.65,98.18,0.31,95.26,4023,2018,2005,46.69,56.65,1.51,75.0,432.77,777.89,19.28,415,17.0,88.3,6339.49,17.87,51.71,57.0
3159100,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,Santana dos Montes,0.0,0.0,0.0,0.0,Sim,13.1,24.6,15.97,56.0,100.0,Sim,52.3,0.0,0.0,Não,99.61,95.98,47.98,90.44,3822,1961,1861,52.85,59.97,1.8,73.0,352.48,463.26,20.12,321,16.8,78.7,5718.48,54.35,30.68,64.77
3159209,3110,Sul/Sudoeste de Minas,31051,Poços de Caldas,Santa Rita de Caldas,0.0,0.0,0.0,0.0,Sim,9.7,30.7,15.45,49.0,100.0,Sim,22.1,11.0,0.0,Não,99.9,99.94,54.25,98.13,9031,4603,4424,42.66,62.65,1.72,74.0,597.4,833.07,5.91,531,14.7,95.82,13247.76,41.47,28.41,70.51
3159308,3112,Zona da Mata,31065,Juiz de Fora,Santa Rita de Jacutinga,92.85,0.0,0.0,0.0,Sim,14.6,34.0,22.51,48.5,100.0,Sim,0.0,0.0,0.0,Não,98.96,96.96,79.46,93.01,4996,2536,2457,48.13,75.19,1.85,75.0,535.45,723.2,11.37,519,16.1,72.34,9854.43,36.03,38.48,65.42
3159357,3108,Vale do Rio Doce,31040,Caratinga,Santa Rita de Minas,58.0,0.0,0.0,0.0,Sim,20.3,22.7,12.15,34.6,100.0,Sim,0.0,45.8,30.5,Não,99.76,98.49,64.21,97.72,6552,3297,3250,47.15,72.92,2.26,72.0,395.61,676.95,19.32,509,18.0,88.08,9075.06,36.64,29.88,57.87
3159407,3112,Zona da Mata,31065,Juiz de Fora,Santa Rita do Ibitipoca,0.0,0.0,0.0,0.0,Sim,21.4,22.8,14.55,45.3,100.0,Sim,0.0,0.0,0.0,Não,97.44,94.78,60.34,96.56,3583,1846,1737,50.09,62.32,2.42,73.0,391.79,724.53,25.37,324,14.5,86.75,8265.83,49.06,29.29,54.44
3159506,3108,Vale do Rio Doce,31041,Aimorés,Santa Rita do Itueto,0.0,0.0,0.0,13.16,Não,23.2,19.6,8.5,50.2,100.0,Sim,17.5,52.6,35.1,Não,98.62,97.51,27.31,94.19,5700,2929,2768,51.29,40.55,1.99,72.0,352.98,554.0,21.08,652,9.1,52.0,9568.89,63.25,20.98,59.19
3159605,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,Santa Rita do Sapucaí,29.43,10.73,21.17,8.11,Sim,10.7,46.4,34.75,51.0,100.0,Sim,119.1,13.2,5.3,Não,99.97,99.3,83.71,99.6,37784,18863,18891,42.49,85.97,2.02,75.0,738.4,1073.24,4.96,1602,45.0,377.11,21455.44,14.21,33.92,71.93
3159704,3105,Triângulo Mineiro/Alto Paranaíba,31020,Patos de Minas,Santa Rosa da Serra,0.0,0.0,0.0,0.0,Sim,15.4,32.6,20.59,49.7,100.0,Sim,31.0,0.0,0.0,Não,98.66,98.96,54.58,99.53,3224,1691,1533,47.48,61.2,2.54,77.0,603.01,873.01,8.64,324,16.6,98.51,10789.22,57.39,21.15,75.64
3159803,3105,Triângulo Mineiro/Alto Paranaíba,31017,Ituiutaba,Santa Vitória,92.92,0.0,11.45,11.58,Sim,14.9,35.4,23.25,54.6,95.3,Sim,66.1,27.5,5.5,Não,99.71,97.64,78.67,99.13,18157,9408,8730,43.35,82.29,2.54,77.0,698.7,1155.58,4.94,1355,39.0,339.51,21706.41,25.85,37.0,67.53
3159902,3109,Oeste de Minas,31046,Oliveira,Santo Antônio do Amparo,22.29,20.63,0.0,4.42,Não,16.0,31.9,18.87,51.0,100.0,Sim,17.3,28.8,5.7,Não,99.6,97.64,83.16,98.87,17349,8587,8758,47.54,87.56,1.87,74.0,431.56,726.47,12.46,1631,20.1,105.1,7942.12,49.63,28.55,64.26
3160009,3112,Zona da Mata,31066,Cataguases,Santo Antônio do Aventureiro,0.0,0.0,0.0,0.0,Sim,16.2,23.7,16.13,42.1,100.0,Sim,56.5,0.0,0.0,Não,99.84,100.0,13.51,92.33,3534,1808,1730,49.18,67.18,1.98,75.0,485.5,674.84,12.19,262,17.3,87.76,8806.18,33.87,33.75,61.04
3160108,3112,Zona da Mata,31060,Ponte Nova,Santo Antônio do Grama,202.22,0.0,0.0,45.45,Não,18.9,24.6,18.04,36.3,100.0,Sim,24.4,24.4,0.0,Não,100.0,99.58,74.52,98.39,4090,2033,2052,51.8,82.37,1.81,74.0,393.12,581.22,18.65,240,11.9,69.0,7376.37,37.38,33.89,60.61
3160207,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,Santo Antônio do Itambé,0.0,0.0,0.0,0.0,Sim,30.9,16.3,10.32,23.9,100.0,Sim,0.0,96.7,24.1,Não,92.55,60.6,23.8,97.63,4135,2068,2067,65.51,29.75,2.54,73.0,225.85,356.75,45.53,458,12.5,59.29,5538.06,59.45,25.74,58.61
3160306,3103,Jequitinhonha,31014,Almenara,Santo Antônio do Jacinto,0.0,0.0,0.0,15.87,Sim,36.9,18.0,11.87,33.8,100.0,Sim,8.4,8.4,8.4,Não,94.88,71.3,41.82,87.36,11780,6027,5748,59.03,54.0,2.36,71.0,286.56,376.91,35.46,1786,8.5,35.33,5047.43,54.2,25.0,62.9
3160405,3109,Oeste de Minas,31043,Divinópolis,Santo Antônio do Monte,29.64,0.0,15.65,0.0,Sim,7.9,41.9,21.2,43.6,100.0,Sim,69.3,26.9,7.7,Não,99.88,99.63,85.67,99.77,25989,13197,12778,44.77,85.44,1.88,75.0,781.49,1219.14,3.06,1344,29.7,157.26,10043.29,16.28,29.3,74.8
3160454,3102,Norte de Minas,31005,Salinas,Santo Antônio do Retiro,52.36,49.78,0.0,8.55,Não,42.3,18.1,11.11,44.8,100.0,Sim,0.0,14.3,14.3,Não,94.71,69.2,21.26,95.78,6938,3526,3429,59.46,22.86,2.38,72.0,183.75,329.95,57.66,1020,5.5,47.69,4085.53,68.74,18.78,46.9
3160504,3107,Metropolitana de Belo Horizonte,31028,Conceição do Mato Dentro,Santo Antônio do Rio Abaixo,0.0,0.0,0.0,0.0,Sim,23.3,28.6,16.54,49.4,0.0,Sim,0.0,0.0,0.0,Não,99.55,94.69,29.38,96.29,1777,889,888,51.08,49.97,1.99,74.0,370.28,594.33,30.24,153,9.8,64.27,7140.61,36.96,41.0,58.72
3160603,3106,Central Mineira,31025,Curvelo,Santo Hipólito,0.0,0.0,61.84,0.0,Sim,21.0,26.4,16.43,53.9,100.0,Não,30.8,0.0,0.0,Não,99.11,87.49,5.82,77.9,3240,1621,1617,57.22,69.46,2.55,74.0,431.72,686.73,21.56,416,20.4,95.57,17559.24,43.44,33.25,56.69
3160702,3112,Zona da Mata,31065,Juiz de Fora,Santos Dumont,0.0,0.0,8.41,21.43,Sim,8.8,50.3,35.71,57.0,100.0,Sim,64.8,12.9,2.1,Não,99.97,96.93,68.75,98.66,46289,22496,23788,43.0,89.27,1.67,76.0,578.64,949.49,12.75,2917,19.8,127.93,11099.93,8.21,47.09,54.25
3160801,3110,Sul/Sudoeste de Minas,31050,Varginha,São Bento Abade,81.9,0.0,0.0,0.0,Sim,16.8,29.7,14.68,50.9,100.0,Sim,21.8,43.7,0.0,Não,99.32,99.91,91.77,100.0,4577,2385,2192,53.19,92.59,2.7,73.0,458.65,760.59,9.59,300,12.4,81.72,9054.98,57.44,18.19,77.1
3160900,3107,Metropolitana de Belo Horizonte,31034,Conselheiro Lafaiete,São Brás do Suaçuí,113.64,0.0,0.0,0.0,Sim,5.7,34.2,23.7,49.2,100.0,Sim,28.4,28.4,0.0,Não,100.0,56.22,1.32,96.25,3512,1730,1783,39.71,89.07,1.51,73.0,532.9,924.37,10.08,199,18.4,127.63,21717.9,10.0,44.98,51.0
3160959,3108,Vale do Rio Doce,31040,Caratinga,São Domingos das Dores,63.73,0.0,0.0,0.0,Sim,17.1,22.6,10.17,63.3,100.0,Sim,0.0,0.0,0.0,Não,99.8,100.0,46.04,100.0,5396,2748,2660,50.83,47.67,1.79,73.0,338.29,665.65,29.01,486,14.3,78.14,6826.68,58.03,24.44,52.97
3161007,3107,Metropolitana de Belo Horizonte,31031,Itabira,São Domingos do Prata,0.0,46.31,11.21,16.13,Não,10.8,30.7,19.29,48.1,97.1,Sim,46.0,17.2,17.2,Não,99.84,97.78,53.44,97.18,17352,8367,8832,49.98,60.52,1.43,74.0,531.92,791.28,14.02,1217,14.6,80.13,7253.49,32.0,34.16,61.88
3161056,3108,Vale do Rio Doce,31038,Mantena,São Félix de Minas,228.57,110.62,0.0,46.51,Sim,28.5,21.8,12.0,55.5,100.0,Sim,0.0,59.1,29.5,Não,99.19,92.13,51.31,95.47,3382,1734,1648,53.82,61.77,2.3,73.0,312.33,515.39,30.01,474,12.8,53.53,7047.12,42.25,33.11,54.53
3161106,3102,Norte de Minas,31003,Januária,São Francisco,6.54,12.48,3.77,15.08,Sim,23.6,31.0,20.43,37.0,100.0,Sim,16.7,7.4,5.5,Não,97.83,75.77,12.55,91.88,53898,27265,26545,61.9,63.54,2.47,73.0,325.23,599.65,37.96,6545,8.9,50.82,4879.48,42.16,34.17,61.87
3161205,3109,Oeste de Minas,31046,Oliveira,São Francisco de Paula,0.0,0.0,0.0,16.95,Sim,16.5,26.5,18.57,48.1,100.0,Sim,0.0,0.0,0.0,Não,99.69,97.66,66.63,97.35,6487,3280,3203,44.22,71.74,1.73,74.0,484.92,690.45,5.54,629,16.1,92.11,8715.02,49.81,22.74,67.78
3161304,3105,Triângulo Mineiro/Alto Paranaíba,31021,Frutal,São Francisco de Sales,0.0,0.0,35.66,0.0,Sim,12.8,35.0,19.63,45.4,100.0,Sim,0.0,69.2,17.3,Não,99.79,88.16,65.23,99.86,5800,2972,2804,40.95,75.0,2.29,77.0,665.68,1132.99,9.5,299,22.4,137.21,21934.43,19.97,30.22,62.12
3161403,3112,Zona da Mata,31063,Muriaé,São Francisco do Glória,82.99,0.0,79.27,21.28,Sim,18.6,28.2,19.02,43.3,100.0,Sim,0.0,19.3,0.0,Não,99.58,99.01,62.14,98.41,5184,2655,2523,49.32,60.49,1.88,75.0,449.2,680.51,16.22,470,13.0,76.31,6895.57,42.05,30.01,63.44
3161502,3112,Zona da Mata,31064,Ubá,São Geraldo,0.0,0.0,19.82,10.75,Sim,12.9,30.2,17.92,19.5,100.0,Sim,97.4,48.7,9.7,Não,99.65,99.53,69.25,99.26,10246,5218,5045,45.6,70.84,1.73,75.0,474.14,734.13,10.4,666,24.4,126.78,7284.59,24.16,26.47,59.79
3161601,3108,Vale do Rio Doce,31037,Governador Valadares,São Geraldo da Piedade,87.8,74.68,0.0,0.0,Não,28.2,21.1,11.16,50.3,100.0,Sim,68.3,68.3,22.7,Não,100.0,91.44,44.99,79.07,4389,2136,2253,57.69,24.01,2.09,71.0,391.27,755.76,30.88,515,6.2,43.39,5998.93,44.87,31.65,58.62
3161650,3108,Vale do Rio Doce,31037,Governador Valadares,São Geraldo do Baixio,0.0,111.61,0.0,0.0,Não,26.2,21.8,12.01,44.0,100.0,Sim,57.3,143.4,86.0,Não,99.45,97.97,58.24,91.24,3487,1760,1726,52.0,69.99,2.65,74.0,404.81,735.98,20.52,431,13.3,92.16,7142.57,32.99,37.08,55.34
3161700,3101,Noroeste de Minas,31002,Paracatu,São Gonçalo do Abaeté,0.0,0.0,33.08,44.78,Não,14.7,29.0,19.28,37.7,100.0,Sim,63.8,79.8,47.8,Não,97.14,94.66,56.01,97.5,6252,3241,3023,53.55,66.54,2.66,73.0,502.57,905.48,12.42,499,32.0,187.3,16438.37,36.97,31.83,63.02
3161809,3109,Oeste de Minas,31043,Divinópolis,São Gonçalo do Pará,0.0,36.82,0.0,16.26,Sim,8.0,30.8,18.7,44.6,100.0,Sim,144.2,28.8,19.2,Não,99.45,99.2,73.36,98.05,10405,5210,5157,46.12,76.55,1.74,76.0,558.07,794.14,6.15,582,32.3,171.46,9730.15,13.77,31.07,71.96
3161908,3107,Metropolitana de Belo Horizonte,31031,Itabira,São Gonçalo do Rio Abaixo,37.43,37.99,20.39,11.36,Sim,14.7,30.6,20.31,33.3,100.0,Sim,40.9,30.6,0.0,Não,99.4,97.82,62.66,100.0,9782,4872,4905,47.22,47.55,1.85,73.0,479.04,791.51,17.61,599,32.2,237.68,221304.82,13.92,46.36,62.07
3162005,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,São Gonçalo do Sapucaí,32.64,47.51,0.0,6.01,Não,10.0,39.1,26.47,49.5,100.0,Sim,71.1,20.9,8.3,Não,99.95,93.62,83.6,99.65,23909,11924,11982,47.42,82.58,2.03,76.0,648.31,979.1,9.82,1289,27.4,163.22,14847.73,28.48,33.16,65.79
3162104,3105,Triângulo Mineiro/Alto Paranaíba,31020,Patos de Minas,São Gotardo,44.33,21.66,6.36,17.86,Sim,10.1,39.2,24.01,52.7,94.6,Sim,122.5,84.8,15.7,Não,99.79,96.93,79.16,98.59,31807,16096,15723,43.39,94.47,2.18,76.0,795.14,1321.95,4.58,2101,20.6,151.3,13567.83,41.9,30.61,72.25
3162203,3110,Sul/Sudoeste de Minas,31047,Passos,São João Batista do Glória,0.0,0.0,30.04,0.0,Sim,11.9,33.1,20.69,58.7,100.0,Sim,14.5,0.0,0.0,Não,99.79,99.9,81.3,99.77,6890,3558,3329,41.99,81.41,1.9,76.0,676.07,1090.47,5.5,239,22.5,149.33,52065.19,30.0,35.04,67.26
3162252,3102,Norte de Minas,31007,Montes Claros,São João da Lagoa,156.01,0.0,0.0,0.0,Sim,20.3,27.1,16.31,39.0,100.0,Sim,0.0,0.0,0.0,Não,95.48,78.69,35.69,88.97,4659,2438,2218,46.54,52.3,2.4,74.0,286.35,384.97,32.7,613,13.3,76.48,7006.49,63.25,24.1,69.26
3162302,3110,Sul/Sudoeste de Minas,31053,Santa Rita do Sapucaí,São João da Mata,0.0,0.0,0.0,0.0,Não,12.9,28.4,13.67,51.0,100.0,Sim,0.0,0.0,0.0,Não,99.52,97.92,5.6,100.0,2732,1400,1331,38.18,64.15,1.33,74.0,538.08,825.82,8.41,181,13.1,81.68,10196.32,53.71,25.78,64.23
3162401,3102,Norte de Minas,31007,Montes Claros,São João da Ponte,13.83,13.02,8.17,9.8,Sim,38.4,15.5,9.8,27.1,63.1,Sim,7.8,7.8,3.9,Não,98.83,65.8,0.26,58.18,25362,13123,12235,53.55,34.14,2.23,72.0,258.77,373.98,37.87,3456,6.1,28.09,4687.4,66.29,19.75,63.37
3162450,3102,Norte de Minas,31003,Januária,São João das Missões,0.0,61.63,0.0,10.87,Sim,41.4,19.9,12.86,19.6,64.0,Sim,8.5,17.0,17.0,Não,83.16,43.7,,85.48,11715,6048,5667,74.54,20.88,3.15,72.0,181.77,363.2,53.37,1573,5.7,23.58,3594.08,54.82,30.3,57.96
