ibge7,mun,nome_meso,abacaxi,alho,amendoim,azeitona,batata_inglesa,cafe_arab,cana,ervilha,feijao,girassol,laranja,marmelo,sorgo,tomate
3166956,Serranópolis de Minas,Norte de Minas,0,0,0,0,0,7,0,0,85,0,0,0,13,0
3167004,Serranos,Sul/Sudoeste de Minas,0,0,0,0,0,0,940,0,14,0,0,0,0,0
3167103,Serro,Metropolitana de Belo Horizonte,0,0,0,0,0,6,2550,0,61,0,6,10,0,0
3167202,Sete Lagoas,Metropolitana de Belo Horizonte,0,0,0,0,0,0,1435,0,19,0,21,0,60,0
3167301,Silveirânia,Zona da Mata,0,0,0,0,0,0,1560,0,53,0,0,0,0,0
3167400,Silvianópolis,Sul/Sudoeste de Minas,0,0,0,0,1740,1600,0,0,32,0,1750,0,0,550
3167509,Simão Pereira,Zona da Mata,0,0,2,0,0,0,140,0,29,0,0,0,0,0
3167608,Simonésia,Zona da Mata,0,0,3,0,25,12720,900,0,133,0,55,0,0,930
3167707,Sobrália,Vale do Rio Doce,0,0,2,0,0,0,90,0,7,0,0,0,0,0
3167806,Soledade de Minas,Sul/Sudoeste de Minas,0,0,0,0,0,576,0,0,35,0,0,0,0,0
3167905,Tabuleiro,Zona da Mata,0,0,0,0,0,0,30,0,14,0,6,0,0,0
3168002,Taiobeiras,Norte de Minas,0,0,7,0,0,920,2150,0,216,0,24,0,100,1650
3168051,Taparuba,Vale do Rio Doce,0,0,0,0,0,0,1400,0,45,0,175,0,0,0
3168101,Tapira,Triângulo Mineiro/Alto Paranaíba,0,0,0,0,54000,903,0,0,1950,0,0,0,0,0
3168200,Tapiraí,Oeste de Minas,20,0,0,0,300,1480,270,0,217,0,15,0,0,0
3168309,Taquaraçu de Minas,Metropolitana de Belo Horizonte,0,0,0,0,0,0,750,0,6,0,0,0,0,0
3168408,Tarumirim,Vale do Rio Doce,0,0,4,0,0,12,2100,0,25,0,0,0,0,0
3168507,Teixeiras,Zona da Mata,0,0,0,0,0,842,960,0,357,0,23,0,0,120
3168606,Teófilo Otoni,Vale do Mucuri,23,0,0,0,0,18,6660,0,61,0,514,0,0,160
3168705,Timóteo,Vale do Rio Doce,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168804,Tiradentes,Campo das Vertentes,0,0,0,0,0,0,200,0,8,0,0,0,0,50
3168903,Tiros,Triângulo Mineiro/Alto Paranaíba,156,900,0,0,1850,4068,510,0,1820,0,0,0,0,0
3169000,Tocantins,Zona da Mata,0,0,0,0,0,0,900,0,28,0,187,0,0,940
3169059,Tocos do Moji,Sul/Sudoeste de Minas,0,0,0,0,1475,587,64,0,23,0,0,0,0,180
3169109,Toledo,Sul/Sudoeste de Minas,0,0,0,0,1425,0,585,9,6,0,0,0,0,0
3169208,Tombos,Zona da Mata,0,0,0,0,0,1121,3700,0,46,0,0,0,0,0
3169307,Três Corações,Sul/Sudoeste de Minas,0,0,0,0,17900,14700,480,0,900,0,4510,0,0,300
3169356,Três Marias,Central Mineira,30,0,0,0,0,0,21700,0,783,0,20,0,0,0
3169406,Três Pontas,Sul/Sudoeste de Minas,0,0,0,0,0,26950,235,0,50,0,5,0,518,40
3169505,Tumiritinga,Vale do Rio Doce,0,0,0,0,0,0,420,0,9,0,0,0,0,0
3169604,Tupaciguara,Triângulo Mineiro/Alto Paranaíba,1394,0,5508,0,0,487,2073755,0,4860,2475,0,0,15540,0
3169703,Turmalina,Jequitinhonha,120,6,26,0,0,347,3660,0,109,0,125,0,0,820
3169802,Turvolândia,Sul/Sudoeste de Minas,0,0,0,0,1080,4320,4000,0,360,0,140,0,0,26000
3169901,Ubá,Zona da Mata,0,0,1,0,0,0,700,0,90,0,21,0,0,240
3170008,Ubaí,Norte de Minas,0,0,2,0,0,0,12600,0,66,0,13,0,8,0
3170057,Ubaporanga,Vale do Rio Doce,0,0,5,0,0,4048,1120,0,243,0,300,0,0,2800
3170107,Uberaba,Triângulo Mineiro/Alto Paranaíba,0,75,0,0,52500,855,6768000,0,2040,0,10481,0,112500,1720
3170206,Uberlândia,Triângulo Mineiro/Alto Paranaíba,250,0,0,0,2900,410,716256,0,426,5137,124200,0,9100,2160
3170305,Umburatiba,Vale do Mucuri,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170404,Unaí,Noroeste de Minas,0,0,2,0,0,11232,2120415,0,68400,0,0,0,32000,1000
3170438,União de Minas,Triângulo Mineiro/Alto Paranaíba,0,0,719,0,0,0,1049002,0,0,0,0,0,0,0
3170479,Uruana de Minas,Noroeste de Minas,80,0,0,0,0,0,9600,0,423,0,0,0,2400,0
3170503,Urucânia,Zona da Mata,0,0,0,0,0,0,155000,0,12,0,0,0,0,0
3170529,Urucuia,Norte de Minas,0,0,0,0,0,2023,19500,0,2015,0,0,0,0,0
3170578,Vargem Alegre,Vale do Rio Doce,0,0,0,0,0,20,180,0,8,0,0,0,0,0
3170602,Vargem Bonita,Oeste de Minas,0,0,0,0,0,1210,60,0,2,0,0,0,0,0
3170651,Vargem Grande do Rio Pardo,Norte de Minas,15,0,0,0,0,47,2250,0,80,0,0,0,0,0
3170701,Varginha,Sul/Sudoeste de Minas,0,0,1,0,0,15740,186,0,116,0,0,0,0,0
3170750,Varjão de Minas,Noroeste de Minas,54,0,0,0,0,3922,232380,0,5074,0,0,0,1716,11000
3170800,Várzea da Palma,Norte de Minas,0,0,0,0,0,2178,3600,0,279,0,12400,0,0,50
3170909,Varzelândia,Norte de Minas,0,5,0,0,0,0,6000,0,117,0,0,0,0,0
3171006,Vazante,Noroeste de Minas,0,0,0,0,0,0,190,0,2286,0,0,0,960,0
3171030,Verdelândia,Norte de Minas,0,0,4,0,0,0,0,0,109,0,75,0,17,0
3171071,Veredinha,Jequitinhonha,40,4,10,0,0,19,2430,0,59,0,55,0,0,23
3171105,Veríssimo,Triângulo Mineiro/Alto Paranaíba,350,0,0,0,0,0,1147500,0,20,0,0,0,4200,0
3171154,Vermelho Novo,Zona da Mata,0,0,0,0,0,2150,1260,0,45,0,0,0,0,230
3171204,Vespasiano,Metropolitana de Belo Horizonte,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3171303,Viçosa,Zona da Mata,0,0,0,0,0,1280,3660,0,266,0,33,0,0,280
3171402,Vieiras,Zona da Mata,0,0,0,0,0,870,960,0,20,0,0,0,0,0
3171501,Mathias Lobato,Vale do Rio Doce,0,0,0,0,0,0,0,0,2,0,0,0,0,0
3171600,Virgem da Lapa,Jequitinhonha,13,3,1,0,0,0,1200,0,36,0,0,0,0,0
3171709,Virgínia,Sul/Sudoeste de Minas,0,12,0,0,3600,91,0,0,176,0,0,0,0,0
3171808,Virginópolis,Vale do Rio Doce,0,0,0,0,0,107,6560,0,74,0,0,0,0,490
3171907,Virgolândia,Vale do Rio Doce,0,0,3,0,0,39,1100,0,58,0,14,0,0,0
3172004,Visconde do Rio Branco,Zona da Mata,0,0,0,0,0,7,17560,0,38,0,1725,0,0,0
3172103,Volta Grande,Zona da Mata,0,0,0,0,0,0,96,0,6,0,50,0,0,0
3172202,Wenceslau Braz,Sul/Sudoeste de Minas,0,0,0,3,0,0,360,0,8,0,7,0,0,0
