mun,nome_mun,nome_micro,nome_meso,sigla_uf,algodao,arroz,banana,cafe,cana,feijao,fumo,laranja,mandioca,milho,soja,tomate
2612000,Sairé,Brejo Pernambucano,Agreste Pernambucano,PE,0,0,70,0,0,40,0,1100,0,65,0,600
2612109,Salgadinho,Médio Capibaribe,Agreste Pernambucano,PE,0,0,0,0,0,81,0,0,0,175,0,0
2612208,Salgueiro,Salgueiro,Sertão Pernambucano,PE,0,0,14,0,0,36,0,0,0,16,0,0
2612307,Saloá,Garanhuns,Agreste Pernambucano,PE,0,0,0,8,0,330,0,0,100,324,0,1600
2612406,Sanharó,Vale do Ipojuca,Agreste Pernambucano,PE,0,0,0,0,0,200,0,0,2750,288,0,0
2612455,Santa Cruz,Araripina,Sertão Pernambucano,PE,0,0,0,0,0,300,0,0,0,60,0,53
2612471,Santa Cruz da Baixa Verde,Pajeú,Sertão Pernambucano,PE,0,0,48,0,6000,174,0,0,96,240,0,0
2612505,Santa Cruz do Capibaribe,Alto Capibaribe,Agreste Pernambucano,PE,0,0,0,0,0,0,0,0,0,0,0,0
2612554,Santa Filomena,Araripina,Sertão Pernambucano,PE,0,0,0,0,62,462,0,0,9600,461,0,0
2612604,Santa Maria da Boa Vista,Petrolina,São Francisco Pernambucano,PE,0,0,66600,0,750,23,0,0,3900,27,0,3500
2612703,Santa Maria do Cambucá,Alto Capibaribe,Agreste Pernambucano,PE,0,0,0,0,0,53,0,0,40,32,0,0
2612802,Santa Terezinha,Pajeú,Sertão Pernambucano,PE,0,0,60,0,100,258,0,0,150,540,0,0
2612901,São Benedito do Sul,Mata Meridional Pernambucana,Mata Pernambucana,PE,0,0,2880,0,8400,0,0,40,60,0,0,0
2613008,São Bento do Una,Vale do Ipojuca,Agreste Pernambucano,PE,0,0,0,0,0,1952,0,0,8625,675,0,0
2613107,São Caitano,Vale do Ipojuca,Agreste Pernambucano,PE,0,0,35,0,0,140,0,0,770,310,0,0
2613206,São João,Garanhuns,Agreste Pernambucano,PE,0,0,42,0,0,7020,0,40,30000,540,0,0
2613305,São Joaquim do Monte,Brejo Pernambucano,Agreste Pernambucano,PE,0,0,16,0,0,36,0,0,0,50,0,1600
2613404,São José da Coroa Grande,Mata Meridional Pernambucana,Mata Pernambucana,PE,0,0,390,0,2400,0,0,0,0,0,0,0
2613503,São José do Belmonte,Salgueiro,Sertão Pernambucano,PE,0,0,100,0,0,1040,0,15,1100,690,0,3600
2613602,São José do Egito,Pajeú,Sertão Pernambucano,PE,0,0,43,0,88,904,0,0,38,3348,0,175
2613701,São Lourenço da Mata,Recife,Metropolitana de Recife,PE,0,0,200,0,140000,0,0,0,360,0,0,0
2613800,São Vicente Férrer,Médio Capibaribe,Agreste Pernambucano,PE,0,0,48000,0,28000,0,0,0,160,0,0,0
2613909,Serra Talhada,Pajeú,Sertão Pernambucano,PE,17,13,150,0,0,364,0,0,320,350,0,600
2614006,Serrita,Salgueiro,Sertão Pernambucano,PE,0,0,120,0,30,42,0,0,78,90,0,0
2614105,Sertânia,Sertão do Moxotó,Sertão Pernambucano,PE,0,0,0,0,0,900,0,0,0,1800,0,0
2614204,Sirinhaém,Mata Meridional Pernambucana,Mata Pernambucana,PE,0,0,0,0,720000,0,0,0,960,0,0,0
2614303,Moreilândia,Araripina,Sertão Pernambucano,PE,0,0,110,0,45,53,0,0,1000,69,0,0
2614402,Solidão,Pajeú,Sertão Pernambucano,PE,0,1,20,0,57,99,0,0,45,350,0,50
2614501,Surubim,Alto Capibaribe,Agreste Pernambucano,PE,0,0,0,0,0,147,0,0,0,280,0,0
2614600,Tabira,Pajeú,Sertão Pernambucano,PE,0,0,98,0,120,987,0,0,52,3312,0,0
2614709,Tacaimbó,Vale do Ipojuca,Agreste Pernambucano,PE,0,0,0,0,0,399,0,0,750,288,0,1680
2614808,Tacaratu,Itaparica,São Francisco Pernambucano,PE,0,0,600,0,0,35,0,7,350,0,0,0
2614857,Tamandaré,Mata Meridional Pernambucana,Mata Pernambucana,PE,0,0,91,0,106200,0,0,0,400,0,0,0
2615003,Taquaritinga do Norte,Alto Capibaribe,Agreste Pernambucano,PE,0,0,700,800,0,40,0,11,250,84,0,0
2615102,Terezinha,Garanhuns,Agreste Pernambucano,PE,0,0,0,0,0,38,0,8,600,8,0,0
2615201,Terra Nova,Petrolina,São Francisco Pernambucano,PE,0,0,48,0,0,7,0,0,0,4,0,0
2615300,Timbaúba,Mata Setentrional Pernambucana,Mata Pernambucana,PE,0,0,4800,0,585000,0,0,0,504,0,0,0
2615409,Toritama,Alto Capibaribe,Agreste Pernambucano,PE,0,0,0,0,0,0,0,0,0,0,0,0
2615508,Tracunhaém,Mata Setentrional Pernambucana,Mata Pernambucana,PE,0,0,180,0,240000,0,0,0,200,0,0,0
2615607,Trindade,Araripina,Sertão Pernambucano,PE,0,0,0,0,0,320,0,0,1200,360,0,0
2615706,Triunfo,Pajeú,Sertão Pernambucano,PE,0,0,3600,18,4826,108,0,8,140,45,0,0
2615805,Tupanatinga,Vale do Ipanema,Agreste Pernambucano,PE,0,0,0,0,0,1080,0,0,406,2400,0,80
2615904,Tuparetama,Pajeú,Sertão Pernambucano,PE,0,0,37,0,65,144,0,0,39,540,0,117
2616001,Venturosa,Vale do Ipanema,Agreste Pernambucano,PE,0,0,0,0,0,30,0,0,0,270,0,0
2616100,Verdejante,Salgueiro,Sertão Pernambucano,PE,0,0,80,0,0,45,0,0,29,24,0,0
2616183,Vertente do Lério,Alto Capibaribe,Agreste Pernambucano,PE,0,0,0,0,0,32,0,0,0,25,0,0
2616209,Vertentes,Alto Capibaribe,Agreste Pernambucano,PE,0,0,60,72,0,53,0,0,0,35,0,0
2616308,Vicência,Mata Setentrional Pernambucana,Mata Pernambucana,PE,0,0,40000,0,450000,0,0,0,1000,0,0,0
2616407,Vitória de Santo Antão,Vitória de Santo Antão,Mata Pernambucana,PE,0,0,4000,0,192500,20,0,0,3000,35,0,800
2616506,Xexéu,Mata Meridional Pernambucana,Mata Pernambucana,PE,0,0,320,0,60000,0,0,100,480,0,0,0
2700102,Água Branca,Serrana do Sertão Alagoano,Sertão Alagoano,AL,2,0,30,0,200,0,0,25,517,0,0,0
2700201,Anadia,São Miguel dos Campos,Leste Alagoano,AL,41,1300,182,0,103700,1554,0,96,1820,4810,558,0
2700300,Arapiraca,Arapiraca,Agreste Alagoano,AL,0,0,50,0,2700,5,2250,120,33500,5,0,900
2700409,Atalaia,Mata Alagoana,Leste Alagoano,AL,0,0,950,0,594000,30,0,56,724,30,0,0
2700508,Barra de Santo Antônio,Maceió,Leste Alagoano,AL,0,0,23,0,161000,0,0,45,188,0,0,0
2700607,Barra de São Miguel,Maceió,Leste Alagoano,AL,0,0,15,0,172162,0,0,0,0,0,0,0
2700706,Batalha,Batalha,Sertão Alagoano,AL,0,0,0,0,0,1,0,0,0,1,0,0
2700805,Belém,Palmeira dos Índios,Agreste Alagoano,AL,0,0,198,0,0,50,0,84,565,102,0,0
2700904,Belo Monte,Batalha,Sertão Alagoano,AL,0,0,20,0,0,98,1,0,385,1,0,0
2701001,Boca da Mata,São Miguel dos Campos,Leste Alagoano,AL,0,0,1350,0,295000,127,0,175,3500,65,0,0
2701100,Branquinha,Mata Alagoana,Leste Alagoano,AL,0,0,950,0,26000,90,0,30000,8050,100,0,0
2701209,Cacimbinhas,Palmeira dos Índios,Agreste Alagoano,AL,0,0,0,0,0,0,0,0,0,3,0,0
2701308,Cajueiro,Mata Alagoana,Leste Alagoano,AL,0,0,900,0,16180,70,0,720,1300,150,0,0
2701357,Campestre,Mata Alagoana,Leste Alagoano,AL,0,0,623,0,88222,2,0,30,1013,0,0,0
2701407,Campo Alegre,São Miguel dos Campos,Leste Alagoano,AL,0,875,940,0,200000,120,0,60,10350,1480,479,0
2701506,Campo Grande,Arapiraca,Agreste Alagoano,AL,0,0,0,0,0,22,61,0,325,200,0,0
2701605,Canapi,Serrana do Sertão Alagoano,Sertão Alagoano,AL,0,0,0,0,0,0,0,0,110,0,0,150
2701704,Capela,Mata Alagoana,Leste Alagoano,AL,0,0,960,0,100000,31,0,73,2800,120,0,0
2701803,Carneiros,Santana do Ipanema,Sertão Alagoano,AL,0,0,0,0,0,2,0,0,80,3,0,0
2701902,Chã Preta,Serrana dos Quilombos,Leste Alagoano,AL,0,0,1225,0,1080,80,0,3200,2400,130,0,80
2702009,Coité do Nóia,Arapiraca,Agreste Alagoano,AL,0,0,0,0,0,51,72,0,5600,80,0,0
2702108,Colônia Leopoldina,Mata Alagoana,Leste Alagoano,AL,0,0,6150,0,258794,4,0,130,439,5,0,0
2702207,Coqueiro Seco,Maceió,Leste Alagoano,AL,0,0,23,0,18000,0,0,45,390,0,0,0
2702306,Coruripe,São Miguel dos Campos,Leste Alagoano,AL,0,0,1500,0,2900000,1700,0,14,15600,9600,0,160
2702355,Craíbas,Arapiraca,Agreste Alagoano,AL,0,0,0,0,0,1,450,0,800,1,0,0
2702405,Delmiro Gouveia,Alagoana do Sertão do São Francisco,Sertão Alagoano,AL,0,0,345,0,0,0,0,36,400,0,0,0
2702504,Dois Riachos,Santana do Ipanema,Sertão Alagoano,AL,0,0,0,0,0,0,0,0,0,0,0,0
2702553,Estrela de Alagoas,Palmeira dos Índios,Agreste Alagoano,AL,0,0,0,0,0,4,0,44,540,0,0,0
2702603,Feira Grande,Arapiraca,Agreste Alagoano,AL,0,0,0,0,13000,78,700,10,8050,7,0,135
2702702,Feliz Deserto,Penedo,Leste Alagoano,AL,0,0,109,0,150000,21,0,11,302,30,0,0
2702801,Flexeiras,Mata Alagoana,Leste Alagoano,AL,0,0,798,0,205459,1,0,450,2160,10,0,0
2702900,Girau do Ponciano,Arapiraca,Agreste Alagoano,AL,0,0,0,0,0,44,624,0,14700,1,0,0
2703007,Ibateguara,Serrana dos Quilombos,Leste Alagoano,AL,0,0,3300,0,147000,17,0,400,1200,38,0,0
2703106,Igaci,Palmeira dos Índios,Agreste Alagoano,AL,0,0,10,0,0,60,108,55,320,360,0,0
2703205,Igreja Nova,Penedo,Leste Alagoano,AL,0,8340,511,0,253634,174,0,240,4479,348,0,0
2703304,Inhapi,Serrana do Sertão Alagoano,Sertão Alagoano,AL,0,0,56,0,0,0,0,28,305,0,0,70
2703403,Jacaré dos Homens,Batalha,Sertão Alagoano,AL,0,0,0,0,0,1,0,0,28,0,0,0
2703502,Jacuípe,Mata Alagoana,Leste Alagoano,AL,0,0,8602,0,79000,10,0,3000,550,0,0,0
2703601,Japaratinga,Litoral Norte Alagoano,Leste Alagoano,AL,0,0,1980,0,57000,24,0,108,2700,0,0,0
2703700,Jaramataia,Batalha,Sertão Alagoano,AL,0,0,0,0,0,2,1,0,0,1,0,0
2703759,Jequiá da Praia,São Miguel dos Campos,Leste Alagoano,AL,0,0,372,0,450000,5,0,33,450,12,0,0
2703809,Joaquim Gomes,Mata Alagoana,Leste Alagoano,AL,0,0,4000,0,53942,20,0,5400,11620,100,0,0
2703908,Jundiá,Mata Alagoana,Leste Alagoano,AL,0,0,180,0,140000,4,0,60,198,0,528,0
2704005,Junqueiro,São Miguel dos Campos,Leste Alagoano,AL,0,0,279,0,330000,240,133,120,24525,350,700,192
2704104,Lagoa da Canoa,Arapiraca,Agreste Alagoano,AL,0,0,0,0,0,276,760,0,7200,70,0,0
2704203,Limoeiro de Anadia,Arapiraca,Agreste Alagoano,AL,0,0,400,0,40000,167,0,48,25500,2250,0,600
2704302,Maceió,Maceió,Leste Alagoano,AL,0,0,20,0,452099,0,0,0,36,0,0,0
2704401,Major Isidoro,Batalha,Sertão Alagoano,AL,0,0,0,0,0,1,0,0,0,3,0,0
2704500,Maragogi,Litoral Norte Alagoano,Leste Alagoano,AL,0,0,3750,0,150000,85,0,600,6825,0,0,40
2704609,Maravilha,Santana do Ipanema,Sertão Alagoano,AL,0,0,0,0,0,0,0,0,0,1,0,0
2704708,Marechal Deodoro,Maceió,Leste Alagoano,AL,0,0,64,0,597240,0,0,120,405,0,0,0
2704807,Maribondo,Palmeira dos Índios,Agreste Alagoano,AL,0,0,700,0,2950,35,0,76,380,40,0,120
2704906,Mar Vermelho,Palmeira dos Índios,Agreste Alagoano,AL,0,0,123,0,0,3,0,32,96,7,0,0
2705002,Mata Grande,Serrana do Sertão Alagoano,Sertão Alagoano,AL,5,0,740,0,250,0,0,72,1950,0,0,4400
2705101,Matriz de Camaragibe,Mata Alagoana,Leste Alagoano,AL,0,0,700,0,485000,0,0,360,2790,0,0,0
2705200,Messias,Mata Alagoana,Leste Alagoano,AL,0,0,120,0,240000,0,0,400,1885,0,0,0
2705309,Minador do Negrão,Palmeira dos Índios,Agreste Alagoano,AL,0,0,0,0,0,0,0,0,0,0,0,0
2705408,Monteirópolis,Batalha,Sertão Alagoano,AL,0,0,0,0,0,1,0,0,250,3,0,0
2705507,Murici,Mata Alagoana,Leste Alagoano,AL,0,0,4380,0,260000,0,0,3000,10100,300,0,0
2705606,Novo Lino,Mata Alagoana,Leste Alagoano,AL,0,0,3030,0,138000,0,0,800,2750,40,0,0
2705705,Olho d'Água das Flores,Batalha,Sertão Alagoano,AL,0,0,0,0,0,5,0,0,480,5,0,0
2705804,Olho d'Água do Casado,Alagoana do Sertão do São Francisco,Sertão Alagoano,AL,0,0,0,0,0,0,0,0,159,0,0,0
2705903,Olho d'Água Grande,Traipu,Agreste Alagoano,AL,0,0,0,0,0,9,0,7,728,18,0,0
2706000,Olivença,Batalha,Sertão Alagoano,AL,0,0,0,0,0,1,0,0,150,0,0,0
2706109,Ouro Branco,Santana do Ipanema,Sertão Alagoano,AL,0,0,0,0,0,1,0,0,0,1,0,0
2706208,Palestina,Santana do Ipanema,Sertão Alagoano,AL,0,0,0,0,0,1,0,0,32,0,0,0
2706307,Palmeira dos Índios,Palmeira dos Índios,Agreste Alagoano,AL,0,0,2880,0,0,75,0,220,3640,147,0,0
2706406,Pão de Açúcar,Santana do Ipanema,Sertão Alagoano,AL,0,0,84,0,0,1,0,0,750,1,0,0
2706422,Pariconha,Serrana do Sertão Alagoano,Sertão Alagoano,AL,3,0,44,0,300,0,0,26,1716,0,0,0
2706448,Paripueira,Maceió,Leste Alagoano,AL,0,0,27,0,96000,0,0,21,120,0,0,0
2706505,Passo de Camaragibe,Litoral Norte Alagoano,Leste Alagoano,AL,0,0,200,0,490000,0,0,40,4650,0,0,0
2706604,Paulo Jacinto,Palmeira dos Índios,Agreste Alagoano,AL,0,0,130,0,0,3,0,0,222,18,0,60
2706703,Penedo,Penedo,Leste Alagoano,AL,0,764,790,0,426973,114,0,130,6578,353,0,200
2706802,Piaçabuçu,Penedo,Leste Alagoano,AL,0,142,276,0,77000,2,0,10,84,2,0,66
2706901,Pilar,Maceió,Leste Alagoano,AL,0,0,50,0,290700,0,0,0,990,0,0,0
2707008,Pindoba,Serrana dos Quilombos,Leste Alagoano,AL,0,0,88,0,300,3,0,0,246,1,0,0
2707107,Piranhas,Alagoana do Sertão do São Francisco,Sertão Alagoano,AL,0,0,20,0,0,0,0,0,12,0,0,0
2707206,Poço das Trincheiras,Santana do Ipanema,Sertão Alagoano,AL,0,0,0,0,0,4,0,0,126,2,0,0
2707305,Porto Calvo,Mata Alagoana,Leste Alagoano,AL,0,0,4400,0,435811,6,0,960,700,40,0,40
2707404,Porto de Pedras,Litoral Norte Alagoano,Leste Alagoano,AL,0,0,4500,0,90000,6,0,84,3500,0,0,0
2707503,Porto Real do Colégio,Penedo,Leste Alagoano,AL,0,8420,36,0,22000,17,17,22,6080,60,0,0
2707602,Quebrangulo,Palmeira dos Índios,Agreste Alagoano,AL,0,0,1000,0,200,276,0,200,1045,1540,0,40
2707701,Rio Largo,Maceió,Leste Alagoano,AL,0,0,40,0,565519,0,0,0,600,0,0,0
2707800,Roteiro,São Miguel dos Campos,Leste Alagoano,AL,0,0,65,0,201636,9,0,0,792,16,0,0
2707909,Santa Luzia do Norte,Maceió,Leste Alagoano,AL,0,0,49,0,60500,0,0,0,978,0,0,0
2708006,Santana do Ipanema,Santana do Ipanema,Sertão Alagoano,AL,0,0,0,0,0,2,0,0,528,12,0,0
2708105,Santana do Mundaú,Serrana dos Quilombos,Leste Alagoano,AL,0,0,9550,0,550,6,0,100000,3000,41,0,0
2708204,São Brás,Traipu,Agreste Alagoano,AL,0,0,142,0,60500,47,0,0,5730,180,0,0
2708303,São José da Laje,Serrana dos Quilombos,Leste Alagoano,AL,0,0,1820,0,840000,0,0,3000,1800,26,0,0
2708402,São José da Tapera,Santana do Ipanema,Sertão Alagoano,AL,0,0,0,0,0,0,0,0,90,80,0,0
2708501,São Luís do Quitunde,Mata Alagoana,Leste Alagoano,AL,0,0,1800,0,940000,60,0,360,16600,54,0,0
2708600,São Miguel dos Campos,São Miguel dos Campos,Leste Alagoano,AL,0,0,63,0,1300000,0,0,0,3250,200,210,50
2708709,São Miguel dos Milagres,Litoral Norte Alagoano,Leste Alagoano,AL,0,0,210,0,70300,45,0,40,800,0,0,0
2708808,São Sebastião,Arapiraca,Agreste Alagoano,AL,0,0,42,0,160000,141,169,82,18000,140,0,0
2708907,Satuba,Maceió,Leste Alagoano,AL,0,0,15,0,100000,0,0,0,91,0,0,0
2708956,Senador Rui Palmeira,Santana do Ipanema,Sertão Alagoano,AL,0,0,0,0,0,1,0,0,40,0,0,40
2709004,Tanque d'Arca,Palmeira dos Índios,Agreste Alagoano,AL,0,0,304,0,5800,29,0,230,533,18,0,0
2709103,Taquarana,Arapiraca,Agreste Alagoano,AL,0,0,110,0,2700,1409,13,156,26040,825,0,200
2709152,Teotônio Vilela,São Miguel dos Campos,Leste Alagoano,AL,0,0,62,0,700000,572,2,130,45000,212,0,0
2709202,Traipu,Traipu,Agreste Alagoano,AL,0,0,0,0,0,55,50,0,7500,1,0,0
2709301,União dos Palmares,Serrana dos Quilombos,Leste Alagoano,AL,0,0,25300,0,28000,20,0,10500,6200,100,0,0
2709400,Viçosa,Serrana dos Quilombos,Leste Alagoano,AL,0,0,155,0,7400,6,0,150,1343,100,0,0
2800100,Amparo de São Francisco,Propriá,Leste Sergipano,SE,0,0,64,0,0,6,0,0,572,0,0,0
2800209,Aquidabã,Nossa Senhora das Dores,Agreste Sergipano,SE,0,0,450,0,0,90,0,16,1200,625,0,0
2800308,Aracaju,Aracaju,Leste Sergipano,SE,0,0,0,0,0,0,0,0,0,0,0,0
2800407,Arauá,Boquim,Leste Sergipano,SE,0,0,720,0,0,2,6,26422,1904,704,0,0
2800506,Areia Branca,Agreste de Itabaiana,Agreste Sergipano,SE,0,0,150,0,30000,0,0,0,2420,0,0,0
2800605,Barra dos Coqueiros,Aracaju,Leste Sergipano,SE,0,0,0,0,0,0,0,0,134,0,0,0
2800670,Boquim,Boquim,Leste Sergipano,SE,0,0,770,0,0,0,2,24578,7000,1188,0,0
2800704,Brejo Grande,Propriá,Leste Sergipano,SE,0,493,136,0,0,1,0,0,169,0,0,0
2801009,Campo do Brito,Agreste de Itabaiana,Agreste Sergipano,SE,0,0,0,0,0,0,0,0,3080,122,0,0
2801108,Canhoba,Propriá,Leste Sergipano,SE,0,0,48,0,0,19,0,0,1800,15,0,0
2801207,Canindé de São Francisco,Sergipana do Sertão do São Francisco,Sertão Sergipano,SE,0,0,130,0,0,126,0,0,850,0,0,0
2801306,Capela,Cotinguiba,Leste Sergipano,SE,0,0,250,0,275890,6,0,200,1560,1359,0,0
2801405,Carira,Carira,Sertão Sergipano,SE,0,0,0,0,0,0,0,0,0,2088,0,0
2801504,Carmópolis,Baixo Cotinguiba,Leste Sergipano,SE,0,0,146,0,21914,7,0,0,732,5,0,0
2801603,Cedro de São João,Propriá,Leste Sergipano,SE,0,449,90,0,0,4,0,0,90,0,0,0
2801702,Cristinápolis,Boquim,Leste Sergipano,SE,0,0,120,0,0,10,1,45329,1566,3120,0,0
2801900,Cumbe,Nossa Senhora das Dores,Agreste Sergipano,SE,0,0,0,0,1932,6,0,0,840,2349,0,0
2802007,Divina Pastora,Cotinguiba,Leste Sergipano,SE,0,0,184,0,19608,0,0,0,329,33,0,0
2802106,Estância,Estância,Leste Sergipano,SE,0,0,600,0,0,16,0,9531,2028,204,0,0
2802205,Feira Nova,Sergipana do Sertão do São Francisco,Sertão Sergipano,SE,0,0,0,0,0,0,0,0,0,1828,0,0
2802304,Frei Paulo,Carira,Sertão Sergipano,SE,0,0,0,0,0,24,0,0,0,14112,0,0
2802403,Gararu,Sergipana do Sertão do São Francisco,Sertão Sergipano,SE,0,0,0,0,0,0,0,0,0,0,0,0
2802502,General Maynard,Baixo Cotinguiba,Leste Sergipano,SE,0,0,0,0,0,2,0,0,261,5,0,0
2802601,Gracho Cardoso,Sergipana do Sertão do São Francisco,Sertão Sergipano,SE,0,0,0,0,0,2,0,0,60,396,0,0
2802700,Ilha das Flores,Propriá,Leste Sergipano,SE,0,15212,144,0,0,2,0,0,33,0,0,0
2802809,Indiaroba,Estância,Leste Sergipano,SE,0,0,960,0,0,8,0,31133,1638,72,0,0
2802908,Itabaiana,Agreste de Itabaiana,Agreste Sergipano,SE,0,0,144,0,0,0,0,0,3000,253,0,0
2803005,Itabaianinha,Boquim,Leste Sergipano,SE,0,0,660,0,0,83,7,46649,5070,11760,0,0
2803104,Itabi,Sergipana do Sertão do São Francisco,Sertão Sergipano,SE,0,0,0,0,0,0,0,0,0,0,0,0
2803203,Itaporanga d'Ajuda,Estância,Leste Sergipano,SE,0,0,720,0,11296,10,0,12339,3808,1143,0,0
2803302,Japaratuba,Japaratuba,Leste Sergipano,SE,0,0,903,0,241488,59,0,0,6896,246,0,0
2803401,Japoatã,Japaratuba,Leste Sergipano,SE,0,94,1251,0,179905,57,0,1762,4200,9,0,0
2803500,Lagarto,Agreste de Lagarto,Agreste Sergipano,SE,0,0,1320,0,0,0,251,28473,36000,7560,0,160
2803609,Laranjeiras,Baixo Cotinguiba,Leste Sergipano,SE,0,0,0,0,455421,0,0,0,1517,29,0,0
2803708,Macambira,Agreste de Itabaiana,Agreste Sergipano,SE,0,0,0,0,0,0,0,0,1400,3024,0,0
2803807,Malhada dos Bois,Nossa Senhora das Dores,Agreste Sergipano,SE,0,0,16,0,0,6,0,0,495,5,0,0
2803906,Malhador,Agreste de Itabaiana,Agreste Sergipano,SE,0,0,1500,0,0,0,0,0,2650,0,0,0
2804003,Maruim,Baixo Cotinguiba,Leste Sergipano,SE,0,0,49,0,146863,1,0,0,125,0,0,0
2804102,Moita Bonita,Agreste de Itabaiana,Agreste Sergipano,SE,0,0,350,0,0,0,0,0,1360,0,0,0
2804201,Monte Alegre de Sergipe,Sergipana do Sertão do São Francisco,Sertão Sergipano,SE,0,0,0,0,0,0,0,0,0,0,0,0
2804300,Muribeca,Nossa Senhora das Dores,Agreste Sergipano,SE,0,0,128,0,20782,17,0,18,247,4,0,0
2804409,Neópolis,Propriá,Leste Sergipano,SE,0,9439,1394,0,147639,153,0,1361,5082,11,0,0
2804458,Nossa Senhora Aparecida,Carira,Sertão Sergipano,SE,0,0,0,0,0,8,0,0,0,50,0,0
2804508,Nossa Senhora da Glória,Sergipana do Sertão do São Francisco,Sertão Sergipano,SE,0,0,0,0,0,0,0,0,0,0,0,0
2804607,Nossa Senhora das Dores,Nossa Senhora das Dores,Agreste Sergipano,SE,0,0,230,0,65125,15,0,40,1800,4940,0,0
2804706,Nossa Senhora de Lourdes,Propriá,Leste Sergipano,SE,0,0,0,0,0,0,0,0,35,0,0,0
2804805,Nossa Senhora do Socorro,Aracaju,Leste Sergipano,SE,0,0,486,0,18425,3,0,0,783,13,0,0
2804904,Pacatuba,Japaratuba,Leste Sergipano,SE,0,1688,468,0,59648,145,0,32,8960,9,0,0
2805000,Pedra Mole,Carira,Sertão Sergipano,SE,0,0,0,0,0,9,0,0,0,668,0,0
2805109,Pedrinhas,Boquim,Leste Sergipano,SE,0,0,90,0,0,0,0,7452,1200,20,0,0
2805208,Pinhão,Carira,Sertão Sergipano,SE,0,0,0,0,0,27,0,0,0,1030,0,0
2805307,Pirambu,Japaratuba,Leste Sergipano,SE,0,0,0,0,3815,9,0,0,1170,0,0,0
2805406,Poço Redondo,Sergipana do Sertão do São Francisco,Sertão Sergipano,SE,0,0,720,0,0,630,0,0,4300,0,0,60
2805505,Poço Verde,Tobias Barreto,Agreste Sergipano,SE,0,0,3,0,0,60,0,0,0,90,0,0
2805604,Porto da Folha,Sergipana do Sertão do São Francisco,Sertão Sergipano,SE,0,0,105,0,0,0,0,0,0,0,0,0
2805703,Propriá,Propriá,Leste Sergipano,SE,0,3723,1412,0,0,11,0,18,364,1,0,0
2805802,Riachão do Dantas,Agreste de Lagarto,Agreste Sergipano,SE,0,0,1224,0,0,0,120,21660,6050,12150,0,0
2805901,Riachuelo,Baixo Cotinguiba,Leste Sergipano,SE,0,0,199,0,35048,48,0,0,2350,55,0,0
2806008,Ribeirópolis,Carira,Sertão Sergipano,SE,0,0,0,0,0,67,0,0,644,57,0,30
2806107,Rosário do Catete,Baixo Cotinguiba,Leste Sergipano,SE,0,0,0,0,57216,0,0,0,193,2,0,0
2806206,Salgado,Boquim,Leste Sergipano,SE,0,0,330,0,0,0,8,22572,7600,475,0,0
2806305,Santa Luzia do Itanhy,Estância,Leste Sergipano,SE,0,0,660,0,0,3,0,16256,2496,180,0,0
2806404,Santana do São Francisco,Propriá,Leste Sergipano,SE,0,0,952,0,13616,11,0,0,270,1,0,0
2806503,Santa Rosa de Lima,Cotinguiba,Leste Sergipano,SE,0,0,770,0,7049,0,0,0,3181,47,0,0
2806602,Santo Amaro das Brotas,Baixo Cotinguiba,Leste Sergipano,SE,0,0,605,0,30470,9,0,0,1194,21,0,0
2806701,São Cristóvão,Aracaju,Leste Sergipano,SE,0,0,218,0,8410,19,0,0,1095,108,0,0
2806800,São Domingos,Agreste de Itabaiana,Agreste Sergipano,SE,0,0,22,0,0,0,0,500,5000,240,0,0
2806909,São Francisco,Japaratuba,Leste Sergipano,SE,0,0,48,0,5410,15,0,0,600,2,0,0
2807006,São Miguel do Aleixo,Nossa Senhora das Dores,Agreste Sergipano,SE,0,0,0,0,0,8,0,0,118,0,0,0
2807105,Simão Dias,Tobias Barreto,Agreste Sergipano,SE,0,0,250,0,0,20,7,100,300,31620,0,875
2807204,Siriri,Cotinguiba,Leste Sergipano,SE,0,0,280,0,58121,0,0,30,182,116,0,0
2807303,Telha,Propriá,Leste Sergipano,SE,0,639,18,0,0,7,0,0,13,0,0,0
2807402,Tobias Barreto,Tobias Barreto,Agreste Sergipano,SE,0,0,0,0,0,64,0,0,560,58,0,0
2807501,Tomar do Geru,Boquim,Leste Sergipano,SE,0,0,72,0,0,20,0,19559,1200,576,0,0
2807600,Umbaúba,Boquim,Leste Sergipano,SE,0,0,300,0,0,2,0,38930,1560,2016,0,0
2900108,Abaíra,Seabra,Centro Sul Baiano,BA,0,7,50,89,6400,40,0,0,350,48,0,0
2900207,Abaré,Paulo Afonso,Vale São-Franciscano da Bahia,BA,0,0,2880,0,0,200,0,0,0,125,0,120
2900306,Acajutiba,Alagoinhas,Nordeste Baiano,BA,0,0,168,0,0,43,0,10000,2400,206,0,0
2900355,Adustina,Ribeira do Pombal,Nordeste Baiano,BA,0,0,0,0,0,1600,0,0,0,24000,0,0
2900405,Água Fria,Feira de Santana,Centro Norte Baiano,BA,0,0,0,0,0,180,0,10,1000,220,0,0
2900504,Érico Cardoso,Livramento do Brumado,Centro Sul Baiano,BA,0,40,90,3,6000,200,0,9,250,100,0,0
2900603,Aiquara,Jequié,Centro Sul Baiano,BA,0,0,1000,1,60,26,0,0,311,26,0,25
2900702,Alagoinhas,Alagoinhas,Nordeste Baiano,BA,0,0,333,0,48,21,0,20000,3444,112,0,4
