mun,nome_mun,sigla_uf,abacaxi,acai,algodao,alho,amendoim,arroz,aveia,azeitona,banana,batata_doce,batata,cacau,cafe,caju,cana,caqui,castanha_caju,cebola,centeio,cevada,coco,erva_mate,ervilha,fava,feijao,figo,fumo,girassol_grao,goiaba,laranja,limao,maca,mamao,mamona,mandioca,manga,maracuja,marmelo,melancia,melao,milho,noz,palmito,pera,pessego,soja,sorgo,tangerina,tomate,trigo,uva
5002001,Batayporã,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466076,0,0,0,0,0,50,0,0,0,800,0,0,0,0,0,10,0,0,0,39600,0,7,0,0,0,51900,0,0,0,0,76600,0,0,0,0,0
5002100,Bela Vista,MS,0,0,0,0,0,0,0,0,40,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,5200,0,0,0,0,0,88200,0,0,0,0,99282,0,0,0,0,0
5002159,Bodoquena,MS,0,0,0,0,0,1560,0,0,28,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,9216,0,0,0,0,11940,0,0,0,0,0
5002209,Bonito,MS,0,0,0,0,0,0,1800,0,30,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,3420,0,0,0,0,44,0,0,0,0,1200,0,0,0,0,0,109380,0,0,0,0,160080,0,0,45,0,24
5002308,Brasilândia,MS,0,0,0,0,0,0,0,0,0,0,0,0,6,0,177177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,120,0,3941,0,0,0,0,11698,0,0,0,0,0
5002407,Caarapó,MS,0,0,0,0,0,0,0,0,30,0,0,0,0,0,1617786,0,0,0,0,0,0,70,0,0,3045,0,0,0,0,0,0,0,0,0,8450,0,0,0,0,0,224855,0,0,0,0,320400,0,0,0,0,0
5002605,Camapuã,MS,22,0,0,0,0,0,0,0,60,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,0,20,0,18540,0,0,0,0,65520,0,0,0,0,0
5002704,Campo Grande,MS,500,0,0,0,0,0,270,0,600,300,0,0,0,0,27950,0,0,0,0,0,40,0,0,0,133,0,0,75,0,150,180,0,1680,0,2500,0,40,0,450,0,90600,0,0,0,0,226800,252,150,400,0,21
5002803,Caracol,MS,0,0,0,0,0,0,142,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,5989,0,0,0,0,7302,0,0,0,0,0
5002902,Cassilândia,MS,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,14400,0,0,0,0,24750,450,0,0,0,0
5002951,Chapadão do Sul,MS,0,0,39527,0,0,0,0,0,0,0,0,0,0,0,1960000,0,0,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,216000,0,0,0,0,293700,10500,0,0,0,0
5003108,Corguinho,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0
5003157,Coronel Sapucaia,MS,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,24,0,0,0,0,0,0,0,0,0,4400,0,0,0,0,0,30460,0,0,0,0,49500,0,0,60,180,0
5003207,Corumbá,MS,20,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,150,0,0,0,0,2400,0,0,0,195,0,7932,0,0,0,0,3414,465,0,150,0,0
5003256,Costa Rica,MS,0,0,94251,0,0,0,0,0,16,0,0,0,0,0,3808973,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,313524,0,0,0,0,271560,3750,0,0,0,0
5003306,Coxim,MS,48,0,0,0,0,0,0,0,180,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,37962,0,0,0,0,39600,0,0,0,0,0
5003454,Deodápolis,MS,0,0,0,0,0,3420,0,0,0,75,0,0,2,0,313388,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,14400,0,0,0,5250,0,18000,0,0,0,0,36540,0,0,0,0,0
5003488,Dois Irmãos do Buriti,MS,500,0,0,0,0,0,0,0,1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10500,100,0,0,0,1200,0,0,0,0,0,29040,0,0,0,0,23222,0,24,0,0,0
5003504,Douradina,MS,0,0,0,0,0,6000,0,0,0,0,0,0,0,0,21740,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,39600,0,0,0,0,45360,0,0,0,0,0
5003702,Dourados,MS,0,0,0,0,0,7000,10000,0,120,0,0,0,0,0,1999965,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,100,0,4200,0,0,0,150,0,562165,0,0,0,0,612000,180,0,200,720,0
5003751,Eldorado,MS,300,0,0,0,0,0,0,0,0,0,0,0,10,0,446810,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,35000,0,0,0,4125,170,22000,0,0,0,0,48198,0,0,0,0,0
5003801,Fátima do Sul,MS,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,114821,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,6250,0,0,0,0,0,47604,0,0,0,0,41040,0,0,150,0,0
5003900,Figueirão,MS,20,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,150,0,0,0,40,0,0,0,0,0,0,1815,0,0,0,0,0
5004007,Glória de Dourados,MS,0,0,0,0,0,0,0,0,0,0,0,0,8,0,83609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,8800,0,0,0,400,0,4937,0,0,0,0,5760,0,0,0,0,0
5004106,Guia Lopes da Laguna,MS,0,0,0,0,0,0,0,0,24,0,0,0,0,0,400,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,52650,0,0,0,0,62678,0,0,0,0,0
5004304,Iguatemi,MS,0,0,0,0,0,0,0,0,0,0,0,0,3,0,114567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25500,0,0,0,440,50,12400,0,0,0,0,46200,0,0,0,0,0
5004403,Inocência,MS,0,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,900,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0
5004502,Itaporã,MS,0,0,0,0,0,2300,0,0,840,0,0,0,0,0,28159,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,360,0,0,0,0,0,330480,0,0,0,0,304200,0,0,0,150,0
5004601,Itaquiraí,MS,200,0,0,0,0,0,0,0,70,0,0,0,0,0,321113,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,111360,0,0,0,960,0,100600,0,0,0,0,142800,0,0,0,0,0
5004700,Ivinhema,MS,200,0,0,0,0,0,0,0,0,195,0,0,135,0,4244173,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,10,0,75000,0,24,0,200,0,32400,0,0,0,0,61200,0,0,0,0,0
5004809,Japorã,MS,0,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,50160,0,0,0,175,0,6540,0,0,0,0,7480,0,0,0,0,0
5004908,Jaraguari,MS,120,0,0,0,0,0,0,0,100,1500,0,0,0,0,300,0,0,0,0,0,0,0,0,0,147,0,0,0,30,400,120,0,1540,0,4800,0,18,0,320,0,18000,0,0,0,0,59850,60,210,150,0,0
5005004,Jardim,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,34628,0,0,0,0,43338,0,0,0,0,0
5005103,Jateí,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1664980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600,0,0,0,600,0,68160,0,0,0,0,84000,0,0,0,0,0
5005152,Juti,MS,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1054166,0,0,0,0,0,0,0,0,0,1273,0,0,0,0,0,0,0,0,0,33600,0,0,0,300,0,32000,0,0,0,0,61600,0,0,0,0,0
5005202,Ladário,MS,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,240,0,0,0,50,0,0,0,0,0,0,0,0,0,60,0,0
5005251,Laguna Carapã,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667220,0,0,0,0,0,0,42,0,0,600,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,180000,0,0,0,0,401400,0,0,0,9800,0
5005400,Maracaju,MS,0,0,237,0,0,2410,8700,0,0,0,0,0,0,0,1956431,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,1005000,0,0,0,0,1083060,0,0,0,2430,0
5005608,Miranda,MS,0,0,0,0,0,25553,0,0,30,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,18,0,0,0,0,14,0,0,0,0,1000,0,0,0,180,0,29694,0,0,0,0,39110,0,0,0,0,0
5005681,Mundo Novo,MS,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,15,0,320,0,12000,0,0,0,0,24800,0,0,0,0,0
5005707,Naviraí,MS,0,0,0,0,0,0,0,0,0,0,0,0,3,0,472564,0,0,0,0,0,0,0,0,0,1071,0,0,0,0,0,0,0,0,0,71300,0,0,0,1500,0,320080,0,0,0,0,318420,0,0,0,864,0
5005806,Nioaque,MS,300,0,0,0,0,0,0,0,900,850,0,0,0,0,5640,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,1800,0,0,0,150,0,4380,0,0,0,0,6300,0,0,0,0,0
5006002,Nova Alvorada do Sul,MS,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5929068,0,0,0,0,0,10,0,0,0,400,0,0,0,0,0,0,0,0,0,600,0,8,0,40,0,66000,0,0,0,0,107880,0,0,0,0,0
5006200,Nova Andradina,MS,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2080620,0,0,0,0,0,0,0,0,0,920,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,53700,0,0,0,0,83100,0,0,0,0,0
5006259,Novo Horizonte do Sul,MS,20,0,0,0,0,0,0,0,0,0,0,0,8,0,523024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,0,0,0,0,0,13800,0,0,0,0,18150,0,0,0,0,0
5006275,Paraíso das Águas,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1187701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,4800,0,0,0,0,223200,0,0,0,0,0
5006309,Paranaíba,MS,528,0,0,0,2550,0,0,0,4480,0,0,0,0,0,444000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,8250,0,70,0,100,0,750,0,10,0,0,869,0,0,0,0,0
5006358,Paranhos,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,16000,0,0,0,0,21600,0,0,0,240,0
5006408,Pedro Gomes,MS,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,0,0,0,9120,0,0,0,0,31680,0,0,0,0,0
5006606,Ponta Porã,MS,0,0,0,0,0,0,5000,0,0,0,0,0,3,0,2632986,0,0,0,0,0,0,300,0,0,410,0,0,0,0,40,16,0,100,0,3000,0,0,0,250,0,481500,0,0,0,0,774000,0,0,115,9000,0
5006903,Porto Murtinho,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,5172,0,0,0,0,8176,0,0,0,0,0
5007109,Ribas do Rio Pardo,MS,220,0,0,0,0,0,0,0,24,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,159,0,0,0,0,100,32,0,0,0,720,0,13,0,300,0,9554,0,0,0,0,46156,0,0,0,0,0
5007208,Rio Brilhante,MS,0,0,0,0,0,29250,5000,0,0,0,0,0,0,0,7854965,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,358800,0,0,0,0,440000,0,0,0,0,0
5007307,Rio Negro,MS,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,750,0,45,0,0,0,0,0,0,0,0,3900,0,0,0,0,0
5007406,Rio Verde de Mato Grosso,MS,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,0,0,0,23400,0,0,0,0,52800,0,0,0,0,0
5007505,Rochedo,MS,110,0,0,0,0,0,0,0,30,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,720,0,0,0,0,0,9919,0,0,0,0,12600,96,0,0,0,0
5007554,Santa Rita do Pardo,MS,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2820,0,0,0,2015,0,0,0,0,0,0,330,0,0,0,0,0
5007695,São Gabriel do Oeste,MS,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,0,0,0,0,0,0,0,0,0,450,0,0,0,400,0,391140,0,0,0,0,468000,2448,0,0,0,0
5007703,Sete Quedas,MS,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,52720,0,0,0,0,66000,0,0,0,660,0
5007802,Selvíria,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53252,0,0,0,0,0,22,0,0,0,0,0,0,0,0,62,98,0,0,0,300,0,0,0,0,0,1368,0,0,0,0,3296,0,0,0,0,0
5007901,Sidrolândia,MS,1000,0,6889,0,0,1920,1500,0,888,75,0,0,25,0,390402,0,0,0,0,0,0,0,0,0,3168,0,0,0,30,30,24,0,200,0,5250,0,63,0,3000,0,777660,0,0,0,0,787200,0,0,400,0,0
5007935,Sonora,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,1250,0,158373,0,0,0,0,203400,0,0,0,0,0
5007950,Tacuru,MS,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,11,0,0,0,0,0,0,0,0,0,14180,0,0,0,0,0,24000,0,0,0,0,54000,0,0,0,0,0
5007976,Taquarussu,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363369,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,6600,0,0,0,0,0,17600,0,0,0,0,13800,0,0,0,0,0
5008008,Terenos,MS,200,0,0,0,0,0,0,0,1600,75,0,0,0,0,300,0,0,0,0,0,75,0,0,0,238,0,0,0,0,180,360,0,400,0,4200,0,27,0,100,0,36000,0,0,0,0,73824,0,720,520,0,10
5008305,Três Lagoas,MS,26,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,5600,0,0,400,0,750,0,0,0,0,0,0,0,0,0,0,1068,0,0,0,0,0
5008404,Vicentina,MS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,27720,0,0,0,0,28050,0,0,0,0,0
5100102,Acorizal,MT,54,0,0,0,0,0,0,0,240,0,0,0,0,0,800,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,1000,0,0,0,480,250,60,0,0,0,0,0,0,0,0,0,0
5100201,Água Boa,MT,0,0,0,0,0,11707,0,0,0,0,0,0,0,0,1020,0,0,0,0,0,520,0,0,0,390,0,0,0,0,0,0,0,0,0,4050,0,0,0,0,0,125100,0,202,0,0,528000,3000,0,0,0,0
5100250,Alta Floresta,MT,120,0,0,0,0,7200,0,0,80,0,0,163,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,30,0,80,0,750,0,100,0,600,0,57600,0,81,0,0,66006,0,0,60,0,0
5100300,Alto Araguaia,MT,0,0,2190,0,0,0,0,0,0,0,0,0,0,0,444000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,72000,0,0,0,0,99830,0,0,0,0,0
5100359,Alto Boa Vista,MT,0,0,0,0,0,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10575,0,0,0,0,0,28860,0,0,0,0,73853,0,0,0,0,0
5100409,Alto Garças,MT,0,0,18690,0,0,0,0,0,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,1350,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,220500,0,0,0,0,306900,4800,0,0,0,0
5100508,Alto Paraguai,MT,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,2250,0,0,0,0,0,14400,0,0,0,0,21000,0,0,0,0,0
5100607,Alto Taquari,MT,0,0,15275,0,0,0,0,0,0,0,0,0,0,0,2960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,222600,0,0,0,0,164858,3000,0,0,0,0
5100805,Apiacás,MT,140,0,0,0,0,0,0,0,120,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0
5101001,Araguaiana,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,1800,0,0,0,0,6200,1200,0,0,0,0
5101209,Araguainha,MT,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,24,0,0,0,306,0,0,0,0,810,0,0,0,0,0
5101258,Araputanga,MT,0,0,0,0,0,0,0,0,180,0,0,0,0,0,225,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1440,0,0,0,100,0,11208,0,0,0,0,1468,0,0,0,0,0
5101308,Arenápolis,MT,375,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,2400,0,0,0,0,7500,0,0,0,0,0
5101407,Aripuanã,MT,225,0,0,0,4,37,0,0,1800,0,0,20,454,0,7800,0,0,0,0,0,12,0,0,0,210,0,0,0,0,56,0,0,20,0,4500,0,50,0,1400,0,18360,0,25,0,0,3600,0,0,750,0,0
5101605,Barão de Melgaço,MT,0,0,0,0,0,0,0,0,50,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,80,0,51,0,0,0,0,0,0,160,0,0,0
5101704,Barra do Bugres,MT,0,0,0,0,149,1221,0,0,3200,0,0,0,0,0,3502185,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,140,0,2550,0,0,0,0,3805,0,0,0,0,0
5101803,Barra do Garças,MT,150,0,0,0,0,0,0,0,0,0,0,0,0,0,1875,0,0,0,0,0,555,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,2400,0,0,0,0,103200,0,0,0,0,24
5101852,Bom Jesus do Araguaia,MT,0,0,11250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,0,0,0,0,0,176050,0,0,0,0,360137,16560,0,0,0,0
5101902,Brasnorte,MT,66,0,16910,0,0,8700,0,0,49,75,0,18,0,0,300,0,0,0,0,0,0,0,0,0,8910,0,0,16800,0,74,4,0,30,0,1650,0,4,0,300,6,696960,0,0,0,0,786480,0,0,60,0,0
5102504,Cáceres,MT,600,0,0,0,0,5,0,0,900,0,0,0,0,0,143920,0,0,0,0,0,30,0,0,0,0,0,0,0,0,400,120,0,180,0,2520,0,0,0,600,60,11250,0,0,0,0,32656,0,0,120,0,0
5102603,Campinápolis,MT,0,0,0,0,0,1920,0,0,360,0,0,0,0,0,3000,0,0,0,0,0,34,0,0,0,840,0,0,0,0,0,0,0,0,0,5440,0,0,0,0,0,18900,0,0,0,0,88500,0,0,0,0,0
5102637,Campo Novo do Parecis,MT,250,0,302519,0,0,0,0,0,0,0,0,0,0,0,2882355,0,0,0,0,0,80,0,0,0,9888,0,0,45360,0,0,0,0,0,650,260,0,51,0,19,0,1345500,0,0,0,0,1322400,2400,0,0,0,0
5102678,Campo Verde,MT,750,0,360750,0,0,0,0,0,1050,0,0,0,0,0,1000,0,0,0,0,0,350,0,0,0,4104,0,0,0,0,0,257,0,900,0,1700,0,240,0,0,0,511500,0,0,0,0,693000,4800,50,0,0,0
5102686,Campos de Júlio,MT,0,0,178836,0,0,4623,0,0,0,0,0,0,0,0,612960,0,0,0,0,0,0,0,0,0,10421,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,715210,0,0,0,0,717360,1800,0,0,0,0
5102694,Canabrava do Norte,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,0,112200,0,0,0,0,115200,0,0,0,0,0
5102702,Canarana,MT,0,0,300,0,0,2520,0,0,0,0,0,0,0,0,2190,0,0,0,0,0,150,0,0,0,1680,0,0,0,0,300,0,0,480,0,1080,0,0,0,2800,550,331500,0,0,0,0,841500,8400,0,256,0,0
5102793,Carlinda,MT,100,0,0,0,0,1500,0,0,360,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,300,0,478,0,100,0,16800,0,2,0,0,20904,0,95,0,0,0
5102850,Castanheira,MT,75,0,0,0,0,0,0,0,630,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,35,0,0,0,0,2300,0,0,0,940,0,370,0,6,0,0,0,0,0,80,0,0
5103007,Chapada dos Guimarães,MT,126,0,18963,0,0,0,0,0,120,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,72,0,7400,75,0,0,128,0,120000,0,0,0,0,95434,0,20,71,0,0
5103056,Cláudia,MT,200,0,0,0,0,5400,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,0,0,0,0,0,0,0,0,0,1548,0,50,0,270,0,339929,0,0,0,0,313844,0,0,0,0,0
5103106,Cocalinho,MT,0,0,0,0,0,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,1862,0,0,0,0,21900,0,0,0,0,0
5103205,Colíder,MT,100,0,0,0,0,3000,0,0,88,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,200,200,0,0,0,550,0,180,0,400,35,27000,0,0,0,0,40000,0,0,60,0,0
5103254,Colniza,MT,180,0,0,0,0,300,0,0,2080,0,0,228,3915,0,4000,0,0,0,0,0,0,0,0,0,855,0,0,0,0,210,32,0,85,0,14400,0,35,0,1260,25,11325,0,0,0,0,0,0,0,35,0,0
5103304,Comodoro,MT,160,0,12960,0,0,3582,0,0,700,0,0,0,0,0,550,0,0,0,0,0,40,0,0,0,5485,0,0,0,10,160,160,0,0,0,3200,108,12,0,370,0,218400,0,0,0,0,252000,7500,0,0,0,0
5103353,Confresa,MT,0,0,0,0,0,2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,0,0,0,0,0,122100,0,0,0,0,136768,960,0,0,0,0
5103361,Conquista D'Oeste,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,9663,0,0,0,0,15114,525,0,0,0,0
5103379,Cotriguaçu,MT,400,0,0,0,8,300,0,0,480,0,0,143,304,0,4000,0,0,0,0,0,60,0,0,0,34,0,0,0,0,160,0,0,0,0,5180,0,12,0,975,0,3185,0,189,0,0,1080,0,0,90,0,0
5103403,Cuiabá,MT,880,0,0,0,0,0,0,0,560,0,0,0,0,0,3750,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0,0,0,480,0,1440,0,0,0,0,0,0,0,0,0,0
5103437,Curvelândia,MT,400,0,0,0,0,0,0,0,520,0,0,0,0,0,354550,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,72,0,0,0,1260,0,0,0,198,40,54,0,0,0,0,0,0,170,100,0,0
5103452,Denise,MT,0,0,0,0,0,0,0,0,48,125,0,0,0,0,3797201,0,0,0,0,0,6,0,0,0,0,0,0,0,0,36,30,0,0,0,450,0,0,0,240,26,4400,0,80,0,0,7380,0,0,0,0,0
5103502,Diamantino,MT,960,0,227588,0,4,5400,0,0,519,150,0,0,0,0,840000,0,0,0,0,0,504,0,0,0,11580,0,0,6216,0,40,25,0,0,0,2616,0,50,0,625,0,952860,0,40,0,0,1091880,33000,0,200,0,0
5103601,Dom Aquino,MT,150,0,77475,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94050,0,0,0,0,159000,0,0,0,0,0
5103700,Feliz Natal,MT,0,0,0,0,0,16500,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5250,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,445500,0,0,0,0,410400,0,0,0,0,0
5103809,Figueirópolis D'Oeste,MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,252,0,12,0,0,0,0,0,0,0,0
5103858,Gaúcha do Norte,MT,0,0,2172,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,9240,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,153600,0,0,0,0,579120,0,0,0,0,0
5103908,General Carneiro,MT,0,0,29597,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,144204,0,0,0,0,206539,0,0,0,0,0
5103957,Glória D'Oeste,MT,0,0,0,0,0,0,0,0,320,0,0,0,0,0,127890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,120,0,0,0,875,0,34,0,0,0,0,0,0,0,0,0,0
