mun;municipio;ano;algodao;arroz;banana;cafe;cana;feijao;fumo;laranja;mandioca;milho;soja;tomate
3160454;Santo Antônio do Retiro (MG);2018;0;36;1260;43;6000;201;0;105;570;162;0;120
3160504;Santo Antônio do Rio Abaixo (MG);2018;0;0;10;0;4200;2;0;0;11;17;0;0
3160603;Santo Hipólito (MG);2018;0;0;0;0;800;9;0;0;10;750;0;35
3160702;Santos Dumont (MG);2018;0;0;300;0;2278;24;0;0;50;600;0;35
3160801;São Bento Abade (MG);2018;0;0;7;1776;0;478;0;0;0;6825;3780;0
3160900;São Brás do Suaçuí (MG);2018;0;0;0;0;0;64;0;0;108;165;0;0
3160959;São Domingos das Dores (MG);2018;0;0;1140;3706;0;63;0;36;0;231;0;140
3161007;São Domingos do Prata (MG);2018;0;0;140;125;11000;70;0;9;180;360;0;84
3161056;São Félix de Minas (MG);2018;0;0;120;17;2800;14;0;30;63;42;0;0
3161106;São Francisco (MG);2018;0;120;8290;0;7500;350;0;9;800;1800;0;0
3161205;São Francisco de Paula (MG);2018;0;0;0;4320;620;179;0;800;0;6900;156;90
3161304;São Francisco de Sales (MG);2018;0;0;0;0;900000;0;0;2250;30;3540;5124;0
3161403;São Francisco do Glória (MG);2018;0;0;0;1729;60;6;0;0;27;54;0;0
3161502;São Geraldo (MG);2018;0;0;260;642;1200;197;0;225;100;630;0;780
3161601;São Geraldo da Piedade (MG);2018;0;0;800;0;2337;24;0;0;120;45;0;0
3161650;São Geraldo do Baixio (MG);2018;0;24;14;17;3200;4;0;0;16;45;0;0
3161700;São Gonçalo do Abaeté (MG);2018;11491;0;120;576;9900;2010;0;0;1320;22500;16380;12000
3161809;São Gonçalo do Pará (MG);2018;0;0;0;0;5300;3;0;5;120;768;0;0
3161908;São Gonçalo do Rio Abaixo (MG);2018;0;0;900;5;17000;4;0;20;48;36;0;0
3162005;São Gonçalo do Sapucaí (MG);2018;0;0;144;8880;48;720;0;255;423;31320;9920;3200
3162104;São Gotardo (MG);2018;0;0;140;3780;6700;882;0;0;182;16440;10800;246
3162203;São João Batista do Glória (MG);2018;0;0;105;540;55000;3798;0;0;24;37200;17550;30
3162252;São João da Lagoa (MG);2018;0;19;45;0;3600;99;0;9;320;325;0;48
3162302;São João da Mata (MG);2018;0;3;1215;1311;340;53;0;0;570;4269;0;300
3162401;São João da Ponte (MG);2018;0;9;970;0;36000;141;0;6;640;189;0;0
3162450;São João das Missões (MG);2018;0;8;27;0;1800;418;0;0;189;660;0;0
3162500;São João del Rei (MG);2018;0;12;0;432;1600;7806;0;3454;60;61200;17568;290
3162559;São João do Manhuaçu (MG);2018;0;0;0;8521;0;168;0;8;9;792;0;402
3162575;São João do Manteninha (MG);2018;0;10;5;121;680;5;0;0;40;6;0;0
3162609;São João do Oriente (MG);2018;0;42;30;0;0;2;0;0;8;26;0;120
3162658;São João do Pacuí (MG);2018;0;3;6;0;3900;105;0;7;350;600;0;0
3162708;São João do Paraíso (MG);2018;0;50;140;698;21000;520;0;30;889;302;0;0
3162807;São João Evangelista (MG);2018;0;0;288;0;7400;42;0;0;8;450;0;0
3162906;São João Nepomuceno (MG);2018;0;10;480;0;820;7;0;30;39;9;0;0
3162922;São Joaquim de Bicas (MG);2018;0;0;480;0;30;2;0;0;40;20;0;580
3162948;São José da Barra (MG);2018;0;0;56;5166;33000;48;0;10;20;15450;5627;0
3162955;São José da Lapa (MG);2018;0;0;0;0;0;0;0;0;0;140;0;0
3163003;São José da Safira (MG);2018;0;0;28;0;0;6;0;0;196;162;0;0
3163102;São José da Varginha (MG);2018;0;0;360;0;0;1;0;0;50;252;0;5600
3163201;São José do Alegre (MG);2018;0;0;448;330;740;28;0;70;124;432;168;0
3163300;São José do Divino (MG);2018;0;0;0;2;2200;6;0;120;22;4;0;0
3163409;São José do Goiabal (MG);2018;0;0;30;3;46000;13;0;16;27;300;0;0
3163508;São José do Jacuri (MG);2018;0;1;128;4;700;101;0;9;48;720;0;330
3163607;São José do Mantimento (MG);2018;0;7;0;1017;890;16;0;0;18;180;0;0
3163706;São Lourenço (MG);2018;0;0;0;88;0;0;0;0;0;19;0;0
3163805;São Miguel do Anta (MG);2018;0;0;96;2174;500;222;0;0;0;2400;0;455
3163904;São Pedro da União (MG);2018;0;2;0;7740;0;196;0;320;0;8556;6336;30
3164001;São Pedro dos Ferros (MG);2018;0;0;60;0;250000;12;0;5;30;90;0;0
3164100;São Pedro do Suaçuí (MG);2018;0;4;0;7;442;80;0;0;510;825;0;0
3164209;São Romão (MG);2018;15956;24;0;0;2000;3645;0;0;1000;38268;8400;0
3164308;São Roque de Minas (MG);2018;0;0;30;9720;450;528;0;0;19;12735;6300;0
3164407;São Sebastião da Bela Vista (MG);2018;0;0;0;1320;405;384;0;0;88;6336;1050;0
3164431;São Sebastião da Vargem Alegre (MG);2018;0;0;300;1122;0;95;0;0;35;90;0;250
3164472;São Sebastião do Anta (MG);2018;0;0;1788;4100;60;168;0;0;8;480;0;30
3164506;São Sebastião do Maranhão (MG);2018;0;4;400;60;5704;156;0;0;84;800;0;0
3164605;São Sebastião do Oeste (MG);2018;0;0;0;0;630;30;0;0;80;820;0;0
3164704;São Sebastião do Paraíso (MG);2018;0;6;300;25610;170000;360;0;50413;3408;9000;2034;10800
3164803;São Sebastião do Rio Preto (MG);2018;0;0;0;0;50;9;0;0;8;40;0;0
3164902;São Sebastião do Rio Verde (MG);2018;0;64;0;0;720;40;0;0;11;990;0;0
3165008;São Tiago (MG);2018;0;4;45;675;3100;193;0;0;308;1620;0;0
3165107;São Tomás de Aquino (MG);2018;0;9;13;15351;80000;36;0;0;40;648;80;35
3165206;São Thomé das Letras (MG);2018;0;3;50;1650;60;32;0;0;88;4620;132;32
3165305;São Vicente de Minas (MG);2018;0;1;20;0;730;810;0;4200;600;13770;4860;120
3165404;Sapucaí-Mirim (MG);2018;0;0;78;0;0;9;0;0;14;45;0;186
3165503;Sardoá (MG);2018;0;0;144;13;300;66;0;0;10;260;0;0
3165537;Sarzedo (MG);2018;0;0;18;0;0;1;0;0;8;163;0;0
3165552;Setubinha (MG);2018;0;5;150;846;3000;182;0;6;1000;924;0;30
3165560;Sem-Peixe (MG);2018;0;0;20;0;15000;29;0;0;40;293;0;0
3165578;Senador Amaral (MG);2018;0;0;0;0;0;6;0;0;125;648;0;30
3165602;Senador Cortes (MG);2018;0;0;65;0;1500;13;0;0;0;0;0;0
3165701;Senador Firmino (MG);2018;0;0;7;151;3500;79;0;0;0;624;0;0
3165800;Senador José Bento (MG);2018;0;0;150;660;0;105;0;0;2712;700;0;0
3165909;Senador Modestino Gonçalves (MG);2018;0;5;50;93;7200;68;0;9;147;672;0;0
3166006;Senhora de Oliveira (MG);2018;0;0;0;216;5600;72;0;0;0;660;0;30
3166105;Senhora do Porto (MG);2018;0;0;203;0;1650;15;0;0;0;80;0;0
3166204;Senhora dos Remédios (MG);2018;0;55;250;75;6000;198;0;0;12;2046;0;120
3166303;Sericita (MG);2018;0;0;60;6030;300;123;0;0;24;672;0;0
3166402;Seritinga (MG);2018;0;0;0;0;825;4;0;0;0;270;0;0
3166501;Serra Azul de Minas (MG);2018;0;0;0;5;630;44;0;0;70;300;0;0
3166600;Serra da Saudade (MG);2018;0;0;0;0;0;0;0;0;36;59;0;0
3166709;Serra dos Aimorés (MG);2018;0;0;0;0;98000;7;0;0;108;6;0;0
3166808;Serra do Salitre (MG);2018;0;0;20;37721;0;3872;0;1800;30;73200;52080;1980
3166907;Serrania (MG);2018;0;0;0;7200;97500;1178;0;0;50;7800;2340;984
3166956;Serranópolis de Minas (MG);2018;0;0;0;12;30;98;0;0;28;81;0;0
3167004;Serranos (MG);2018;0;0;0;0;980;25;0;0;0;1050;210;0
3167103;Serro (MG);2018;0;0;75;17;4080;97;0;7;550;1260;0;0
3167202;Sete Lagoas (MG);2018;0;0;0;0;1450;24;0;18;117;324;324;30
3167301;Silveirânia (MG);2018;0;1;20;0;1135;17;0;0;10;42;0;0
3167400;Silvianópolis (MG);2018;0;0;806;2160;1280;38;0;1750;2062;8400;1080;1200
3167509;Simão Pereira (MG);2018;0;0;15;0;60;34;0;0;72;14;0;0
3167608;Simonésia (MG);2018;0;0;280;14040;900;134;0;55;40;1566;0;540
3167707;Sobrália (MG);2018;0;6;60;0;220;10;0;0;21;96;0;30
3167806;Soledade de Minas (MG);2018;0;0;240;720;500;36;0;0;42;1200;504;0
3167905;Tabuleiro (MG);2018;0;0;50;0;30;12;0;7;180;160;0;0
3168002;Taiobeiras (MG);2018;0;0;65;1587;3000;197;0;25;1620;375;0;1800
3168051;Taparuba (MG);2018;0;14;120;158;2600;17;0;190;60;210;0;0
3168101;Tapira (MG);2018;0;0;0;630;0;1936;0;0;48;11700;4500;0
3168200;Tapiraí (MG);2018;0;0;18;2160;270;252;0;18;30;405;900;0
3168309;Taquaraçu de Minas (MG);2018;0;0;3300;0;1500;3;0;0;20;12;0;0
3168408;Tarumirim (MG);2018;0;19;240;25;1288;27;0;0;90;360;0;0
3168507;Teixeiras (MG);2018;0;0;330;1386;1200;384;0;25;30;1980;0;240
3168606;Teófilo Otoni (MG);2018;0;2;1815;29;6500;69;0;700;910;300;0;168
3168705;Timóteo (MG);2018;0;0;90;0;0;0;0;0;0;0;0;0
3168804;Tiradentes (MG);2018;0;0;0;0;188;8;0;0;40;54;0;400
3168903;Tiros (MG);2018;0;0;0;3398;480;3366;0;0;275;12870;1854;0
3169000;Tocantins (MG);2018;0;0;720;0;1050;51;0;240;1320;440;0;2400
3169059;Tocos do Moji (MG);2018;0;0;10;666;63;23;0;0;0;702;0;186
3169109;Toledo (MG);2018;0;0;0;0;560;6;0;0;438;2160;210;135
3169208;Tombos (MG);2018;0;0;156;1800;3700;48;0;0;80;390;0;0
3169307;Três Corações (MG);2018;0;0;0;14700;450;1620;0;5350;900;66000;27300;350
3169356;Três Marias (MG);2018;0;0;100;0;8000;693;0;18;550;4590;3864;30
3169406;Três Pontas (MG);2018;0;0;250;43290;235;153;0;8;48;9645;10368;36
3169505;Tumiritinga (MG);2018;0;0;75;0;960;11;0;0;144;432;0;0
3169604;Tupaciguara (MG);2018;0;0;63;528;1235000;1482;0;0;900;34500;90000;0
3169703;Turmalina (MG);2018;0;3;170;1357;4800;117;0;115;392;225;0;780
3169802;Turvolândia (MG);2018;0;3;0;3600;4000;105;0;144;9075;7000;2240;22100
3169901;Ubá (MG);2018;0;0;220;20;680;69;0;25;270;120;0;400
3170008;Ubaí (MG);2018;0;30;0;0;12600;77;0;14;1336;361;0;0
3170057;Ubaporanga (MG);2018;0;5;900;4800;300;37;0;270;204;288;0;2640
3170107;Uberaba (MG);2018;0;0;450;1065;6800000;4904;0;13650;5100;252000;244200;390
3170206;Uberlândia (MG);2018;0;0;22100;554;635000;3165;0;126000;7920;156000;215940;1500
3170305;Umburatiba (MG);2018;0;0;0;0;90;0;0;0;27;0;0;0
3170404;Unaí (MG);2018;19632;0;2900;11214;2284500;63870;0;0;1440;380400;422400;540
3170438;União de Minas (MG);2018;0;0;700;0;885000;0;0;0;240;3360;675;0
3170479;Uruana de Minas (MG);2018;0;0;60;0;9600;402;0;0;360;8250;5400;0
3170503;Urucânia (MG);2018;0;0;306;7;150000;15;0;0;80;240;0;0
3170529;Urucuia (MG);2018;0;72;72;2698;4000;1975;0;0;6162;5220;2145;0
3170578;Vargem Alegre (MG);2018;0;0;15;38;240;12;0;0;36;243;0;0
3170602;Vargem Bonita (MG);2018;0;0;0;2400;60;2;0;0;0;4896;2016;0
3170651;Vargem Grande do Rio Pardo (MG);2018;0;11;32;162;1950;73;0;0;765;72;0;0
3170701;Varginha (MG);2018;0;1;60;17367;300;129;0;20;150;2520;420;0
3170750;Varjão de Minas (MG);2018;720;5;1200;3384;1950;474;0;0;570;32150;9750;10780
3170800;Várzea da Palma (MG);2018;1784;0;8400;1728;3300;324;7;9600;1110;900;4290;50
3170909;Varzelândia (MG);2018;0;0;90;0;3000;152;0;0;1680;330;0;0
3171006;Vazante (MG);2018;0;0;0;0;220;648;0;0;220;16080;34500;0
3171030;Verdelândia (MG);2018;0;0;20250;0;0;141;0;0;70;1125;0;0
3171071;Veredinha (MG);2018;0;0;27;120;3000;52;0;70;560;171;0;30
3171105;Veríssimo (MG);2018;0;0;180;0;1300000;9;0;0;854;4200;8910;0
3171154;Vermelho Novo (MG);2018;0;0;70;2772;970;69;0;0;36;621;0;180
3171204;Vespasiano (MG);2018;0;0;0;0;0;1;0;0;8;9;0;0
3171303;Viçosa (MG);2018;0;0;300;1825;3650;275;0;30;125;1920;0;300
3171402;Vieiras (MG);2018;0;0;255;1134;935;21;0;0;9;326;0;0
3171501;Mathias Lobato (MG);2018;0;0;0;0;0;3;0;0;35;83;0;0
3171600;Virgem da Lapa (MG);2018;0;0;15;0;1500;57;0;0;196;135;0;0
3171709;Virgínia (MG);2018;0;8;60;135;1600;141;0;95;20;1962;0;2520
3171808;Virginópolis (MG);2018;0;2;238;123;6500;86;0;0;66;750;0;2280
3171907;Virgolândia (MG);2018;0;2;175;86;1200;69;0;15;30;240;0;0
3172004;Visconde do Rio Branco (MG);2018;0;0;315;5;18300;48;0;2600;80;252;0;250
3172103;Volta Grande (MG);2018;0;0;180;0;60;6;0;50;270;7;0;0
3172202;Wenceslau Braz (MG);2018;0;0;0;0;330;18;0;10;0;40;0;0
3200102;Afonso Cláudio (ES);2018;0;6;1040;17602;640;128;0;72;160;270;0;28000
3200136;Águia Branca (ES);2018;0;6;1500;14463;0;40;0;96;340;43;0;0
3200169;Água Doce do Norte (ES);2018;0;0;600;3288;900;32;0;135;800;8;0;600
3200201;Alegre (ES);2018;0;6;750;9253;1500;315;0;255;200;900;0;0
3200300;Alfredo Chaves (ES);2018;0;0;42000;7043;3600;304;0;600;1000;2000;0;13533
3200359;Alto Rio Novo (ES);2018;0;18;181;5270;1800;6;0;0;96;4;0;0
3200409;Anchieta (ES);2018;0;4;4800;2905;300;33;0;0;1260;0;0;0
3200508;Apiacá (ES);2018;0;0;1080;3532;0;34;0;240;168;144;0;0
3200607;Aracruz (ES);2018;0;0;1210;12758;8000;48;0;600;3450;368;0;2800
3200706;Atílio Vivacqua (ES);2018;0;0;2016;1350;0;6;0;100;375;3;0;110
3200805;Baixo Guandu (ES);2018;0;16;3000;7160;0;70;0;7;680;100;0;576
3200904;Barra de São Francisco (ES);2018;0;26;5552;7052;0;72;0;0;640;325;0;0
3201001;Boa Esperança (ES);2018;0;0;375;12416;71541;13;0;32;870;10;0;0
3201100;Bom Jesus do Norte (ES);2018;0;0;168;352;0;6;0;30;0;0;0;0
3201159;Brejetuba (ES);2018;0;0;360;29400;0;248;0;0;0;600;0;3600
3201209;Cachoeiro de Itapemirim (ES);2018;0;0;2000;7596;12900;122;0;243;1620;120;0;1500
3201308;Cariacica (ES);2018;0;0;5760;253;1491;9;0;180;2400;39;0;33
3201407;Castelo (ES);2018;0;0;2451;18670;4950;156;0;132;480;900;0;6890
3201506;Colatina (ES);2018;0;20;6000;26184;1000;306;0;540;1800;450;0;0
3201605;Conceição da Barra (ES);2018;0;0;1108;2012;451367;25;0;0;4500;26;0;0
3201704;Conceição do Castelo (ES);2018;0;0;1440;6200;150;89;0;48;84;108;0;2100
3201803;Divino de São Lourenço (ES);2018;0;0;30;3240;0;34;0;40;0;500;0;0
3201902;Domingos Martins (ES);2018;0;0;25100;6864;1704;1181;0;1640;4400;807;0;19000
3202009;Dores do Rio Preto (ES);2018;0;0;60;5148;900;501;0;0;0;4480;0;0
3202108;Ecoporanga (ES);2018;0;6;520;1540;1500;28;0;60;480;10;0;0
3202207;Fundão (ES);2018;0;0;1380;10214;675;34;0;240;1440;0;0;0
3202256;Governador Lindenberg (ES);2018;0;0;2000;22080;0;53;0;0;90;96;0;0
3202306;Guaçuí (ES);2018;0;0;650;10007;450;180;0;561;650;3780;0;2400
3202405;Guarapari (ES);2018;0;0;17480;2372;2000;21;0;213;2067;32;0;283
3202454;Ibatiba (ES);2018;0;0;187;14400;0;360;0;192;0;1000;0;4800
3202504;Ibiraçu (ES);2018;0;0;1008;2566;4104;18;0;0;1920;60;0;0
3202553;Ibitirama (ES);2018;0;0;750;9000;500;305;0;40;690;1500;0;800
3202603;Iconha (ES);2018;0;0;34120;4917;680;9;0;262;630;30;0;0
3202652;Irupi (ES);2018;0;0;384;19604;200;351;0;144;70;750;0;1600
3202702;Itaguaçu (ES);2018;0;0;44070;19410;1075;11;0;0;360;84;0;1200
3202801;Itapemirim (ES);2018;0;0;142;434;273156;12;0;50;7200;26;0;0
3202900;Itarana (ES);2018;0;0;3970;6575;2144;160;0;90;180;212;0;2010
3203007;Iúna (ES);2018;0;0;420;24086;540;292;0;80;150;774;0;3500
3203056;Jaguaré (ES);2018;0;0;500;33203;0;50;0;274;360;20;0;0
3203106;Jerônimo Monteiro (ES);2018;0;0;0;5276;0;2;0;2700;60;36;0;0
3203130;João Neiva (ES);2018;0;0;155;2848;3296;21;0;0;540;38;0;0
3203163;Laranja da Terra (ES);2018;0;10;35000;4083;0;160;0;42;180;95;0;5200
3203205;Linhares (ES);2018;0;0;38651;42806;664826;112;0;1800;9000;651;0;0
3203304;Mantenópolis (ES);2018;0;87;400;9762;150;20;0;196;0;75;0;1500
3203320;Marataízes (ES);2018;0;0;13;0;54631;0;0;0;4950;0;0;0
3203346;Marechal Floriano (ES);2018;0;0;15000;3947;213;168;0;360;1200;184;0;2159
3203353;Marilândia (ES);2018;0;0;3660;17640;2000;60;0;0;350;30;0;0
3203403;Mimoso do Sul (ES);2018;0;0;6330;14054;0;36;0;215;980;90;0;0
3203502;Montanha (ES);2018;0;0;5000;8138;180948;20;0;0;6180;20;0;300
3203601;Mucurici (ES);2018;0;0;45;124;0;2;0;0;1356;5540;0;45
3203700;Muniz Freire (ES);2018;0;0;1800;17778;0;365;0;216;1500;1000;0;21600
3203809;Muqui (ES);2018;0;0;121;5194;0;62;0;48;180;345;0;126
3203908;Nova Venécia (ES);2018;0;150;700;27920;4655;36;0;255;1400;150;0;165
3204005;Pancas (ES);2018;0;8;3720;28020;135;104;0;0;320;90;0;0
3204054;Pedro Canário (ES);2018;0;0;800;1884;259030;35;0;0;1800;182;0;0
3204104;Pinheiros (ES);2018;0;0;4400;21804;506021;1175;0;120;6360;3000;0;180
3204203;Piúma (ES);2018;0;0;50;302;0;7;0;0;100;21;0;0
3204252;Ponto Belo (ES);2018;0;0;107;824;0;0;0;0;4320;0;0;0
3204302;Presidente Kennedy (ES);2018;0;10;250;120;16389;32;0;210;7500;109;0;525
3204351;Rio Bananal (ES);2018;0;0;1500;33950;3750;180;0;0;713;270;0;0
3204401;Rio Novo do Sul (ES);2018;0;0;16506;3745;300;12;0;360;900;180;0;0
3204500;Santa Leopoldina (ES);2018;0;0;17897;6680;1000;216;0;750;8050;210;0;2700
3204559;Santa Maria de Jetibá (ES);2018;0;0;1568;2160;0;2552;0;210;4500;8000;0;19800
3204609;Santa Teresa (ES);2018;0;0;5760;20528;16000;170;0;300;300;153;0;8400
3204658;São Domingos do Norte (ES);2018;0;3;400;8100;225;48;0;1332;240;50;0;0
3204708;São Gabriel da Palha (ES);2018;0;0;560;16281;900;57;0;60;200;84;0;0
3204807;São José do Calçado (ES);2018;0;0;800;2215;0;39;0;391;750;400;0;0
3204906;São Mateus (ES);2018;0;0;3750;30696;156718;63;0;0;4400;140;0;120
3204955;São Roque do Canaã (ES);2018;0;0;6300;11880;20500;8;0;21;74;80;0;1600
3205002;Serra (ES);2018;0;0;78;2138;0;0;0;200;375;0;0;0
3205010;Sooretama (ES);2018;0;0;1044;22950;1200;120;0;575;2700;50;0;1200
3205036;Vargem Alta (ES);2018;0;0;6080;8610;144;78;0;340;120;168;0;2500
3205069;Venda Nova do Imigrante (ES);2018;0;0;528;3720;360;45;0;48;72;176;0;12000
3205101;Viana (ES);2018;0;0;12600;464;4260;20;0;640;1524;9;0;0
3205150;Vila Pavão (ES);2018;0;0;845;9720;700;10;0;0;480;15;0;0
3205176;Vila Valério (ES);2018;0;0;160;24300;0;128;0;48;500;200;0;0
3205200;Vila Velha (ES);2018;0;0;0;0;6000;0;0;0;160;18;0;0
3205309;Vitória (ES);2018;0;0;0;0;0;0;0;0;0;0;0;0
3300100;Angra dos Reis (RJ);2018;0;0;807;0;533;0;0;0;368;0;0;0
3300159;Aperibé (RJ);2018;0;6;0;0;0;4;0;0;150;20;0;120
3300209;Araruama (RJ);2018;0;0;0;0;193320;0;0;23555;1306;0;0;0
3300225;Areal (RJ);2018;0;0;54;0;0;0;0;0;80;0;0;0
3300233;Armação dos Búzios (RJ);2018;0;0;35;0;0;0;0;0;30;0;0;0
3300308;Barra do Piraí (RJ);2018;0;0;58;4;3555;4;0;0;61;14;0;0
3300407;Barra Mansa (RJ);2018;0;0;14;1;6600;3;0;0;130;52;0;40
3300456;Belford Roxo (RJ);2018;0;0;0;0;0;0;0;0;0;0;0;0
3300506;Bom Jardim (RJ);2018;0;0;1012;2009;0;137;0;71;1362;555;0;12675
3300605;Bom Jesus do Itabapoana (RJ);2018;0;0;120;876;0;19;0;864;70;225;0;770
3300704;Cabo Frio (RJ);2018;0;0;89;0;98000;5;0;50;132;0;0;0
3300803;Cachoeiras de Macacu (RJ);2018;0;0;1020;0;0;8;0;450;14000;0;0;0
3300902;Cambuci (RJ);2018;0;24;630;8;0;17;0;26;840;40;0;18000
3300936;Carapebus (RJ);2018;0;0;0;0;0;9;0;180;219;46;0;0
3300951;Comendador Levy Gasparian (RJ);2018;0;0;54;0;0;0;0;0;51;0;0;0
3301009;Campos dos Goytacazes (RJ);2018;0;0;550;23;1200000;0;0;115;2590;0;0;200
3301108;Cantagalo (RJ);2018;0;28;50;0;0;9;0;120;180;32;0;100
3301157;Cardoso Moreira (RJ);2018;0;0;0;0;60000;0;0;0;400;0;0;0
3301207;Carmo (RJ);2018;0;0;108;0;0;5;0;0;133;0;0;399
3301306;Casimiro de Abreu (RJ);2018;0;0;2035;0;450;17;0;600;2200;69;0;0
3301405;Conceição de Macabu (RJ);2018;0;0;295;71;810;0;0;0;660;0;0;0
3301504;Cordeiro (RJ);2018;0;0;65;0;0;0;0;0;450;80;0;600
3301603;Duas Barras (RJ);2018;0;0;1425;682;0;37;0;878;990;14;0;3575
3301702;Duque de Caxias (RJ);2018;0;0;1000;0;5650;0;0;0;4500;0;0;0
3301801;Engenheiro Paulo de Frontin (RJ);2018;0;0;618;0;218;0;0;0;0;0;0;0
3301850;Guapimirim (RJ);2018;0;0;1000;0;0;3;0;0;4500;0;0;0
3301876;Iguaba Grande (RJ);2018;0;0;90;0;0;0;0;130;238;0;0;0
3301900;Itaboraí (RJ);2018;0;0;190;0;0;2;0;518;504;9;0;0
3302007;Itaguaí (RJ);2018;0;0;2877;0;358;0;0;0;2100;0;0;0
3302056;Italva (RJ);2018;0;90;250;0;21000;49;0;0;400;84;0;3619
3302106;Itaocara (RJ);2018;0;0;50;0;12000;10;0;0;300;200;0;3000
3302205;Itaperuna (RJ);2018;0;45;66;12;0;14;0;0;250;325;0;2850
3302254;Itatiaia (RJ);2018;0;0;0;0;0;0;0;0;0;0;0;0
3302270;Japeri (RJ);2018;0;0;1508;0;1276;0;0;57;2401;0;0;0
3302304;Laje do Muriaé (RJ);2018;0;0;65;0;0;0;0;0;75;0;0;0
3302403;Macaé (RJ);2018;0;153;1980;0;1000;225;0;0;400;2207;0;0
3302452;Macuco (RJ);2018;0;0;0;0;0;2;0;0;40;0;0;0
3302502;Magé (RJ);2018;0;0;855;0;3850;16;0;0;5040;32;0;0
3302601;Mangaratiba (RJ);2018;0;0;20736;0;259;0;0;0;384;0;0;0
3302700;Maricá (RJ);2018;0;0;400;0;0;0;0;0;315;0;0;0
3302809;Mendes (RJ);2018;0;0;65;0;0;0;0;0;50;0;0;0
3302858;Mesquita (RJ);2018;0;0;0;0;0;0;0;0;0;0;0;0
3302908;Miguel Pereira (RJ);2018;0;0;235;0;0;0;0;0;122;0;0;0
3303005;Miracema (RJ);2018;0;0;353;0;0;8;0;0;273;65;0;2187
3303104;Natividade (RJ);2018;0;0;10;34;0;9;0;504;91;0;0;320
3303302;Niterói (RJ);2018;0;0;0;0;0;0;0;0;0;0;0;0
3303401;Nova Friburgo (RJ);2018;0;0;1890;0;0;10;0;24;752;0;0;18200
3303500;Nova Iguaçu (RJ);2018;0;0;1672;0;372;0;0;0;3257;0;0;0
3303609;Paracambi (RJ);2018;0;0;798;0;419;0;0;0;318;0;0;0
3303708;Paraíba do Sul (RJ);2018;0;0;106;23;587;14;0;0;250;43;0;4727
3303807;Paraty (RJ);2018;0;0;3522;0;1020;0;0;0;750;0;0;0
3303856;Paty do Alferes (RJ);2018;0;0;66;0;0;3;0;0;240;33;0;13903
3303906;Petrópolis (RJ);2018;0;0;178;0;0;0;0;0;205;0;0;804
3303955;Pinheiral (RJ);2018;0;0;750;0;200;7;0;0;110;0;0;0
3304003;Piraí (RJ);2018;0;0;1066;0;1200;0;0;0;180;0;0;0
3304102;Porciúncula (RJ);2018;0;0;166;7500;240;18;0;2500;50;70;0;840
3304110;Porto Real (RJ);2018;0;0;0;0;0;60;0;0;140;240;0;0
3304128;Quatis (RJ);2018;0;0;28;0;3300;6;0;0;272;11;0;150
3304144;Queimados (RJ);2018;0;0;301;0;189;0;0;0;1154;0;0;0
3304151;Quissamã (RJ);2018;0;0;0;0;16500;84;0;24;4200;152;0;0
3304201;Resende (RJ);2018;0;0;0;0;500;0;0;0;0;0;0;0
3304300;Rio Bonito (RJ);2018;0;0;1873;0;672;15;0;13924;3720;20;0;0
3304409;Rio Claro (RJ);2018;0;0;2300;0;5400;53;0;0;80;24;0;225
3304508;Rio das Flores (RJ);2018;0;0;0;0;0;0;0;0;125;0;0;0
3304524;Rio das Ostras (RJ);2018;0;0;200;0;0;49;0;0;290;10;0;0
3304557;Rio de Janeiro (RJ);2018;0;0;3258;0;230;0;0;0;17008;0;0;0
3304607;Santa Maria Madalena (RJ);2018;0;0;1157;0;304;39;0;80;206;19;0;0
3304706;Santo Antônio de Pádua (RJ);2018;0;0;108;0;0;12;0;0;0;132;0;2034
3304755;São Francisco de Itabapoana (RJ);2018;0;0;200;0;560000;120;0;0;39000;0;0;0
3304805;São Fidélis (RJ);2018;0;0;146;0;7025;0;0;0;0;0;0;1060
3304904;São Gonçalo (RJ);2018;0;0;170;0;2300;0;0;440;750;0;0;0
3305000;São João da Barra (RJ);2018;0;0;60;0;750;0;0;0;700;0;0;0
3305133;São José de Ubá (RJ);2018;0;18;0;0;0;12;0;200;75;250;0;24500
3305158;São José do Vale do Rio Preto (RJ);2018;0;0;130;1404;0;0;0;0;450;0;0;6780
3305208;São Pedro da Aldeia (RJ);2018;0;0;200;0;24000;0;0;812;2240;0;0;0
3305307;São Sebastião do Alto (RJ);2018;0;0;0;0;0;8;0;0;300;0;0;11400
3305406;Sapucaia (RJ);2018;0;0;60;0;875;0;0;0;250;0;0;5400
3305505;Saquarema (RJ);2018;0;0;2164;0;160;0;0;315;621;0;0;0
3305554;Seropédica (RJ);2018;0;0;3403;0;2567;0;0;0;1352;0;0;0
3305604;Silva Jardim (RJ);2018;0;5;5600;0;1395;10;0;1208;2835;59;0;0
3305703;Sumidouro (RJ);2018;0;0;2040;0;0;0;0;180;960;0;0;4550
3305752;Tanguá (RJ);2018;0;0;112;0;36;2;0;7813;2466;6;0;120
3305802;Teresópolis (RJ);2018;0;0;0;0;0;0;0;0;0;0;0;2556
3305901;Trajano de Moraes (RJ);2018;0;0;1859;63;0;26;0;0;1314;30;0;2160
3306008;Três Rios (RJ);2018;0;0;44;2;304;0;0;0;58;0;0;0
3306107;Valença (RJ);2018;0;0;67;0;0;12;0;0;0;0;0;150
