mun,municipio,algodao,arroz,banana,cafe,cana,feijao,fumo,laranja,mandioca,milho,soja,tomate
2303956,Chorozinho,0,0,0,0,350,540,0,0,1410,416,0,0
2304004,Coreaú,0,80,92,0,61,174,0,0,90,711,0,0
2304103,Crateús,0,0,24,0,0,3231,0,0,350,14195,0,0
2304202,Crato,0,65,2330,0,9500,495,0,22,1590,2415,0,1444
2304236,Croatá,0,0,706,0,301,465,0,156,2000,528,0,12777
2304251,Cruz,0,0,19,0,0,1307,0,0,23000,1124,0,0
2304269,Deputado Irapuan Pinheiro,0,0,20,0,2090,63,0,0,10,294,0,0
2304277,Ererê,0,0,5,0,0,185,0,0,18,1000,0,0
2304285,Eusébio,0,0,11,0,0,8,0,0,100,11,0,0
2304301,Farias Brito,0,86,558,0,340,309,0,7,314,4837,0,123
2304350,Forquilha,0,0,46,0,0,760,0,7,41,1584,0,0
2304400,Fortaleza,0,0,0,0,0,0,0,0,0,0,0,0
2304459,Fortim,0,0,0,0,0,119,0,0,886,148,0,0
2304509,Frecheirinha,0,96,250,0,371,260,0,120,120,683,0,151
2304608,General Sampaio,0,0,75,0,0,300,0,6,225,893,0,0
2304657,Graça,0,143,185,4,0,600,0,29,2033,1330,0,0
2304707,Granja,0,300,240,0,90,1152,0,12,35721,3284,0,0
2304806,Granjeiro,0,11,102,0,1640,216,0,15,69,1100,0,124
2304905,Groaíras,0,0,0,0,0,211,0,0,20,709,0,0
2304954,Guaiúba,0,78,2042,0,386,229,0,4,281,873,0,59
2305001,Guaraciaba do Norte,0,0,11635,94,74589,577,0,1120,8949,1296,0,32753
2305100,Guaramiranga,0,0,735,42,0,42,0,0,30,108,0,400
2305209,Hidrolândia,0,0,26,0,46,1307,0,0,0,4320,0,0
2305233,Horizonte,0,0,0,0,3192,84,0,0,5400,240,0,0
2305266,Ibaretama,2,0,0,0,0,969,0,0,37,1700,0,0
2305308,Ibiapina,0,38,9128,15,24116,609,0,1296,2339,3270,0,13562
2305332,Ibicuitinga,150,0,0,0,0,600,0,0,721,1050,0,0
2305357,Icapuí,0,0,125,0,190,218,0,0,722,153,0,0
2305407,Icó,0,336,2334,0,90,1637,0,0,101,6916,0,40
2305506,Iguatu,0,992,8510,0,160,331,0,0,525,2250,0,750
2305605,Independência,0,0,5,0,0,2436,0,0,50,7544,0,0
2305654,Ipaporanga,0,0,41,0,60,1337,0,0,161,4763,0,0
2305704,Ipaumirim,4,0,27,0,1000,369,0,0,36,2224,0,0
2305803,Ipu,0,6,3590,3,1504,1430,0,480,8150,3500,0,1677
2305902,Ipueiras,0,7,1130,3,2409,515,0,394,1178,5040,0,447
2306009,Iracema,0,0,9,0,0,288,0,0,23,720,0,0
2306108,Irauçuba,0,0,15,0,0,600,0,0,11,1440,0,0
2306207,Itaiçaba,0,0,66,0,0,112,0,40,256,162,0,0
2306256,Itaitinga,0,0,18,0,140,84,0,0,915,198,0,0
2306306,Itapajé,0,30,14136,0,102,790,0,6,446,1604,0,0
2306405,Itapipoca,0,0,17338,8,250,3403,0,0,36160,6754,0,0
2306504,Itapiúna,0,0,0,0,90,622,0,0,0,2354,0,400
2306553,Itarema,0,0,533,0,672,1049,0,0,30168,1304,0,0
2306603,Itatira,0,0,347,0,64,621,0,0,115,3038,0,0
2306702,Jaguaretama,0,0,9,0,0,316,0,0,540,305,0,0
2306801,Jaguaribara,0,0,560,0,0,118,0,0,361,25,0,0
2306900,Jaguaribe,0,0,120,0,360,597,0,0,125,593,0,20
2307007,Jaguaruana,0,3848,1408,0,0,205,0,1474,0,1603,0,0
2307106,Jardim,0,8,161,0,110,879,0,17,332,4060,0,0
2307205,Jati,0,0,45,0,0,357,0,0,571,1888,0,896
2307254,Jijoca de Jericoacoara,0,0,0,0,0,179,0,0,6000,252,0,0
2307304,Juazeiro do Norte,0,31,650,0,281,263,0,22,237,1132,0,40
2307403,Jucás,0,0,1311,0,68,573,0,0,80,3338,0,0
2307502,Lavras da Mangabeira,0,178,5000,0,5320,649,0,0,150,3310,0,400
2307601,Limoeiro do Norte,0,1400,37600,0,0,2107,0,0,1197,6480,0,136
2307635,Madalena,0,0,15,0,0,938,0,0,213,2678,0,0
2307650,Maracanaú,0,0,81,0,29,35,0,13,156,132,190,0
2307700,Maranguape,0,27,1972,0,1800,763,0,40,516,1958,0,96
2307809,Marco,0,15,125,0,0,377,0,0,16717,672,0,0
2307908,Martinópole,0,149,0,0,0,342,0,10,2599,1013,0,0
2308005,Massapê,0,29,651,1,240,514,0,29,393,787,0,0
2308104,Mauriti,0,0,3564,0,658,3626,0,68,1830,32250,0,913
2308203,Meruoca,0,0,289,1,560,122,0,20,615,151,0,0
2308302,Milagres,38,29,878,0,161,521,0,19,292,9360,0,170
2308351,Milhã,12,0,2,0,390,540,0,3,24,1440,0,0
2308377,Miraíma,0,0,0,0,0,258,0,0,0,602,0,0
2308401,Missão Velha,0,59,28934,0,1100,1269,0,60,1756,5580,0,1810
2308500,Mombaça,270,0,130,0,1482,597,0,0,68,2004,0,40
2308609,Monsenhor Tabosa,0,0,7,0,130,1016,0,0,160,4812,0,0
2308708,Morada Nova,0,2232,861,0,0,1991,0,0,150,3495,0,0
2308807,Moraújo,0,100,28,0,40,168,0,0,95,428,0,0
2308906,Morrinhos,0,0,0,0,0,405,0,0,3614,504,0,0
2309003,Mucambo,0,47,59,0,0,532,0,10,406,1781,0,0
2309102,Mulungu,0,0,4950,300,810,376,0,28,0,1084,0,1800
2309201,Nova Olinda,6,13,63,0,0,208,0,0,236,1673,0,30
2309300,Nova Russas,0,0,39,0,48,187,0,0,56,1032,0,0
2309409,Novo Oriente,0,0,30,0,52,2444,0,0,145,12903,0,0
2309458,Ocara,0,0,23,0,300,2815,0,0,1410,4598,0,0
2309508,Orós,0,0,78,0,160,349,0,0,85,1440,0,0
2309607,Pacajus,0,0,0,0,76,468,0,0,8035,185,0,0
2309706,Pacatuba,0,0,1460,0,27,37,0,3,173,189,0,0
2309805,Pacoti,0,323,2700,20,144,82,0,0,0,380,0,360
2309904,Pacujá,0,5,0,0,0,132,0,0,122,340,0,0
2310001,Palhano,0,0,0,0,0,377,0,0,16320,758,0,0
2310100,Palmácia,0,281,4205,0,1000,45,0,0,0,318,0,108
2310209,Paracuru,0,0,137,0,16000,124,0,0,3114,135,0,0
2310258,Paraipaba,0,0,65,0,0,1287,0,0,5475,1800,0,0
2310308,Parambu,0,0,17,0,50,2506,0,0,319,4814,0,0
2310407,Paramoti,0,0,0,0,240,3589,0,0,37,4389,0,0
2310506,Pedra Branca,0,10,56,0,240,1740,0,6,12,3602,0,75
2310605,Penaforte,0,0,129,0,0,493,0,17,624,2933,0,1440
2310704,Pentecoste,0,0,240,0,0,1157,0,0,283,3330,0,0
2310803,Pereiro,0,0,55,0,300,1022,0,0,174,2997,0,90
2310852,Pindoretama,0,0,0,0,3382,169,0,0,2395,117,0,0
2310902,Piquet Carneiro,3,0,135,0,432,225,0,0,3,537,0,125
2310951,Pires Ferreira,0,11,202,0,208,828,0,16,186,2300,0,0
2311009,Poranga,0,0,26,0,290,344,0,0,238,821,0,0
2311108,Porteiras,0,0,3335,0,77,719,0,55,1794,9100,0,868
2311207,Potengi,0,1,10,0,0,472,0,0,35,3168,0,0
2311231,Potiretama,0,0,0,0,0,1368,0,0,0,243,0,0
2311264,Quiterianópolis,0,0,66,0,60,899,0,0,232,3975,0,0
2311306,Quixadá,80,0,50,0,0,1772,0,0,75,3870,0,275
2311355,Quixelô,22,586,66,0,119,221,0,0,80,2258,0,0
2311405,Quixeramobim,423,0,33,0,0,1000,0,0,305,6144,0,675
2311504,Quixeré,0,923,14284,0,0,309,0,2,22,318,0,323
2311603,Redenção,0,595,46704,0,6750,452,0,0,260,1010,0,200
2311702,Reriutaba,0,16,5669,1,490,617,0,100,386,2130,0,921
2311801,Russas,0,108,14866,0,0,486,0,388,4927,486,0,345
2311900,Saboeiro,15,0,16,0,113,956,0,0,0,2976,0,0
2311959,Salitre,0,0,5,0,0,1155,0,0,69395,2090,0,0
2312007,Santana do Acaraú,0,0,140,0,0,1423,0,0,1750,3124,0,0
2312106,Santana do Cariri,0,5,135,0,0,198,55,4,2254,3731,0,62
2312205,Santa Quitéria,0,0,2062,0,1800,1200,0,13,25,5240,0,0
2312304,São Benedito,0,0,5024,60,103736,654,0,612,3998,2250,0,12213
2312403,São Gonçalo do Amarante,0,0,96,0,2800,540,0,0,2880,935,0,0
2312502,São João do Jaguaribe,0,1518,7124,0,0,214,0,0,60,82,0,0
2312601,São Luís do Curu,0,0,720,0,0,160,0,0,251,280,0,0
2312700,Senador Pompeu,31,0,30,0,0,1320,0,2,36,4500,0,75
2312809,Senador Sá,0,0,7,0,0,46,0,0,1530,137,0,0
2312908,Sobral,0,0,324,0,267,1570,0,0,558,2889,0,0
2313005,Solonópole,0,0,8,0,0,761,0,0,35,1755,0,0
2313104,Tabuleiro do Norte,0,335,3344,0,0,468,0,0,240,550,0,0
2313203,Tamboril,0,0,6,0,24,4329,0,0,319,15368,0,0
2313252,Tarrafas,3,101,12,0,0,211,0,0,130,1197,0,0
2313302,Tauá,0,0,33,0,115,2177,0,0,72,6270,0,0
2313351,Tejuçuoca,0,0,21,0,0,331,0,0,105,945,0,0
2313401,Tianguá,0,271,13469,76,65573,261,0,424,5300,1140,0,22296
2313500,Trairi,0,0,511,0,5470,1160,0,0,21960,1843,0,0
2313559,Tururu,0,0,98,0,0,964,0,0,24720,1944,0,0
2313609,Ubajara,0,85,7891,6,10472,605,0,74,2900,2600,0,12030
2313708,Umari,0,0,21,0,240,236,0,0,0,1354,0,0
2313757,Umirim,0,0,894,0,500,594,0,0,2769,2028,0,0
2313807,Uruburetama,0,58,28800,1,108,198,0,15,197,840,0,0
2313906,Uruoca,0,143,15,0,0,800,0,0,1282,1480,0,0
2313955,Varjota,2,3,17567,0,97,174,0,10,165,770,0,57
2314003,Várzea Alegre,30,286,240,0,756,792,0,0,151,6264,0,294
2314102,Viçosa do Ceará,0,772,6797,19,64306,738,0,270,8240,2176,0,1192
2400109,Acari,0,0,154,0,0,8,0,60,0,1,0,420
2400208,Açu,0,0,12600,0,0,77,0,0,0,31,0,560
2400307,Afonso Bezerra,0,0,4000,0,0,214,0,0,0,92,0,700
2400406,Água Nova,0,0,64,0,0,70,0,0,0,90,0,0
2400505,Alexandria,0,15,32,0,50,140,0,0,0,80,0,0
2400604,Almino Afonso,0,15,18,0,0,90,0,0,0,140,0,120
2400703,Alto do Rodrigues,0,0,30400,0,0,214,0,0,0,14,0,0
2400802,Angicos,0,0,0,0,0,122,0,0,0,38,0,0
2400901,Antônio Martins,0,0,40,0,0,220,0,0,0,230,0,0
2401008,Apodi,0,2576,1400,0,0,646,0,25,215,510,0,0
2401107,Areia Branca,0,0,0,0,0,39,0,0,342,24,0,0
2401206,Arês,0,0,150,0,295000,80,0,0,450,0,0,0
2401305,Augusto Severo,0,0,0,0,0,36,0,0,0,8,0,0
2401404,Baía Formosa,0,0,0,0,999000,60,0,0,0,50,0,0
2401453,Baraúna,0,0,5700,0,0,175,0,0,0,255,0,0
2401503,Barcelona,0,0,0,0,0,80,0,0,7,120,0,0
2401602,Bento Fernandes,0,0,0,0,0,21,0,0,1700,30,0,0
2401651,Bodó,0,0,0,0,0,315,0,0,8000,420,0,0
2401701,Bom Jesus,0,0,18,0,0,250,0,8,4200,180,0,0
2401800,Brejinho,0,0,117,0,0,23,0,0,1000,1,0,0
2401859,Caiçara do Norte,0,0,50,0,0,75,0,0,0,300,0,0
2401909,Caiçara do Rio do Vento,0,0,0,0,0,29,0,0,0,6,0,0
2402006,Caicó,0,0,0,0,0,13,0,0,0,1,0,0
2402105,Campo Redondo,0,0,72,0,0,140,0,8,90,300,0,0
2402204,Canguaretama,0,0,1200,0,840000,40,0,0,200,60,0,0
2402303,Caraúbas,0,0,435,0,0,180,0,0,87,350,0,0
2402402,Carnaúba dos Dantas,0,0,0,0,0,75,0,6,0,2,0,0
2402501,Carnaubais,0,0,16000,0,0,154,0,0,0,45,0,240
2402600,Ceará-Mirim,0,0,10800,0,240000,225,0,0,0,288,0,0
2402709,Cerro Corá,0,0,0,0,0,450,0,0,13500,540,0,0
2402808,Coronel Ezequiel,0,0,0,0,0,135,0,8,80,300,0,0
2402907,Coronel João Pessoa,0,0,110,0,450,400,0,0,16,900,0,0
2403004,Cruzeta,0,0,0,0,0,40,0,0,0,40,0,140
2403103,Currais Novos,0,0,90,0,0,0,0,0,0,5,0,0
2403202,Doutor Severiano,0,3,54,0,28,350,0,0,45,400,0,0
2403251,Parnamirim,0,0,500,0,0,4,0,0,200,0,0,0
2403301,Encanto,0,5,30,0,20,63,0,0,0,140,0,0
2403400,Equador,0,0,0,0,0,57,0,0,0,27,0,0
2403509,Espírito Santo,0,0,130,0,1800,10,0,0,0,5,0,0
2403608,Extremoz,0,0,3420,0,0,15,0,0,60,55,0,0
2403707,Felipe Guerra,0,243,1910,0,0,90,0,0,0,15,0,0
2403756,Fernando Pedroza,0,0,0,0,0,132,0,0,0,92,0,0
2403806,Florânia,0,0,100,0,0,20,0,0,750,7,0,150
2403905,Francisco Dantas,0,0,0,0,0,45,0,0,0,81,0,0
2404002,Frutuoso Gomes,0,20,40,0,200,90,0,0,9,70,0,0
2404101,Galinhos,0,0,0,0,0,15,0,0,0,6,0,0
2404200,Goianinha,0,0,350,0,400000,60,0,100,1050,90,0,0
2404309,Governador Dix-Sept Rosado,0,0,400,0,0,225,0,0,0,1400,0,0
2404408,Grossos,0,0,0,0,0,90,0,0,0,100,0,0
2404507,Guamaré,0,0,0,0,0,76,0,0,0,5,0,0
2404606,Ielmo Marinho,0,0,63,0,10191,75,0,0,5600,83,0,0
2404705,Ipanguaçu,0,0,20000,0,0,104,0,0,0,78,0,0
2404804,Ipueira,0,5,37,0,0,95,0,0,0,95,0,0
2404853,Itajá,0,0,0,0,0,56,0,0,0,63,0,0
2404903,Itaú,6,0,98,0,0,572,0,0,0,485,0,0
2405009,Jaçanã,0,0,0,0,0,180,0,8,100,180,0,0
2405108,Jandaíra,0,0,2400,0,0,28,0,0,0,15,0,180
2405207,Janduís,0,0,0,0,0,42,0,0,0,27,0,0
2405306,Januário Cicco,0,0,0,0,0,270,0,0,15000,300,0,0
2405405,Japi,0,0,0,0,0,160,0,0,0,180,0,0
2405504,Jardim de Angicos,0,0,0,0,0,26,0,0,0,73,0,0
2405603,Jardim de Piranhas,0,0,0,0,0,53,0,0,0,24,0,0
2405702,Jardim do Seridó,0,0,0,0,0,14,0,6,0,7,0,0
2405801,João Câmara,0,0,900,0,0,60,0,0,750,114,0,0
2405900,João Dias,0,0,84,0,150,114,0,0,27,153,0,0
2406007,José da Penha,0,10,0,0,0,300,0,0,0,450,0,0
2406106,Jucurutu,0,0,0,0,0,34,0,30,0,12,0,0
2406155,Jundiá,0,0,150,0,13000,8,0,0,60,20,0,0
2406205,Lagoa d'Anta,0,0,0,0,0,136,0,0,14400,120,0,0
2406304,Lagoa de Pedras,0,0,115,0,0,30,0,22,2000,30,0,0
2406403,Lagoa de Velhos,0,0,0,0,0,60,0,0,8,90,0,0
2406502,Lagoa Nova,0,0,0,0,0,210,0,0,3575,175,0,0
2406601,Lagoa Salgada,0,0,0,0,0,30,0,0,5000,40,0,0
2406700,Lajes,0,0,0,0,0,196,0,0,480,176,0,0
2406809,Lajes Pintadas,0,0,20,0,0,80,0,0,70,120,0,0
2406908,Lucrécia,0,0,51,0,60,19,0,0,4,84,0,0
2407005,Luís Gomes,0,7,19,0,0,220,0,0,124,180,0,0
2407104,Macaíba,0,0,500,0,1300,60,0,0,3500,100,0,0
2407203,Macau,0,0,0,0,0,14,0,0,0,2,0,0
2407252,Major Sales,0,55,0,0,600,200,0,0,0,400,0,0
2407302,Marcelino Vieira,0,3,0,0,35,145,0,0,0,300,0,100
2407401,Martins,0,8,40,0,56,128,0,0,200,162,0,0
2407500,Maxaranguape,0,0,5300,0,26000,30,0,0,1400,24,0,0
2407609,Messias Targino,0,0,0,0,44,36,0,0,0,56,0,0
2407708,Montanhas,0,0,400,0,7500,30,0,0,700,10,0,0
2407807,Monte Alegre,0,0,250,0,3000,80,0,0,700,150,0,0
2407906,Monte das Gameleiras,0,0,0,0,0,135,0,0,18,180,0,0
2408003,Mossoró,0,0,300,0,0,700,0,0,0,655,0,0
2408102,Natal,0,0,0,0,0,0,0,0,0,0,0,0
2408201,Nísia Floresta,0,0,1200,0,45000,40,0,120,850,25,0,0
2408300,Nova Cruz,0,0,0,0,15000,10,0,0,5000,70,0,0
2408409,Olho d'Água do Borges,0,0,0,0,0,120,0,0,0,360,0,0
2408508,Ouro Branco,0,0,0,0,0,40,0,6,0,10,0,0
2408607,Paraná,0,0,0,0,0,160,0,0,0,200,0,0
2408706,Paraú,0,0,0,0,0,24,0,0,0,1,0,0
2408805,Parazinho,0,0,0,0,0,40,0,0,180,180,0,312
2408904,Parelhas,0,0,96,0,0,105,0,12,0,63,0,250
2408953,Rio do Fogo,0,0,36200,0,0,13,0,0,270,126,0,0
2409100,Passa e Fica,0,0,0,0,0,200,0,0,7200,300,0,0
2409209,Passagem,0,0,0,0,900,60,0,0,700,130,0,0
2409308,Patu,0,0,80,0,0,105,0,0,0,240,0,0
2409332,Santa Maria,0,0,0,0,0,80,0,0,24,120,0,0
2409407,Pau dos Ferros,0,0,17,0,0,40,0,0,0,41,0,0
2409506,Pedra Grande,0,0,0,0,0,60,0,0,0,90,0,0
2409605,Pedra Preta,0,0,0,0,0,306,0,0,1500,96,0,0
2409704,Pedro Avelino,0,0,0,0,0,48,0,0,0,16,0,0
2409803,Pedro Velho,0,0,850,0,144000,50,0,0,955,40,0,0
2409902,Pendências,0,0,0,0,0,43,0,0,0,27,0,0
2410009,Pilões,0,0,0,0,0,110,0,0,0,240,0,0
2410108,Poço Branco,0,0,0,0,0,76,0,0,4800,72,0,0
2410207,Portalegre,0,0,0,0,100,30,0,0,270,197,0,0
2410256,Porto do Mangue,0,0,0,0,0,16,0,0,0,1,0,0
2410306,Serra Caiada,0,0,0,0,0,40,0,0,9000,42,0,0
2410405,Pureza,0,0,11400,0,234000,105,0,0,21000,100,0,0
2410504,Rafael Fernandes,0,0,19,0,0,59,0,0,0,139,0,0
2410603,Rafael Godeiro,0,0,54,0,0,23,0,0,0,27,0,300
2410702,Riacho da Cruz,0,0,0,0,0,88,0,0,0,110,0,0
2410801,Riacho de Santana,0,0,0,0,0,111,0,0,0,170,0,0
2410900,Riachuelo,0,0,0,0,0,100,0,0,210,150,0,0
2411007,Rodolfo Fernandes,0,45,0,0,0,248,0,0,0,84,0,0
2411056,Tibau,0,0,0,0,0,69,0,0,0,56,0,0
2411106,Ruy Barbosa,0,0,0,0,0,60,0,0,0,90,0,0
2411205,Santa Cruz,0,0,0,0,0,320,0,0,0,480,0,0
2411403,Santana do Matos,0,0,0,0,0,446,0,0,4000,184,0,260
2411429,Santana do Seridó,0,0,0,0,0,10,0,0,0,2,0,450
2411502,Santo Antônio,0,0,0,0,0,100,0,0,30000,250,0,0
2411601,São Bento do Norte,0,0,75,0,0,84,0,0,0,102,0,0
2411700,São Bento do Trairí,0,0,36,0,0,120,0,0,0,180,0,0
2411809,São Fernando,0,0,18,0,0,45,0,0,0,14,0,0
2411908,São Francisco do Oeste,0,0,0,0,0,50,0,0,0,139,0,0
2412005,São Gonçalo do Amarante,0,0,100,0,8000,250,0,0,3600,250,0,0
2412104,São João do Sabugi,0,22,17,0,0,42,0,0,0,42,0,0
2412203,São José de Mipibu,0,0,800,0,300000,0,0,500,500,40,0,0
2412302,São José do Campestre,0,0,0,0,0,180,0,0,8,270,0,0
2412401,São José do Seridó,0,0,0,0,0,3,0,0,0,0,0,0
2412500,São Miguel,0,0,105,0,100,1000,0,0,40,1100,0,100
2412559,São Miguel do Gostoso,0,0,625,0,0,300,0,0,6300,240,0,820
2412609,São Paulo do Potengi,0,0,55,0,0,180,0,10,160,270,0,0
2412708,São Pedro,0,0,0,0,0,140,0,0,2400,240,0,0
2412807,São Rafael,0,0,0,0,0,28,0,0,0,12,0,0
2412906,São Tomé,0,0,0,0,0,120,0,0,0,180,0,0
2413003,São Vicente,0,0,0,0,0,23,0,0,350,7,0,44
2413102,Senador Elói de Souza,0,0,0,0,0,225,0,0,2500,210,0,0
2413201,Senador Georgino Avelino,0,0,150,0,0,50,0,0,700,50,0,0
2413300,Serra de São Bento,0,0,0,0,0,113,0,0,9,300,0,0
2413359,Serra do Mel,0,0,0,0,0,2635,0,0,0,182,0,0
2413409,Serra Negra do Norte,0,0,0,0,0,60,0,0,0,16,0,0
2413508,Serrinha,0,0,0,0,0,40,0,0,250,40,0,0
2413557,Serrinha dos Pintos,0,0,20,0,0,100,0,0,0,160,0,0
2413607,Severiano Melo,3,0,0,0,0,340,0,0,0,95,0,0
2413706,Sítio Novo,0,0,0,0,0,80,0,0,0,120,0,0
2413805,Taboleiro Grande,0,10,17,0,40,100,0,0,0,95,0,0
2413904,Taipu,0,0,0,0,126000,100,0,0,2640,50,0,0
2414001,Tangará,0,0,18,0,0,120,0,0,32,180,0,0
2414100,Tenente Ananias,0,3,18,0,66,98,0,0,4,97,0,0
2414159,Tenente Laurentino Cruz,0,0,0,0,0,150,0,0,3500,75,0,0
2414209,Tibau do Sul,0,0,0,0,120000,30,0,0,500,60,0,0
2414308,Timbaúba dos Batistas,0,0,0,0,0,6,0,0,0,2,0,28
2414407,Touros,1000,0,42500,0,0,250,0,0,22200,200,0,0
2414456,Triunfo Potiguar,0,0,0,0,0,77,0,0,80,48,0,0
2414506,Umarizal,0,0,266,0,0,210,0,0,0,210,0,0
2414605,Upanema,0,0,946,0,0,87,0,0,0,240,0,0
2414704,Várzea,0,0,0,0,0,60,0,0,50,50,0,0
2414753,Venha-Ver,0,0,60,0,375,119,0,0,70,225,0,100
2414803,Vera Cruz,0,0,0,0,0,30,0,0,15000,80,0,0
2414902,Viçosa,0,0,0,0,0,125,0,0,0,168,0,0
2415008,Vila Flor,0,0,0,0,23000,8,0,0,0,9,0,0
2500106,Água Branca,0,4,70,0,0,280,0,0,180,640,0,0
2500205,Aguiar,0,23,0,0,200,104,0,0,0,340,0,0
2500304,Alagoa Grande,0,0,3240,0,54000,300,0,49,900,420,0,0
2500403,Alagoa Nova,0,0,37200,0,33750,270,0,1800,750,250,0,0
2500502,Alagoinha,3,0,880,0,15000,110,0,30,1440,90,0,0
2500536,Alcantil,0,0,0,0,0,13,0,0,0,2,0,0
2500577,Algodão de Jandaíra,0,0,0,0,0,66,0,0,0,60,0,0
2500601,Alhandra,0,0,980,0,139500,9,0,40,6000,0,0,0
2500700,São João do Rio do Peixe,30,200,360,0,0,72,0,0,0,840,0,0
2500734,Amparo,0,0,0,0,0,100,0,0,0,80,0,0
2500775,Aparecida,10,0,200,0,0,102,0,0,0,194,0,0
2500809,Araçagi,0,0,840,0,12500,236,0,35,7000,455,0,0
2500908,Arara,0,0,0,0,0,667,0,0,800,960,0,0
2501005,Araruna,0,0,0,0,0,1305,0,0,1020,625,0,0
2501104,Areia,0,0,15600,0,36000,570,0,60,1440,480,0,0
2501153,Areia de Baraúnas,0,0,28,0,0,73,0,0,18,108,0,44
2501203,Areial,0,0,0,0,0,422,0,0,315,120,0,0
2501302,Aroeiras,0,0,60,0,0,90,0,30,150,160,0,60
2501351,Assunção,0,0,0,0,0,54,0,0,0,40,0,0
2501401,Baía da Traição,0,0,360,0,77000,1,0,35,600,4,0,0
2501500,Bananeiras,0,5,21000,0,5400,280,0,30,4100,252,0,0
2501534,Baraúna,4,0,0,0,0,100,0,0,0,63,0,0
2501575,Barra de Santana,1,0,0,0,0,14,0,0,0,10,0,0
2501609,Barra de Santa Rosa,0,0,0,0,0,490,0,0,0,640,0,0
2501708,Barra de São Miguel,0,0,300,0,0,44,0,0,0,101,0,1800
2501807,Bayeux,0,0,0,0,0,0,0,0,40,0,0,0
2501906,Belém,0,5,180,0,1350,128,0,30,2700,180,0,0
2502003,Belém do Brejo do Cruz,0,0,0,0,0,38,0,0,0,72,0,0
2502052,Bernardino Batista,0,0,0,0,0,75,0,0,110,190,0,0
2502102,Boa Ventura,5,65,0,0,200,60,0,0,0,210,0,0
2502151,Boa Vista,0,0,0,0,0,23,0,0,0,24,0,0
2502201,Bom Jesus,0,0,0,0,0,72,0,0,0,90,0,0
2502300,Bom Sucesso,0,0,0,0,0,179,0,0,0,558,0,0
2502409,Bonito de Santa Fé,0,10,65,0,1400,175,0,0,0,504,0,0
2502508,Boqueirão,0,0,50,0,0,15,0,24,0,10,0,1400
2502607,Igaracy,0,45,0,0,80,105,0,0,0,272,0,0
2502706,Borborema,0,3,10500,0,0,50,0,35,2200,100,0,0
2502805,Brejo do Cruz,0,0,0,0,0,165,0,0,0,150,0,0
2502904,Brejo dos Santos,0,0,0,0,0,114,0,0,0,144,0,0
2503001,Caaporã,0,0,140,0,55000,3,0,0,2000,0,0,60
2503100,Cabaceiras,0,0,45,0,0,9,0,0,0,21,0,600
2503209,Cabedelo,0,0,0,0,0,0,0,0,0,0,0,0
2503308,Cachoeira dos Índios,0,7,128,0,0,130,0,0,0,230,0,0
2503407,Cacimba de Areia,0,14,0,0,0,144,0,0,9,260,0,0
2503506,Cacimba de Dentro,0,0,0,0,0,850,0,0,800,1400,0,0
2503555,Cacimbas,16,0,0,0,70,355,0,0,32,490,0,25
2503605,Caiçara,0,0,96,0,0,60,0,0,800,84,0,0
2503704,Cajazeiras,0,24,96,0,200,229,0,0,0,547,0,90
2503753,Cajazeirinhas,2,5,72,0,0,105,0,0,0,162,0,0
2503803,Caldas Brandão,0,0,0,0,0,30,0,0,1650,25,0,0
2503902,Camalaú,0,0,0,0,0,40,0,0,0,40,0,0
2504009,Campina Grande,2,0,375,0,0,310,0,35,630,600,0,375
2504033,Capim,0,0,0,0,75000,7,0,0,765,10,0,0
2504074,Caraúbas,0,0,70,0,0,36,0,0,48,60,0,0
2504108,Carrapateira,0,18,0,0,0,58,0,0,0,102,0,0
2504157,Casserengue,0,0,0,0,0,1905,0,0,0,800,0,0
2504207,Catingueira,0,18,0,0,350,100,0,0,0,240,0,0
2504306,Catolé do Rocha,0,2,36,0,0,165,0,0,0,240,0,0
2504355,Caturité,0,0,15,0,0,70,0,0,0,29,0,150
2504405,Conceição,0,5,0,0,600,320,0,0,40,792,0,150
2504504,Condado,0,4,0,0,0,140,0,0,0,252,0,0
2504603,Conde,0,0,620,0,23200,15,0,0,4200,0,0,0
2504702,Congo,0,0,90,0,0,20,0,0,80,24,0,1800
2504801,Coremas,0,6,90,0,0,96,0,0,0,224,0,0
2504850,Coxixola,0,0,0,0,0,25,0,0,0,50,0,0
2504900,Cruz do Espírito Santo,0,0,100,0,360000,8,0,40,2000,2,0,0
2505006,Cubati,0,0,0,0,0,360,0,0,0,200,0,0
2505105,Cuité,0,0,0,0,0,620,0,0,160,1050,0,0
2505204,Cuitegi,0,0,200,0,7250,54,0,35,1050,49,0,0
2505238,Cuité de Mamanguape,0,0,560,0,55000,75,0,40,3200,80,0,0
2505279,Curral de Cima,0,0,75,0,25000,13,0,35,900,5,0,0
2505303,Curral Velho,0,40,0,0,200,45,0,0,0,150,0,0
2505352,Damião,0,0,0,0,0,185,0,0,70,480,0,0
2505402,Desterro,0,0,0,0,70,326,0,0,27,576,0,0
2505501,Vista Serrana,0,0,0,0,0,30,0,0,0,60,0,0
2505600,Diamante,0,70,0,0,200,105,0,0,0,337,0,0
2505709,Dona Inês,0,0,112,0,0,130,0,0,2600,280,0,0
2505808,Duas Estradas,0,0,120,0,1000,63,0,35,1200,40,0,0
2505907,Emas,0,64,60,0,35,53,0,0,0,125,0,0
2506004,Esperança,0,0,330,0,0,936,0,0,270,320,0,0
